actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
161,PT10M23.00S,2025-04-11T00:37:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631311,6.1268068331143235,49.50980392156863,1610612740,28,33,2025-04-11T00:38:09Z,1600000,False,2.0,5.0,1,left,L. Quinones driving finger roll Layup (6 PTS) (E. Payton 6 AST),"[1631311, 203901]",1610612740.0,NOP,driving finger roll,,,Quinones,L. Quinones,,,,,Restricted Area,0-8 Center,0.57,Made,6.0,,,,,E. Payton,203901.0,6.0,,,,,,,,,,
163,PT10M15.00S,2025-04-11T00:37:09.6Z,2,REGULAR,3pt,Jump Shot,[],1629645,67.23061760840999,36.51960784313725,1610612749,31,33,2025-04-11T00:37:16Z,1620000,False,-67.0,256.0,1,right,K. Porter Jr. 26' 3PT pullup (7 PTS),[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,26.42,Made,7.0,,,,,,,,,,,,,,,,,
164,PT09M59.00S,2025-04-11T00:37:27.2Z,2,REGULAR,3pt,Jump Shot,[],1631288,12.302890932982917,3.9215686274509802,1610612740,31,33,2025-04-11T00:38:53Z,1630000,False,230.0,63.0,1,left,MISS J. Cain 3PT,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Right Corner 3,24+ Right,23.89,Missed,,,,,,,,,,,,,,,,,,
165,PT09M57.00S,2025-04-11T00:37:29.2Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,31,33,2025-04-11T00:38:53Z,1640000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,,
166,PT09M49.00S,2025-04-11T00:37:35.9Z,2,REGULAR,3pt,Jump Shot,[],1626171,67.09921156373193,37.99019607843137,1610612749,31,33,2025-04-11T00:37:46Z,1650000,False,-60.0,257.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,26.37,Missed,,,,,,,,,,,,,,,,,,
167,PT09M47.00S,2025-04-11T00:37:38.8Z,2,REGULAR,rebound,offensive,[],1629645,,,1610612749,31,33,2025-04-11T00:37:38Z,1660000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,166.0,2.0,1.0,1.0,,,,,,,,,,,,,
168,PT09M39.00S,2025-04-11T00:37:45.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1626171,92.9862023653088,30.88235294117647,1610612749,33,33,2025-04-11T00:37:52Z,1670000,False,-96.0,13.0,1,right,B. Portis 9' turnaround fadeaway Jump Shot (2 PTS) (K. Porter Jr. 2 AST),"[1626171, 1629645]",1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,9.65,Made,2.0,,,,,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,
170,PT09M32.00S,2025-04-11T00:37:54.9Z,2,REGULAR,3pt,Jump Shot,[],1631288,4.993429697766097,96.34650735294117,1610612740,33,36,2025-04-11T00:39:48Z,1690000,False,-232.0,-6.0,1,left,J. Cain 3PT  (5 PTS) (E. Payton 7 AST),"[1631288, 203901]",1610612740.0,NOP,,,,Cain,J. Cain,,,,,Left Corner 3,24+ Left,23.18,Made,5.0,,,,,E. Payton,203901.0,7.0,,,,,,,,,,
173,PT09M16.00S,2025-04-11T00:40:02.3Z,2,REGULAR,2pt,Jump Shot,[],1626171,95.3515111695138,81.86274509803921,1610612749,33,36,2025-04-11T00:40:09Z,1720000,False,159.0,-9.0,1,right,MISS B. Portis 15' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,15.95,Missed,,,,,,,,,,,,,,,,,,
174,PT09M15.00S,2025-04-11T00:40:03.3Z,2,REGULAR,rebound,defensive,[],203901,,,1610612740,33,36,2025-04-11T00:40:09Z,1730000,False,,,0,,E. Payton REBOUND (Off:0 Def:3),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Mid-Range,8-16 Right,,,,173.0,3.0,3.0,0.0,,,,,,,,,,,,,
176,PT09M02.00S,2025-04-11T00:40:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631311,6.652431011826544,51.9607843137255,1610612740,33,38,2025-04-11T00:40:29Z,1750000,False,-10.0,10.0,1,left,L. Quinones cutting Layup (8 PTS) (E. Payton 8 AST),"[1631311, 203901]",1610612740.0,NOP,cutting,,,Quinones,L. Quinones,,,,,Restricted Area,0-8 Center,1.4,Made,8.0,,,,,E. Payton,203901.0,8.0,,,,,,,,,,
178,PT08M48.00S,2025-04-11T00:40:36.8Z,2,REGULAR,3pt,Jump Shot,[],1631260,66.96780551905388,56.61764705882353,1610612749,33,38,2025-04-11T00:40:42Z,1770000,False,33.0,258.0,1,right,MISS A. Green 26' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
179,PT08M47.00S,2025-04-11T00:40:37.8Z,2,REGULAR,rebound,defensive,[],1631255,,,1610612740,33,38,2025-04-11T00:42:07Z,1780000,False,,,0,,K. Matković REBOUND (Off:0 Def:4),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Center,,,,178.0,4.0,4.0,0.0,,,,,,,,,,,,,
180,PT08M25.00S,2025-04-11T00:41:00.1Z,2,REGULAR,3pt,Jump Shot,[],1631311,35.955978975032856,42.40196078431372,1610612740,33,41,2025-04-11T00:41:07Z,1790000,False,38.0,285.0,1,left,L. Quinones 28' 3PT step back (11 PTS) (E. Payton 9 AST),"[1631311, 203901]",1610612740.0,NOP,step back,,,Quinones,L. Quinones,,,,,Above the Break 3,24+ Center,28.8,Made,11.0,,,,,E. Payton,203901.0,9.0,,,,,,,,,,
182,PT08M15.00S,2025-04-11T00:41:10.6Z,2,REGULAR,3pt,Jump Shot,[],1629018,73.19316688567675,15.709252450980394,1610612749,36,41,2025-04-11T00:41:19Z,1810000,False,-171.0,199.0,1,right,G. Trent Jr. 26' 3PT  (9 PTS) (G. Antetokounmpo 2 AST),"[1629018, 203507]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.31,Made,9.0,,,,,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,
184,PT07M53.00S,2025-04-11T00:41:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,18.873193166885677,36.27450980392157,1610612740,36,41,2025-04-11T00:41:36Z,1830000,False,69.0,125.0,1,left,MISS E. Payton 14' driving floating Shot,[203901],1610612740.0,NOP,driving floating,,,Payton,E. Payton,,,,,In The Paint (Non-RA),8-16 Center,14.25,Missed,,,,,,,,,,,,,,,,,,
185,PT07M50.00S,2025-04-11T00:41:34.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,36,41,2025-04-11T00:41:34Z,1840000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,184.0,4.0,4.0,0.0,,,,,,,,,,,,,
186,PT07M47.00S,2025-04-11T00:41:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,80.3712220762155,62.5,1610612749,36,41,2025-04-11T00:42:51Z,1850000,False,62.0,132.0,1,right,MISS K. Porter Jr. 14' step back Shot,[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.6,Missed,,,,,,,,,,,,,,,,,,
187,PT07M45.00S,2025-04-11T00:41:43.6Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,36,41,2025-04-11T00:42:51Z,1860000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,186.0,5.0,4.0,1.0,,,,,,,,,,,,,
188,PT07M44.00S,2025-04-11T00:41:46.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,97.05978975032852,48.529411764705884,1610612749,38,41,2025-04-11T00:43:01Z,1870000,False,-7.0,-25.0,1,right,G. Antetokounmpo putback DUNK (9 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,2.6,Made,9.0,,,,,,,,,,,,,,,,,
189,PT07M16.00S,2025-04-11T00:42:08.8Z,2,REGULAR,3pt,Jump Shot,[],1631255,7.046649145860711,97.30392156862744,1610612740,38,41,2025-04-11T00:42:17Z,1880000,False,-237.0,14.0,1,left,MISS K. Matković 3PT,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Left Corner 3,24+ Left,23.69,Missed,,,,,,,,,,,,,,,,,,
190,PT07M13.00S,2025-04-11T00:42:12.5Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,38,41,2025-04-11T00:42:12Z,1890000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,
191,PT07M10.00S,2025-04-11T00:42:17.6Z,2,REGULAR,foul,personal,['2freethrow'],1631311,,,1610612749,38,41,2025-04-11T00:42:28Z,1900000,False,,,0,,L. Quinones shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1631311, 203507]",1610612740.0,NOP,shooting,,,Quinones,L. Quinones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,,2.0,0.0,Antetokounmpo,203507.0,,,,
193,PT07M10.00S,2025-04-11T00:43:06.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,38,41,2025-04-11T00:43:06Z,1920000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
194,PT07M10.00S,2025-04-11T00:43:06.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,38,41,2025-04-11T00:43:06Z,1930000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,
195,PT07M10.00S,2025-04-11T00:43:08.2Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,38,41,2025-04-11T00:43:19Z,1940000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M10.00S,2025-04-11T00:43:08.2Z,2,REGULAR,substitution,out,[],1631255,,,1610612749,38,41,2025-04-11T00:43:19Z,1950000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M10.00S,2025-04-11T00:43:08.2Z,2,REGULAR,substitution,out,[],203901,,,1610612749,38,41,2025-04-11T00:43:19Z,1960000,False,,,0,,SUB out: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M10.00S,2025-04-11T00:43:08.2Z,2,REGULAR,substitution,in,[],1628398,,,1610612749,38,41,2025-04-11T00:43:19Z,1970000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M10.00S,2025-04-11T00:43:08.2Z,2,REGULAR,substitution,in,[],1631232,,,1610612749,38,41,2025-04-11T00:43:19Z,1980000,False,,,0,,SUB in: K. Brooks Jr.,[1631232],1610612740.0,NOP,,,,Brooks Jr.,K. Brooks Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M10.00S,2025-04-11T00:43:08.2Z,2,REGULAR,substitution,in,[],1630526,,,1610612749,38,41,2025-04-11T00:43:19Z,1990000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M10.00S,2025-04-11T00:43:40.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,39,41,2025-04-11T00:43:40Z,2000000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
202,PT07M01.00S,2025-04-11T00:43:50.8Z,2,REGULAR,3pt,Jump Shot,[],1631288,27.414586070959263,87.00980392156863,1610612740,39,41,2025-04-11T00:45:23Z,2010000,False,-185.0,205.0,1,left,MISS J. Cain 27' 3PT,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,
203,PT06M59.00S,2025-04-11T00:43:52.8Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,39,41,2025-04-11T00:45:23Z,2020000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:2),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,202.0,3.0,2.0,1.0,,,,,,,,,,,,,
204,PT06M49.00S,2025-04-11T00:44:01.7Z,2,REGULAR,3pt,Jump Shot,[],1629645,70.90998685939553,19.11764705882353,1610612749,39,41,2025-04-11T00:45:55Z,2030000,False,-154.0,221.0,1,right,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.95,Missed,,,,,,,,,,,,,,,,,,
205,PT06M45.00S,2025-04-11T00:44:05.7Z,2,REGULAR,rebound,defensive,[],1631311,,,1610612740,39,41,2025-04-11T00:44:06Z,2040000,False,,,0,,L. Quinones REBOUND (Off:0 Def:1),[1631311],1610612740.0,NOP,,,,Quinones,L. Quinones,,,,,Above the Break 3,24+ Left Center,,,,204.0,1.0,1.0,0.0,,,,,,,,,,,,,
206,PT06M38.00S,2025-04-11T00:44:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631311,9.017739816031538,46.07843137254902,1610612740,39,43,2025-04-11T00:44:17Z,2050000,False,20.0,32.0,1,left,L. Quinones driving Layup (13 PTS),[1631311],1610612740.0,NOP,driving,,,Quinones,L. Quinones,,,,,Restricted Area,0-8 Center,3.78,Made,13.0,,,,,,,,,,,,,,,,,
207,PT06M24.00S,2025-04-11T00:44:26.0Z,2,REGULAR,3pt,Jump Shot,[],203507,66.44218134034165,37.99019607843137,1610612749,42,43,2025-04-11T00:44:31Z,2060000,False,-60.0,263.0,1,right,G. Antetokounmpo 26' 3PT pullup (13 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,26.97,Made,13.0,,,,,,,,,,,,,,,,,
208,PT06M14.00S,2025-04-11T00:44:36.2Z,2,REGULAR,turnover,bad pass,[],1631311,,,1610612740,42,43,2025-04-11T00:44:44Z,2070000,False,,,0,,L. Quinones bad pass TURNOVER (2 TO),"[1631311, 1629645]",1610612740.0,NOP,,,,Quinones,L. Quinones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2.0,,,,,Porter Jr.,1629645.0,,
209,PT06M14.00S,2025-04-11T00:44:36.2Z,2,REGULAR,steal,,[],1629645,,,1610612749,42,43,2025-04-11T00:44:39Z,2080000,False,,,0,,K. Porter Jr. STEAL (3 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
210,PT06M12.00S,2025-04-11T00:44:42.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,93.38042049934296,49.754901960784316,1610612749,42,43,2025-04-11T00:46:57Z,2090000,False,-1.0,10.0,1,right,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
211,PT06M10.00S,2025-04-11T00:44:44.1Z,2,REGULAR,rebound,defensive,[],1631232,,,1610612740,42,43,2025-04-11T00:46:57Z,2100000,False,,,0,,K. Brooks Jr. REBOUND (Off:0 Def:1),[1631232],1610612740.0,NOP,,,,Brooks Jr.,K. Brooks Jr.,,,,,Restricted Area,0-8 Center,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,
212,PT06M04.00S,2025-04-11T00:44:48.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631232,25.043117608409986,10.807291666666668,1610612740,42,46,2025-04-11T00:47:28Z,2110000,False,196.0,183.0,1,left,K. Brooks Jr. 26' 3PT running (5 PTS) (L. Quinones 2 AST),"[1631232, 1631311]",1610612740.0,NOP,running,,,Brooks Jr.,K. Brooks Jr.,,,,,Above the Break 3,24+ Right Center,26.81,Made,5.0,,,,,L. Quinones,1631311.0,2.0,,,,,,,,,,
214,PT05M49.00S,2025-04-11T00:45:02.3Z,2,REGULAR,3pt,Jump Shot,[],1631260,74.72076215505913,10.53921568627451,1610612749,42,46,2025-04-11T00:45:07Z,2130000,False,-197.0,185.0,1,right,MISS A. Green 27' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,27.05,Missed,,,,,,,,,,,,,,,,,,
215,PT05M48.00S,2025-04-11T00:45:03.3Z,2,REGULAR,rebound,defensive,[],1631232,,,1610612740,42,46,2025-04-11T00:47:11Z,2140000,False,,,0,,K. Brooks Jr. REBOUND (Off:0 Def:2),[1631232],1610612740.0,NOP,,,,Brooks Jr.,K. Brooks Jr.,,,,,Above the Break 3,24+ Left Center,,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,
216,PT05M42.00S,2025-04-11T00:45:24.1Z,2,REGULAR,foul,offensive,[],1630283,,,1610612740,42,46,2025-04-11T00:46:09Z,2150000,False,,,0,,K. Kelley offensive FOUL (2 PF),"[1630283, 1628398]",1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,,2.0,0.0,Kuzma,1628398.0,,,,
218,PT05M42.00S,2025-04-11T00:45:24.1Z,2,REGULAR,turnover,offensive foul,[],1630283,,,1610612740,42,46,2025-04-11T00:45:24Z,2170000,False,,,0,,K. Kelley offensive foul TURNOVER (2 TO),[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,2.0,,,,,,,,
219,PT05M42.00S,2025-04-11T00:45:36.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,42,46,2025-04-11T00:45:36Z,2180000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M42.00S,2025-04-11T00:47:39.4Z,2,REGULAR,substitution,out,[],1631260,,,1610612749,42,46,2025-04-11T00:48:02Z,2190000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M42.00S,2025-04-11T00:47:39.4Z,2,REGULAR,substitution,out,[],203507,,,1610612749,42,46,2025-04-11T00:48:02Z,2200000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M42.00S,2025-04-11T00:47:39.4Z,2,REGULAR,substitution,out,[],1631288,,,1610612749,42,46,2025-04-11T00:48:02Z,2210000,False,,,0,,SUB out: J. Cain,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M42.00S,2025-04-11T00:47:39.4Z,2,REGULAR,substitution,in,[],201572,,,1610612749,42,46,2025-04-11T00:48:02Z,2220000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M42.00S,2025-04-11T00:47:39.4Z,2,REGULAR,substitution,in,[],1627752,,,1610612749,42,46,2025-04-11T00:48:02Z,2230000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M42.00S,2025-04-11T00:47:39.4Z,2,REGULAR,substitution,in,[],1641810,,,1610612749,42,46,2025-04-11T00:48:02Z,2240000,False,,,0,,SUB in: A. Reeves,[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M30.00S,2025-04-11T00:48:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,92.9862023653088,49.26470588235294,1610612749,44,46,2025-04-11T00:48:34Z,2250000,False,-4.0,13.0,1,right,K. Kuzma driving Layup (2 PTS) (K. Porter Jr. 3 AST),"[1628398, 1629645]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,,,,,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,
228,PT05M13.00S,2025-04-11T00:48:49.3Z,2,REGULAR,turnover,out-of-bounds,[],1630526,,,1610612740,44,46,2025-04-11T00:49:28Z,2270000,False,,,0,,J. Robinson-Earl lost ball out-of-bounds TURNOVER (1 TO),[1630526],1610612740.0,NOP,lost ball,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628951.0,1.0,,,,,,,,
229,PT04M59.00S,2025-04-11T00:49:09.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628398,91.80354796320631,56.61764705882353,1610612749,44,46,2025-04-11T00:50:14Z,2280000,False,33.0,25.0,1,right,MISS K. Kuzma driving floating Shot,[1628398],1610612749.0,MIL,driving floating,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,,,,,
230,PT04M57.00S,2025-04-11T00:49:11.9Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612749,44,46,2025-04-11T00:50:14Z,2290000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,229.0,1.0,0.0,1.0,,,,,,,,,,,,,
231,PT04M55.00S,2025-04-11T00:49:14.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627752,96.40275952693824,95.83333333333334,1610612749,47,46,2025-04-11T00:50:27Z,2300000,False,229.0,-19.0,1,right,T. Prince 3PT  (6 PTS) (K. Porter Jr. 4 AST),"[1627752, 1629645]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.0,Made,6.0,,,,,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,
233,PT04M38.00S,2025-04-11T00:49:29.5Z,2,REGULAR,2pt,Jump Shot,[],1641810,29.122864651773984,42.64705882352941,1610612740,47,46,2025-04-11T00:50:43Z,2320000,False,37.0,221.0,1,left,MISS A. Reeves 22' pullup Shot,[1641810],1610612740.0,NOP,pullup,,,Reeves,A. Reeves,,,,,Mid-Range,16-24 Center,22.43,Missed,,,,,,,,,,,,,,,,,,
234,PT04M37.00S,2025-04-11T00:49:30.5Z,2,REGULAR,rebound,offensive,[],1630283,,,1610612740,47,46,2025-04-11T00:51:47Z,2330000,False,,,0,,K. Kelley REBOUND (Off:2 Def:1),[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,Mid-Range,16-24 Center,,,,233.0,3.0,1.0,2.0,,,,,,,,,,,,,
235,PT04M36.00S,2025-04-11T00:49:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630283,8.886333771353483,51.225490196078425,1610612740,47,46,2025-04-11T00:51:55Z,2340000,False,-6.0,31.0,1,left,MISS K. Kelley putback Layup,[1630283],1610612740.0,NOP,putback,,,Kelley,K. Kelley,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
236,PT04M35.00S,2025-04-11T00:49:34.2Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,47,46,2025-04-11T00:51:55Z,2350000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:3),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,235.0,4.0,3.0,1.0,,,,,,,,,,,,,
237,PT04M26.00S,2025-04-11T00:49:41.5Z,2,REGULAR,3pt,Jump Shot,[],201572,68.80749014454665,68.87254901960785,1610612749,47,46,2025-04-11T00:49:57Z,2360000,False,94.0,241.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
238,PT04M25.00S,2025-04-11T00:49:42.5Z,2,REGULAR,rebound,defensive,[],1630283,,,1610612740,47,46,2025-04-11T00:52:24Z,2370000,False,,,0,,K. Kelley REBOUND (Off:2 Def:2),[1630283],1610612740.0,NOP,,,,Kelley,K. Kelley,,,,,Above the Break 3,24+ Right Center,,,,237.0,4.0,2.0,2.0,,,,,,,,,,,,,
240,PT04M15.00S,2025-04-11T00:49:51.8Z,2,REGULAR,3pt,Jump Shot,[],1630526,29.517082785808146,18.38235294117647,1610612740,47,46,2025-04-11T00:50:01Z,2380000,False,158.0,225.0,1,left,MISS J. Robinson-Earl 27' step back 3PT,[1630526],1610612740.0,NOP,step back,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,27.5,Missed,,,,,,,,,,,,,,,,,,
241,PT04M12.00S,2025-04-11T00:49:54.8Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,47,46,2025-04-11T00:50:01Z,2390000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,,
