actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
32,PT09M54.00S,2024-11-13T01:16:14.1Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],1641711,,,1610612761,8,5,2024-11-13T01:16:14Z,320000,False,,,0,,G. Dick Free Throw 1 of 3 (1 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
33,PT09M54.00S,2024-11-13T01:16:26.7Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],1641711,,,1610612761,8,6,2024-11-13T01:16:26Z,330000,False,,,0,,G. Dick Free Throw 2 of 3 (2 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
34,PT09M54.00S,2024-11-13T01:16:29.6Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,8,6,2024-11-13T01:16:36Z,340000,False,,,0,,SUB out: J. Pöltl,[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M54.00S,2024-11-13T01:16:29.6Z,1,REGULAR,substitution,in,[],1628981,,,1610612761,8,6,2024-11-13T01:16:36Z,350000,False,,,0,,SUB in: B. Fernando,[1628981],1610612761.0,TOR,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M54.00S,2024-11-13T01:16:44.4Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],1641711,,,1610612761,8,7,2024-11-13T01:16:44Z,360000,False,,,0,,G. Dick Free Throw 3 of 3 (3 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
37,PT09M38.00S,2024-11-13T01:17:00.4Z,1,REGULAR,3pt,Jump Shot,[],201572,71.69842312746385,79.16666666666666,1610612749,8,7,2024-11-13T01:17:07Z,370000,False,146.0,214.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
38,PT09M35.00S,2024-11-13T01:17:03.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,8,7,2024-11-13T01:17:03Z,380000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,37.0,1.0,0.0,1.0,,
39,PT09M34.00S,2024-11-13T01:17:05.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631157,96.00854139290408,22.058823529411764,1610612749,8,7,2024-11-13T01:17:10Z,390000,False,-140.0,-15.0,1,right,MISS R. Rollins 14' Jump Shot,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,14.05,Missed,,,,,,,,,,,,,,,,,,
40,PT09M30.00S,2024-11-13T01:17:08.5Z,1,REGULAR,rebound,offensive,[],1631260,,,1610612749,8,7,2024-11-13T01:17:08Z,400000,False,,,0,,A. Green REBOUND (Off:1 Def:0),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,39.0,1.0,0.0,1.0,,
41,PT09M28.00S,2024-11-13T01:17:10.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631157,85.67674113009198,2.228860294117647,1610612749,11,7,2024-11-13T01:17:21Z,410000,False,-239.0,82.0,1,right,R. Rollins 25' 3PT  (3 PTS) (A. Green 3 AST),"[1631157, 1631260]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,25.26,Made,3.0,A. Green,1631260.0,3.0,,,,,,,,,,,,,,
43,PT09M19.00S,2024-11-13T01:17:19.6Z,1,REGULAR,turnover,lost ball,[],1630534,,,1610612761,11,7,2024-11-13T01:17:24Z,430000,False,,,0,,O. Agbaji lost ball TURNOVER (1 TO),"[1630534, 1631260]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Green,1631260.0,,,,,,
44,PT09M19.00S,2024-11-13T01:17:19.6Z,1,REGULAR,steal,,[],1631260,,,1610612749,11,7,2024-11-13T01:17:22Z,440000,False,,,0,,A. Green STEAL (1 STL),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
45,PT09M13.00S,2024-11-13T01:17:25.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631157,74.45795006570303,9.313725490196079,1610612749,11,7,2024-11-13T02:16:28Z,450000,False,-203.0,188.0,1,right,MISS R. Rollins 27' running 3PT,[1631157],1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,27.67,Missed,,,,,,,,,,,,,,,,,,
46,PT09M09.00S,2024-11-13T01:17:29.2Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,11,7,2024-11-13T01:17:36Z,460000,False,,,0,,G. Dick REBOUND (Off:0 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,
47,PT09M05.00S,2024-11-13T01:17:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,11.645860709592641,49.50980392156863,1610612761,11,7,2024-11-13T01:17:41Z,470000,False,2.0,57.0,1,left,MISS G. Dick driving Layup - blocked,"[1641711, 201572]",1610612761.0,TOR,driving,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,5.71,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
48,PT09M05.00S,2024-11-13T01:17:33.7Z,1,REGULAR,block,,[],201572,,,1610612761,11,7,2024-11-13T01:17:37Z,480000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT09M05.00S,2024-11-13T01:17:33.7Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,11,7,2024-11-13T01:27:18Z,490000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,47.0,1.0,1.0,0.0,,
50,PT08M55.00S,2024-11-13T01:17:43.9Z,1,REGULAR,3pt,Jump Shot,[],1631260,81.42247043363994,3.9215686274509802,1610612749,11,7,2024-11-13T01:17:49Z,500000,False,-230.0,122.0,1,right,MISS A. Green 26' step back 3PT,[1631260],1610612749.0,MIL,step back,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
51,PT08M51.00S,2024-11-13T01:17:47.9Z,1,REGULAR,rebound,defensive,[],1628981,,,1610612761,11,7,2024-11-13T01:17:49Z,510000,False,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612761.0,TOR,,,,Fernando,B. Fernando,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,
52,PT08M46.00S,2024-11-13T01:17:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,7.440867279894875,50.0,1610612761,11,7,2024-11-13T02:17:25Z,520000,False,0.0,17.0,1,left,MISS G. Dick driving reverse Layup,[1641711],1610612761.0,TOR,driving reverse,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
53,PT08M44.00S,2024-11-13T01:17:56.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,7,2024-11-13T02:17:25Z,530000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,
54,PT08M30.00S,2024-11-13T01:18:08.2Z,1,REGULAR,3pt,Jump Shot,[],1627752,71.04139290407359,77.20588235294117,1610612749,11,7,2024-11-13T01:18:14Z,540000,False,136.0,220.0,1,right,MISS T. Prince 25' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
55,PT08M27.00S,2024-11-13T01:18:11.2Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,11,7,2024-11-13T01:18:14Z,550000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,
56,PT08M09.00S,2024-11-13T01:18:30.2Z,1,REGULAR,2pt,Jump Shot,[],1629628,6.521024967148489,76.47058823529412,1610612761,11,7,2024-11-13T01:18:39Z,560000,False,-132.0,9.0,1,left,MISS R. Barrett 13' pullup Shot,[1629628],1610612761.0,TOR,pullup,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,13.27,Missed,,,,,,,,,,,,,,,,,,
57,PT08M06.00S,2024-11-13T01:18:33.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,11,7,2024-11-13T01:18:39Z,570000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,56.0,3.0,2.0,1.0,,
58,PT07M55.00S,2024-11-13T01:18:45.6Z,1,REGULAR,3pt,Jump Shot,[],1627752,66.70499342969777,63.23529411764706,1610612749,14,7,2024-11-13T01:18:50Z,580000,False,66.0,260.0,1,right,T. Prince 26' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1627752, 203507]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,26.88,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
60,PT07M55.00S,2024-11-13T01:18:52.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,14,7,2024-11-13T01:18:52Z,600000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M43.00S,2024-11-13T01:22:02.7Z,1,REGULAR,violation,kicked ball,[],201572,,,1610612761,14,7,2024-11-13T01:22:08Z,610000,False,,,0,,B. Lopez kicked ball VIOLATION,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,
62,PT07M34.00S,2024-11-13T01:22:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.754927726675426,50.98039215686274,1610612761,14,9,2024-11-13T01:22:22Z,620000,False,-5.0,30.0,1,left,R. Barrett driving finger roll Layup (2 PTS),[1629628],1610612761.0,TOR,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.02,Made,2.0,,,,,,,,,,,,,,,,,
63,PT07M09.00S,2024-11-13T01:22:42.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,85.10183968462549,49.754901960784316,1610612749,14,9,2024-11-13T01:22:47Z,630000,False,-1.0,88.0,1,right,MISS R. Rollins 8' driving floating Shot,[1631157],1610612749.0,MIL,driving floating,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,8.75,Missed,,,,,,,,,,,,,,,,,,
64,PT07M07.00S,2024-11-13T01:22:44.8Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,14,9,2024-11-13T01:22:44Z,640000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,63.0,1.0,0.0,1.0,,
65,PT07M04.00S,2024-11-13T01:22:48.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631157,94.03745072273325,96.32352941176471,1610612749,14,9,2024-11-13T01:22:53Z,650000,False,232.0,4.0,1,right,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
66,PT07M00.00S,2024-11-13T01:22:52.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,14,9,2024-11-13T01:22:53Z,660000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,
67,PT06M59.00S,2024-11-13T01:22:53.6Z,1,REGULAR,turnover,bad pass,[],1630534,,,1610612761,14,9,2024-11-13T01:23:02Z,670000,False,,,0,,O. Agbaji bad pass TURNOVER (2 TO),"[1630534, 201572]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Lopez,201572.0,,,,,,
68,PT06M59.00S,2024-11-13T01:22:53.6Z,1,REGULAR,steal,,[],201572,,,1610612749,14,9,2024-11-13T01:22:58Z,680000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
69,PT06M53.00S,2024-11-13T01:22:59.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,92.9862023653088,52.20588235294118,1610612749,16,9,2024-11-13T01:23:13Z,690000,False,11.0,13.0,1,right,G. Antetokounmpo running finger roll Layup (4 PTS) (R. Rollins 1 AST),"[203507, 1631157]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.73,Made,4.0,R. Rollins,1631157.0,1.0,,,,,,,,,,,,,,
70,PT06M46.00S,2024-11-13T01:23:06.1Z,1,REGULAR,turnover,lost ball,[],1629628,,,1610612761,16,9,2024-11-13T02:04:47Z,700000,False,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 1631157]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2.0,Rollins,1631157.0,,,,,,
71,PT06M46.00S,2024-11-13T01:23:06.1Z,1,REGULAR,steal,,[],1631157,,,1610612749,16,9,2024-11-13T02:04:47Z,710000,False,,,0,,R. Rollins STEAL (2 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
72,PT06M40.00S,2024-11-13T01:23:12.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631260,70.38436268068331,75.0,1610612749,19,9,2024-11-13T01:23:23Z,720000,False,125.0,226.0,1,right,A. Green 25' 3PT running (3 PTS) (G. Antetokounmpo 2 AST),"[1631260, 203507]",1610612749.0,MIL,running,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.82,Made,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
75,PT06M20.00S,2024-11-13T01:23:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.360709592641262,47.05882352941176,1610612761,19,9,2024-11-13T01:23:35Z,740000,False,15.0,26.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
76,PT06M18.00S,2024-11-13T01:23:33.1Z,1,REGULAR,rebound,offensive,[],1628981,,,1610612761,19,9,2024-11-13T01:23:35Z,750000,False,,,0,,B. Fernando REBOUND (Off:1 Def:1),[1628981],1610612761.0,TOR,,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,75.0,2.0,1.0,1.0,,
77,PT06M17.00S,2024-11-13T01:23:34.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628981,8.754927726675426,51.9607843137255,1610612761,19,11,2024-11-13T01:23:41Z,760000,False,-10.0,30.0,1,left,B. Fernando putback DUNK (2 PTS),[1628981],1610612761.0,TOR,putback,,,Fernando,B. Fernando,,,,,Restricted Area,0-8 Center,3.14,Made,2.0,,,,,,,,,,,,,,,,,
78,PT05M52.00S,2024-11-13T01:24:00.4Z,1,REGULAR,3pt,Jump Shot,[],203507,67.09921156373193,22.54901960784314,1610612749,19,11,2024-11-13T01:24:09Z,770000,False,-137.0,257.0,1,right,MISS G. Antetokounmpo 29' step back 3PT,[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,29.12,Missed,,,,,,,,,,,,,,,,,,
79,PT05M47.00S,2024-11-13T01:24:05.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,19,11,2024-11-13T01:24:05Z,780000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,78.0,3.0,3.0,0.0,,
80,PT05M47.00S,2024-11-13T01:24:09.9Z,1,REGULAR,foul,personal,[],1631260,,,1610612761,19,11,2024-11-13T01:24:32Z,790000,False,,,0,,A. Green personal FOUL (1 PF),"[1631260, 1641711]",1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202058.0,1.0,0.0,Dick,1641711.0,,,,,,,,,
82,PT05M47.00S,2024-11-13T01:24:17.3Z,1,REGULAR,substitution,out,[],201572,,,1610612761,19,11,2024-11-13T01:24:27Z,810000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
