actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-14T01:10:23.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-14T01:10:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-14T01:10:26.8Z,1,REGULAR,jumpball,recovered,[],1630595,,,1610612765,0,0,2024-11-14T01:10:26Z,40000,False,,,0,,Jump Ball J. Duren vs. B. Lopez: Tip to C. Cunningham,"[1630595, 1631105, 201572]",1610612765.0,DET,startperiod,C. Cunningham,1630595.0,Cunningham,C. Cunningham,Duren,1631105.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2024-11-14T01:10:37.2Z,1,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,0,0,2024-11-14T01:10:46Z,70000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,204058.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-11-14T01:10:54.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631260,26.231931668856767,19.362745098039216,1610612749,0,0,2024-11-14T01:11:03Z,80000,False,153.0,194.0,1,left,MISS A. Green 24' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,24.73,Missed,,,,,,,,,,,,,,,,
9,PT11M32.00S,2024-11-14T01:10:59.9Z,1,REGULAR,rebound,defensive,[],1641842,,,1610612765,0,0,2024-11-14T01:11:03Z,90000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M21.00S,2024-11-14T01:11:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,80.50262812089356,40.19607843137255,1610612765,0,2,2024-11-14T01:11:18Z,100000,False,-49.0,131.0,1,right,C. Cunningham 13' step back Jump Shot (2 PTS) (J. Duren 1 AST),"[1630595, 1631105]",1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,13.97,Made,,,,,2.0,J. Duren,1631105.0,1.0,,,,,,,,
12,PT11M03.00S,2024-11-14T01:11:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.178055190538765,49.01960784313725,1610612749,0,2,2024-11-14T01:11:34Z,120000,False,5.0,15.0,1,left,MISS G. Antetokounmpo driving finger roll Layup,[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,1.58,Missed,,,,,,,,,,,,,,,,
13,PT11M00.00S,2024-11-14T01:11:31.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,0,2,2024-11-14T01:11:34Z,130000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT10M57.00S,2024-11-14T01:11:34.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202699,78.0059132720105,35.53921568627451,1610612765,0,2,2024-11-14T01:11:50Z,140000,False,-72.0,154.0,1,right,MISS T. Harris 17' running pullup Shot,[202699],1610612765.0,DET,running pullup,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,17.03,Missed,,,,,,,,,,,,,,,,
15,PT10M54.00S,2024-11-14T01:11:37.3Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612749,0,2,2024-11-14T01:12:08Z,150000,False,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,Mid-Range,16-24 Left Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
