actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
42,PT07M58.00S,2025-01-16T01:15:47.1Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,6,7,2025-01-16T01:15:48Z,410000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,
43,PT07M51.00S,2025-01-16T01:15:55.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641748,11.826544021024969,46.22395833333333,1610612749,6,7,2025-01-16T01:16:08Z,420000,False,19.0,59.0,1,left,MISS A. Jackson Jr. 6' driving Hook - blocked,"[1641748, 1631094]",1610612749.0,MIL,driving,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.17,Missed,,,,,Banchero,1631094.0,,,,,,
44,PT07M51.00S,2025-01-16T01:15:55.2Z,1,REGULAR,block,,[],1631094,,,1610612749,6,7,2025-01-16T01:15:58Z,430000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT07M48.00S,2025-01-16T01:15:58.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,6,7,2025-01-16T01:16:08Z,440000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,
46,PT07M47.00S,2025-01-16T01:16:01.9Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,6,7,2025-01-16T01:16:12Z,450000,False,,,0,,P. Banchero bad pass out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,bad pass,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,1629178.0,,,,,1.0,,,,,,,,,,,,,,
47,PT07M34.00S,2025-01-16T01:16:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,7.835085413929041,50.73529411764706,1610612749,8,7,2025-01-16T01:16:26Z,460000,False,-4.0,21.0,1,left,D. Lillard driving Layup (2 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,2.14,Made,,,,,,,2.0,,,,,
48,PT07M24.00S,2025-01-16T01:16:31.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630175,90.09526938239159,61.274509803921575,1610612753,8,7,2025-01-16T01:16:40Z,470000,False,56.0,41.0,1,right,MISS C. Anthony 6' driving bank Hook,[1630175],1610612753.0,ORL,driving bank,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.95,Missed,,,,,,,,,,,,
49,PT07M23.00S,2025-01-16T01:16:33.6Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,8,7,2025-01-16T01:16:33Z,480000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,
50,PT07M23.00S,2025-01-16T01:16:35.0Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612753,8,7,2025-01-16T01:16:45Z,490000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[201572, 1628976]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,2004.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,
52,PT07M23.00S,2025-01-16T01:17:07.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,8,8,2025-01-16T01:17:07Z,510000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
53,PT07M23.00S,2025-01-16T01:17:09.7Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,8,8,2025-01-16T01:17:15Z,520000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M23.00S,2025-01-16T01:17:09.7Z,1,REGULAR,substitution,in,[],1631216,,,1610612753,8,8,2025-01-16T01:17:15Z,530000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2025-01-16T01:17:32.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,8,9,2025-01-16T01:17:32Z,540000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,Made,,,,,,,2.0,,,,,
56,PT07M15.00S,2025-01-16T01:17:43.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,26.49474375821288,86.02941176470588,1610612749,11,9,2025-01-16T01:17:48Z,550000,False,-180.0,197.0,1,left,T. Prince 26' 3PT  (5 PTS) (G. Antetokounmpo 1 AST),"[1627752, 203507]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,26.66,Made,,,,,,,5.0,G. Antetokounmpo,203507.0,1.0,,
58,PT07M02.00S,2025-01-16T01:17:56.1Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612753,11,9,2025-01-16T01:18:01Z,570000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1641748]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,,,,,,1.0,,,,,,,,,,,,,Jackson Jr.,1641748.0
59,PT07M02.00S,2025-01-16T01:17:56.1Z,1,REGULAR,steal,,[],1641748,,,1610612749,11,9,2025-01-16T01:17:59Z,580000,False,,,0,,A. Jackson Jr. STEAL (1 STL),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M57.00S,2025-01-16T01:18:00.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,7.835085413929041,51.9607843137255,1610612749,13,9,2025-01-16T01:18:06Z,590000,False,-10.0,21.0,1,left,G. Antetokounmpo running Layup (4 PTS) (A. Jackson Jr. 1 AST),"[203507, 1641748]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,2.33,Made,,,,,,,4.0,A. Jackson Jr.,1641748.0,1.0,,
62,PT06M50.00S,2025-01-16T01:18:07.0Z,1,REGULAR,3pt,Jump Shot,[],203484,68.01905387647832,17.892156862745097,1610612753,13,9,2025-01-16T01:18:31Z,610000,False,-161.0,248.0,1,right,MISS K. Caldwell-Pope 29' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,29.55,Missed,,,,,,,,,,,,
63,PT06M49.00S,2025-01-16T01:18:08.0Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,13,9,2025-01-16T01:19:53Z,620000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,
64,PT06M48.00S,2025-01-16T01:18:14.7Z,1,REGULAR,turnover,out-of-bounds,[],1641748,,,1610612749,13,9,2025-01-16T01:20:18Z,630000,False,,,0,,A. Jackson Jr. bad pass out-of-bounds TURNOVER (2 TO),[1641748],1610612749.0,MIL,bad pass,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,200833.0,,,,,2.0,,,,,,,,,,,,,,
66,PT06M48.00S,2025-01-16T01:18:28.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,13,9,2025-01-16T01:18:28Z,640000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M31.00S,2025-01-16T01:21:50.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,72.35545335085413,15.196078431372548,1610612753,13,9,2025-01-16T01:21:56Z,660000,False,-174.0,207.0,1,right,MISS C. Anthony 27' step back 3PT,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,27.07,Missed,,,,,,,,,,,,
69,PT06M27.00S,2025-01-16T01:21:54.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,13,9,2025-01-16T01:21:56Z,670000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,
70,PT06M23.00S,2025-01-16T01:22:02.0Z,1,REGULAR,foul,personal,[],1630175,,,1610612749,13,9,2025-01-16T01:22:21Z,680000,False,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 201572]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2004.0,2.0,0.0,Lopez,201572.0,,,,,,,,,,,,,,,
72,PT06M23.00S,2025-01-16T01:22:27.0Z,1,REGULAR,substitution,out,[],1630175,,,1610612749,13,9,2025-01-16T01:22:30Z,700000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M23.00S,2025-01-16T01:22:27.0Z,1,REGULAR,substitution,in,[],1641710,,,1610612749,13,9,2025-01-16T01:22:30Z,710000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M15.00S,2025-01-16T01:22:47.8Z,1,REGULAR,2pt,Jump Shot,[],203081,26.49474375821288,49.754901960784316,1610612749,15,9,2025-01-16T01:22:59Z,730000,False,1.0,197.0,1,left,D. Lillard 19' pullup Jump Shot (4 PTS) (G. Antetokounmpo 2 AST),"[203081, 203507]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,19.66,Made,,,,,,,4.0,G. Antetokounmpo,203507.0,2.0,,
77,PT06M00.00S,2025-01-16T01:23:03.0Z,1,REGULAR,2pt,Jump Shot,[],1641783,82.21090670170827,21.07843137254902,1610612753,15,9,2025-01-16T01:23:09Z,750000,False,-145.0,115.0,1,right,MISS T. da Silva 18' step back Shot,[1641783],1610612753.0,ORL,step back,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Left Center,,,,,,,18.46,Missed,,,,,,,,,,,,
78,PT05M56.00S,2025-01-16T01:23:07.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,15,9,2025-01-16T01:23:09Z,760000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,77.0,4.0,4.0,0.0,,,,,,,,
79,PT05M52.00S,2025-01-16T01:23:13.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,7.5722733245729295,50.49019607843137,1610612749,17,9,2025-01-16T01:24:46Z,770000,False,-2.0,19.0,1,left,G. Antetokounmpo running finger roll Layup (6 PTS) (T. Prince 1 AST),"[203507, 1627752]",1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,1.89,Made,,,,,,,6.0,T. Prince,1627752.0,1.0,,
81,PT05M52.00S,2025-01-16T01:23:16.2Z,1,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612749,17,9,2025-01-16T01:23:27Z,790000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1628976, 203507]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,200833.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
83,PT05M52.00S,2025-01-16T01:23:28.6Z,1,REGULAR,substitution,out,[],201572,,,1610612749,17,9,2025-01-16T01:23:46Z,810000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M52.00S,2025-01-16T01:23:28.6Z,1,REGULAR,substitution,out,[],1627752,,,1610612749,17,9,2025-01-16T01:23:46Z,820000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M52.00S,2025-01-16T01:23:28.6Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,17,9,2025-01-16T01:23:46Z,830000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
