actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-10T20:40:53.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-10T20:40:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-10T20:40:57.0Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2024-11-10T20:40:57Z,40000,False,,,0,,Jump Ball B. Lopez vs. A. Horford: Tip to G. Antetokounmpo,"[203507, 201572, 201143]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-11-10T20:41:07.4Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612749,0,0,2024-11-10T20:41:39Z,70000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628369, 203507]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,1627541.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
9,PT11M47.00S,2024-11-10T20:41:40.6Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,1,0,2024-11-10T20:41:40Z,90000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M47.00S,2024-11-10T20:41:59.0Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,2,0,2024-11-10T20:41:59Z,100000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M25.00S,2024-11-10T20:42:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,88.78120893561103,55.392156862745104,1610612738,2,0,2024-11-10T20:42:28Z,110000,False,27.0,53.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 203507]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.95,Antetokounmpo,203507.0,,,,,,,,,,
12,PT11M25.00S,2024-11-10T20:42:22.1Z,1,REGULAR,block,,[],203507,,,1610612738,2,0,2024-11-10T20:42:26Z,120000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M20.00S,2024-11-10T20:42:27.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,0,2024-11-10T20:42:28Z,130000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,
14,PT11M14.00S,2024-11-10T20:42:32.8Z,1,REGULAR,3pt,Jump Shot,[],1627752,19.44809461235217,4.434742647058823,1610612749,5,0,2024-11-10T20:46:09Z,140000,False,228.0,130.0,1,left,T. Prince 26' 3PT  (3 PTS) (B. Lopez 1 AST),"[1627752, 201572]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,26.24,,,,,,,B. Lopez,201572.0,1.0,,,
16,PT11M03.00S,2024-11-10T20:42:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.38042049934296,50.98039215686274,1610612738,5,2,2024-11-10T20:42:49Z,160000,False,5.0,10.0,1,right,J. Holiday driving Layup (2 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.09,,,,,,,,,,,,
