actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-30T23:10:04.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-30T23:10:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-30T23:10:12.2Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2025-03-30T23:10:12Z,40000,False,,,0,,Jump Ball B. Lopez vs. O. Okongwu: Tip to G. Antetokounmpo,"[203507, 201572, 1630168]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-03-30T23:10:21.4Z,1,REGULAR,3pt,Jump Shot,[],201572,8.360709592641262,96.56862745098039,1610612749,0,0,2025-03-30T23:10:32Z,70000,False,-233.0,26.0,1,left,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2025-03-30T23:10:23.4Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,0,0,2025-03-30T23:21:55Z,80000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT11M39.00S,2025-03-30T23:10:27.8Z,1,REGULAR,turnover,lost ball,[],1642258,,,1610612737,0,0,2025-03-30T23:22:02Z,95000,False,,,0,,Z. Risacher lost ball TURNOVER (1 TO),"[1642258, 203507]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Antetokounmpo,203507.0,,,,,,,,,,,
85,PT11M39.00S,2025-03-30T23:10:27.8Z,1,REGULAR,steal,,[],203507,,,1610612749,0,0,2025-03-30T23:21:44Z,102500,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M36.00S,2025-03-30T23:10:34.3Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,0,0,2025-03-30T23:18:17Z,110000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 1629027]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Young,1629027.0,,,,,,,,,,,
12,PT11M36.00S,2025-03-30T23:10:34.3Z,1,REGULAR,steal,,[],1629027,,,1610612737,0,0,2025-03-30T23:10:37Z,120000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
13,PT11M28.00S,2025-03-30T23:10:39.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629027,88.04204993429697,2.9641544117647056,1610612737,0,3,2025-03-30T23:23:37Z,130000,False,-235.0,60.0,1,right,T. Young 24' 3PT running (3 PTS),[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Left Corner 3,24+ Left,24.27,Made,,,,,,,,3.0,,,,,,,,,,
14,PT11M09.00S,2025-03-30T23:10:54.2Z,1,REGULAR,3pt,Jump Shot,[],1631157,11.777266754270697,2.941176470588235,1610612749,3,3,2025-03-30T23:10:59Z,140000,False,235.0,58.0,1,left,R. Rollins 24' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1631157, 203507]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,24.24,Made,,,,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,
