actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
29,PT09M22.00S,2025-02-03T01:43:32.6Z,1,REGULAR,3pt,Jump Shot,[],1627752,87.3850197109067,95.36611519607843,1610612749,5,8,2025-02-03T01:43:46Z,290000,False,227.0,66.0,1,right,MISS T. Prince 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.62,Missed,,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2025-02-03T01:43:35.6Z,1,REGULAR,rebound,offensive,[],1641748,,,1610612749,5,8,2025-02-03T01:43:46Z,300000,False,,,0,,A. Jackson Jr. REBOUND (Off:1 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,,
31,PT09M13.00S,2025-02-03T01:43:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,88.25558475689881,46.32352941176471,1610612749,7,8,2025-02-03T01:43:53Z,310000,False,-18.0,58.0,1,right,B. Lopez 6' driving Layup (2 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
33,PT09M04.00S,2025-02-03T01:43:50.8Z,1,REGULAR,3pt,Jump Shot,[],1641744,26.49474375821288,12.5,1610612763,7,8,2025-02-03T01:43:56Z,330000,False,188.0,197.0,1,left,MISS Z. Edey 27' 3PT,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,27.17,Missed,,,,,,,,,,,,,,,,,,
34,PT09M04.00S,2025-02-03T01:43:50.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,8,2025-02-03T01:43:56Z,340000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,
35,PT08M53.00S,2025-02-03T01:44:04.6Z,1,REGULAR,turnover,traveling,[],203507,,,1610612749,7,8,2025-02-03T01:44:11Z,350000,False,,,0,,G. Antetokounmpo traveling TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200832.0,1.0,,,,,,,,
36,PT08M35.00S,2025-02-03T01:44:28.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,6.1268068331143235,97.79411764705883,1610612763,7,11,2025-02-03T01:44:43Z,360000,False,-239.0,5.0,1,left,J. Jackson Jr. 3PT  (3 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.91,Made,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
38,PT08M09.00S,2025-02-03T01:44:55.5Z,1,REGULAR,3pt,Jump Shot,[],1641748,69.77660972404732,72.32689950980392,1610612749,7,11,2025-02-03T01:45:13Z,380000,False,112.0,232.0,1,right,MISS A. Jackson Jr. 25' 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
39,PT08M06.00S,2025-02-03T01:44:58.5Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,7,11,2025-02-03T01:45:13Z,390000,False,,,0,,Z. Edey REBOUND (Off:2 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,,,,,38.0,4.0,2.0,2.0,,,,,,,,,,
41,PT07M58.00S,2025-02-03T01:45:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,8.623521681997373,96.32352941176471,1610612763,7,11,2025-02-03T01:45:32Z,410000,False,-232.0,29.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
42,PT07M55.00S,2025-02-03T01:45:27.7Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,7,11,2025-02-03T01:45:32Z,420000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
43,PT07M47.00S,2025-02-03T01:45:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,80.3712220762155,47.794117647058826,1610612749,9,11,2025-02-03T01:49:18Z,430000,False,-11.0,132.0,1,right,G. Antetokounmpo 13' driving floating Jump Shot (2 PTS),[203507],1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,13.25,Made,2.0,,,,,,,,,,,,,,,,,
44,PT07M39.00S,2025-02-03T01:45:44.3Z,1,REGULAR,turnover,bad pass,[],1628991,,,1610612763,9,11,2025-02-03T01:45:55Z,440000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 201572]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Lopez,201572.0,,,,,,
45,PT07M39.00S,2025-02-03T01:45:44.3Z,1,REGULAR,steal,,[],201572,,,1610612749,9,11,2025-02-03T01:45:47Z,450000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
46,PT07M30.00S,2025-02-03T01:45:53.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,68.9388961892247,68.13725490196079,1610612749,12,11,2025-02-03T01:45:58Z,460000,False,91.0,239.0,1,right,B. Lopez 25' 3PT  (5 PTS) (T. Prince 1 AST),"[201572, 1627752]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.61,Made,5.0,T. Prince,1627752.0,1.0,,,,,,,,,,,,,,
48,PT07M28.00S,2025-02-03T01:46:00.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,12,11,2025-02-03T01:46:00Z,480000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M13.00S,2025-02-03T01:49:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,17.95335085413929,47.05882352941176,1610612763,12,11,2025-02-03T01:50:00Z,490000,False,15.0,116.0,1,left,MISS J. Jackson Jr. 11' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.72,Missed,,,,,,,,,,,,,,,,,,
52,PT07M09.00S,2025-02-03T01:49:47.0Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,12,11,2025-02-03T02:19:04Z,500000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,
53,PT07M05.00S,2025-02-03T01:49:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,93.9060446780552,50.73529411764706,1610612749,14,11,2025-02-03T01:49:57Z,510000,False,4.0,5.0,1,right,G. Antetokounmpo running Layup (4 PTS) (D. Lillard 3 AST),"[203507, 203081]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.61,Made,4.0,D. Lillard,203081.0,3.0,,,,,,,,,,,,,,
55,PT06M58.00S,2025-02-03T01:49:57.6Z,1,REGULAR,3pt,Jump Shot,[],1628991,8.09789750328515,5.392156862745098,1610612763,14,11,2025-02-03T01:50:08Z,530000,False,223.0,24.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,22.42,Missed,,,,,,,,,,,,,,,,,,
56,PT06M53.00S,2025-02-03T01:50:02.8Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,14,11,2025-02-03T01:50:02Z,540000,False,,,0,,Z. Edey REBOUND (Off:3 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Right Corner 3,24+ Right,,,,,,,55.0,5.0,2.0,3.0,,,,,,,,,,
57,PT06M53.00S,2025-02-03T01:50:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641744,5.590000152587891,50.0,1610612763,14,13,2025-02-03T01:50:02Z,550000,False,0.0,0.0,1,left,Z. Edey putback Layup (6 PTS),[1641744],1610612763.0,MEM,putback,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
58,PT06M38.00S,2025-02-03T01:50:17.6Z,1,REGULAR,3pt,Jump Shot,[],203081,73.66951379763469,13.725490196078432,1610612749,14,13,2025-02-03T01:50:27Z,560000,False,-181.0,195.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,,,,,,,,,,,,,,,,,
59,PT06M35.00S,2025-02-03T01:50:20.6Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,14,13,2025-02-03T01:50:27Z,570000,False,,,0,,Z. Edey REBOUND (Off:3 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Left Center,,,,,,,58.0,6.0,3.0,3.0,,,,,,,,,,
60,PT06M32.00S,2025-02-03T01:50:27.6Z,1,REGULAR,foul,personal,[],203507,,,1610612763,14,13,2025-02-03T01:50:42Z,580000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 1628991]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202037.0,,,,1.0,0.0,Jackson Jr.,1628991.0,,
62,PT06M32.00S,2025-02-03T01:50:45.5Z,1,REGULAR,substitution,out,[],201572,,,1610612763,14,13,2025-02-03T01:51:02Z,600000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M32.00S,2025-02-03T01:50:45.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,14,13,2025-02-03T01:51:02Z,610000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M32.00S,2025-02-03T01:50:45.5Z,1,REGULAR,substitution,out,[],1641744,,,1610612763,14,13,2025-02-03T01:51:02Z,620000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M32.00S,2025-02-03T01:50:45.5Z,1,REGULAR,substitution,in,[],203114,,,1610612763,14,13,2025-02-03T01:51:02Z,630000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2025-02-03T01:50:45.5Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,14,13,2025-02-03T01:51:02Z,640000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M32.00S,2025-02-03T01:50:45.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,14,13,2025-02-03T01:51:02Z,650000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2025-02-03T01:51:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,9.411957950065702,47.549019607843135,1610612763,14,15,2025-02-03T01:52:18Z,670000,False,12.0,36.0,1,left,D. Bane driving Layup (4 PTS) (L. Kennard 3 AST),"[1630217, 1628379]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.8,Made,4.0,L. Kennard,1628379.0,3.0,,,,,,,,,,,,,,
71,PT06M26.00S,2025-02-03T01:51:22.5Z,1,REGULAR,foul,personal,['1freethrow'],1641748,,,1610612763,14,15,2025-02-03T01:51:33Z,690000,False,,,0,,A. Jackson Jr. shooting personal FOUL (1 PF) (Bane 1 FT),"[1641748, 1630217]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200832.0,,,,1.0,0.0,Bane,1630217.0,,
73,PT06M26.00S,2025-02-03T01:51:37.2Z,1,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,14,16,2025-02-03T01:51:37Z,710000,False,,,0,,D. Bane Free Throw 1 of 1 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
74,PT06M15.00S,2025-02-03T01:51:51.0Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,14,16,2025-02-03T01:52:04Z,720000,False,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1628379]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Kennard,1628379.0,,,,,,
75,PT06M15.00S,2025-02-03T01:51:51.0Z,1,REGULAR,steal,,[],1628379,,,1610612763,14,16,2025-02-03T01:52:46Z,730000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT06M13.00S,2025-02-03T01:51:56.5Z,1,REGULAR,turnover,traveling,[],1630217,,,1610612763,14,16,2025-02-03T01:52:08Z,740000,False,,,0,,D. Bane traveling TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627539.0,1.0,,,,,,,,
77,PT06M13.00S,2025-02-03T01:52:07.9Z,1,REGULAR,substitution,out,[],1628379,,,1610612749,14,16,2025-02-03T01:52:12Z,750000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M13.00S,2025-02-03T01:52:07.9Z,1,REGULAR,substitution,in,[],1641713,,,1610612749,14,16,2025-02-03T01:53:28Z,765000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M00.00S,2025-02-03T01:52:36.3Z,1,REGULAR,substitution,out,[],203081,,,1610612749,14,16,2025-02-03T01:52:40Z,780000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M00.00S,2025-02-03T01:52:36.3Z,1,REGULAR,substitution,in,[],1631157,,,1610612749,14,16,2025-02-03T01:52:40Z,790000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M52.00S,2025-02-03T01:52:57.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203507,80.23981603153744,63.725490196078425,1610612749,14,16,2025-02-03T02:08:44Z,800000,False,69.0,133.0,1,right,MISS G. Antetokounmpo 14' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,14.98,Missed,,,,,,,,,,,,,,,,,,
83,PT05M50.00S,2025-02-03T01:52:59.5Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,14,16,2025-02-03T02:08:44Z,810000,False,,,0,,G. Jackson REBOUND (Off:0 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,82.0,1.0,1.0,0.0,,,,,,,,,,
