actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
32,PT08M45.00S,2024-11-08T01:15:52.9Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,6,9,2024-11-08T01:16:01Z,320000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0,,
33,PT08M43.00S,2024-11-08T01:15:57.2Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612749,6,9,2024-11-08T01:16:17Z,330000,False,,,0,,C. Sexton shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629012, 203507]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,
35,PT08M43.00S,2024-11-08T01:16:39.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,7,9,2024-11-08T01:16:39Z,350000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
36,PT08M43.00S,2024-11-08T01:17:04.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,8,9,2024-11-08T01:17:04Z,360000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M26.00S,2024-11-08T01:17:23.4Z,1,REGULAR,3pt,Jump Shot,[],1628374,26.10052562417871,83.82352941176471,1610612762,8,9,2024-11-08T01:17:32Z,370000,False,-169.0,193.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
38,PT08M23.00S,2024-11-08T01:17:26.4Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,8,9,2024-11-08T01:17:32Z,380000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,
39,PT08M17.00S,2024-11-08T01:17:32.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,93.95532194480947,95.36611519607843,1610612749,11,9,2024-11-08T01:17:50Z,390000,False,227.0,4.0,1,right,T. Prince 3PT running (3 PTS) (G. Antetokounmpo 1 AST),"[1627752, 203507]",1610612749.0,MIL,running,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,22.68,Made,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
41,PT07M56.00S,2024-11-08T01:17:53.4Z,1,REGULAR,turnover,lost ball,[],1631117,,,1610612762,11,9,2024-11-08T01:17:59Z,410000,False,,,0,,W. Kessler lost ball TURNOVER (2 TO),"[1631117, 201572]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Center,,,,,,,2.0,Lopez,201572.0,,,,,,,,,,,
42,PT07M56.00S,2024-11-08T01:17:53.4Z,1,REGULAR,steal,,[],201572,,,1610612749,11,9,2024-11-08T01:21:49Z,420000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
43,PT07M54.00S,2024-11-08T01:17:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641748,92.9862023653088,49.50980392156863,1610612749,13,9,2024-11-08T01:18:04Z,430000,False,-2.0,13.0,1,right,A. Jackson Jr. running Layup (4 PTS) (D. Lillard 1 AST),"[1641748, 203081]",1610612749.0,MIL,running,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.36,Made,4.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
45,PT07M54.00S,2024-11-08T01:18:07.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,13,9,2024-11-08T01:18:07Z,450000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M40.00S,2024-11-08T01:21:13.3Z,1,REGULAR,3pt,Jump Shot,[],1641718,7.046649145860711,3.431372549019608,1610612762,13,9,2024-11-08T01:21:19Z,460000,False,233.0,14.0,1,left,MISS K. George 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
47,PT07M35.00S,2024-11-08T01:21:17.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,13,9,2024-11-08T01:21:17Z,470000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,
48,PT07M30.00S,2024-11-08T01:21:22.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203081,74.32654402102497,9.558823529411764,1610612749,13,9,2024-11-08T01:21:29Z,480000,False,-202.0,189.0,1,right,MISS D. Lillard 27' running pullup 3PT,[203081],1610612749.0,MIL,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.66,Missed,,,,,,,,,,,,,,,,,,
49,PT07M27.00S,2024-11-08T01:21:25.3Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,13,9,2024-11-08T01:21:29Z,490000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,48.0,2.0,2.0,0.0,,
51,PT07M11.00S,2024-11-08T01:22:01.1Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612762,13,9,2024-11-08T01:22:13Z,510000,False,,,0,,C. Sexton lost ball TURNOVER (1 TO),"[1629012, 1641748]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Jackson Jr.,1641748.0,,,,,,,,,,,
52,PT07M11.00S,2024-11-08T01:22:01.1Z,1,REGULAR,steal,,[],1641748,,,1610612749,13,9,2024-11-08T01:22:04Z,520000,False,,,0,,A. Jackson Jr. STEAL (2 STL),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2024-11-08T01:22:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,93.77463863337714,49.26470588235294,1610612749,15,9,2024-11-08T01:22:19Z,530000,False,-4.0,6.0,1,right,G. Antetokounmpo driving reverse Layup (4 PTS) (D. Lillard 2 AST),"[203507, 203081]",1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.7,Made,4.0,D. Lillard,203081.0,2.0,,,,,,,,,,,,,,
55,PT06M40.00S,2024-11-08T01:22:31.8Z,1,REGULAR,3pt,Jump Shot,[],1628374,12.302890932982917,96.07843137254902,1610612762,15,9,2024-11-08T01:22:36Z,550000,False,-230.0,63.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,,,,
56,PT06M36.00S,2024-11-08T01:22:35.8Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,15,9,2024-11-08T01:22:36Z,560000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,55.0,2.0,2.0,0.0,,
57,PT06M34.00S,2024-11-08T01:22:42.4Z,1,REGULAR,foul,personal,[],1642262,,,1610612749,15,9,2024-11-08T01:22:51Z,570000,False,,,0,,C. Williams personal FOUL (1 PF),"[1642262, 1627752]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202026.0,1.0,0.0,Prince,1627752.0,,,,,,
59,PT06M34.00S,2024-11-08T01:22:51.6Z,1,REGULAR,substitution,out,[],1642262,,,1610612749,15,9,2024-11-08T01:22:59Z,590000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M34.00S,2024-11-08T01:22:51.6Z,1,REGULAR,substitution,out,[],1628374,,,1610612749,15,9,2024-11-08T01:22:59Z,600000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M34.00S,2024-11-08T01:22:51.6Z,1,REGULAR,substitution,in,[],1628381,,,1610612749,15,9,2024-11-08T01:22:59Z,610000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M34.00S,2024-11-08T01:22:51.6Z,1,REGULAR,substitution,in,[],1630548,,,1610612749,15,9,2024-11-08T01:22:59Z,620000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M19.00S,2024-11-08T01:23:17.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641748,86.5473061760841,40.19607843137255,1610612749,15,9,2024-11-08T01:23:23Z,640000,False,-49.0,74.0,1,right,MISS A. Jackson Jr. 8' driving Hook,[1641748],1610612749.0,MIL,driving,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Left,8.88,Missed,,,,,,,,,,,,,,,,,,
65,PT06M14.00S,2024-11-08T01:23:22.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,15,9,2024-11-08T01:23:51Z,650000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,64.0,2.0,1.0,1.0,,
66,PT06M13.00S,2024-11-08T01:23:22.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,93.64323258869908,51.9607843137255,1610612749,17,9,2024-11-08T01:23:33Z,660000,False,10.0,7.0,1,right,G. Antetokounmpo putback DUNK (6 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.22,Made,6.0,,,,,,,,,,,,,,,,,
67,PT05M56.00S,2024-11-08T01:23:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,19.92444152431012,55.14705882352941,1610612762,17,11,2024-11-08T01:23:47Z,670000,False,-26.0,135.0,1,left,J. Collins 13' turnaround Jump Shot (2 PTS) (C. Sexton 3 AST),"[1628381, 1629012]",1610612762.0,UTA,turnaround,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,13.72,Made,2.0,C. Sexton,1629012.0,3.0,,,,,,,,,,,,,,
69,PT05M46.00S,2024-11-08T01:23:49.8Z,1,REGULAR,2pt,Jump Shot,[],203081,77.4802890932983,25.98039215686275,1610612749,17,11,2024-11-08T01:23:57Z,690000,False,-120.0,159.0,1,right,MISS D. Lillard 19' step back Shot,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,19.94,Missed,,,,,,,,,,,,,,,,,,
70,PT05M42.00S,2024-11-08T01:23:53.8Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,17,11,2024-11-08T01:23:57Z,700000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,
71,PT05M37.00S,2024-11-08T01:23:59.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629012,28.86005256241787,19.11764705882353,1610612762,17,11,2024-11-08T01:24:09Z,710000,False,154.0,219.0,1,left,MISS C. Sexton 26' running 3PT,[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
72,PT05M33.00S,2024-11-08T01:24:03.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,17,11,2024-11-08T01:24:09Z,720000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,71.0,3.0,2.0,1.0,,
73,PT05M28.00S,2024-11-08T01:24:07.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,86.15308804204993,44.6078431372549,1610612749,17,11,2024-11-08T01:24:18Z,730000,False,-27.0,78.0,1,right,MISS G. Antetokounmpo 8' running finger roll Layup,[203507],1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,,,,,,,,,,,,,,
74,PT05M25.00S,2024-11-08T01:24:10.6Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,17,11,2024-11-08T01:24:18Z,740000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,
75,PT05M11.00S,2024-11-08T01:24:24.8Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,17,11,2024-11-08T01:24:31Z,750000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 203081]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Lillard,203081.0,,,,,,,,,,,
76,PT05M11.00S,2024-11-08T01:24:24.8Z,1,REGULAR,steal,,[],203081,,,1610612749,17,11,2024-11-08T01:24:27Z,760000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
77,PT05M07.00S,2024-11-08T01:24:29.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,94.03745072273325,50.0,1610612749,19,11,2024-11-08T01:24:38Z,770000,False,0.0,4.0,1,right,G. Antetokounmpo running alley-oop DUNK (8 PTS) (A. Jackson Jr. 1 AST),"[203507, 1641748]",1610612749.0,MIL,running alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.35,Made,8.0,A. Jackson Jr.,1641748.0,1.0,,,,,,,,,,,,,,
79,PT04M50.00S,2024-11-08T01:24:45.4Z,1,REGULAR,2pt,Jump Shot,[],1629012,23.73521681997372,44.36274509803921,1610612762,19,11,2024-11-08T01:24:52Z,790000,False,28.0,171.0,1,left,MISS C. Sexton 17' pullup Shot - blocked,"[1629012, 1627752]",1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Center,17.29,Missed,,,,,,,,,,,,,,,,,Prince,1627752.0
80,PT04M50.00S,2024-11-08T01:24:45.4Z,1,REGULAR,block,,[],1627752,,,1610612762,19,11,2024-11-08T01:24:51Z,800000,False,,,0,,T. Prince BLOCK (1 BLK),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
81,PT04M45.00S,2024-11-08T01:24:50.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,19,11,2024-11-08T01:24:52Z,810000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,79.0,1.0,1.0,0.0,,
82,PT04M42.00S,2024-11-08T01:24:53.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203081,92.59198423127464,51.225490196078425,1610612749,21,11,2024-11-08T01:25:01Z,820000,False,6.0,17.0,1,right,D. Lillard running Layup (6 PTS),[203081],1610612749.0,MIL,running,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.82,Made,6.0,,,,,,,,,,,,,,,,,
83,PT04M25.00S,2024-11-08T01:25:13.6Z,1,REGULAR,2pt,Jump Shot,[],1630548,11.777266754270697,67.8921568627451,1610612762,21,13,2024-11-08T01:26:50Z,830000,False,-89.0,58.0,1,left,J. Juzang 10' driving floating Jump Shot (2 PTS) (C. Sexton 4 AST),"[1630548, 1629012]",1610612762.0,UTA,driving floating,,,Juzang,J. Juzang,,,,,Mid-Range,8-16 Left,10.68,Made,2.0,C. Sexton,1629012.0,4.0,,,,,,,,,,,,,,
