actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-29T00:10:39.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-29T00:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-03-29T00:10:43.9Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2025-03-29T00:10:43Z,40000,False,,,0,,Jump Ball B. Lopez vs. K. Towns: Tip to G. Antetokounmpo,"[203507, 201572, 1626157]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-03-29T00:10:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.229303547963205,50.98039215686274,1610612749,2,0,2025-03-29T00:11:03Z,70000,False,-5.0,25.0,1,left,K. Kuzma driving Layup (2 PTS) (B. Lopez 1 AST),"[1628398, 201572]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.54,Made,2.0,B. Lopez,201572.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-03-29T00:11:13.6Z,1,REGULAR,2pt,Jump Shot,[],1626157,84.83902759526939,24.754901960784316,1610612752,2,0,2025-03-29T00:11:54Z,90000,False,-126.0,90.0,1,right,MISS K. Towns 15' floating Shot,[1626157],1610612752.0,NYK,floating,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,15.5,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2025-03-29T00:11:16.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,2,0,2025-03-29T00:11:24Z,100000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M17.00S,2025-03-29T00:11:21.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,5.601182654402102,51.9607843137255,1610612749,4,0,2025-03-29T00:11:29Z,110000,False,-10.0,0.0,1,left,K. Kuzma running Layup (4 PTS),[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.98,Made,4.0,,,,,,,,,,,,,,,,,
12,PT10M57.00S,2025-03-29T00:11:42.0Z,1,REGULAR,3pt,Jump Shot,[],1628384,70.12155059132719,19.362745098039216,1610612752,4,0,2025-03-29T00:11:48Z,120000,False,-153.0,228.0,1,right,MISS O. Anunoby 27' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,27.5,Missed,,,,,,,,,,,,,,,,,,
13,PT10M53.00S,2025-03-29T00:11:46.0Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,4,0,2025-03-29T00:11:48Z,130000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M46.00S,2025-03-29T00:11:53.3Z,1,REGULAR,turnover,bad pass,[],1631157,,,1610612749,4,0,2025-03-29T00:12:01Z,140000,False,,,0,,R. Rollins bad pass TURNOVER (1 TO),"[1631157, 1628404]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,,
15,PT10M46.00S,2025-03-29T00:11:53.3Z,1,REGULAR,steal,,[],1628404,,,1610612752,4,0,2025-03-29T00:11:56Z,150000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
