actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M45.00S,2024-12-11T00:07:49.1Z,1,REGULAR,3pt,Jump Shot,[],203081,30.17411300919842,18.627450980392158,1610612749,0,2,2024-12-11T00:07:57Z,160000,False,157.0,231.0,1,left,MISS D. Lillard 27' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,27.93,Missed,,,,,,,,,,,,,,,
17,PT10M42.00S,2024-12-11T00:07:52.1Z,1,REGULAR,rebound,offensive,[],1641748,,,1610612749,0,2,2024-12-11T00:07:57Z,170000,False,,,0,,A. Jackson Jr. REBOUND (Off:1 Def:0),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,
18,PT10M32.00S,2024-12-11T00:08:03.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,5.995400788436268,50.49019607843137,1610612749,0,2,2024-12-11T00:08:09Z,180000,False,-2.0,4.0,1,left,MISS G. Antetokounmpo driving reverse Layup,[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,0.46,Missed,,,,,,,,,,,,,,,
19,PT10M29.00S,2024-12-11T00:08:06.0Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,0,2,2024-12-11T00:08:09Z,190000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
20,PT10M22.00S,2024-12-11T00:08:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641783,93.51182654402102,56.86274509803921,1610612753,0,2,2024-12-11T00:08:17Z,200000,False,34.0,8.0,1,right,MISS T. da Silva cutting Layup,[1641783],1610612753.0,ORL,cutting,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,3.53,Missed,,,,,,,,,,,,,,,
21,PT10M19.00S,2024-12-11T00:08:15.0Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,0,2,2024-12-11T00:08:15Z,210000,False,,,0,,A. Jackson Jr. REBOUND (Off:1 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,
22,PT10M18.00S,2024-12-11T00:08:21.5Z,1,REGULAR,foul,personal,[],1629048,,,1610612749,0,2,2024-12-11T00:08:30Z,220000,False,,,0,,G. Bitadze personal FOUL (1 PF),"[1629048, 1641748]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Jackson Jr.,1641748.0
24,PT10M10.00S,2024-12-11T00:08:42.4Z,1,REGULAR,3pt,Jump Shot,[],1641748,8.623521681997373,3.1862745098039214,1610612749,0,2,2024-12-11T00:08:48Z,240000,False,234.0,29.0,1,left,MISS A. Jackson Jr. 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,23.58,Missed,,,,,,,,,,,,,,,
25,PT10M07.00S,2024-12-11T00:08:45.4Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,0,2,2024-12-11T00:08:48Z,250000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,
26,PT09M58.00S,2024-12-11T00:08:56.2Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612753,0,2,2024-12-11T00:09:13Z,260000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[201572, 1628976]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Carter Jr.,1628976.0
28,PT09M58.00S,2024-12-11T00:09:21.1Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,0,3,2024-12-11T00:09:21Z,280000,False,,,0,,W. Carter Jr. Free Throw 1 of 2 (3 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
29,PT09M58.00S,2024-12-11T00:09:41.7Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,0,4,2024-12-11T00:09:41Z,290000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (4 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
30,PT09M34.00S,2024-12-11T00:10:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.995400788436268,49.50980392156863,1610612749,2,4,2024-12-11T00:10:11Z,300000,False,2.0,4.0,1,left,D. Lillard driving finger roll Layup (2 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,0.46,Made,,,,,,,2.0,,,,,,,,
31,PT09M10.00S,2024-12-11T00:10:31.0Z,1,REGULAR,2pt,Jump Shot,[],1630591,95.22010512483574,79.41176470588235,1610612753,2,6,2024-12-11T00:12:03Z,310000,False,147.0,-8.0,1,right,J. Suggs 14' step back Jump Shot (2 PTS),[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,,14.73,Made,,,,,,,2.0,,,,,,,,
32,PT08M58.00S,2024-12-11T00:10:43.4Z,1,REGULAR,3pt,Jump Shot,[],1627752,8.492115637319317,95.83333333333334,1610612749,2,6,2024-12-11T00:10:48Z,320000,False,-229.0,27.0,1,left,MISS T. Prince 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,23.08,Missed,,,,,,,,,,,,,,,
33,PT08M55.00S,2024-12-11T00:10:46.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,6,2024-12-11T00:10:48Z,330000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,
34,PT08M50.00S,2024-12-11T00:10:51.5Z,1,REGULAR,2pt,Jump Shot,[],1630591,90.88370565045992,31.127450980392158,1610612753,2,6,2024-12-11T00:11:00Z,340000,False,-94.0,33.0,1,right,MISS J. Suggs 10' fadeaway Shot,[1630591],1610612753.0,ORL,fadeaway,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,10.01,Missed,,,,,,,,,,,,,,,
35,PT08M47.00S,2024-12-11T00:10:54.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,6,2024-12-11T00:11:00Z,350000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,
36,PT08M34.00S,2024-12-11T00:11:06.9Z,1,REGULAR,3pt,Jump Shot,[],1641748,16.90210249671485,4.166666666666666,1610612749,5,6,2024-12-11T00:11:11Z,360000,False,229.0,106.0,1,left,A. Jackson Jr. 25' 3PT  (3 PTS) (D. Lillard 1 AST),"[1641748, 203081]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.27,Made,,,,,,,3.0,D. Lillard,203081.0,1.0,,,,,
38,PT08M19.00S,2024-12-11T00:11:22.7Z,1,REGULAR,3pt,Jump Shot,[],1629048,77.21747700394218,8.823529411764707,1610612753,5,6,2024-12-11T00:11:31Z,380000,False,-206.0,162.0,1,right,MISS G. Bitadze 26' 3PT,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,26.18,Missed,,,,,,,,,,,,,,,
39,PT08M16.00S,2024-12-11T00:11:25.3Z,1,REGULAR,rebound,offensive,[],1641783,,,1610612753,5,6,2024-12-11T00:11:25Z,390000,False,,,0,,T. da Silva REBOUND (Off:1 Def:0),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,,
40,PT08M14.00S,2024-12-11T00:11:27.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,74.98357424441524,9.558823529411764,1610612753,5,6,2024-12-11T00:11:38Z,400000,False,-202.0,183.0,1,right,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,27.25,Missed,,,,,,,,,,,,,,,
41,PT08M10.00S,2024-12-11T00:11:30.8Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,5,6,2024-12-11T00:11:30Z,410000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,
42,PT08M04.00S,2024-12-11T00:11:38.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.703679369250986,49.50980392156863,1610612749,7,6,2024-12-11T00:12:01Z,420000,False,2.0,20.0,1,left,G. Antetokounmpo cutting DUNK (2 PTS) (D. Lillard 2 AST),"[203507, 203081]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,2.01,Made,,,,,,,2.0,D. Lillard,203081.0,2.0,,,,,
44,PT07M40.00S,2024-12-11T00:12:01.4Z,1,REGULAR,2pt,Jump Shot,[],203484,78.66294349540078,24.264705882352942,1610612753,7,8,2024-12-11T00:12:07Z,440000,False,-129.0,148.0,1,right,K. Caldwell-Pope 19' step back Jump Shot (2 PTS) (G. Bitadze 1 AST),"[203484, 1629048]",1610612753.0,ORL,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,,,,19.62,Made,,,,,,,2.0,G. Bitadze,1629048.0,1.0,,,,,
46,PT07M28.00S,2024-12-11T00:12:14.2Z,1,REGULAR,turnover,lost ball,[],201572,,,1610612749,7,8,2024-12-11T00:12:21Z,460000,False,,,0,,B. Lopez lost ball TURNOVER (1 TO),"[201572, 1630591]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,1.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
47,PT07M28.00S,2024-12-11T00:12:14.2Z,1,REGULAR,steal,,[],1630591,,,1610612753,7,8,2024-12-11T00:13:28Z,470000,False,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M24.00S,2024-12-11T00:12:19.6Z,1,REGULAR,foul,personal,['2freethrow'],203081,,,1610612753,7,8,2024-12-11T00:12:30Z,480000,False,,,0,,D. Lillard shooting personal FOUL (1 PF) (da Silva 2 FT),"[203081, 1641783]",1610612749.0,MIL,shooting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,da Silva,1641783.0
50,PT07M24.00S,2024-12-11T00:12:54.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641783,,,1610612753,7,9,2024-12-11T00:14:25Z,500000,False,,,0,,T. da Silva Free Throw 1 of 2 (1 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
51,PT07M24.00S,2024-12-11T00:12:54.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641783,,,1610612753,7,10,2024-12-11T00:14:25Z,510000,False,,,0,,T. da Silva Free Throw 2 of 2 (2 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
52,PT07M11.00S,2024-12-11T00:13:28.5Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,7,10,2024-12-11T02:31:28Z,520000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 1630591]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,2.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
53,PT07M11.00S,2024-12-11T00:13:28.5Z,1,REGULAR,steal,,[],1630591,,,1610612753,7,10,2024-12-11T00:17:46Z,530000,False,,,0,,J. Suggs STEAL (3 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M09.00S,2024-12-11T00:13:34.1Z,1,REGULAR,foul,personal,['2freethrow'],1641748,,,1610612753,7,10,2024-12-11T00:13:47Z,540000,False,,,0,,A. Jackson Jr. shooting personal FOUL (1 PF) (da Silva 2 FT),"[1641748, 1641783]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,da Silva,1641783.0
56,PT07M09.00S,2024-12-11T00:14:08.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641783,,,1610612753,7,11,2024-12-11T00:14:08Z,560000,False,,,0,,T. da Silva Free Throw 1 of 2 (3 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
57,PT07M09.00S,2024-12-11T00:14:29.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641783,,,1610612753,7,12,2024-12-11T00:14:29Z,570000,False,,,0,,T. da Silva Free Throw 2 of 2 (4 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
58,PT06M50.00S,2024-12-11T00:14:49.3Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,7,12,2024-12-11T00:14:55Z,580000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1629048]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,1.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2024-12-11T00:14:49.3Z,1,REGULAR,steal,,[],1629048,,,1610612753,7,12,2024-12-11T00:14:52Z,590000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
60,PT06M38.00S,2024-12-11T00:15:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203484,94.30026281208936,50.245098039215684,1610612753,7,14,2024-12-11T00:15:06Z,600000,False,1.0,1.0,1,right,K. Caldwell-Pope driving finger roll Layup (4 PTS),[203484],1610612753.0,ORL,driving finger roll,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,0.16,Made,,,,,,,4.0,,,,,,,,
61,PT06M38.00S,2024-12-11T00:15:08.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,7,14,2024-12-11T00:15:08Z,610000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M14.00S,2024-12-11T00:18:57.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,16.90210249671485,49.26470588235294,1610612749,7,14,2024-12-11T00:19:08Z,620000,False,4.0,106.0,1,left,MISS D. Lillard 10' driving floating Shot,[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,,,,10.65,Missed,,,,,,,,,,,,,,,
63,PT06M11.00S,2024-12-11T00:19:00.0Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,7,14,2024-12-11T00:19:08Z,630000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,
64,PT06M05.00S,2024-12-11T00:19:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,82.60512483574244,58.82352941176471,1610612753,7,14,2024-12-11T00:19:16Z,640000,False,44.0,111.0,1,right,MISS K. Caldwell-Pope 11' driving floating Shot,[203484],1610612753.0,ORL,driving floating,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,,,,11.94,Missed,,,,,,,,,,,,,,,
65,PT06M05.00S,2024-12-11T00:19:06.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,14,2024-12-11T00:42:19Z,650000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,
66,PT05M52.00S,2024-12-11T00:19:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641748,5.338370565045992,51.470588235294116,1610612749,9,14,2024-12-11T00:19:41Z,660000,False,-7.0,-2.0,1,left,A. Jackson Jr. driving finger roll Layup (5 PTS),[1641748],1610612749.0,MIL,driving finger roll,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,0.77,Made,,,,,,,5.0,,,,,,,,
67,PT05M43.00S,2024-12-11T00:19:33.3Z,1,REGULAR,foul,personal,[],1641748,,,1610612753,9,14,2024-12-11T00:31:25Z,670000,False,,,0,,A. Jackson Jr. personal FOUL (2 PF),"[1641748, 1630591]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Suggs,1630591.0
69,PT05M43.00S,2024-12-11T00:19:44.3Z,1,REGULAR,substitution,out,[],1641748,,,1610612753,9,14,2024-12-11T00:19:58Z,690000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M43.00S,2024-12-11T00:19:44.3Z,1,REGULAR,substitution,in,[],1631260,,,1610612753,9,14,2024-12-11T00:19:58Z,700000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2024-12-11T00:20:11.6Z,1,REGULAR,substitution,out,[],201572,,,1610612753,9,14,2024-12-11T00:20:18Z,720000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2024-12-11T00:20:11.6Z,1,REGULAR,substitution,in,[],1626171,,,1610612753,9,14,2024-12-11T00:20:18Z,730000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M31.00S,2024-12-11T00:20:42.2Z,1,REGULAR,turnover,lost ball,[],1641783,,,1610612753,9,14,2024-12-11T00:20:50Z,740000,False,,,0,,T. da Silva lost ball TURNOVER (2 TO),"[1641783, 203507]",1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Center,2.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,,
75,PT05M31.00S,2024-12-11T00:20:42.2Z,1,REGULAR,steal,,[],203507,,,1610612749,9,14,2024-12-11T00:20:44Z,750000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2024-12-11T00:20:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,6.915243101182654,50.245098039215684,1610612749,9,14,2024-12-11T00:20:54Z,760000,False,-1.0,13.0,1,left,MISS G. Antetokounmpo running Layup - blocked,"[203507, 1628976]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,1.26,Missed,Carter Jr.,1628976.0,,,,,,,,,,,,,
90,PT05M25.00S,2024-12-11T00:20:48.3Z,1,REGULAR,block,,[],1628976,,,1610612749,9,14,2024-12-11T00:22:25Z,765000,False,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M22.00S,2024-12-11T00:20:51.3Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,9,14,2024-12-11T00:20:54Z,770000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,
78,PT05M16.00S,2024-12-11T00:20:57.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,93.24901445466492,50.49019607843137,1610612753,9,16,2024-12-11T00:21:02Z,780000,False,2.0,11.0,1,right,G. Bitadze alley-oop DUNK (2 PTS) (W. Carter Jr. 1 AST),"[1629048, 1628976]",1610612753.0,ORL,alley-oop,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,1.13,Made,,,,,,,2.0,W. Carter Jr.,1628976.0,1.0,,,,,
