actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
87,PT06M01.00S,2025-01-18T01:27:42.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,16,10,2025-01-18T01:27:44Z,870000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,86.0,4.0,4.0,0.0,,,,,,,,,,,,,,
88,PT05M55.00S,2025-01-18T01:27:48.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,31.750985545335087,25.735294117647058,1610612761,16,10,2025-01-18T01:27:53Z,880000,False,121.0,246.0,1,left,MISS R. Barrett 27' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,,
89,PT05M51.00S,2025-01-18T01:27:52.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,16,10,2025-01-18T01:27:53Z,890000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,88.0,4.0,3.0,1.0,,,,,,,,,,,,,,
90,PT05M44.00S,2025-01-18T01:27:58.8Z,1,REGULAR,3pt,Jump Shot,[],203081,66.96780551905388,67.40196078431373,1610612749,19,10,2025-01-18T01:28:31Z,900000,False,87.0,258.0,1,right,D. Lillard 27' 3PT pullup (10 PTS) (B. Lopez 2 AST),"[203081, 201572]",1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,27.23,Made,,,,,,,,,,10.0,,,,B. Lopez,201572.0,2.0,,
93,PT05M30.00S,2025-01-18T01:28:21.8Z,1,REGULAR,substitution,out,[],201572,,,1610612761,19,10,2025-01-18T01:28:37Z,930000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M30.00S,2025-01-18T01:28:21.8Z,1,REGULAR,substitution,out,[],1627752,,,1610612761,19,10,2025-01-18T01:28:37Z,940000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M30.00S,2025-01-18T01:28:21.8Z,1,REGULAR,substitution,out,[],1630558,,,1610612761,19,10,2025-01-18T01:28:37Z,950000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M30.00S,2025-01-18T01:28:21.8Z,1,REGULAR,substitution,in,[],203114,,,1610612761,19,10,2025-01-18T01:28:37Z,960000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M30.00S,2025-01-18T01:28:21.8Z,1,REGULAR,substitution,in,[],1626171,,,1610612761,19,10,2025-01-18T01:28:37Z,970000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M30.00S,2025-01-18T01:28:21.8Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,19,10,2025-01-18T01:28:37Z,980000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M19.00S,2025-01-18T01:28:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642367,14.668199737187912,46.568627450980394,1610612761,19,10,2025-01-18T01:29:02Z,990000,False,17.0,85.0,1,left,MISS J. Mogbo 8' driving Layup - blocked,"[1642367, 203507]",1610612761.0,TOR,driving,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),8-16 Center,8.71,Missed,,,,,,,,,,,Antetokounmpo,203507.0,,,,,,
100,PT05M19.00S,2025-01-18T01:28:56.8Z,1,REGULAR,block,,[],203507,,,1610612761,19,10,2025-01-18T01:29:00Z,1000000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
101,PT05M15.00S,2025-01-18T01:29:00.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,19,10,2025-01-18T01:29:02Z,1010000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT05M03.00S,2025-01-18T01:29:13.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,72.09264126149803,80.3921568627451,1610612749,19,10,2025-01-18T01:29:26Z,1020000,False,152.0,210.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
103,PT05M00.00S,2025-01-18T01:29:16.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,19,10,2025-01-18T01:29:26Z,1030000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT04M53.00S,2025-01-18T01:29:49.0Z,1,REGULAR,foul,personal,[],203114,,,1610612761,19,10,2025-01-18T01:29:58Z,1050000,False,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 1629628]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left Center,,,,,,,201246.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,
107,PT04M46.00S,2025-01-18T01:30:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,8.492115637319317,43.13725490196079,1610612761,19,10,2025-01-18T01:31:09Z,1070000,False,34.0,27.0,1,left,MISS J. Shead driving finger roll Layup,[1642347],1610612761.0,TOR,driving finger roll,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
108,PT04M44.00S,2025-01-18T01:30:11.8Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,19,10,2025-01-18T01:31:09Z,1080000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,107.0,5.0,4.0,1.0,,,,,,,,,,,,,,
109,PT04M41.00S,2025-01-18T01:30:15.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641711,9.937582128777924,47.794117647058826,1610612761,19,12,2025-01-18T01:30:21Z,1090000,False,11.0,41.0,1,left,G. Dick driving finger roll Layup (4 PTS) (J. Poeltl 1 AST),"[1641711, 1627751]",1610612761.0,TOR,driving finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,4.24,Made,,,,,,,,,,4.0,,,,J. Poeltl,1627751.0,1.0,,
112,PT04M35.00S,2025-01-18T01:30:35.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612749,19,12,2025-01-18T01:30:50Z,1120000,False,,,0,,J. Poeltl personal FOUL (2 PF) (Lillard 2 FT),"[1627751, 203081]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left,,,,,,,202056.0,2.0,0.0,Lillard,203081.0,,,,,,,,,
114,PT04M35.00S,2025-01-18T01:30:54.2Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,20,12,2025-01-18T01:30:54Z,1140000,False,,,0,,D. Lillard Free Throw 1 of 2 (11 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,11.0,,,,,,,,
115,PT04M35.00S,2025-01-18T01:30:57.2Z,1,REGULAR,substitution,out,[],1627751,,,1610612749,20,12,2025-01-18T01:31:02Z,1150000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M35.00S,2025-01-18T01:30:57.2Z,1,REGULAR,substitution,in,[],203482,,,1610612749,20,12,2025-01-18T01:31:02Z,1160000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M35.00S,2025-01-18T01:31:15.1Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,21,12,2025-01-18T01:31:15Z,1170000,False,,,0,,D. Lillard Free Throw 2 of 2 (12 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,12.0,,,,,,,,
118,PT04M21.00S,2025-01-18T01:31:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,7.178055190538765,51.470588235294116,1610612761,21,14,2025-01-18T01:31:35Z,1180000,False,-7.0,15.0,1,left,G. Dick cutting finger roll Layup (6 PTS) (R. Barrett 2 AST),"[1641711, 1629628]",1610612761.0,TOR,cutting finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,,,,,,6.0,,,,R. Barrett,1629628.0,2.0,,
120,PT04M14.00S,2025-01-18T01:31:39.3Z,1,REGULAR,3pt,Jump Shot,[],1631260,69.85873850197109,80.63725490196079,1610612749,21,14,2025-01-18T01:35:57Z,1200000,False,153.0,231.0,1,right,MISS A. Green 27' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,27.7,Missed,,,,,,,,,,,,,,,,,,
121,PT04M12.00S,2025-01-18T01:31:41.3Z,1,REGULAR,rebound,offensive,[],203114,,,1610612749,21,14,2025-01-18T01:35:57Z,1210000,False,,,0,,K. Middleton REBOUND (Off:1 Def:0),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Right Center,,,120.0,1.0,0.0,1.0,,,,,,,,,,,,,,
122,PT04M10.00S,2025-01-18T01:31:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,92.72339027595268,54.90196078431373,1610612749,23,14,2025-01-18T01:36:05Z,1220000,False,25.0,16.0,1,right,K. Middleton putback Layup (2 PTS),[203114],1610612749.0,MIL,putback,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,,,2.0,,,,,,,,
123,PT03M49.00S,2025-01-18T01:32:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,13.403416557161629,56.98529411764706,1610612761,23,14,2025-01-18T01:35:21Z,1230000,False,-35.0,73.0,1,left,MISS R. Barrett 8' pullup Shot - blocked,"[1629628, 203114]",1610612761.0,TOR,pullup,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,8.14,Missed,,,,,,,,,,,Middleton,203114.0,,,,,,
124,PT03M49.00S,2025-01-18T01:32:02.8Z,1,REGULAR,block,,[],203114,,,1610612761,23,14,2025-01-18T01:32:06Z,1240000,False,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
125,PT03M46.00S,2025-01-18T01:32:05.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,23,14,2025-01-18T01:32:16Z,1250000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,123.0,5.0,4.0,1.0,,,,,,,,,,,,,,
126,PT03M46.00S,2025-01-18T01:32:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,92.72339027595268,51.225490196078425,1610612749,25,14,2025-01-18T01:32:21Z,1260000,False,6.0,16.0,1,right,G. Antetokounmpo running Layup (9 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,,,,,,9.0,,,,,,,,
127,PT03M46.00S,2025-01-18T01:32:14.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641711,,,1610612749,25,14,2025-01-18T01:32:56Z,1270000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1641711, 203507]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
129,PT03M46.00S,2025-01-18T01:32:26.3Z,1,REGULAR,substitution,out,[],1641711,,,1610612749,25,14,2025-01-18T01:32:47Z,1290000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M46.00S,2025-01-18T01:32:26.3Z,1,REGULAR,substitution,out,[],1642367,,,1610612749,25,14,2025-01-18T01:32:47Z,1300000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M46.00S,2025-01-18T01:32:26.3Z,1,REGULAR,substitution,out,[],1629628,,,1610612749,25,14,2025-01-18T01:32:47Z,1310000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M46.00S,2025-01-18T01:32:26.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612749,25,14,2025-01-18T01:32:47Z,1320000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M46.00S,2025-01-18T01:32:26.3Z,1,REGULAR,substitution,in,[],1628449,,,1610612749,25,14,2025-01-18T01:32:47Z,1330000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M46.00S,2025-01-18T01:32:26.3Z,1,REGULAR,substitution,in,[],1630567,,,1610612749,25,14,2025-01-18T01:32:47Z,1340000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M46.00S,2025-01-18T01:32:49.3Z,1,REGULAR,substitution,out,[],203081,,,1610612749,25,14,2025-01-18T01:32:52Z,1350000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M46.00S,2025-01-18T01:32:49.3Z,1,REGULAR,substitution,in,[],1629018,,,1610612749,25,14,2025-01-18T01:32:52Z,1360000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M46.00S,2025-01-18T01:32:57.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203507,,,1610612749,25,14,2025-01-18T01:33:00Z,1370000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
138,PT03M40.00S,2025-01-18T01:33:03.9Z,1,REGULAR,rebound,defensive,[],203482,,,1610612761,25,14,2025-01-18T01:33:00Z,1380000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT03M31.00S,2025-01-18T01:33:08.2Z,1,REGULAR,3pt,Jump Shot,[],203482,32.40801576872536,22.30392156862745,1610612761,25,14,2025-01-18T01:33:13Z,1390000,False,138.0,252.0,1,left,MISS K. Olynyk 28' 3PT,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,28.76,Missed,,,,,,,,,,,,,,,,,,
140,PT03M28.00S,2025-01-18T01:33:11.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,25,14,2025-01-18T01:33:13Z,1400000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,
141,PT03M15.00S,2025-01-18T01:33:25.1Z,1,REGULAR,3pt,Jump Shot,[],203507,67.09921156373193,60.5392156862745,1610612749,25,14,2025-01-18T01:33:29Z,1410000,False,53.0,257.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
142,PT03M11.00S,2025-01-18T01:33:29.1Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,25,14,2025-01-18T01:33:29Z,1420000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT03M07.00S,2025-01-18T01:33:44.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,25,14,2025-01-18T01:33:44Z,1440000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT03M02.00S,2025-01-18T01:36:41.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,31.225361366622867,30.66023284313725,1610612761,25,14,2025-01-18T01:37:46Z,1450000,False,97.0,241.0,1,left,MISS S. Barnes 25' step back 3PT,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
146,PT02M57.00S,2025-01-18T01:36:46.8Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,25,14,2025-01-18T01:36:50Z,1460000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT02M42.00S,2025-01-18T01:37:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,81.8166885676741,34.31372549019608,1610612749,27,14,2025-01-18T01:38:42Z,1480000,False,-78.0,118.0,1,right,K. Middleton 14' turnaround fadeaway Jump Shot (4 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Left,14.2,Made,,,,,,,,,,4.0,,,,,,,,
149,PT02M42.00S,2025-01-18T01:37:21.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628971,,,1610612749,27,14,2025-01-18T01:37:39Z,1490000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Middleton 1 FT),"[1628971, 203114]",1610612761.0,TOR,shooting,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,202056.0,1.0,0.0,Middleton,203114.0,,,,,,,,,
151,PT02M42.00S,2025-01-18T01:37:42.5Z,1,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,28,14,2025-01-18T01:37:42Z,1510000,False,,,0,,K. Middleton Free Throw 1 of 1 (5 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
152,PT02M22.00S,2025-01-18T01:38:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.258212877792378,49.50980392156863,1610612761,28,16,2025-01-18T01:38:07Z,1520000,False,2.0,6.0,1,left,B. Brown cutting Layup (2 PTS) (S. Barnes 1 AST),"[1628971, 1630567]",1610612761.0,TOR,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,,2.0,,,,S. Barnes,1630567.0,1.0,,
155,PT02M06.00S,2025-01-18T01:38:38.0Z,1,REGULAR,3pt,Jump Shot,[],1631260,78.3180026281209,8.60140931372549,1610612749,31,16,2025-01-18T01:38:44Z,1550000,False,-207.0,151.0,1,right,A. Green 25' 3PT  (3 PTS) (K. Middleton 1 AST),"[1631260, 203114]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,25.64,Made,,,,,,,,,,3.0,,,,K. Middleton,203114.0,1.0,,
157,PT01M50.00S,2025-01-18T01:38:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,8.229303547963205,48.28431372549019,1610612761,31,18,2025-01-18T01:39:01Z,1570000,False,9.0,25.0,1,left,J. Shead cutting Layup (2 PTS) (K. Olynyk 1 AST),"[1642347, 203482]",1610612761.0,TOR,cutting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,,,2.0,,,,K. Olynyk,203482.0,1.0,,
159,PT01M34.00S,2025-01-18T01:39:10.2Z,1,REGULAR,2pt,Jump Shot,[],1629018,77.61169513797634,44.6078431372549,1610612749,31,18,2025-01-18T01:39:15Z,1590000,False,-27.0,158.0,1,right,MISS G. Trent Jr. 16' pullup Shot,[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Center,16.03,Missed,,,,,,,,,,,,,,,,,,
160,PT01M31.00S,2025-01-18T01:39:13.2Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,31,18,2025-01-18T01:39:15Z,1600000,False,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Center,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT01M17.00S,2025-01-18T01:39:26.5Z,1,REGULAR,2pt,Jump Shot,[],1630567,8.229303547963205,79.65686274509804,1610612761,31,20,2025-01-18T01:39:30Z,1610000,False,-148.0,25.0,1,left,S. Barnes 15' turnaround fadeaway Jump Shot (2 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,15.04,Made,,,,,,,,,,2.0,,,,,,,,
162,PT01M05.00S,2025-01-18T01:39:41.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612749,31,20,2025-01-18T01:40:14Z,1620000,False,,,0,,C. Boucher personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628449, 203507]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628480.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
164,PT01M05.00S,2025-01-18T01:40:15.6Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,32,20,2025-01-18T01:40:15Z,1640000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
165,PT01M05.00S,2025-01-18T01:40:31.2Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,33,20,2025-01-18T01:40:31Z,1650000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,11.0,,,,,,,,
166,PT00M53.80S,2025-01-18T01:40:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,6.783837056504599,51.470588235294116,1610612761,33,22,2025-01-18T01:40:59Z,1660000,False,-7.0,11.0,1,left,K. Olynyk cutting finger roll Layup (2 PTS) (J. Shead 1 AST),"[203482, 1642347]",1610612761.0,TOR,cutting finger roll,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,2.0,,,,J. Shead,1642347.0,1.0,,
168,PT00M40.40S,2025-01-18T01:41:03.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,81.15965834428384,59.068627450980394,1610612749,35,22,2025-01-18T01:41:10Z,1680000,False,45.0,125.0,1,right,B. Portis 13' driving Hook (2 PTS),[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,13.26,Made,,,,,,,,,,2.0,,,,,,,,
169,PT00M25.90S,2025-01-18T01:41:19.3Z,1,REGULAR,3pt,Jump Shot,[],1630567,36.74441524310118,44.11764705882353,1610612761,35,22,2025-01-18T01:41:25Z,1690000,False,29.0,293.0,1,left,MISS S. Barnes 29' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,29.44,Missed,,,,,,,,,,,,,,,,,,
170,PT00M23.00S,2025-01-18T01:41:22.2Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,35,22,2025-01-18T01:41:25Z,1700000,False,,,0,,A. Green REBOUND (Off:0 Def:2),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,
171,PT00M03.70S,2025-01-18T01:41:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,92.32917214191852,49.754901960784316,1610612749,37,22,2025-01-18T01:41:51Z,1710000,False,-1.0,20.0,1,right,B. Portis driving reverse Layup (4 PTS),[1626171],1610612749.0,MIL,driving reverse,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,,,4.0,,,,,,,,
174,PT00M00.00S,2025-01-18T01:42:00.9Z,1,REGULAR,period,end,[],0,,,1610612761,37,22,2025-01-18T01:42:01Z,1740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2025-01-18T01:44:00.1Z,2,REGULAR,substitution,out,['startperiod'],1631260,,,1610612761,37,22,2025-01-18T01:44:26Z,1750000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-01-18T01:44:00.1Z,2,REGULAR,substitution,out,['startperiod'],203507,,,1610612761,37,22,2025-01-18T01:44:26Z,1760000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
