actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-01T23:35:41.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-01T23:35:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-04-01T23:35:44.6Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2025-04-01T23:35:44Z,40000,False,,,0,,Jump Ball B. Lopez vs. N. Richards: Tip to G. Antetokounmpo,"[203507, 201572, 1630208]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-04-01T23:36:15.7Z,1,REGULAR,3pt,Jump Shot,[],1631157,79.7634691195795,91.19944852941177,1610612749,3,0,2025-04-01T23:36:33Z,80000,False,206.0,138.0,1,right,R. Rollins 24' 3PT  (3 PTS) (K. Kuzma 1 AST),"[1631157, 1628398]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,24.78,Made,3.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
10,PT11M17.00S,2025-04-01T23:36:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,14.273981603153747,35.294117647058826,1610612756,3,2,2025-04-01T23:36:58Z,100000,False,74.0,82.0,1,left,R. Dunn 10' driving floating Jump Shot (2 PTS) (D. Booker 1 AST),"[1642346, 1626164]",1610612756.0,PHX,driving floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Right,10.99,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
12,PT11M09.00S,2025-04-01T23:36:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.51182654402102,51.225490196078425,1610612749,5,2,2025-04-01T23:36:54Z,120000,False,6.0,8.0,1,right,G. Antetokounmpo driving finger roll Layup (2 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2025-04-01T23:36:53.2Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612749,5,2,2025-04-01T23:37:32Z,130000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1630208, 203507]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
15,PT11M09.00S,2025-04-01T23:37:33.9Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,6,2,2025-04-01T23:37:33Z,150000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2025-04-01T23:37:49.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,14.4053876478318,55.14705882352941,1610612756,6,2,2025-04-01T23:37:55Z,160000,False,-26.0,83.0,1,left,MISS N. Richards 8' turnaround Hook,[1630208],1610612756.0,PHX,turnaround,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,8.68,Missed,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2025-04-01T23:37:50.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,6,2,2025-04-01T23:38:20Z,170000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M35.00S,2025-04-01T23:38:11.2Z,1,REGULAR,foul,personal,['2freethrow'],1642346,,,1610612749,6,2,2025-04-01T23:38:32Z,180000,False,,,0,,R. Dunn shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1642346, 203507]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
20,PT10M35.00S,2025-04-01T23:38:47.7Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,7,2,2025-04-01T23:38:47Z,200000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2025-04-01T23:39:12.8Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,8,2,2025-04-01T23:39:12Z,210000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2025-04-01T23:39:23.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,31.61957950065703,73.52941176470588,1610612756,8,5,2025-04-01T23:39:29Z,220000,False,-118.0,245.0,1,left,D. Booker 27' 3PT pullup (3 PTS) (C. Gillespie 1 AST),"[1626164, 1631221]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,27.15,Made,3.0,C. Gillespie,1631221.0,1.0,,,,,,,,,,,,,,
