actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M34.00S,2024-11-23T01:13:19.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203081,71.56701708278581,50.73529411764706,1610612749,2,0,2024-11-23T01:13:24Z,160000,False,4.0,215.0,1,right,D. Lillard 21' driving floating Jump Shot (2 PTS) (B. Lopez 1 AST),"[203081, 201572]",1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,21.48,Made,,,,,,,,2.0,B. Lopez,201572.0,1.0,,,,,,,
18,PT10M25.00S,2024-11-23T01:13:28.2Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612754,2,0,2024-11-23T01:13:37Z,180000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 201572]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,,,,,Lopez,201572.0,,,,,
19,PT10M25.00S,2024-11-23T01:13:28.2Z,1,REGULAR,steal,,[],201572,,,1610612749,2,0,2024-11-23T01:13:31Z,190000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M22.00S,2024-11-23T01:13:35.1Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612749,2,0,2024-11-23T01:13:46Z,200000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1631097, 203507]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Antetokounmpo,203507.0
22,PT10M22.00S,2024-11-23T01:14:13.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203507,,,1610612749,3,0,2024-11-23T01:14:13Z,220000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
23,PT10M22.00S,2024-11-23T01:14:37.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203507,,,1610612749,4,0,2024-11-23T01:14:37Z,230000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
24,PT10M10.00S,2024-11-23T01:14:56.5Z,1,REGULAR,foul,personal,[],1627752,,,1610612754,4,0,2024-11-23T01:15:05Z,240000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1631097]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Mathurin,1631097.0
26,PT10M01.00S,2024-11-23T01:15:24.1Z,1,REGULAR,2pt,Jump Shot,[],1626167,11.12023653088042,30.88235294117647,1610612754,4,0,2024-11-23T01:15:31Z,260000,False,96.0,52.0,1,left,MISS M. Turner 10' driving floating bank Shot,[1626167],1610612754.0,IND,driving floating bank,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,10.88,Missed,,,,,,,,,,,,,,,,,,
27,PT09M58.00S,2024-11-23T01:15:27.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,0,2024-11-23T01:15:31Z,270000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,,
28,PT09M40.00S,2024-11-23T01:15:44.7Z,1,REGULAR,2pt,Hook,[],1641748,86.94152431011827,33.57843137254902,1610612749,4,0,2024-11-23T01:15:49Z,280000,False,-82.0,70.0,1,right,MISS A. Jackson Jr. 10' turnaround bank Hook,[1641748],1610612749.0,MIL,turnaround bank,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,8-16 Left,10.8,Missed,,,,,,,,,,,,,,,,,,
29,PT09M36.00S,2024-11-23T01:15:47.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,4,0,2024-11-23T01:15:47Z,290000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M33.00S,2024-11-23T01:15:52.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631245,30.831143232588698,24.019607843137255,1610612754,4,0,2024-11-23T01:17:04Z,300000,False,130.0,237.0,1,left,MISS Q. Jackson 27' running pullup 3PT,[1631245],1610612754.0,IND,running pullup,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
31,PT09M30.00S,2024-11-23T01:15:55.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,0,2024-11-23T01:16:02Z,310000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M16.00S,2024-11-23T01:16:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.38042049934296,50.0,1610612749,6,0,2024-11-23T01:19:07Z,320000,False,0.0,10.0,1,right,G. Antetokounmpo driving finger roll Layup (4 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,4.0,D. Lillard,203081.0,1.0,,,,,,,
34,PT09M01.00S,2024-11-23T01:16:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,8.886333771353483,49.01960784313725,1610612754,6,0,2024-11-23T01:16:32Z,340000,False,5.0,31.0,1,left,MISS Q. Jackson cutting Layup - blocked,"[1631245, 201572]",1610612754.0,IND,cutting,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,Lopez,201572.0,,,,,,,,,,,
35,PT09M01.00S,2024-11-23T01:16:23.6Z,1,REGULAR,block,,[],201572,,,1610612754,6,0,2024-11-23T01:16:28Z,350000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT08M56.00S,2024-11-23T01:16:28.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,6,0,2024-11-23T01:16:32Z,360000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,34.0,3.0,2.0,1.0,,,,,,,,,,,,,,
37,PT08M56.00S,2024-11-23T01:16:30.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203507,93.51182654402102,50.49019607843137,1610612749,8,0,2024-11-23T01:20:41Z,370000,False,2.0,8.0,1,right,G. Antetokounmpo running DUNK (6 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,6.0,,,,,,,,,,
38,PT08M56.00S,2024-11-23T01:16:39.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,0,2024-11-23T01:16:39Z,380000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M35.00S,2024-11-23T01:20:29.9Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612754,8,0,2024-11-23T01:20:38Z,400000,False,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 1641748]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,Jackson Jr.,1641748.0,,,,,
41,PT08M35.00S,2024-11-23T01:20:29.9Z,1,REGULAR,steal,,[],1641748,,,1610612749,8,0,2024-11-23T01:20:33Z,410000,False,,,0,,A. Jackson Jr. STEAL (1 STL),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M25.00S,2024-11-23T01:20:39.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201572,89.96386333771353,61.76470588235294,1610612749,10,0,2024-11-23T01:20:44Z,420000,False,59.0,42.0,1,right,B. Lopez 7' driving floating bank Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,driving floating bank,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,,,,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,
44,PT07M56.00S,2024-11-23T01:21:08.7Z,1,REGULAR,2pt,Jump Shot,[],1631097,13.354139290407357,11.76470588235294,1610612754,10,0,2024-11-23T01:22:16Z,440000,False,191.0,73.0,1,left,MISS B. Mathurin 20' step back Shot,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,20.47,Missed,,,,,,,,,,,,,,,,,,
45,PT07M52.00S,2024-11-23T01:21:12.7Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,10,0,2024-11-23T01:21:13Z,450000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Mid-Range,16-24 Right,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M39.00S,2024-11-23T01:21:26.1Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,10,0,2024-11-23T01:21:31Z,460000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1631097]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,,,,,Mathurin,1631097.0,,,,,
47,PT07M39.00S,2024-11-23T01:21:26.1Z,1,REGULAR,steal,,[],1631097,,,1610612754,10,0,2024-11-23T01:21:28Z,470000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M28.00S,2024-11-23T01:21:39.1Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612754,10,0,2024-11-23T01:21:57Z,480000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Siakam 2 FT),"[203507, 1627783]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Siakam,1627783.0
50,PT07M28.00S,2024-11-23T01:22:09.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612754,10,1,2024-11-23T01:22:09Z,500000,False,,,0,,P. Siakam Free Throw 1 of 2 (1 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
51,PT07M28.00S,2024-11-23T01:22:09.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612754,10,1,2024-11-23T01:22:33Z,510000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT07M25.00S,2024-11-23T01:22:12.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,10,1,2024-11-23T01:22:33Z,520000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,51.0,4.0,3.0,1.0,,,,,,,,,,,,,,
53,PT07M08.00S,2024-11-23T01:22:48.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.24901445466492,48.77450980392157,1610612749,10,1,2024-11-23T01:22:56Z,530000,False,-6.0,11.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
54,PT07M04.00S,2024-11-23T01:22:52.4Z,1,REGULAR,rebound,defensive,[],1631245,,,1610612754,10,1,2024-11-23T01:22:52Z,540000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:1),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT06M54.00S,2024-11-23T01:23:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,11.383048620236531,50.49019607843137,1610612754,10,1,2024-11-23T01:23:10Z,550000,False,-2.0,55.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.46,Missed,,,,,,,,,,,,,,,,,,
56,PT06M51.00S,2024-11-23T01:23:05.6Z,1,REGULAR,rebound,offensive,[],1631245,,,1610612754,10,1,2024-11-23T01:23:10Z,560000,False,,,0,,Q. Jackson REBOUND (Off:1 Def:1),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,2.0,1.0,1.0,,,,,,,,,,,,,,
57,PT06M50.00S,2024-11-23T01:23:07.6Z,1,REGULAR,turnover,lost ball,[],1631245,,,1610612754,10,1,2024-11-23T01:23:13Z,570000,False,,,0,,Q. Jackson lost ball TURNOVER (1 TO),"[1631245, 203081]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,,,Lillard,203081.0,,,,,
58,PT06M50.00S,2024-11-23T01:23:07.6Z,1,REGULAR,steal,,[],203081,,,1610612749,10,1,2024-11-23T01:23:10Z,580000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
59,PT06M33.00S,2024-11-23T01:23:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201572,90.48948751642575,50.49019607843137,1610612749,10,1,2024-11-23T01:23:28Z,590000,False,2.0,37.0,1,right,MISS B. Lopez driving Layup,[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
60,PT06M31.00S,2024-11-23T01:23:24.9Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,10,1,2024-11-23T01:23:28Z,600000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,,
124,PT06M31.00S,2024-11-23T01:23:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201572,93.38042049934296,49.26470588235294,1610612749,10,1,2024-11-23T01:35:00Z,615000,False,-4.0,10.0,1,right,MISS B. Lopez tip Layup,[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
125,PT06M30.00S,2024-11-23T01:23:34.3Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,10,1,2024-11-23T01:35:00Z,622500,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT06M15.00S,2024-11-23T01:23:43.8Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612754,10,1,2024-11-23T01:24:10Z,630000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Haliburton 2 FT),"[201572, 1630169]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Haliburton,1630169.0
65,PT06M15.00S,2024-11-23T01:24:11.9Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,10,2,2024-11-23T01:30:04Z,650000,False,,,0,,T. Haliburton Free Throw 1 of 2 (1 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
66,PT06M15.00S,2024-11-23T01:24:23.7Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,10,3,2024-11-23T01:30:04Z,660000,False,,,0,,T. Haliburton Free Throw 2 of 2 (2 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
67,PT05M59.00S,2024-11-23T01:24:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.03745072273325,49.26470588235294,1610612749,12,3,2024-11-23T01:24:52Z,670000,False,-4.0,4.0,1,right,D. Lillard driving finger roll Layup (4 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,4.0,,,,,,,,,,
68,PT05M54.00S,2024-11-23T01:24:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,6.783837056504599,48.77450980392157,1610612754,12,5,2024-11-23T01:25:01Z,680000,False,6.0,11.0,1,left,Q. Jackson driving Layup (2 PTS) (T. Haliburton 1 AST),"[1631245, 1630169]",1610612754.0,IND,driving,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,
69,PT05M54.00S,2024-11-23T01:24:56.9Z,1,REGULAR,foul,personal,['1freethrow'],201572,,,1610612754,12,5,2024-11-23T01:25:35Z,690000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (Jackson 1 FT),"[201572, 1631245]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Jackson,1631245.0
71,PT05M54.00S,2024-11-23T01:25:16.2Z,1,REGULAR,substitution,out,[],201572,,,1610612754,12,5,2024-11-23T01:25:29Z,710000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M54.00S,2024-11-23T01:25:16.2Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,12,5,2024-11-23T01:25:29Z,720000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M54.00S,2024-11-23T01:25:16.2Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,12,5,2024-11-23T01:25:29Z,730000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M54.00S,2024-11-23T01:25:16.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612754,12,5,2024-11-23T01:25:29Z,740000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M54.00S,2024-11-23T01:25:16.2Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,12,5,2024-11-23T01:25:29Z,750000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M54.00S,2024-11-23T01:25:16.2Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,12,5,2024-11-23T01:25:29Z,760000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M54.00S,2024-11-23T01:25:37.1Z,1,REGULAR,freethrow,1 of 1,[],1631245,,,1610612754,12,6,2024-11-23T01:25:37Z,770000,False,,,0,,Q. Jackson Free Throw 1 of 1 (3 PTS),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
78,PT05M43.00S,2024-11-23T01:25:51.8Z,1,REGULAR,foul,personal,['3freethrow'],1631245,,,1610612749,12,6,2024-11-23T01:26:09Z,780000,False,,,0,,Q. Jackson shooting personal FOUL (1 PF) (Lillard 3 FT),"[1631245, 203081]",1610612754.0,IND,shooting,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Lillard,203081.0
80,PT05M43.00S,2024-11-23T01:26:36.2Z,1,REGULAR,freethrow,1 of 3,[],203081,,,1610612749,13,6,2024-11-23T01:26:36Z,800000,False,,,0,,D. Lillard Free Throw 1 of 3 (5 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
81,PT05M43.00S,2024-11-23T01:26:51.5Z,1,REGULAR,freethrow,2 of 3,[],203081,,,1610612749,14,6,2024-11-23T01:26:51Z,810000,False,,,0,,D. Lillard Free Throw 2 of 3 (6 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
82,PT05M43.00S,2024-11-23T01:27:08.1Z,1,REGULAR,freethrow,3 of 3,[],203081,,,1610612749,15,6,2024-11-23T01:27:08Z,820000,False,,,0,,D. Lillard Free Throw 3 of 3 (7 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
