actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-16T00:10:24.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-16T00:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-16T00:10:28.1Z,1,REGULAR,jumpball,recovered,[],1629614,,,1610612754,0,0,2025-03-16T00:10:28Z,40000,False,,,0,,Jump Ball M. Turner vs. B. Lopez: Tip to A. Nembhard,"[1629614, 1626167, 201572]",1610612754.0,IND,startperiod,A. Nembhard,1629614.0,Nembhard,A. Nembhard,Turner,1626167.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M55.00S,2025-03-16T00:10:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,6.915243101182654,49.26470588235294,1610612754,0,0,2025-03-16T00:11:26Z,70000,False,4.0,13.0,1,left,MISS A. Nembhard driving reverse Layup,[1629614],1610612754.0,IND,driving reverse,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
8,PT11M54.00S,2025-03-16T00:10:32.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,0,0,2025-03-16T00:11:26Z,80000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M45.00S,2025-03-16T00:10:39.4Z,1,REGULAR,foul,personal,['3freethrow'],1629614,,,1610612749,0,0,2025-03-16T00:11:05Z,90000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Lillard 3 FT),"[1629614, 203081]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,204059.0,1.0,0.0,Lillard,203081.0,,,,,,,,,
11,PT11M45.00S,2025-03-16T00:11:10.1Z,1,REGULAR,freethrow,1 of 3,[],203081,,,1610612749,1,0,2025-03-16T00:11:10Z,110000,False,,,0,,D. Lillard Free Throw 1 of 3 (1 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
13,PT11M45.00S,2025-03-16T00:11:27.2Z,1,REGULAR,freethrow,2 of 3,[],203081,,,1610612749,2,0,2025-03-16T00:11:27Z,120000,False,,,0,,D. Lillard Free Throw 2 of 3 (2 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
14,PT11M45.00S,2025-03-16T00:11:42.8Z,1,REGULAR,freethrow,3 of 3,[],203081,,,1610612749,3,0,2025-03-16T00:11:42Z,130000,False,,,0,,D. Lillard Free Throw 3 of 3 (3 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
15,PT11M27.00S,2025-03-16T00:12:05.7Z,1,REGULAR,2pt,Jump Shot,[],1626167,20.76215505913272,45.79886642156863,1610612754,3,2,2025-03-16T00:12:45Z,140000,False,21.0,143.0,1,left,M. Turner 14' Jump Shot (2 PTS) (P. Siakam 1 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,14.42,Made,,,,,,,,,,2.0,P. Siakam,1627783.0,1.0,,,,,
17,PT11M15.00S,2025-03-16T00:12:16.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.24901445466492,50.49019607843137,1610612749,5,2,2025-03-16T00:12:21Z,160000,False,2.0,11.0,1,right,G. Antetokounmpo driving Layup (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,2.0,,,,,,,,
19,PT11M03.00S,2025-03-16T00:12:28.3Z,1,REGULAR,3pt,Jump Shot,[],1630174,13.61695137976347,1.9607843137254901,1610612754,5,5,2025-03-16T00:12:36Z,180000,False,240.0,75.0,1,left,A. Nesmith 25' 3PT  (3 PTS) (T. Haliburton 1 AST),"[1630174, 1630169]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,25.18,Made,,,,,,,,,,3.0,T. Haliburton,1630169.0,1.0,,,,,
