actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M13.00S,2025-04-09T00:12:27.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,5,2025-04-09T00:12:30Z,160000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,
17,PT10M09.00S,2025-04-09T00:12:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,17.0335085413929,49.26470588235294,1610612750,0,5,2025-04-09T00:12:42Z,170000,False,4.0,108.0,1,left,MISS A. Edwards 10' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,10.77,Missed,,,,,,,,,,,,,,,,,,
18,PT10M05.00S,2025-04-09T00:12:34.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,0,5,2025-04-09T00:12:42Z,180000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,
19,PT10M00.00S,2025-04-09T00:12:40.1Z,1,REGULAR,3pt,Jump Shot,[],201572,70.25295663600527,76.7156862745098,1610612749,0,5,2025-04-09T00:12:47Z,190000,False,134.0,227.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
20,PT10M00.00S,2025-04-09T00:12:40.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,0,5,2025-04-09T00:12:47Z,200000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,19.0,2.0,2.0,0.0,,,,,,
21,PT09M43.00S,2025-04-09T00:12:56.5Z,1,REGULAR,2pt,Jump Shot,[],203944,27.283180026281208,33.088235294117645,1610612750,0,5,2025-04-09T00:13:03Z,210000,False,85.0,204.0,1,left,MISS J. Randle 22' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,22.08,Missed,,,,,,,,,,,,,,,,,,
22,PT09M40.00S,2025-04-09T00:12:59.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,0,5,2025-04-09T00:13:03Z,220000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,
23,PT09M28.00S,2025-04-09T00:13:11.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,83.44283837056504,63.748468137254896,1610612749,2,5,2025-04-09T00:13:20Z,230000,False,69.0,103.0,1,right,B. Lopez 12' pullup Jump Shot (2 PTS) (R. Rollins 1 AST),"[201572, 1631157]",1610612749.0,MIL,pullup,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Right,12.39,Made,2.0,R. Rollins,1631157.0,1.0,,,,,,,,,,,,,,
25,PT09M13.00S,2025-04-09T00:13:29.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,13.797634691195796,49.1421568627451,1610612750,2,7,2025-04-09T00:13:53Z,250000,False,4.0,77.0,1,left,J. McDaniels 7' pullup Jump Shot (2 PTS),[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,7.73,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M13.00S,2025-04-09T00:13:32.9Z,1,REGULAR,foul,personal,['1freethrow'],1631157,,,1610612750,2,7,2025-04-09T00:14:02Z,260000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1631157, 1630183]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1629178.0,,,,,,,,1.0,0.0,McDaniels,1630183.0,,
28,PT09M13.00S,2025-04-09T00:13:56.3Z,1,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,2,8,2025-04-09T00:13:56Z,280000,False,,,0,,J. McDaniels Free Throw 1 of 1 (3 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
29,PT08M53.00S,2025-04-09T00:14:15.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,90.48948751642575,50.49019607843137,1610612749,2,8,2025-04-09T00:14:20Z,290000,False,2.0,37.0,1,right,MISS K. Kuzma driving Hook,[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
31,PT08M48.00S,2025-04-09T00:14:20.1Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,8,2025-04-09T00:14:20Z,310000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,
32,PT08M41.00S,2025-04-09T00:14:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.360709592641262,52.94117647058824,1610612750,2,10,2025-04-09T00:14:32Z,320000,False,-15.0,26.0,1,left,A. Edwards driving Layup (4 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.0,Made,4.0,,,,,,,,,,,,,,,,,
33,PT08M23.00S,2025-04-09T00:14:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.09526938239159,55.14705882352941,1610612749,2,10,2025-04-09T00:14:51Z,330000,False,26.0,41.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
34,PT08M21.00S,2025-04-09T00:14:47.4Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,2,10,2025-04-09T00:14:47Z,340000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,
35,PT08M19.00S,2025-04-09T00:14:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,92.06636005256242,52.69607843137255,1610612749,4,10,2025-04-09T00:14:54Z,350000,False,13.0,22.0,1,right,G. Antetokounmpo putback Layup (2 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.59,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M07.00S,2025-04-09T00:15:01.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,30.17411300919842,24.264705882352942,1610612750,4,10,2025-04-09T00:15:07Z,360000,False,129.0,231.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
37,PT08M03.00S,2025-04-09T00:15:05.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,10,2025-04-09T00:15:07Z,370000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,
38,PT07M52.00S,2025-04-09T00:15:16.1Z,1,REGULAR,3pt,Jump Shot,[],201572,66.83639947437582,65.93137254901961,1610612749,7,10,2025-04-09T00:15:20Z,380000,False,80.0,259.0,1,right,B. Lopez 27' 3PT  (5 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,27.12,Made,5.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
40,PT07M37.00S,2025-04-09T00:15:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,17.69053876478318,52.20588235294118,1610612750,7,12,2025-04-09T00:15:36Z,400000,False,-11.0,114.0,1,left,M. Conley 11' driving floating Jump Shot (2 PTS) (R. Gobert 1 AST),"[201144, 203497]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,11.43,Made,2.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,
43,PT07M16.00S,2025-04-09T00:16:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,83.83705650459922,37.768075980392155,1610612749,9,12,2025-04-09T00:16:13Z,430000,False,-61.0,99.0,1,right,R. Rollins 11' pullup Jump Shot (2 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Left,11.67,Made,2.0,,,,,,,,,,,,,,,,,
44,PT06M58.00S,2025-04-09T00:16:28.5Z,1,REGULAR,turnover,traveling,[],203944,,,1610612750,9,12,2025-04-09T00:16:42Z,440000,False,,,0,,J. Randle traveling TURNOVER (2 TO),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,203593.0,2.0,,,,,,,,,,,,
45,PT06M58.00S,2025-04-09T00:16:37.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,12,2025-04-09T00:16:37Z,450000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT06M35.00S,2025-04-09T00:19:54.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201572,78.26872536136662,47.549019607843135,1610612749,11,12,2025-04-09T00:20:00Z,460000,False,-12.0,152.0,1,right,B. Lopez 15' pullup Jump Shot (7 PTS) (R. Rollins 2 AST),"[201572, 1631157]",1610612749.0,MIL,pullup,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Center,15.23,Made,7.0,R. Rollins,1631157.0,2.0,,,,,,,,,,,,,,
48,PT06M17.00S,2025-04-09T00:20:12.9Z,1,REGULAR,3pt,Jump Shot,[],203944,32.802233902759525,36.76470588235294,1610612750,11,12,2025-04-09T00:21:24Z,480000,False,66.0,256.0,1,left,MISS J. Randle 26' pullup 3PT,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
49,PT06M14.00S,2025-04-09T00:20:15.9Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,11,12,2025-04-09T00:20:18Z,490000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,
50,PT06M03.00S,2025-04-09T00:20:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,94.03745072273325,50.245098039215684,1610612749,13,12,2025-04-09T00:20:32Z,500000,False,1.0,4.0,1,right,T. Prince driving finger roll Layup (2 PTS) (G. Antetokounmpo 2 AST),"[1627752, 203507]",1610612749.0,MIL,driving finger roll,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
52,PT05M42.00S,2025-04-09T00:20:47.7Z,1,REGULAR,3pt,Jump Shot,[],1630183,31.305436925098558,66.44454656862744,1610612750,13,12,2025-04-09T00:20:57Z,520000,False,-82.0,242.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
53,PT05M41.00S,2025-04-09T00:20:48.7Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,13,12,2025-04-09T00:22:37Z,530000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,,,
54,PT05M41.00S,2025-04-09T00:20:52.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,13,14,2025-04-09T00:21:55Z,540000,False,0.0,0.0,1,left,R. Gobert tip DUNK (2 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
55,PT05M26.00S,2025-04-09T00:21:11.2Z,1,REGULAR,foul,offensive,[],1628398,,,1610612749,13,14,2025-04-09T00:21:23Z,550000,False,,,0,,K. Kuzma offensive FOUL (1 PF),"[1628398, 203497]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1629178.0,,,,,,,,1.0,0.0,Gobert,203497.0,,
57,PT05M26.00S,2025-04-09T00:21:11.2Z,1,REGULAR,turnover,offensive foul,[],1628398,,,1610612749,13,14,2025-04-09T00:21:11Z,570000,False,,,0,,K. Kuzma offensive foul TURNOVER (1 TO),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1629178.0,1.0,,,,,,,,,,,,
58,PT05M26.00S,2025-04-09T00:21:22.0Z,1,REGULAR,substitution,out,[],203507,,,1610612750,13,14,2025-04-09T00:21:36Z,580000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT05M26.00S,2025-04-09T00:21:22.0Z,1,REGULAR,substitution,out,[],203944,,,1610612750,13,14,2025-04-09T00:21:36Z,590000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M26.00S,2025-04-09T00:21:22.0Z,1,REGULAR,substitution,out,[],201144,,,1610612750,13,14,2025-04-09T00:21:36Z,600000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M26.00S,2025-04-09T00:21:22.0Z,1,REGULAR,substitution,in,[],1626171,,,1610612750,13,14,2025-04-09T00:21:36Z,610000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M26.00S,2025-04-09T00:21:22.0Z,1,REGULAR,substitution,in,[],1628978,,,1610612750,13,14,2025-04-09T00:21:36Z,620000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M26.00S,2025-04-09T00:21:22.0Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,13,14,2025-04-09T00:21:36Z,630000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M15.00S,2025-04-09T00:21:43.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,4.681340341655716,96.56862745098039,1610612750,13,17,2025-04-09T00:21:48Z,640000,False,-233.0,-8.0,1,left,N. Reid 3PT  (3 PTS) (A. Edwards 1 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,23.3,Made,3.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
66,PT04M54.00S,2025-04-09T00:22:04.3Z,1,REGULAR,2pt,Hook,[],201572,90.80157687253615,68.89552696078431,1610612749,13,17,2025-04-09T00:22:16Z,660000,False,94.0,34.0,1,right,MISS B. Lopez 10' turnaround Hook,[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,10.04,Missed,,,,,,,,,,,,,,,,,,
67,PT04M54.00S,2025-04-09T00:22:04.3Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,13,17,2025-04-09T00:22:16Z,670000,False,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,66.0,1.0,0.0,1.0,,,,,,
68,PT04M54.00S,2025-04-09T00:22:09.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,13,17,2025-04-09T00:22:20Z,680000,False,0.0,0.0,1,right,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
69,PT04M54.00S,2025-04-09T00:22:09.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,13,17,2025-04-09T00:22:20Z,690000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,68.0,,,,,,,,,
71,PT04M54.00S,2025-04-09T00:22:22.9Z,1,REGULAR,substitution,out,[],1628398,,,1610612750,13,17,2025-04-09T00:22:43Z,710000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M54.00S,2025-04-09T00:22:22.9Z,1,REGULAR,substitution,in,[],1629018,,,1610612750,13,17,2025-04-09T00:22:43Z,720000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M43.00S,2025-04-09T00:22:43.9Z,1,REGULAR,foul,personal,[],1629018,,,1610612750,13,17,2025-04-09T00:27:32Z,730000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1630162]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,,,,203593.0,,,,,,,,1.0,0.0,Edwards,1630162.0,,
74,PT04M38.00S,2025-04-09T00:23:04.9Z,1,REGULAR,2pt,Jump Shot,[],1630162,23.73521681997372,48.03921568627451,1610612750,13,19,2025-04-09T00:27:55Z,740000,False,10.0,171.0,1,left,A. Edwards 17' step back Jump Shot (6 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,17.09,Made,6.0,,,,,,,,,,,,,,,,,
76,PT04M11.00S,2025-04-09T00:23:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,87.46714848883047,49.754901960784316,1610612749,13,19,2025-04-09T00:28:48Z,760000,False,-1.0,65.0,1,right,MISS T. Prince 6' pullup Shot,[1627752],1610612749.0,MIL,pullup,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
77,PT04M08.00S,2025-04-09T00:23:27.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,13,19,2025-04-09T00:23:30Z,770000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,76.0,3.0,2.0,1.0,,,,,,
78,PT03M58.00S,2025-04-09T00:23:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,16.245072273324574,38.23529411764706,1610612750,13,21,2025-04-09T00:29:31Z,780000,False,59.0,100.0,1,left,D. DiVincenzo 11' driving floating Jump Shot (2 PTS) (N. Reid 1 AST),"[1628978, 1629675]",1610612750.0,MIN,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,2.0,N. Reid,1629675.0,1.0,,,,,,,,,,,,,,
80,PT03M38.00S,2025-04-09T00:23:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,87.33574244415243,51.71568627450981,1610612749,13,21,2025-04-09T00:24:04Z,800000,False,9.0,67.0,1,right,MISS G. Trent Jr. 6' driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,
81,PT03M34.00S,2025-04-09T00:24:02.1Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,13,21,2025-04-09T00:24:02Z,810000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,
82,PT03M27.00S,2025-04-09T00:24:09.6Z,1,REGULAR,2pt,Jump Shot,[],1630162,21.107095926412615,50.73529411764706,1610612750,13,21,2025-04-09T00:30:35Z,820000,False,-4.0,146.0,1,left,MISS A. Edwards 14' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,14.59,Missed,,,,,,,,,,,,,,,,,,
83,PT03M24.00S,2025-04-09T00:24:12.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,13,21,2025-04-09T00:24:27Z,830000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Center,,,,,,,,,,,82.0,2.0,1.0,1.0,,,,,,
