actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT03M48.00S,2025-03-09T01:28:32.2Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,12,22,2025-03-09T01:29:07Z,840000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 203507]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Antetokounmpo,203507.0,,,,
87,PT03M48.00S,2025-03-09T01:28:32.2Z,1,REGULAR,steal,,[],203507,,,1610612749,12,22,2025-03-09T01:28:36Z,850000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
88,PT03M45.00S,2025-03-09T01:28:36.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,6.521024967148489,48.77450980392157,1610612749,14,22,2025-03-09T01:29:25Z,860000,False,6.0,9.0,1,left,G. Antetokounmpo running DUNK (10 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,10.0,,,,,,,,,,,,,
89,PT03M45.00S,2025-03-09T01:28:43.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,14,22,2025-03-09T01:28:43Z,870000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M45.00S,2025-03-09T01:31:17.1Z,1,REGULAR,substitution,out,[],1627752,,,1610612753,14,22,2025-03-09T01:31:40Z,880000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M45.00S,2025-03-09T01:31:17.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,14,22,2025-03-09T01:31:40Z,890000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M45.00S,2025-03-09T01:31:17.1Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,14,22,2025-03-09T01:31:40Z,900000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M45.00S,2025-03-09T01:31:17.1Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,14,22,2025-03-09T01:31:40Z,910000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M45.00S,2025-03-09T01:31:17.1Z,1,REGULAR,substitution,in,[],1628398,,,1610612753,14,22,2025-03-09T01:31:40Z,920000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M45.00S,2025-03-09T01:31:17.1Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,14,22,2025-03-09T01:31:40Z,930000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M45.00S,2025-03-09T01:31:17.1Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,14,22,2025-03-09T01:31:40Z,940000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M45.00S,2025-03-09T01:31:17.1Z,1,REGULAR,substitution,in,[],1631216,,,1610612753,14,22,2025-03-09T01:31:40Z,950000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M29.00S,2025-03-09T01:31:58.7Z,1,REGULAR,2pt,Jump Shot,[],203484,76.74113009198423,33.111213235294116,1610612753,14,24,2025-03-09T01:32:06Z,960000,False,-84.0,166.0,1,right,K. Caldwell-Pope 18' Jump Shot (7 PTS) (P. Banchero 1 AST),"[203484, 1631094]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,18.63,Made,,,,,7.0,P. Banchero,1631094.0,1.0,,,,,,,,,,
100,PT03M12.00S,2025-03-09T01:32:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.30946123521682,50.245098039215684,1610612749,16,24,2025-03-09T01:32:19Z,980000,False,-1.0,16.0,1,left,D. Lillard driving Layup (6 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,6.0,,,,,,,,,,,,,
101,PT02M52.00S,2025-03-09T01:32:36.5Z,1,REGULAR,2pt,Jump Shot,[],203484,73.40670170827858,67.64705882352942,1610612753,16,24,2025-03-09T01:32:55Z,990000,False,88.0,197.0,1,right,MISS K. Caldwell-Pope 21' pullup Shot,[203484],1610612753.0,ORL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,21.63,Missed,,,,,,,,,,,,,,,,,,
102,PT02M48.00S,2025-03-09T01:32:40.5Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,16,24,2025-03-09T01:32:41Z,1000000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right Center,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT02M40.00S,2025-03-09T01:32:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,15.719448094612352,48.28431372549019,1610612749,18,24,2025-03-09T01:33:18Z,1010000,False,9.0,95.0,1,left,D. Lillard 9' driving floating Jump Shot (8 PTS),[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,9.57,Made,,,,,8.0,,,,,,,,,,,,,
104,PT02M32.00S,2025-03-09T01:33:03.2Z,1,REGULAR,foul,personal,[],1628398,,,1610612753,18,24,2025-03-09T01:33:16Z,1020000,False,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 203484]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202007.0,1.0,0.0,,,,Caldwell-Pope,203484.0,,
106,PT02M32.00S,2025-03-09T01:33:12.5Z,1,REGULAR,substitution,out,[],203507,,,1610612753,18,24,2025-03-09T01:33:22Z,1040000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M32.00S,2025-03-09T01:33:12.5Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,18,24,2025-03-09T01:33:22Z,1050000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M32.00S,2025-03-09T01:33:12.5Z,1,REGULAR,substitution,in,[],1629645,,,1610612753,18,24,2025-03-09T01:33:22Z,1060000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M32.00S,2025-03-09T01:33:12.5Z,1,REGULAR,substitution,in,[],1641783,,,1610612753,18,24,2025-03-09T01:33:22Z,1070000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M21.00S,2025-03-09T01:33:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,94.1688567674113,52.20588235294118,1610612753,18,26,2025-03-09T01:33:41Z,1080000,False,11.0,2.0,1,right,A. Black driving finger roll Layup (2 PTS),[1641710],1610612753.0,ORL,driving finger roll,,,Black,A. Black,,,,,Restricted Area,0-8 Center,1.12,Made,,,,,2.0,,,,,,,,,,,,,
111,PT02M06.00S,2025-03-09T01:33:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,8.623521681997373,40.19607843137255,1610612749,18,26,2025-03-09T01:33:59Z,1090000,False,49.0,29.0,1,left,MISS K. Porter Jr. driving Layup,[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
112,PT02M03.00S,2025-03-09T01:33:54.0Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,18,26,2025-03-09T01:33:59Z,1100000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT02M02.00S,2025-03-09T01:34:01.5Z,1,REGULAR,substitution,out,[],201572,,,1610612753,18,26,2025-03-09T01:34:13Z,1120000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M02.00S,2025-03-09T01:34:01.5Z,1,REGULAR,substitution,out,[],203484,,,1610612753,18,26,2025-03-09T01:34:13Z,1130000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M02.00S,2025-03-09T01:34:01.5Z,1,REGULAR,substitution,in,[],1630579,,,1610612753,18,26,2025-03-09T01:34:13Z,1140000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M02.00S,2025-03-09T01:34:01.5Z,1,REGULAR,substitution,in,[],203914,,,1610612753,18,26,2025-03-09T01:34:13Z,1150000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M53.00S,2025-03-09T01:34:29.5Z,1,REGULAR,3pt,Jump Shot,[],1641710,79.71419185282524,92.8921568627451,1610612753,18,29,2025-03-09T01:34:36Z,1160000,False,214.0,138.0,1,right,A. Black 25' 3PT step back (5 PTS),[1641710],1610612753.0,ORL,step back,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,25.52,Made,,,,,5.0,,,,,,,,,,,,,
120,PT01M24.00S,2025-03-09T01:35:09.6Z,1,REGULAR,3pt,Jump Shot,[],203081,22.815374507227332,91.17647058823529,1610612749,18,29,2025-03-09T01:35:20Z,1180000,False,-206.0,162.0,1,left,MISS D. Lillard 26' step back 3PT - blocked,"[203081, 1641710]",1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,Black,1641710.0
121,PT01M24.00S,2025-03-09T01:35:09.6Z,1,REGULAR,block,,[],1641710,,,1610612749,18,29,2025-03-09T01:35:13Z,1190000,False,,,0,,A. Black BLOCK (1 BLK),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
122,PT01M23.00S,2025-03-09T01:35:10.6Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,18,29,2025-03-09T01:36:34Z,1200000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT01M15.00S,2025-03-09T01:35:19.4Z,1,REGULAR,3pt,Jump Shot,[],1631216,78.40013140604468,5.392156862745098,1610612753,18,29,2025-03-09T01:35:30Z,1210000,False,-223.0,151.0,1,right,MISS C. Houstan 26' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,,
124,PT01M12.00S,2025-03-09T01:35:22.1Z,1,REGULAR,rebound,offensive,[],203914,,,1610612753,18,29,2025-03-09T01:35:22Z,1220000,False,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,,,123.0,1.0,0.0,1.0,,,,,,,,,,,,,,
125,PT01M09.00S,2025-03-09T01:35:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628371,94.56307490144546,49.01960784313725,1610612753,18,31,2025-03-09T01:36:57Z,1230000,False,-5.0,-1.0,1,right,J. Isaac driving reverse Layup (2 PTS) (G. Harris 1 AST),"[1628371, 203914]",1610612753.0,ORL,driving reverse,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,2.0,G. Harris,203914.0,1.0,,,,,,,,,,
127,PT00M49.20S,2025-03-09T01:35:47.6Z,1,REGULAR,2pt,Jump Shot,[],1629645,26.757555847568987,52.450980392156865,1610612749,20,31,2025-03-09T01:35:52Z,1250000,False,-12.0,199.0,1,left,K. Porter Jr. 19' step back Jump Shot (2 PTS),[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,19.94,Made,,,,,2.0,,,,,,,,,,,,,
128,PT00M36.10S,2025-03-09T01:36:03.8Z,1,REGULAR,3pt,Jump Shot,[],1631216,67.58993101182654,32.86611519607843,1610612753,20,34,2025-03-09T01:36:12Z,1260000,False,-86.0,252.0,1,right,C. Houstan 26' 3PT  (3 PTS) (T. da Silva 1 AST),"[1631216, 1641783]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,26.64,Made,,,,,3.0,T. da Silva,1641783.0,1.0,,,,,,,,,,
130,PT00M27.70S,2025-03-09T01:36:15.6Z,1,REGULAR,3pt,Jump Shot,[],203081,36.48160315374508,50.98039215686274,1610612749,20,34,2025-03-09T01:36:23Z,1280000,False,-5.0,290.0,1,left,MISS D. Lillard 29' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,29.04,Missed,,,,,,,,,,,,,,,,,,
131,PT00M24.40S,2025-03-09T01:36:18.9Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,20,34,2025-03-09T01:36:18Z,1290000,False,,,0,,G. Harris REBOUND (Off:1 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,130.0,2.0,1.0,1.0,,,,,,,,,,,,,,
133,PT00M03.60S,2025-03-09T01:36:54.5Z,1,REGULAR,3pt,Jump Shot,[],1631216,95.22010512483574,96.32352941176471,1610612753,20,34,2025-03-09T01:37:03Z,1310000,False,232.0,-8.0,1,right,MISS C. Houstan 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
134,PT00M01.60S,2025-03-09T01:36:56.5Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,20,34,2025-03-09T01:37:20Z,1320000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT00M00.00S,2025-03-09T01:37:13.6Z,1,REGULAR,period,end,[],0,,,1610612749,20,34,2025-03-09T01:37:13Z,1330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2025-03-09T01:39:34.5Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612749,20,34,2025-03-09T01:39:58Z,1340000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2025-03-09T01:39:34.5Z,2,REGULAR,substitution,out,['startperiod'],1628371,,,1610612749,20,34,2025-03-09T01:39:58Z,1350000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-03-09T01:39:34.5Z,2,REGULAR,substitution,in,['startperiod'],1627752,,,1610612749,20,34,2025-03-09T01:39:58Z,1360000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2025-03-09T01:39:34.5Z,2,REGULAR,substitution,in,['startperiod'],1629048,,,1610612749,20,34,2025-03-09T01:39:58Z,1370000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2025-03-09T01:39:55.5Z,2,REGULAR,period,start,[],0,,,1610612753,20,34,2025-03-09T01:39:59Z,1380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT11M35.00S,2025-03-09T01:40:19.1Z,2,REGULAR,2pt,Jump Shot,[],1641710,80.6340341655716,27.205882352941174,1610612753,20,36,2025-03-09T01:40:27Z,1390000,False,-114.0,130.0,1,right,A. Black 17' fadeaway Jump Shot (7 PTS),[1641710],1610612753.0,ORL,fadeaway,,,Black,A. Black,,,,,Mid-Range,16-24 Left Center,17.25,Made,,,,,7.0,,,,,,,,,,,,,
142,PT11M22.00S,2025-03-09T01:40:37.3Z,2,REGULAR,foul,personal,[],1631216,,,1610612749,20,36,2025-03-09T01:40:48Z,1400000,False,,,0,,C. Houstan personal FOUL (1 PF),"[1631216, 1631260]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202007.0,1.0,0.0,,,,Green,1631260.0,,
144,PT11M13.00S,2025-03-09T01:40:57.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,5.469776609724048,54.90196078431373,1610612749,20,36,2025-03-09T01:41:03Z,1420000,False,-25.0,-1.0,1,left,MISS K. Kuzma alley-oop Layup,[1628398],1610612749.0,MIL,alley-oop,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
145,PT11M10.00S,2025-03-09T01:41:00.4Z,2,REGULAR,rebound,defensive,[],1641783,,,1610612753,20,36,2025-03-09T01:41:03Z,1430000,False,,,0,,T. da Silva REBOUND (Off:0 Def:2),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,144.0,2.0,2.0,0.0,,,,,,,,,,,,,,
146,PT10M58.00S,2025-03-09T01:41:12.8Z,2,REGULAR,3pt,Jump Shot,[],1641783,70.90998685939553,79.16666666666666,1610612753,20,36,2025-03-09T01:41:21Z,1440000,False,146.0,221.0,1,right,MISS T. da Silva 26' 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
147,PT10M56.00S,2025-03-09T01:41:14.8Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,20,36,2025-03-09T01:41:52Z,1450000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,146.0,4.0,4.0,0.0,,,,,,,,,,,,,,
148,PT10M55.00S,2025-03-09T01:41:23.6Z,2,REGULAR,foul,personal,[],203914,,,1610612749,20,36,2025-03-09T01:41:34Z,1460000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1628398]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2005.0,1.0,0.0,,,,Kuzma,1628398.0,,
150,PT10M44.00S,2025-03-09T01:41:45.7Z,2,REGULAR,3pt,Jump Shot,[],1629645,27.094283837056505,78.45435049019608,1610612749,23,36,2025-03-09T01:42:04Z,1480000,False,-142.0,202.0,1,left,K. Porter Jr. 24' 3PT pullup (5 PTS),[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,24.73,Made,,,,,5.0,,,,,,,,,,,,,
151,PT10M24.00S,2025-03-09T01:42:05.5Z,2,REGULAR,2pt,Jump Shot,[],1641710,91.80354796320631,24.509803921568626,1610612753,23,36,2025-03-09T01:42:12Z,1490000,False,-127.0,25.0,1,right,MISS A. Black 12' driving floating bank Shot,[1641710],1610612753.0,ORL,driving floating bank,,,Black,A. Black,,,,,Mid-Range,8-16 Left,12.98,Missed,,,,,,,,,,,,,,,,,,
152,PT10M21.00S,2025-03-09T01:42:08.5Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,23,36,2025-03-09T01:42:12Z,1500000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,151.0,5.0,5.0,0.0,,,,,,,,,,,,,,
153,PT10M17.00S,2025-03-09T01:42:12.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,7.835085413929041,50.73529411764706,1610612749,25,36,2025-03-09T01:42:21Z,1510000,False,-4.0,21.0,1,left,K. Kuzma running Layup (2 PTS),[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,2.0,,,,,,,,,,,,,
154,PT10M00.00S,2025-03-09T01:42:33.7Z,2,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612753,25,36,2025-03-09T01:42:48Z,1520000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Bitadze 2 FT),"[1630579, 1629048]",1610612749.0,MIL,shooting,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2005.0,1.0,0.0,,,,Bitadze,1629048.0,,
156,PT10M00.00S,2025-03-09T01:43:00.2Z,2,REGULAR,freethrow,1 of 2,[],1629048,,,1610612753,25,37,2025-03-09T01:43:26Z,1540000,False,,,0,,G. Bitadze Free Throw 1 of 2 (1 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
157,PT10M00.00S,2025-03-09T01:43:02.0Z,2,REGULAR,substitution,out,[],1631216,,,1610612753,25,37,2025-03-09T01:43:10Z,1550000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M00.00S,2025-03-09T01:43:02.0Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,25,37,2025-03-09T01:43:10Z,1560000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M00.00S,2025-03-09T01:43:00.2Z,2,REGULAR,freethrow,2 of 2,[],1629048,,,1610612753,25,37,2025-03-09T01:43:26Z,1570000,False,,,0,,MISS G. Bitadze Free Throw 2 of 2,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT09M56.00S,2025-03-09T01:43:04.2Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,25,37,2025-03-09T01:43:26Z,1580000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT09M46.00S,2025-03-09T01:43:36.2Z,2,REGULAR,turnover,bad pass,[],1629645,,,1610612749,25,37,2025-03-09T01:43:44Z,1590000,False,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 1641783]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,da Silva,1641783.0,,,,
162,PT09M46.00S,2025-03-09T01:43:36.2Z,2,REGULAR,steal,,[],1641783,,,1610612753,25,37,2025-03-09T01:43:38Z,1600000,False,,,0,,T. da Silva STEAL (1 STL),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT09M44.00S,2025-03-09T01:43:42.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'fromturnover']",1641783,87.99277266754271,33.088235294117645,1610612753,25,39,2025-03-09T01:44:05Z,1610000,False,-85.0,60.0,1,right,T. da Silva 10' running Layup (2 PTS),[1641783],1610612753.0,ORL,running,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Left,10.39,Made,,,,,2.0,,,,,,,,,,,,,
164,PT09M44.00S,2025-03-09T01:43:46.4Z,2,REGULAR,foul,personal,['1freethrow'],1631260,,,1610612753,25,39,2025-03-09T01:43:57Z,1620000,False,,,0,,A. Green shooting personal FOUL (1 PF) (da Silva 1 FT),"[1631260, 1641783]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,,101284.0,1.0,0.0,,,,da Silva,1641783.0,,
166,PT09M44.00S,2025-03-09T01:44:06.9Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1641783,,,1610612753,25,40,2025-03-09T01:44:06Z,1640000,False,,,0,,T. da Silva Free Throw 1 of 1 (3 PTS),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
167,PT09M25.00S,2025-03-09T01:44:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,7.046649145860711,50.73529411764706,1610612749,27,40,2025-03-09T01:44:31Z,1650000,False,-4.0,14.0,1,left,T. Prince driving Layup (2 PTS),[1627752],1610612749.0,MIL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,2.0,,,,,,,,,,,,,
168,PT09M13.00S,2025-03-09T01:44:39.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,87.99277266754271,37.99019607843137,1610612753,27,40,2025-03-09T01:45:02Z,1660000,False,-60.0,60.0,1,right,MISS F. Wagner 8' driving Hook - blocked,"[1630532, 1630579]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Left,8.51,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
