actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
22,PT10M16.00S,2024-11-21T00:45:51.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,72.48685939553219,82.59803921568627,1610612749,0,0,2024-11-21T00:45:56Z,220000,False,163.0,206.0,1,right,MISS T. Prince 26' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,26.28,Missed,,,,,,,,,,,,
23,PT10M13.00S,2024-11-21T00:45:54.1Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,0,0,2024-11-21T00:45:56Z,230000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,
24,PT10M04.00S,2024-11-21T00:46:03.1Z,1,REGULAR,3pt,Jump Shot,[],1628470,10.988830486202366,2.941176470588235,1610612741,0,0,2024-11-21T00:46:08Z,240000,False,235.0,51.0,1,left,MISS T. Craig 24' 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,,,,,,,24.07,Missed,,,,,,,,,,,,
25,PT10M00.00S,2024-11-21T00:46:07.1Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,0,0,2024-11-21T00:46:08Z,250000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,
26,PT09M48.00S,2024-11-21T00:46:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,80.55190538764782,47.25030637254902,1610612749,2,0,2024-11-21T00:46:26Z,260000,False,-14.0,130.0,1,right,B. Lopez 13' floating Jump Shot (2 PTS) (D. Lillard 1 AST),"[201572, 203081]",1610612749.0,MIL,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.1,Made,,,,,2.0,D. Lillard,203081.0,1.0,,,,
28,PT09M38.00S,2024-11-21T00:46:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,7.178055190538765,47.05882352941176,1610612741,2,2,2024-11-21T00:46:34Z,280000,False,15.0,15.0,1,left,T. Craig cutting Layup (2 PTS) (J. Giddey 1 AST),"[1628470, 1630581]",1610612741.0,CHI,cutting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,2.1,Made,,,,,2.0,J. Giddey,1630581.0,1.0,,,,
30,PT09M28.00S,2024-11-21T00:46:40.7Z,1,REGULAR,turnover,out-of-bounds,[],1641748,,,1610612749,2,2,2024-11-21T00:46:48Z,300000,False,,,0,,A. Jackson Jr. lost ball out-of-bounds TURNOVER (2 TO),[1641748],1610612749.0,MIL,lost ball,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,1627534.0,,,,,2.0,,,,,,,,,,,,,,
31,PT09M15.00S,2024-11-21T00:46:55.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202696,19.530223390275953,48.03921568627451,1610612741,2,2,2024-11-21T00:47:02Z,310000,False,10.0,131.0,1,left,MISS N. Vučević 13' floating Shot,[202696],1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.15,Missed,,,,,,,,,,,,
32,PT09M13.00S,2024-11-21T00:46:57.9Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,2,2,2024-11-21T00:47:02Z,320000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT09M03.00S,2024-11-21T00:47:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.82391590013141,45.262714460784316,1610612749,4,2,2024-11-21T00:49:15Z,330000,False,-24.0,6.0,1,right,G. Antetokounmpo alley-oop Layup (2 PTS) (A. Jackson Jr. 1 AST),"[203507, 1641748]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,2.44,Made,,,,,2.0,A. Jackson Jr.,1641748.0,1.0,,,,
35,PT08M54.00S,2024-11-21T00:47:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,12.302890932982917,50.98039215686274,1610612741,4,2,2024-11-21T00:47:26Z,350000,False,-5.0,63.0,1,left,MISS J. Giddey 6' driving finger roll Layup - blocked,"[1630581, 201572]",1610612741.0,CHI,driving finger roll,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.33,Missed,,,,,,,,,Lopez,201572.0,,
36,PT08M54.00S,2024-11-21T00:47:17.4Z,1,REGULAR,block,,[],201572,,,1610612741,4,2,2024-11-21T00:47:20Z,360000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2024-11-21T00:47:21.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,4,2,2024-11-21T00:47:26Z,370000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,
38,PT08M46.00S,2024-11-21T00:47:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.72339027595268,51.71568627450981,1610612749,6,2,2024-11-21T00:47:31Z,380000,False,9.0,16.0,1,right,G. Antetokounmpo driving finger roll Layup (4 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,1.81,Made,,,,,4.0,,,,,,,
39,PT08M33.00S,2024-11-21T00:47:40.4Z,1,REGULAR,foul,personal,['3freethrow'],1641748,,,1610612741,6,2,2024-11-21T00:48:01Z,390000,False,,,0,,A. Jackson Jr. shooting personal FOUL (2 PF) (LaVine 3 FT),"[1641748, 203897]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,1627534.0,2.0,0.0,LaVine,203897.0,,,,,,,,,,,,,,,
41,PT08M33.00S,2024-11-21T00:48:10.9Z,1,REGULAR,freethrow,1 of 3,[],203897,,,1610612741,6,3,2024-11-21T00:48:10Z,410000,False,,,0,,Z. LaVine Free Throw 1 of 3 (1 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
42,PT08M33.00S,2024-11-21T00:48:25.5Z,1,REGULAR,freethrow,2 of 3,[],203897,,,1610612741,6,4,2024-11-21T00:48:25Z,420000,False,,,0,,Z. LaVine Free Throw 2 of 3 (2 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
43,PT08M33.00S,2024-11-21T00:48:40.5Z,1,REGULAR,freethrow,3 of 3,[],203897,,,1610612741,6,5,2024-11-21T00:48:40Z,430000,False,,,0,,Z. LaVine Free Throw 3 of 3 (3 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
44,PT08M23.00S,2024-11-21T00:48:51.5Z,1,REGULAR,3pt,Jump Shot,[],203081,69.99014454664915,25.98039215686275,1610612749,9,5,2024-11-21T00:51:48Z,440000,False,-120.0,230.0,1,right,D. Lillard 25' 3PT step back (3 PTS) (G. Antetokounmpo 1 AST),"[203081, 203507]",1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,25.91,Made,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,
46,PT08M23.00S,2024-11-21T00:48:58.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,9,5,2024-11-21T00:48:58Z,460000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M23.00S,2024-11-21T00:51:27.5Z,1,REGULAR,substitution,out,[],1641748,,,1610612741,9,5,2024-11-21T00:51:59Z,470000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M23.00S,2024-11-21T00:51:27.5Z,1,REGULAR,substitution,in,[],1629018,,,1610612741,9,5,2024-11-21T00:51:59Z,480000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M55.00S,2024-11-21T00:52:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628470,26.728810775295663,11.542585784313726,1610612741,9,8,2024-11-21T00:53:00Z,490000,False,192.0,199.0,1,left,T. Craig 27' 3PT  (5 PTS),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,,,,27.66,Made,,,,,5.0,,,,,,,
50,PT07M42.00S,2024-11-21T00:53:00.3Z,1,REGULAR,3pt,Jump Shot,[],203081,67.49342969776609,37.99019607843137,1610612749,9,8,2024-11-21T00:53:05Z,500000,False,-60.0,253.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,,,,26.01,Missed,,,,,,,,,,,,
51,PT07M39.00S,2024-11-21T00:53:03.3Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612741,9,8,2024-11-21T00:53:05Z,510000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,
52,PT07M36.00S,2024-11-21T00:53:06.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,33.722076215505915,23.284313725490197,1610612741,9,8,2024-11-21T00:53:14Z,520000,False,134.0,264.0,1,left,MISS C. White 29' running pullup 3PT,[1629632],1610612741.0,CHI,running pullup,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,29.63,Missed,,,,,,,,,,,,
53,PT07M32.00S,2024-11-21T00:53:10.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,8,2024-11-21T00:53:14Z,530000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,
54,PT07M22.00S,2024-11-21T00:53:21.3Z,1,REGULAR,3pt,Jump Shot,[],1627752,95.6143232588699,3.9215686274509802,1610612749,9,8,2024-11-21T00:53:48Z,540000,False,-230.0,-11.0,1,right,MISS T. Prince 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,,,,,,,23.07,Missed,,,,,,,,,,,,
55,PT07M18.00S,2024-11-21T00:53:25.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,8,2024-11-21T00:53:38Z,550000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,
56,PT07M09.00S,2024-11-21T00:53:34.1Z,1,REGULAR,3pt,Jump Shot,[],203897,36.21879106438896,45.83333333333333,1610612741,9,8,2024-11-21T01:52:44Z,560000,False,21.0,288.0,1,left,MISS Z. LaVine 28' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,28.88,Missed,,,,,,,,,,,,
57,PT07M02.00S,2024-11-21T00:53:41.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,8,2024-11-21T00:53:41Z,570000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,
58,PT06M47.00S,2024-11-21T00:53:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629018,70.74367608409987,71.59160539215686,1610612749,12,8,2024-11-21T00:54:54Z,580000,False,108.0,223.0,1,right,G. Trent Jr. 24' 3PT  (3 PTS) (B. Lopez 1 AST),"[1629018, 201572]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,24.73,Made,,,,,3.0,B. Lopez,201572.0,1.0,,,,
61,PT06M37.00S,2024-11-21T00:54:14.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,12,8,2024-11-21T00:54:18Z,610000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M37.00S,2024-11-21T00:54:14.4Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,12,8,2024-11-21T00:54:18Z,620000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M31.00S,2024-11-21T00:54:29.5Z,1,REGULAR,3pt,Jump Shot,[],202696,31.750985545335087,70.09803921568627,1610612741,12,11,2024-11-21T00:54:38Z,630000,False,-100.0,246.0,1,left,N. Vučević 26' 3PT  (3 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,,,26.57,Made,,,,,3.0,Z. LaVine,203897.0,1.0,,,,
65,PT06M07.00S,2024-11-21T00:54:56.2Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612749,12,11,2024-11-21T00:55:04Z,650000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630245, 203081]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1627534.0,1.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,
67,PT06M07.00S,2024-11-21T00:55:28.6Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,13,11,2024-11-21T00:55:28Z,670000,False,,,0,,D. Lillard Free Throw 1 of 2 (4 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
68,PT06M07.00S,2024-11-21T00:55:45.7Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,14,11,2024-11-21T00:55:45Z,680000,False,,,0,,D. Lillard Free Throw 2 of 2 (5 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
69,PT05M51.00S,2024-11-21T00:56:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,15.062417871222076,50.0,1610612741,14,13,2024-11-21T00:56:08Z,690000,False,0.0,89.0,1,left,T. Craig 8' driving floating Jump Shot (7 PTS) (A. Dosunmu 1 AST),"[1628470, 1630245]",1610612741.0,CHI,driving floating,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.91,Made,,,,,7.0,A. Dosunmu,1630245.0,1.0,,,,
70,PT05M39.00S,2024-11-21T00:56:14.5Z,1,REGULAR,3pt,Jump Shot,[],201572,66.44218134034165,41.17647058823529,1610612749,14,13,2024-11-21T00:56:27Z,700000,False,-44.0,263.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,26.66,Missed,,,,,,,,,,,,
71,PT05M36.00S,2024-11-21T00:56:17.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,14,13,2024-11-21T00:56:27Z,710000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,
72,PT05M30.00S,2024-11-21T00:56:24.0Z,1,REGULAR,3pt,Jump Shot,[],1628470,33.85348226018397,36.51960784313725,1610612741,14,13,2024-11-21T00:56:30Z,720000,False,67.0,266.0,1,left,MISS T. Craig 27' 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,27.41,Missed,,,,,,,,,,,,
73,PT05M29.00S,2024-11-21T00:56:27.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,14,13,2024-11-21T00:56:27Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,72.0,,,,,,,,,,,
75,PT05M29.00S,2024-11-21T00:56:32.8Z,1,REGULAR,substitution,out,[],201572,,,1610612741,14,13,2024-11-21T00:56:49Z,750000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2024-11-21T00:56:32.8Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,14,13,2024-11-21T00:56:49Z,760000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2024-11-21T00:56:32.8Z,1,REGULAR,substitution,in,[],1631260,,,1610612741,14,13,2024-11-21T00:56:49Z,770000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2024-11-21T00:56:32.8Z,1,REGULAR,substitution,in,[],1630581,,,1610612741,14,13,2024-11-21T00:56:49Z,780000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M29.00S,2024-11-21T00:56:32.8Z,1,REGULAR,substitution,in,[],1626171,,,1610612741,14,13,2024-11-21T00:57:15Z,787500,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT05M29.00S,2024-11-21T00:56:32.8Z,1,REGULAR,substitution,out,[],1627752,,,1610612741,14,13,2024-11-21T01:01:21Z,788750,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2024-11-21T00:56:55.1Z,1,REGULAR,foul,personal,[],1626171,,,1610612741,14,13,2024-11-21T00:57:19Z,790000,False,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 1630581]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right,2530.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,,,,,,,
83,PT05M26.00S,2024-11-21T00:57:17.5Z,1,REGULAR,substitution,out,[],1628470,,,1610612741,14,13,2024-11-21T00:57:22Z,810000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M26.00S,2024-11-21T00:57:17.5Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,14,13,2024-11-21T00:57:22Z,820000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M18.00S,2024-11-21T00:57:25.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641763,33.98488830486202,48.28431372549019,1610612741,14,13,2024-11-21T00:58:37Z,830000,False,9.0,267.0,1,left,MISS J. Phillips 26' 3PT,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Center,,,,,,,26.71,Missed,,,,,,,,,,,,
86,PT05M15.00S,2024-11-21T00:57:28.6Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,14,13,2024-11-21T00:59:22Z,840000,False,,,0,,N. Vučević REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,,,,85.0,2.0,1.0,1.0,,,,,,,,
