actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
17,PT11M10.00S,2024-12-05T01:13:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,6.521024967148489,49.754901960784316,1610612749,4,0,2024-12-05T01:13:57Z,170000,False,1.0,9.0,1,left,T. Prince driving finger roll Layup (2 PTS) (G. Antetokounmpo 1 AST),"[1627752, 203507]",1610612749.0,MIL,driving finger roll,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,2.0,,,,G. Antetokounmpo,203507.0,1.0,,,
19,PT10M54.00S,2024-12-05T01:13:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,95.3515111695138,95.58823529411765,1610612737,4,0,2024-12-05T01:14:22Z,190000,False,228.0,-9.0,1,right,MISS T. Young step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
20,PT10M52.00S,2024-12-05T01:13:37.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,4,0,2024-12-05T01:14:22Z,200000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,,19.0,,,,,,,1.0,1.0,0.0,,,,,,
21,PT10M46.00S,2024-12-05T01:13:43.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,6.783837056504599,50.98039215686274,1610612749,4,0,2024-12-05T01:14:51Z,210000,False,-5.0,11.0,1,left,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
22,PT10M44.00S,2024-12-05T01:13:45.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,4,0,2024-12-05T01:14:51Z,220000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,21.0,,,,,,,1.0,1.0,0.0,,,,,,
23,PT10M39.00S,2024-12-05T01:13:49.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642258,93.64323258869908,50.49019607843137,1610612737,4,2,2024-12-05T01:13:55Z,230000,False,2.0,7.0,1,right,Z. Risacher running DUNK (2 PTS) (J. Johnson 1 AST),"[1642258, 1630552]",1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,,2.0,,,,J. Johnson,1630552.0,1.0,,,
25,PT10M14.00S,2024-12-05T01:14:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612749,4,2,2024-12-05T01:14:44Z,250000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1642258, 203507]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Right,,,,,,1662.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
27,PT10M14.00S,2024-12-05T01:15:02.9Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,4,2,2024-12-05T01:15:42Z,270000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT10M14.00S,2024-12-05T01:15:02.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,4,2,2024-12-05T01:15:42Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,
29,PT10M14.00S,2024-12-05T01:15:02.9Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,4,2,2024-12-05T01:15:42Z,290000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT10M13.00S,2024-12-05T01:15:03.9Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,4,2,2024-12-05T01:15:59Z,300000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,29.0,,,,,,,1.0,1.0,0.0,,,,,,
31,PT10M00.00S,2024-12-05T01:15:42.4Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,4,2,2024-12-05T01:16:22Z,310000,False,,,0,,T. Young lost ball TURNOVER (1 TO),"[1629027, 203081]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Lillard,203081.0
32,PT10M00.00S,2024-12-05T01:15:42.4Z,1,REGULAR,steal,,[],203081,,,1610612749,4,2,2024-12-05T01:15:45Z,320000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M52.00S,2024-12-05T01:15:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,6.521024967148489,50.245098039215684,1610612749,6,2,2024-12-05T01:15:57Z,330000,False,-1.0,9.0,1,left,T. Prince running finger roll Layup (4 PTS) (D. Lillard 1 AST),"[1627752, 203081]",1610612749.0,MIL,running finger roll,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,4.0,,,,D. Lillard,203081.0,1.0,,,
35,PT09M40.00S,2024-12-05T01:16:05.0Z,1,REGULAR,foul,personal,['2freethrow'],1641748,,,1610612737,6,2,2024-12-05T01:16:32Z,350000,False,,,0,,A. Jackson Jr. shooting personal FOUL (1 PF) (Johnson 2 FT),"[1641748, 1630552]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,1662.0,1.0,0.0,Johnson,1630552.0,,,,,,,,,,
37,PT09M40.00S,2024-12-05T01:16:33.6Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,6,3,2024-12-05T01:16:33Z,370000,False,,,0,,J. Johnson Free Throw 1 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
38,PT09M40.00S,2024-12-05T01:16:48.1Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,6,4,2024-12-05T01:16:48Z,380000,False,,,0,,J. Johnson Free Throw 2 of 2 (2 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
39,PT09M20.00S,2024-12-05T01:17:09.4Z,1,REGULAR,3pt,Jump Shot,[],1641748,7.835085413929041,3.431372549019608,1610612749,6,4,2024-12-05T01:17:18Z,390000,False,233.0,21.0,1,left,MISS A. Jackson Jr. 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,23.38,Missed,,,,,,,,,,,,,,,,,,
40,PT09M18.00S,2024-12-05T01:17:11.4Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,6,4,2024-12-05T01:17:24Z,400000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,39.0,,,,,,,2.0,2.0,0.0,,,,,,
41,PT09M14.00S,2024-12-05T01:17:17.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203991,92.32917214191852,53.431372549019606,1610612737,6,4,2024-12-05T01:17:53Z,410000,False,17.0,20.0,1,right,MISS C. Capela running alley-oop DUNK - blocked,"[203991, 201572]",1610612737.0,ATL,running alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.61,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,
42,PT09M14.00S,2024-12-05T01:17:17.4Z,1,REGULAR,block,,[],201572,,,1610612737,6,4,2024-12-05T01:17:21Z,420000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT09M12.00S,2024-12-05T01:17:19.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,6,4,2024-12-05T01:17:53Z,430000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,41.0,,,,,,,2.0,2.0,0.0,,,,,,
44,PT09M03.00S,2024-12-05T01:17:25.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,6.915243101182654,96.81372549019608,1610612749,9,4,2024-12-05T01:17:32Z,440000,False,-234.0,13.0,1,left,T. Prince 3PT running (7 PTS) (G. Antetokounmpo 2 AST),"[1627752, 203507]",1610612749.0,MIL,running,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.44,Made,,,,,,,,,7.0,,,,G. Antetokounmpo,203507.0,2.0,,,
46,PT08M52.00S,2024-12-05T01:17:38.5Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,9,4,2024-12-05T01:17:48Z,460000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,1628172.0,,,,,,,,,,,,2.0,,
47,PT08M40.00S,2024-12-05T01:18:00.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641748,10.64388961892247,95.36611519607843,1610612749,9,4,2024-12-05T01:19:52Z,470000,False,-227.0,48.0,1,left,MISS A. Jackson Jr. 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
48,PT08M38.00S,2024-12-05T01:18:02.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,9,4,2024-12-05T01:20:06Z,480000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,,,47.0,,,,,,,3.0,2.0,1.0,,,,,,
58,PT08M33.00S,2024-12-05T01:18:05.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641748,6.389618922470433,47.30392156862745,1610612749,9,4,2024-12-05T01:21:54Z,485000,False,13.0,8.0,1,left,MISS A. Jackson Jr. cutting Layup,[1641748],1610612749.0,MIL,cutting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
59,PT08M32.00S,2024-12-05T01:18:06.2Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,9,4,2024-12-05T01:22:26Z,487500,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,58.0,,,,,,,4.0,2.0,2.0,,,,,,
49,PT08M31.00S,2024-12-05T01:18:10.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203507,8.492115637319317,50.245098039215684,1610612749,11,4,2024-12-05T01:22:12Z,490000,False,-1.0,27.0,1,left,G. Antetokounmpo tip DUNK (4 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,,,,,4.0,,,,,,,,,
51,PT08M22.00S,2024-12-05T01:18:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.51182654402102,49.754901960784316,1610612737,11,6,2024-12-05T01:20:25Z,510000,False,-1.0,8.0,1,right,T. Young driving Layup (2 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,2.0,,,,,,,,,
52,PT08M07.00S,2024-12-05T01:18:35.4Z,1,REGULAR,3pt,Jump Shot,[],203081,32.53942181340342,26.47058823529412,1610612749,14,6,2024-12-05T01:20:50Z,520000,False,118.0,253.0,1,left,D. Lillard 27' 3PT pullup (3 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,27.94,Made,,,,,,,,,3.0,,,,,,,,,
53,PT07M58.00S,2024-12-05T01:18:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.51182654402102,52.69607843137255,1610612737,14,6,2024-12-05T01:21:28Z,530000,False,13.0,8.0,1,right,MISS C. Capela cutting finger roll Layup,[203991],1610612737.0,ATL,cutting finger roll,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.6,Missed,,,,,,,,,,,,,,,,,,
54,PT07M56.00S,2024-12-05T01:18:48.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,14,6,2024-12-05T01:21:28Z,540000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,53.0,,,,,,,1.0,1.0,0.0,,,,,,
55,PT07M44.00S,2024-12-05T01:18:56.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.783837056504599,51.470588235294116,1610612749,16,6,2024-12-05T01:21:53Z,550000,False,-7.0,11.0,1,left,G. Antetokounmpo alley-oop DUNK (6 PTS) (T. Prince 1 AST),"[203507, 1627752]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,6.0,,,,T. Prince,1627752.0,1.0,,,
57,PT07M44.00S,2024-12-05T01:19:07.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,16,6,2024-12-05T01:19:07Z,570000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M28.00S,2024-12-05T01:22:10.8Z,1,REGULAR,2pt,Jump Shot,[],1629027,92.90407358738501,67.4249387254902,1610612737,16,8,2024-12-05T01:22:26Z,580000,False,87.0,14.0,1,right,T. Young 8' driving floating Jump Shot (4 PTS) (J. Johnson 2 AST),"[1629027, 1630552]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Right,8.82,Made,,,,,,,,,4.0,,,,J. Johnson,1630552.0,2.0,,,
62,PT07M10.00S,2024-12-05T01:22:32.3Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612749,16,8,2024-12-05T01:22:43Z,600000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Lillard 2 FT),"[1630700, 203081]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,1662.0,2.0,0.0,Lillard,203081.0,,,,,,,,,,
64,PT07M10.00S,2024-12-05T01:23:00.7Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,16,8,2024-12-05T01:23:00Z,620000,False,,,0,,MISS D. Lillard Free Throw 1 of 2,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
65,PT07M10.00S,2024-12-05T01:23:00.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,16,8,2024-12-05T01:23:00Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,
66,PT07M10.00S,2024-12-05T01:23:17.9Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,17,8,2024-12-05T01:23:17Z,640000,False,,,0,,D. Lillard Free Throw 2 of 2 (4 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
67,PT06M52.00S,2024-12-05T01:23:38.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,94.30026281208936,51.225490196078425,1610612737,17,10,2024-12-05T01:24:04Z,650000,False,6.0,1.0,1,right,J. Johnson cutting Layup (4 PTS) (T. Young 1 AST),"[1630552, 1629027]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,,,,4.0,,,,T. Young,1629027.0,1.0,,,
69,PT06M41.00S,2024-12-05T01:23:47.8Z,1,REGULAR,3pt,Jump Shot,[],201572,32.25402431011827,27.719056372549016,1610612749,20,10,2024-12-05T01:23:56Z,670000,False,111.0,251.0,1,left,B. Lopez 27' 3PT  (3 PTS) (G. Antetokounmpo 3 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.43,Made,,,,,,,,,3.0,,,,G. Antetokounmpo,203507.0,3.0,,,
71,PT06M27.00S,2024-12-05T01:24:02.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,92.9862023653088,50.49019607843137,1610612737,20,12,2024-12-05T01:24:49Z,690000,False,2.0,13.0,1,right,C. Capela Hook (2 PTS) (D. Daniels 1 AST),"[203991, 1630700]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,2.0,,,,D. Daniels,1630700.0,1.0,,,
73,PT06M04.00S,2024-12-05T01:24:29.8Z,1,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612749,20,12,2024-12-05T01:25:21Z,710000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630552, 203507]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,,,1627541.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
75,PT06M04.00S,2024-12-05T01:25:22.6Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,20,12,2024-12-05T01:25:22Z,730000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
76,PT06M04.00S,2024-12-05T01:25:22.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,20,12,2024-12-05T01:25:22Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,
77,PT06M04.00S,2024-12-05T01:25:23.8Z,1,REGULAR,substitution,out,[],1630552,,,1610612749,20,12,2024-12-05T01:25:31Z,750000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M04.00S,2024-12-05T01:25:23.8Z,1,REGULAR,substitution,out,[],203991,,,1610612749,20,12,2024-12-05T01:25:31Z,760000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2024-12-05T01:25:23.8Z,1,REGULAR,substitution,in,[],1629631,,,1610612749,20,12,2024-12-05T01:25:31Z,770000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M04.00S,2024-12-05T01:25:23.8Z,1,REGULAR,substitution,in,[],1630168,,,1610612749,20,12,2024-12-05T01:25:31Z,780000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M04.00S,2024-12-05T01:25:46.6Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,21,12,2024-12-05T01:25:46Z,790000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
82,PT05M53.00S,2024-12-05T01:25:57.4Z,1,REGULAR,3pt,Jump Shot,[],1630700,69.99014454664915,78.43137254901961,1610612737,21,15,2024-12-05T01:26:02Z,800000,False,142.0,230.0,1,right,D. Daniels 27' 3PT  (3 PTS) (T. Young 2 AST),"[1630700, 1629027]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,27.01,Made,,,,,,,,,3.0,,,,T. Young,1629027.0,2.0,,,
84,PT05M42.00S,2024-12-05T01:26:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.995400788436268,50.245098039215684,1610612749,23,15,2024-12-05T01:26:30Z,820000,False,-1.0,4.0,1,left,D. Lillard driving Layup (6 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,,,,,6.0,,,,,,,,,
85,PT05M31.00S,2024-12-05T01:26:22.1Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,23,15,2024-12-05T01:26:53Z,830000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 203507]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,3.0,Antetokounmpo,203507.0
86,PT05M31.00S,2024-12-05T01:26:22.1Z,1,REGULAR,steal,,[],203507,,,1610612749,23,15,2024-12-05T01:26:24Z,840000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
