actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-16T03:14:10.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-16T03:14:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-11-16T03:14:12.7Z,1,REGULAR,jumpball,recovered,[],1630590,,,1610612763,0,0,2024-11-16T03:14:12Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. T. Jackson-Davis: Tip to S. Pippen Jr.,"[1630590, 1628991, 1631218]",1610612763.0,MEM,startperiod,S. Pippen Jr.,1630590.0,Pippen Jr.,S. Pippen Jr.,Jackson Jr.,1628991.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2024-11-16T03:14:23.8Z,1,REGULAR,foul,personal,[],203952,,,1610612763,0,0,2024-11-16T03:14:37Z,70000,False,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1629634]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,101283.0,1.0,0.0,Clarke,1629634.0,,,,,,,,,,,,,,,
9,PT11M39.00S,2024-11-16T03:14:48.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,72.61826544021025,18.38235294117647,1610612763,0,0,2024-11-16T03:15:05Z,90000,False,-158.0,205.0,1,right,MISS J. Jackson Jr. 25' step back 3PT,[1628991],1610612763.0,MEM,step back,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,25.88,Missed,,,,,,,,,,,,,
10,PT11M34.00S,2024-11-16T03:14:53.5Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,0,2024-11-16T03:45:35Z,100000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
11,PT11M24.00S,2024-11-16T03:15:03.3Z,1,REGULAR,3pt,Jump Shot,[],203110,29.77989487516426,27.941176470588236,1610612744,0,0,2024-11-16T03:15:19Z,110000,False,110.0,227.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,25.27,Missed,,,,,,,,,,,,,
12,PT11M20.00S,2024-11-16T03:15:07.3Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,0,2024-11-16T04:26:00Z,120000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,
15,PT11M15.00S,2024-11-16T03:15:15.4Z,1,REGULAR,foul,personal,['3freethrow'],1630322,,,1610612763,0,0,2024-11-16T03:15:28Z,150000,False,,,0,,L. Waters III shooting personal FOUL (1 PF) (Wells 3 FT),"[1630322, 1642377]",1610612744.0,GSW,shooting,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,101283.0,1.0,0.0,Wells,1642377.0,,,,,,,,,,,,,,,
17,PT11M15.00S,2024-11-16T03:15:41.3Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],1642377,,,1610612763,0,1,2024-11-16T03:16:25Z,170000,False,,,0,,J. Wells Free Throw 1 of 3 (1 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
18,PT11M15.00S,2024-11-16T03:15:41.3Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],1642377,,,1610612763,0,2,2024-11-16T03:16:25Z,180000,False,,,0,,J. Wells Free Throw 2 of 3 (2 PTS),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
