actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-24T03:10:43.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-24T03:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-24T03:10:46.6Z,1,REGULAR,jumpball,recovered,[],203952,,,1610612744,0,0,2025-01-24T03:10:46Z,40000,False,,,0,,Jump Ball T. Jackson-Davis vs. N. Vučević: Tip to A. Wiggins,"[203952, 1631218, 202696]",1610612744.0,GSW,startperiod,A. Wiggins,203952.0,Wiggins,A. Wiggins,Jackson-Davis,1631218.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-01-24T03:11:05.6Z,1,REGULAR,3pt,Jump Shot,[],1627780,23.47240473061761,88.72549019607843,1610612744,0,0,2025-01-24T03:11:20Z,70000,False,-194.0,168.0,1,left,MISS G. Payton II 25' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2025-01-24T03:11:08.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,0,0,2025-01-24T03:11:20Z,80000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2025-01-24T03:11:18.6Z,1,REGULAR,3pt,Jump Shot,[],1628366,68.54467805519053,27.696078431372552,1610612741,0,3,2025-01-24T03:11:26Z,90000,False,-112.0,243.0,1,right,L. Ball 26' 3PT  (3 PTS) (Z. LaVine 1 AST),"[1628366, 203897]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.75,Made,,,,,3.0,Z. LaVine,203897.0,1.0,,,,,,,,,,
11,PT11M09.00S,2025-01-24T03:11:34.3Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612744,0,3,2025-01-24T03:11:38Z,110000,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 202696]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Vučević,202696.0,,,,,,,
12,PT11M09.00S,2025-01-24T03:11:34.3Z,1,REGULAR,steal,,[],202696,,,1610612741,0,3,2025-01-24T03:11:35Z,120000,False,,,0,,N. Vučević STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M01.00S,2025-01-24T03:11:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630172,92.85479632063075,43.872549019607845,1610612741,0,3,2025-01-24T03:11:48Z,130000,False,-31.0,15.0,1,right,MISS P. Williams driving Layup,[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2025-01-24T03:11:47.1Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,0,3,2025-01-24T03:11:48Z,150000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M55.00S,2025-01-24T03:11:47.4Z,1,REGULAR,turnover,bad pass,[],1627780,,,1610612744,0,3,2025-01-24T03:12:49Z,160000,False,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1628366]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Ball,1628366.0,,,,,,,
