actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
370,PT11M05.00S,2024-11-26T04:26:44.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630322,88.09132720105124,46.07843137254902,1610612744,72,58,2024-11-26T04:26:53Z,3390000,False,-20.0,59.0,1,right,L. Waters III 6' driving floating Jump Shot (12 PTS),[1630322],1610612744.0,GSW,driving floating,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),0-8 Center,6.26,Made,,,,12.0,,,,,,,,,,,,,,
371,PT10M52.00S,2024-11-26T04:26:57.8Z,3,REGULAR,3pt,Jump Shot,[],203471,29.434954007884357,27.18290441176471,1610612751,72,61,2024-11-26T04:34:35Z,3400000,False,114.0,224.0,1,left,D. Schröder 25' 3PT pullup (11 PTS),[203471],1610612751.0,BKN,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,25.16,Made,,,,11.0,,,,,,,,,,,,,,
372,PT10M41.00S,2024-11-26T04:27:09.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,91.90210249671485,49.50980392156863,1610612744,72,61,2024-11-26T04:37:27Z,3410000,False,-2.0,24.0,1,right,MISS T. Jackson-Davis cutting Layup,[1631218],1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
373,PT10M41.00S,2024-11-26T04:27:14.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,72,61,2024-11-26T04:27:14Z,3420000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,372.0,,,,,,,,,,,,,,,,,
380,PT10M31.00S,2024-11-26T04:28:12.7Z,3,REGULAR,turnover,3-second-violation,[],1631218,,,1610612744,72,61,2024-11-26T04:38:38Z,3460000,False,,,0,,T. Jackson-Davis 3-second-violation TURNOVER (2 TO),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,200834.0,2.0,,,,,,,,,,,,,,,
381,PT10M16.00S,2024-11-26T04:28:21.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630560,11.95795006570303,50.34849877450981,1610612751,72,63,2024-11-26T04:28:30Z,3470000,False,-2.0,60.0,1,left,C. Thomas driving floating Jump Shot (18 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,,,,18.0,,,,,,,,,,,,,,
382,PT10M03.00S,2024-11-26T04:28:34.4Z,3,REGULAR,3pt,Jump Shot,[],201939,69.69448094612352,24.264705882352942,1610612744,72,63,2024-11-26T04:28:40Z,3480000,False,-129.0,232.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
383,PT10M02.00S,2024-11-26T04:28:35.4Z,3,REGULAR,rebound,defensive,[],1630560,,,1610612751,72,63,2024-11-26T04:28:48Z,3490000,False,,,0,,C. Thomas REBOUND (Off:0 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,382.0,,,,,,,,,,,,,3.0,3.0,0.0,,
384,PT09M51.00S,2024-11-26T04:28:53.5Z,3,REGULAR,foul,personal,['2freethrow'],203952,,,1610612751,72,63,2024-11-26T04:29:00Z,3500000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Thomas 2 FT),"[203952, 1630560]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,200834.0,,,,,,,,1.0,0.0,Thomas,1630560.0,,,,,
386,PT09M51.00S,2024-11-26T04:29:25.7Z,3,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,72,64,2024-11-26T04:29:25Z,3520000,False,,,0,,C. Thomas Free Throw 1 of 2 (19 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,19.0,,,,,,,,,,,,,,
387,PT09M51.00S,2024-11-26T04:29:42.8Z,3,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,72,65,2024-11-26T04:29:42Z,3530000,False,,,0,,C. Thomas Free Throw 2 of 2 (20 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,20.0,,,,,,,,,,,,,,
388,PT09M36.00S,2024-11-26T04:29:59.6Z,3,REGULAR,3pt,Jump Shot,[],203110,72.19119579500656,75.49019607843138,1610612744,75,65,2024-11-26T04:30:04Z,3540000,False,127.0,209.0,1,right,D. Green 24' 3PT  (3 PTS) (S. Curry 6 AST),"[203110, 201939]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,24.47,Made,,,,3.0,S. Curry,201939.0,6.0,,,,,,,,,,,
390,PT09M10.00S,2024-11-26T04:30:25.3Z,3,REGULAR,3pt,Jump Shot,[],1630553,6.4881734559789805,97.30392156862744,1610612751,75,65,2024-11-26T04:30:29Z,3560000,False,-237.0,8.0,1,left,MISS K. Johnson 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
391,PT09M06.00S,2024-11-26T04:30:29.3Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,75,65,2024-11-26T04:30:29Z,3570000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,390.0,,,,,,,,,,,,,4.0,4.0,0.0,,
392,PT09M01.00S,2024-11-26T04:30:34.0Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,75,65,2024-11-26T04:30:36Z,3580000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 203471]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,Schröder,203471.0,,,,,,,,,
393,PT09M01.00S,2024-11-26T04:30:34.0Z,3,REGULAR,steal,,[],203471,,,1610612751,75,65,2024-11-26T04:30:35Z,3590000,False,,,0,,D. Schröder STEAL (2 STL),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
394,PT08M44.00S,2024-11-26T04:30:51.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,30.535479632063073,81.12745098039215,1610612751,75,68,2024-11-26T04:30:56Z,3600000,False,-156.0,235.0,1,left,C. Thomas 28' 3PT step back (23 PTS),[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,28.14,Made,,,,23.0,,,,,,,,,,,,,,
395,PT08M26.00S,2024-11-26T04:31:08.9Z,3,REGULAR,3pt,Jump Shot,[],201939,62.86136662286465,78.18627450980392,1610612744,78,68,2024-11-26T04:31:18Z,3610000,False,141.0,297.0,1,right,S. Curry 32' 3PT pullup (13 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,32.84,Made,,,,13.0,,,,,,,,,,,,,,
396,PT08M09.00S,2024-11-26T04:31:26.0Z,3,REGULAR,3pt,Jump Shot,[],1630560,30.404073587385014,23.774509803921575,1610612751,78,68,2024-11-26T04:31:31Z,3620000,False,131.0,233.0,1,left,MISS C. Thomas 26' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,26.76,Missed,,,,,,,,,,,,,,,,,,
397,PT08M06.00S,2024-11-26T04:31:29.0Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,78,68,2024-11-26T04:31:31Z,3630000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,396.0,,,,,,,,,,,,,2.0,2.0,0.0,,
398,PT08M04.00S,2024-11-26T04:31:32.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631218,94.3988173455979,48.0392156862745,1610612744,80,68,2024-11-26T04:31:38Z,3640000,False,-10.0,0.0,1,right,T. Jackson-Davis running DUNK (6 PTS) (S. Curry 7 AST),"[1631218, 201939]",1610612744.0,GSW,running,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.98,Made,,,,6.0,S. Curry,201939.0,7.0,,,,,,,,,,,
400,PT08M04.00S,2024-11-26T04:31:40.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,80,68,2024-11-26T04:31:40Z,3660000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M41.00S,2024-11-26T04:35:02.2Z,3,REGULAR,3pt,Jump Shot,[],1630560,35.6356767411301,22.28094362745098,1610612751,80,68,2024-11-26T04:41:46Z,3670000,False,139.0,282.0,1,left,MISS C. Thomas 31' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,31.47,Missed,,,,,,,,,,,,,,,,,,
402,PT07M35.00S,2024-11-26T04:35:08.2Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,80,68,2024-11-26T04:35:11Z,3680000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,401.0,,,,,,,,,,,,,3.0,3.0,0.0,,
403,PT07M34.00S,2024-11-26T04:35:09.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,62.175591327201055,28.163296568627445,1610612744,83,68,2024-11-26T04:38:21Z,3690000,False,-109.0,303.0,1,right,S. Curry 32' 3PT running pullup (16 PTS),[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,32.21,Made,,,,16.0,,,,,,,,,,,,,,
404,PT07M34.00S,2024-11-26T04:35:14.6Z,3,REGULAR,foul,personal,['1freethrow'],1630592,,,1610612744,83,68,2024-11-26T04:35:58Z,3700000,False,,,0,,J. Wilson shooting personal FOUL (2 PF) (Curry 1 FT),"[1630592, 201939]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,1627963.0,,,,,,,,2.0,0.0,Curry,201939.0,,,,,
406,PT07M34.00S,2024-11-26T04:35:52.1Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],201939,,,1610612744,84,68,2024-11-26T04:37:32Z,3720000,False,,,0,,S. Curry Free Throw 1 of 1 (17 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,17.0,,,,,,,,,,,,,,
407,PT07M22.00S,2024-11-26T04:36:06.7Z,3,REGULAR,3pt,Jump Shot,[],203471,33.163600525624176,54.90196078431372,1610612751,84,68,2024-11-26T04:36:12Z,3730000,False,-25.0,259.0,1,left,MISS D. Schröder 26' 3PT,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
408,PT07M22.00S,2024-11-26T04:36:06.7Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,84,68,2024-11-26T04:36:12Z,3740000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,407.0,,,,,,,,,,,,,4.0,3.0,1.0,,
409,PT07M13.00S,2024-11-26T04:36:14.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631218,94.00459921156373,46.07843137254902,1610612744,86,68,2024-11-26T04:44:21Z,3750000,False,-20.0,4.0,1,right,T. Jackson-Davis running finger roll Layup (8 PTS) (A. Wiggins 1 AST),"[1631218, 203952]",1610612744.0,GSW,running finger roll,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.0,Made,,,,8.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,
411,PT07M12.00S,2024-11-26T04:36:21.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612751,86,68,2024-11-26T04:36:21Z,3770000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M47.00S,2024-11-26T04:39:39.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,5.305519053876466,57.1078431372549,1610612751,86,70,2024-11-26T04:39:42Z,3790000,False,-36.0,-3.0,1,left,J. Wilson driving Layup (13 PTS),[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,3.56,Made,,,,13.0,,,,,,,,,,,,,,
426,PT06M43.00S,2024-11-26T04:39:46.8Z,3,REGULAR,foul,personal,[],1630560,,,1610612744,86,70,2024-11-26T04:41:15Z,3795000,False,,,0,,C. Thomas personal FOUL (1 PF),"[1630560, 201939]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,,202037.0,,,,,,,,1.0,0.0,Curry,201939.0,,,,,
414,PT06M43.00S,2024-11-26T04:39:54.4Z,3,REGULAR,substitution,out,[],1631218,,,1610612744,86,70,2024-11-26T04:40:02Z,3800000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M43.00S,2024-11-26T04:39:54.4Z,3,REGULAR,substitution,out,[],203471,,,1610612744,86,70,2024-11-26T04:40:02Z,3810000,False,,,0,,SUB out: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M43.00S,2024-11-26T04:39:54.4Z,3,REGULAR,substitution,out,[],1630560,,,1610612744,86,70,2024-11-26T04:40:02Z,3820000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M43.00S,2024-11-26T04:39:54.4Z,3,REGULAR,substitution,in,[],203937,,,1610612744,86,70,2024-11-26T04:40:02Z,3830000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M43.00S,2024-11-26T04:39:54.4Z,3,REGULAR,substitution,in,[],1629003,,,1610612744,86,70,2024-11-26T04:40:02Z,3840000,False,,,0,,SUB in: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M43.00S,2024-11-26T04:39:54.4Z,3,REGULAR,substitution,in,[],1631213,,,1610612744,86,70,2024-11-26T04:40:02Z,3850000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M30.00S,2024-11-26T04:40:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630322,89.88173455978975,42.62408088235294,1610612744,86,70,2024-11-26T04:45:20Z,3880000,False,-37.0,43.0,1,right,MISS L. Waters III driving floating bank Shot,[1630322],1610612744.0,GSW,driving floating bank,,,Waters III,L. Waters III,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,,,,,
423,PT06M27.00S,2024-11-26T04:40:31.8Z,3,REGULAR,rebound,defensive,[],1631213,,,1610612751,86,70,2024-11-26T04:49:06Z,3890000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,422.0,,,,,,,,,,,,,1.0,1.0,0.0,,
424,PT06M16.00S,2024-11-26T04:40:42.7Z,3,REGULAR,3pt,Jump Shot,[],1631213,9.641918528252305,97.54901960784314,1610612751,86,70,2024-11-26T04:41:24Z,3900000,False,-238.0,38.0,1,left,MISS T. Martin 24' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,24.07,Missed,,,,,,,,,,,,,,,,,,
425,PT06M11.00S,2024-11-26T04:40:47.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612744,86,70,2024-11-26T04:41:24Z,3910000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,424.0,,,,,,,,,,,,,2.0,2.0,0.0,,
428,PT06M03.00S,2024-11-26T04:40:55.6Z,3,REGULAR,3pt,Jump Shot,[],203110,71.66557161629436,80.3921568627451,1610612744,86,70,2024-11-26T04:41:26Z,3920000,False,152.0,214.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
429,PT06M00.00S,2024-11-26T04:40:58.6Z,3,REGULAR,rebound,defensive,[],1631213,,,1610612751,86,70,2024-11-26T04:41:26Z,3930000,False,,,0,,T. Martin REBOUND (Off:0 Def:2),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,428.0,,,,,,,,,,,,,2.0,2.0,0.0,,
430,PT05M38.00S,2024-11-26T04:41:20.9Z,3,REGULAR,3pt,Jump Shot,[],1630553,36.18593955321945,54.65686274509804,1610612751,86,70,2024-11-26T04:41:28Z,3940000,False,-23.0,288.0,1,left,MISS K. Johnson 28' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,28.85,Missed,,,,,,,,,,,,,,,,,,
431,PT05M35.00S,2024-11-26T04:41:24.4Z,3,REGULAR,rebound,offensive,[],1631213,,,1610612751,86,70,2024-11-26T04:41:24Z,3950000,False,,,0,,T. Martin REBOUND (Off:1 Def:2),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,,,430.0,,,,,,,,,,,,,3.0,2.0,1.0,,
432,PT05M32.00S,2024-11-26T04:41:27.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630553,9.329829172141928,54.388786764705884,1610612751,86,72,2024-11-26T04:41:34Z,3960000,False,-22.0,35.0,1,left,K. Johnson cutting DUNK (5 PTS) (T. Martin 1 AST),"[1630553, 1631213]",1610612751.0,BKN,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,4.15,Made,,,,5.0,T. Martin,1631213.0,1.0,,,,,,,,,,,
434,PT05M24.00S,2024-11-26T04:41:34.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630322,94.26741130091985,46.07843137254902,1610612744,86,72,2024-11-26T04:53:07Z,3980000,False,-20.0,1.0,1,right,MISS L. Waters III reverse Layup,[1630322],1610612744.0,GSW,reverse,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
435,PT05M20.00S,2024-11-26T04:41:38.2Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612751,86,72,2024-11-26T04:41:41Z,3990000,False,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,434.0,,,,,,,,,,,,,3.0,3.0,0.0,,
436,PT05M15.00S,2024-11-26T04:41:44.1Z,3,REGULAR,3pt,Jump Shot,[],1630553,23.702365308804204,88.72549019607843,1610612751,86,72,2024-11-26T04:41:52Z,4000000,False,-194.0,170.0,1,left,MISS K. Johnson 25' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
437,PT05M10.00S,2024-11-26T04:41:49.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,86,72,2024-11-26T04:41:52Z,4010000,False,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,436.0,,,,,,,,,,,,,5.0,5.0,0.0,,
438,PT05M08.00S,2024-11-26T04:41:50.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,65.62910643889619,72.03584558823529,1610612744,86,72,2024-11-26T04:42:02Z,4020000,False,110.0,271.0,1,right,MISS S. Curry 29' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,29.22,Missed,,,,,,,,,,,,,,,,,,
439,PT05M06.00S,2024-11-26T04:41:52.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,86,72,2024-11-26T04:42:02Z,4030000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,438.0,,,,,,,,,,,,,,,,,
440,PT05M06.00S,2024-11-26T04:42:01.1Z,3,REGULAR,substitution,out,[],203110,,,1610612751,86,72,2024-11-26T04:42:07Z,4040000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M06.00S,2024-11-26T04:42:01.1Z,3,REGULAR,substitution,in,[],1627741,,,1610612751,86,72,2024-11-26T04:42:07Z,4050000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M51.00S,2024-11-26T04:42:30.8Z,3,REGULAR,3pt,Jump Shot,[],1630533,33.592723390275964,50.666360294117645,1610612751,86,75,2024-11-26T04:42:38Z,4060000,False,-3.0,263.0,1,left,Z. Williams 26' 3PT  (9 PTS) (J. Wilson 2 AST),"[1630533, 1630592]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,26.33,Made,,,,9.0,J. Wilson,1630592.0,2.0,,,,,,,,,,,
445,PT04M35.00S,2024-11-26T04:42:45.8Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,86,75,2024-11-26T04:42:51Z,4080000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1630533]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,2.0,,,,,Williams,1630533.0,,,,,,,,,
446,PT04M35.00S,2024-11-26T04:42:45.8Z,3,REGULAR,steal,,[],1630533,,,1610612751,86,75,2024-11-26T04:42:48Z,4090000,False,,,0,,Z. Williams STEAL (2 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
447,PT04M33.00S,2024-11-26T04:42:55.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,5.699737187910642,51.71568627450981,1610612751,86,77,2024-11-26T04:43:25Z,4100000,False,-9.0,1.0,1,left,Z. Williams running DUNK (11 PTS),[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,0.87,Made,,,,11.0,,,,,,,,,,,,,,
448,PT04M33.00S,2024-11-26T04:43:26.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,86,77,2024-11-26T04:43:26Z,4110000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M33.00S,2024-11-26T04:43:48.4Z,3,REGULAR,substitution,out,[],203952,,,1610612744,86,77,2024-11-26T04:44:23Z,4120000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M33.00S,2024-11-26T04:43:48.4Z,3,REGULAR,substitution,out,[],201939,,,1610612744,86,77,2024-11-26T04:44:23Z,4130000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M33.00S,2024-11-26T04:43:48.4Z,3,REGULAR,substitution,out,[],1630322,,,1610612744,86,77,2024-11-26T04:44:23Z,4140000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M33.00S,2024-11-26T04:43:48.4Z,3,REGULAR,substitution,in,[],1630541,,,1610612744,86,77,2024-11-26T04:44:23Z,4150000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M33.00S,2024-11-26T04:43:48.4Z,3,REGULAR,substitution,in,[],1641764,,,1610612744,86,77,2024-11-26T04:44:23Z,4160000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M33.00S,2024-11-26T04:43:48.4Z,3,REGULAR,substitution,in,[],1626172,,,1610612744,86,77,2024-11-26T04:44:23Z,4170000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M09.00S,2024-11-26T04:44:50.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612744,86,77,2024-11-26T04:44:58Z,4180000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,16-24 Right,,,,202037.0,,,,,,,,,,,,,,,,
456,PT03M56.00S,2024-11-26T04:45:13.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629003,7.276609724047319,56.86274509803921,1610612751,86,77,2024-11-26T04:54:47Z,4190000,False,-34.0,16.0,1,left,MISS S. Milton driving Layup,[1629003],1610612751.0,BKN,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,3.78,Missed,,,,,,,,,,,,,,,,,,
457,PT03M52.00S,2024-11-26T04:45:17.1Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,86,77,2024-11-26T04:45:23Z,4200000,False,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,456.0,,,,,,,,,,,,,4.0,3.0,1.0,,
