actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-01T03:13:59.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-01T03:13:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-02-01T03:14:01.4Z,1,REGULAR,jumpball,recovered,[],203952,,,1610612744,0,0,2025-02-01T03:14:01Z,40000,False,,,0,,Jump Ball Q. Post vs. N. Richards: Tip to A. Wiggins,"[203952, 1642366, 1630208]",1610612744.0,GSW,startperiod,A. Wiggins,203952.0,Wiggins,A. Wiggins,Post,1642366.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-02-01T03:14:17.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,22.158344283837057,88.72549019607843,1610612744,0,0,2025-02-01T03:14:21Z,70000,False,-194.0,156.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,24.85,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-02-01T03:14:19.7Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612756,0,0,2025-02-01T03:14:21Z,80000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-02-01T03:14:33.1Z,1,REGULAR,3pt,Jump Shot,[],1626164,69.72733245729303,22.794117647058822,1610612756,0,3,2025-02-01T03:14:37Z,90000,False,-136.0,232.0,1,right,D. Booker 26' 3PT  (3 PTS) (T. Jones 1 AST),"[1626164, 1626145]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,26.9,Made,,,,,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,
11,PT11M17.00S,2025-02-01T03:14:41.3Z,1,REGULAR,turnover,lost ball,[],1627780,,,1610612744,0,3,2025-02-01T03:14:44Z,110000,False,,,0,,G. Payton II lost ball TURNOVER (1 TO),"[1627780, 1626164]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Booker,1626164.0,,,,,,,
12,PT11M17.00S,2025-02-01T03:14:41.3Z,1,REGULAR,steal,,[],1626164,,,1610612756,0,3,2025-02-01T03:14:43Z,120000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2025-02-01T03:14:49.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,83.52496714848883,45.34313725490196,1610612756,0,3,2025-02-01T03:14:52Z,130000,False,-23.0,102.0,1,right,MISS K. Durant 10' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,10.5,Missed,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2025-02-01T03:14:52.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,0,3,2025-02-01T03:14:52Z,140000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT11M02.00S,2025-02-01T03:14:56.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203952,8.360709592641262,51.225490196078425,1610612744,2,3,2025-02-01T03:15:03Z,160000,False,-6.0,26.0,1,left,A. Wiggins running DUNK (2 PTS) (B. Hield 1 AST),"[203952, 1627741]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.68,Made,,,,,2.0,B. Hield,1627741.0,1.0,,,,,,,,,,
18,PT10M34.00S,2025-02-01T03:15:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,92.06636005256242,53.18627450980392,1610612756,2,5,2025-02-01T03:15:49Z,180000,False,16.0,22.0,1,right,N. Richards driving Layup (2 PTS) (R. Dunn 1 AST),"[1630208, 1642346]",1610612756.0,PHX,driving,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,2.0,R. Dunn,1642346.0,1.0,,,,,,,,,,
20,PT10M27.00S,2025-02-01T03:15:31.1Z,1,REGULAR,3pt,Jump Shot,[],1642366,33.196452036793694,46.32352941176471,1610612744,5,5,2025-02-01T03:15:35Z,200000,False,18.0,260.0,1,left,Q. Post 26' 3PT  (3 PTS) (A. Wiggins 1 AST),"[1642366, 203952]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,26.02,Made,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,,,,,
