actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
78,PT05M12.00S,2024-10-30T02:19:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,91.01511169513797,42.15686274509804,1610612740,12,18,2024-10-30T02:19:38Z,750000,False,-39.0,32.0,1,right,H. Jones driving Layup (2 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,2.0,,,,,,,,,,,,,,,,,
79,PT04M52.00S,2024-10-30T02:19:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,9.280551905387648,40.44117647058824,1610612744,14,18,2024-10-30T02:37:58Z,760000,False,48.0,35.0,1,left,J. Kuminga driving finger roll Layup (4 PTS),[1630228],1610612744.0,GSW,driving finger roll,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,4.0,,,,,,,,,,,,,,,,,
80,PT04M35.00S,2024-10-30T02:20:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,87.46714848883047,42.64705882352941,1610612740,14,20,2024-10-30T02:39:01Z,770000,False,-37.0,65.0,1,right,C. McCollum 7' driving floating Jump Shot (2 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.5,Made,2.0,,,,,,,,,,,,,,,,,
81,PT04M25.00S,2024-10-30T02:20:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,11.383048620236531,40.19607843137255,1610612744,14,20,2024-10-30T02:39:24Z,780000,False,49.0,55.0,1,left,MISS B. Podziemski 7' driving Layup,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,7.33,Missed,,,,,,,,,,,,,,,,,,
82,PT04M25.00S,2024-10-30T02:20:17.5Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,14,20,2024-10-30T02:20:25Z,790000,False,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,81.0,3.0,2.0,1.0,,,,,,,,,,
83,PT04M15.00S,2024-10-30T02:20:27.9Z,1,REGULAR,3pt,Jump Shot,[],203468,66.04796320630749,40.19607843137255,1610612740,14,23,2024-10-30T02:20:39Z,800000,False,-49.0,267.0,1,right,C. McCollum 27' 3PT  (5 PTS) (D. Theis 2 AST),"[203468, 1628464]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.11,Made,5.0,D. Theis,1628464.0,2.0,,,,,,,,,,,,,,
85,PT03M59.00S,2024-10-30T02:20:44.5Z,1,REGULAR,2pt,Jump Shot,[],1630228,19.793035479632064,28.431372549019606,1610612744,14,23,2024-10-30T02:20:54Z,820000,False,108.0,134.0,1,left,MISS J. Kuminga 17' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right Center,17.17,Missed,,,,,,,,,,,,,,,,,,
86,PT03M55.00S,2024-10-30T02:20:48.5Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,14,23,2024-10-30T02:20:54Z,830000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,,85.0,3.0,2.0,1.0,,,,,,,,,,
87,PT03M48.00S,2024-10-30T02:20:54.4Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,14,23,2024-10-30T02:21:00Z,840000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1626172]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Looney,1626172.0,,,,
88,PT03M48.00S,2024-10-30T02:20:54.4Z,1,REGULAR,steal,,[],1626172,,,1610612744,14,23,2024-10-30T02:20:56Z,850000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
89,PT03M36.00S,2024-10-30T02:21:07.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,22.28975032851511,9.313725490196079,1610612744,14,23,2024-10-30T02:21:18Z,860000,False,203.0,157.0,1,left,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
90,PT03M28.00S,2024-10-30T02:21:15.1Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,14,23,2024-10-30T02:21:18Z,870000,False,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,89.0,4.0,3.0,1.0,,,,,,,,,,
91,PT03M22.00S,2024-10-30T02:21:19.8Z,1,REGULAR,3pt,Jump Shot,[],1627742,66.17936925098554,43.872549019607845,1610612740,14,23,2024-10-30T02:21:25Z,880000,False,-31.0,265.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.72,Missed,,,,,,,,,,,,,,,,,,
92,PT03M19.00S,2024-10-30T02:21:22.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,14,23,2024-10-30T02:21:25Z,890000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
93,PT03M14.00S,2024-10-30T02:21:28.3Z,1,REGULAR,turnover,bad pass,[],1627780,,,1610612744,14,23,2024-10-30T02:23:52Z,900000,False,,,0,,G. Payton II bad pass TURNOVER (1 TO),"[1627780, 1641722]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Hawkins,1641722.0,,,,
94,PT03M14.00S,2024-10-30T02:21:28.3Z,1,REGULAR,steal,,[],1641722,,,1610612740,14,23,2024-10-30T02:21:30Z,910000,False,,,0,,J. Hawkins STEAL (1 STL),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
95,PT03M11.00S,2024-10-30T02:21:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641722,93.11760840998686,51.225490196078425,1610612740,14,23,2024-10-30T02:21:43Z,920000,False,6.0,12.0,1,right,MISS J. Hawkins running Layup,[1641722],1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,,
96,PT03M09.00S,2024-10-30T02:21:33.5Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612744,14,23,2024-10-30T02:21:33Z,930000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,
97,PT03M06.00S,2024-10-30T02:21:36.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,25.04927726675427,82.84313725490196,1610612744,14,23,2024-10-30T02:41:52Z,940000,False,-164.0,183.0,1,left,MISS B. Hield 24' running 3PT,[1627741],1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
98,PT03M03.00S,2024-10-30T02:21:39.9Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612740,14,23,2024-10-30T02:21:55Z,950000,False,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Left Center,,,,,,,97.0,5.0,4.0,1.0,,,,,,,,,,
99,PT02M59.00S,2024-10-30T02:21:49.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,14,23,2024-10-30T02:21:49Z,960000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,out,[],1627780,,,1610612740,14,23,2024-10-30T02:25:11Z,970000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,out,[],1641764,,,1610612740,14,23,2024-10-30T02:25:11Z,980000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,out,[],1627741,,,1610612740,14,23,2024-10-30T02:25:11Z,990000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612740,14,23,2024-10-30T02:25:11Z,1000000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,out,[],203468,,,1610612740,14,23,2024-10-30T02:25:11Z,1010000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,out,[],1628464,,,1610612740,14,23,2024-10-30T02:25:11Z,1020000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,14,23,2024-10-30T02:25:11Z,1030000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,in,[],1630322,,,1610612740,14,23,2024-10-30T02:25:11Z,1040000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,in,[],1630541,,,1610612740,14,23,2024-10-30T02:25:11Z,1050000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,in,[],203937,,,1610612740,14,23,2024-10-30T02:25:11Z,1060000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,in,[],203110,,,1610612740,14,23,2024-10-30T02:25:11Z,1070000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,14,23,2024-10-30T02:25:11Z,1080000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,14,23,2024-10-30T02:25:11Z,1090000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M59.00S,2024-10-30T02:24:29.5Z,1,REGULAR,substitution,in,[],1642274,,,1610612740,14,23,2024-10-30T02:25:11Z,1100000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M52.00S,2024-10-30T02:25:29.7Z,1,REGULAR,3pt,Jump Shot,[],1629627,71.04139290407359,74.75490196078431,1610612740,14,26,2024-10-30T02:25:54Z,1110000,False,124.0,220.0,1,right,Z. Williamson 25' 3PT  (5 PTS) (J. Hawkins 1 AST),"[1629627, 1641722]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,25.22,Made,5.0,J. Hawkins,1641722.0,1.0,,,,,,,,,,,,,,
117,PT02M35.00S,2024-10-30T02:25:45.7Z,1,REGULAR,3pt,Jump Shot,[],1630322,31.09395532194481,75.73529411764706,1610612744,14,26,2024-10-30T02:25:57Z,1130000,False,-129.0,240.0,1,left,MISS L. Waters III 27' 3PT,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
118,PT02M35.00S,2024-10-30T02:25:45.7Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,14,26,2024-10-30T02:25:57Z,1140000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,
119,PT02M20.00S,2024-10-30T02:26:06.1Z,1,REGULAR,foul,technical,['1freethrow'],203937,,,1610612740,14,26,2024-10-30T02:26:15Z,1150000,False,,,0,,K. Anderson defensive-3-second technical FOUL (1 Tech),[203937],1610612744.0,GSW,defensive-3-second,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,200834.0,,,,0.0,1.0,,
120,PT02M20.00S,2024-10-30T02:26:23.3Z,1,REGULAR,freethrow,1 of 1,[],1641722,,,1610612740,14,27,2024-10-30T02:26:23Z,1160000,False,,,0,,J. Hawkins technical Free Throw 1 of 1 (1 PTS),[1641722],1610612740.0,NOP,technical,,,Hawkins,J. Hawkins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
121,PT02M13.00S,2024-10-30T02:26:42.3Z,1,REGULAR,foul,offensive,[],1629627,,,1610612740,14,27,2024-10-30T02:26:55Z,1170000,False,,,0,,Z. Williamson charge offensive FOUL (1 PF),"[1629627, 203110]",1610612740.0,NOP,charge,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628954.0,,,,1.0,0.0,Green,203110.0
123,PT02M13.00S,2024-10-30T02:26:42.3Z,1,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,14,27,2024-10-30T02:26:42Z,1190000,False,,,0,,Z. Williamson offensive foul TURNOVER (1 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628954.0,1.0,,,,,,
124,PT01M51.00S,2024-10-30T02:27:19.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630228,7.703679369250986,45.588235294117645,1610612744,14,27,2024-10-30T02:44:04Z,1200000,False,22.0,20.0,1,left,MISS J. Kuminga driving DUNK - blocked,"[1630228, 1642274]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,Missi,1642274.0,,,,,,,,
125,PT01M51.00S,2024-10-30T02:27:19.7Z,1,REGULAR,block,,[],1642274,,,1610612744,14,27,2024-10-30T02:27:24Z,1210000,False,,,0,,Y. Missi BLOCK (1 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT01M44.00S,2024-10-30T02:27:26.7Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,14,27,2024-10-30T03:10:14Z,1220000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,
127,PT01M44.00S,2024-10-30T02:27:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.24901445466492,44.11764705882353,1610612740,14,27,2024-10-30T02:46:11Z,1230000,False,-29.0,11.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 203110]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,Green,203110.0,,,,,,,,
128,PT01M44.00S,2024-10-30T02:27:29.6Z,1,REGULAR,block,,[],203110,,,1610612740,14,27,2024-10-30T02:27:32Z,1240000,False,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT01M44.00S,2024-10-30T02:27:29.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,14,27,2024-10-30T02:27:42Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,127.0,,,,,,,,,,,,,
130,PT01M35.00S,2024-10-30T02:27:53.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641722,83.18002628120894,41.62071078431372,1610612740,14,27,2024-10-30T02:46:37Z,1260000,False,-42.0,106.0,1,right,MISS J. Hawkins 11' step back Shot,[1641722],1610612740.0,NOP,step back,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,11.36,Missed,,,,,,,,,,,,,,,,,,
131,PT01M33.00S,2024-10-30T02:27:55.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,14,27,2024-10-30T02:28:05Z,1270000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,
132,PT01M12.00S,2024-10-30T02:28:16.7Z,1,REGULAR,3pt,Jump Shot,[],203937,9.280551905387648,4.6568627450980395,1610612744,14,27,2024-10-30T02:28:28Z,1280000,False,227.0,35.0,1,left,MISS K. Anderson 3PT,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
133,PT01M12.00S,2024-10-30T02:28:16.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,14,27,2024-10-30T02:28:28Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,132.0,,,,,,,,,,,,,
134,PT01M11.00S,2024-10-30T02:28:27.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,14,27,2024-10-30T02:28:41Z,1300000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,200834.0,,,,,,,
135,PT01M11.00S,2024-10-30T02:28:31.4Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,14,27,2024-10-30T02:28:38Z,1310000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M11.00S,2024-10-30T02:28:31.4Z,1,REGULAR,substitution,in,[],1629750,,,1610612740,14,27,2024-10-30T02:28:38Z,1320000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M47.70S,2024-10-30T02:29:02.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,84.31340341655716,58.08823529411765,1610612740,14,29,2024-10-30T02:29:13Z,1340000,False,40.0,95.0,1,right,J. Alvarado 10' pullup Jump Shot (2 PTS) (J. Green 1 AST),"[1630631, 1629750]",1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,10.32,Made,2.0,J. Green,1629750.0,1.0,,,,,,,,,,,,,,
139,PT00M34.90S,2024-10-30T02:29:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,8.886333771353483,41.17647058823529,1610612744,14,29,2024-10-30T02:49:26Z,1350000,False,44.0,31.0,1,left,MISS M. Moody Layup,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
140,PT00M32.90S,2024-10-30T02:29:20.7Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,14,29,2024-10-30T02:29:27Z,1360000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,139.0,3.0,3.0,0.0,,,,,,,,,,
141,PT00M22.00S,2024-10-30T02:29:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,89.43823915900131,43.627450980392155,1610612740,14,31,2024-10-30T02:50:02Z,1370000,False,-32.0,47.0,1,right,Z. Williamson turnaround Jump Shot (7 PTS) (J. Alvarado 1 AST),"[1629627, 1630631]",1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,7.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,
144,PT00M07.60S,2024-10-30T02:29:51.8Z,1,REGULAR,turnover,out-of-bounds,[],1630541,,,1610612744,14,31,2024-10-30T02:30:09Z,1400000,False,,,0,,M. Moody step out-of-bounds TURNOVER (1 TO),[1630541],1610612744.0,GSW,step,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,1.0,,,,,,
145,PT00M07.60S,2024-10-30T02:30:01.1Z,1,REGULAR,substitution,out,[],1630322,,,1610612740,14,31,2024-10-30T02:30:17Z,1410000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M07.60S,2024-10-30T02:30:01.1Z,1,REGULAR,substitution,out,[],1629750,,,1610612740,14,31,2024-10-30T02:30:17Z,1420000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M07.60S,2024-10-30T02:30:01.1Z,1,REGULAR,substitution,in,[],1627780,,,1610612740,14,31,2024-10-30T02:30:17Z,1430000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M07.60S,2024-10-30T02:30:01.1Z,1,REGULAR,substitution,in,[],203468,,,1610612740,14,31,2024-10-30T02:30:17Z,1440000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M04.70S,2024-10-30T02:30:29.4Z,1,REGULAR,foul,personal,[],203937,,,1610612740,14,31,2024-10-30T02:30:37Z,1450000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 203468]",1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,200834.0,,,,1.0,1.0,McCollum,203468.0
151,PT00M02.40S,2024-10-30T02:31:00.2Z,1,REGULAR,turnover,lost ball,[],203468,,,1610612740,14,31,2024-10-30T02:31:44Z,1470000,False,,,0,,C. McCollum lost ball TURNOVER (2 TO),"[203468, 203937]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2.0,Anderson,203937.0,,,,
152,PT00M02.40S,2024-10-30T02:31:00.2Z,1,REGULAR,steal,,[],203937,,,1610612744,14,31,2024-10-30T02:31:02Z,1480000,False,,,0,,K. Anderson STEAL (1 STL),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
153,PT00M00.20S,2024-10-30T02:31:08.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203937,57.11235216819974,28.921568627450984,1610612744,14,31,2024-10-30T02:32:08Z,1490000,False,105.0,484.0,1,left,MISS K. Anderson 49' 3PT,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,49.57,Missed,,,,,,,,,,,,,,,,,,
154,PT00M00.20S,2024-10-30T02:31:08.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,14,31,2024-10-30T02:32:08Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,153.0,,,,,,,,,,,,,
155,PT00M00.00S,2024-10-30T02:31:54.4Z,1,REGULAR,period,end,[],0,,,1610612744,14,31,2024-10-30T02:31:54Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-10-30T02:33:17.6Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,14,31,2024-10-30T02:34:13Z,1520000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-10-30T02:33:17.6Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,14,31,2024-10-30T02:34:13Z,1530000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-10-30T02:33:17.6Z,2,REGULAR,substitution,out,['startperiod'],203468,,,1610612744,14,31,2024-10-30T02:34:13Z,1540000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-10-30T02:33:17.6Z,2,REGULAR,substitution,in,['startperiod'],1630322,,,1610612744,14,31,2024-10-30T02:34:13Z,1550000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
