actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M15.00S,2025-04-10T02:13:16.1Z,1,REGULAR,steal,,[],201939,,,1610612744,4,0,2025-04-10T02:13:18Z,180000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M09.00S,2025-04-10T02:13:22.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,24.917871222076215,85.04901960784314,1610612744,4,0,2025-04-10T02:14:01Z,190000,False,-175.0,182.0,1,left,MISS S. Curry 25' running 3PT,[201939],1610612744.0,GSW,running,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,25.24,Missed,,,,,,,,,,,,,
20,PT10M05.00S,2025-04-10T02:13:26.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,4,0,2025-04-10T02:13:27Z,200000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
125,PT09M41.00S,2025-04-10T02:13:36.1Z,1,REGULAR,turnover,lost ball,[],202687,,,1610612759,4,0,2025-04-10T02:32:48Z,205000,False,,,0,,B. Biyombo lost ball TURNOVER (1 TO),"[202687, 203110]",1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Green,203110.0,,
126,PT09M41.00S,2025-04-10T02:13:36.1Z,1,REGULAR,steal,,[],203110,,,1610612744,4,0,2025-04-10T02:31:07Z,207500,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT09M37.00S,2025-04-10T02:13:54.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641764,29.25427069645204,13.725490196078432,1610612744,4,0,2025-04-10T02:32:51Z,240000,False,181.0,222.0,1,left,MISS B. Podziemski 28' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,28.71,Missed,,,,,,,,,,,,,
25,PT09M33.00S,2025-04-10T02:13:58.6Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,4,0,2025-04-10T02:14:00Z,250000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,24.0,2.0,2.0,0.0,,,,,
26,PT09M21.00S,2025-04-10T02:14:10.4Z,1,REGULAR,3pt,Jump Shot,[],203084,75.64060446780552,12.009803921568627,1610612759,4,0,2025-04-10T02:14:14Z,260000,False,-190.0,176.0,1,right,MISS H. Barnes 25' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,25.93,Missed,,,,,,,,,,,,,
27,PT09M17.00S,2025-04-10T02:14:14.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,0,2025-04-10T02:14:14Z,270000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,
28,PT09M08.00S,2025-04-10T02:14:23.0Z,1,REGULAR,3pt,Jump Shot,[],1641764,21.23850197109067,95.09803921568627,1610612744,7,0,2025-04-10T02:14:36Z,280000,False,-225.0,147.0,1,left,B. Podziemski 26' 3PT  (3 PTS) (D. Green 3 AST),"[1641764, 203110]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,26.92,Made,3.0,D. Green,203110.0,3.0,,,,,,,,,
30,PT08M51.00S,2025-04-10T02:14:40.2Z,1,REGULAR,3pt,Jump Shot,[],1642264,78.79434954007884,8.333333333333332,1610612759,7,0,2025-04-10T02:15:52Z,300000,False,-208.0,147.0,1,right,MISS S. Castle 25' pullup 3PT,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,25.48,Missed,,,,,,,,,,,,,
31,PT08M49.00S,2025-04-10T02:14:42.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,7,0,2025-04-10T02:14:44Z,310000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,30.0,3.0,3.0,0.0,,,,,
32,PT08M45.00S,2025-04-10T02:14:49.5Z,1,REGULAR,foul,personal,[],1630170,,,1610612744,7,0,2025-04-10T02:15:02Z,320000,False,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 1641764]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,202007.0,1.0,0.0,Podziemski,1641764.0,,,,,,,,,,,,,,,
34,PT08M37.00S,2025-04-10T02:15:19.4Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,7,0,2025-04-10T02:15:24Z,340000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 101108]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Paul,101108.0,,
35,PT08M37.00S,2025-04-10T02:15:19.4Z,1,REGULAR,steal,,[],101108,,,1610612759,7,0,2025-04-10T02:15:32Z,350000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
36,PT08M33.00S,2025-04-10T02:15:23.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203084,89.83245729303549,95.34313725490196,1610612759,7,0,2025-04-10T02:17:51Z,360000,False,227.0,43.0,1,right,MISS H. Barnes running 3PT,[203084],1610612759.0,SAS,running,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,23.08,Missed,,,,,,,,,,,,,
37,PT08M30.00S,2025-04-10T02:15:26.5Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,7,0,2025-04-10T02:15:38Z,370000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,36.0,4.0,4.0,0.0,,,,,
39,PT08M19.00S,2025-04-10T02:15:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,4.681340341655716,41.66666666666667,1610612744,9,0,2025-04-10T02:16:01Z,390000,False,42.0,-8.0,1,left,D. Green driving Layup (2 PTS) (S. Curry 1 AST),"[203110, 201939]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,4.26,Made,2.0,S. Curry,201939.0,1.0,,,,,,,,,
41,PT08M19.00S,2025-04-10T02:15:59.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,9,0,2025-04-10T02:15:59Z,410000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M58.00S,2025-04-10T02:19:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,83.52496714848883,48.28431372549019,1610612759,9,0,2025-04-10T02:20:37Z,430000,False,-9.0,102.0,1,right,MISS S. Castle 10' driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.28,Missed,,,,,,,,,,,,,
44,PT07M55.00S,2025-04-10T02:19:36.9Z,1,REGULAR,rebound,offensive,[],202687,,,1610612759,9,0,2025-04-10T02:19:45Z,440000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,43.0,3.0,2.0,1.0,,,,,
45,PT07M55.00S,2025-04-10T02:19:39.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612759,9,0,2025-04-10T02:20:03Z,450000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,2714.0,,,,,,,,,,,,,,,,,,,
46,PT07M43.00S,2025-04-10T02:19:58.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201939,17.16491458607096,19.362745098039216,1610612744,11,0,2025-04-10T02:21:08Z,460000,False,153.0,109.0,1,left,S. Curry 18' step back Jump Shot (4 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,,,,18.8,Made,4.0,,,,,,,,,,,,
47,PT07M32.00S,2025-04-10T02:20:09.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,68.80749014454665,25.735294117647058,1610612759,11,3,2025-04-10T02:20:27Z,470000,False,-121.0,241.0,1,right,D. Vassell 26' 3PT  (3 PTS) (C. Paul 1 AST),"[1630170, 101108]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,26.95,Made,3.0,C. Paul,101108.0,1.0,,,,,,,,,
51,PT07M21.00S,2025-04-10T02:20:30.8Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,11,3,2025-04-10T02:20:36Z,500000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M21.00S,2025-04-10T02:20:30.8Z,1,REGULAR,substitution,out,[],202710,,,1610612744,11,3,2025-04-10T02:20:36Z,510000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M21.00S,2025-04-10T02:20:30.8Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,11,3,2025-04-10T02:20:36Z,520000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M21.00S,2025-04-10T02:20:30.8Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,11,3,2025-04-10T02:20:36Z,530000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M13.00S,2025-04-10T02:20:58.9Z,1,REGULAR,turnover,out-of-bounds,[],1630541,,,1610612744,11,3,2025-04-10T02:21:07Z,540000,False,,,0,,M. Moody lost ball out-of-bounds TURNOVER (1 TO),[1630541],1610612744.0,GSW,lost ball,,,Moody,M. Moody,,,,,Mid-Range,8-16 Right,2714.0,,,,,,,,,,,,,,,1.0,,,,
56,PT06M55.00S,2025-04-10T02:21:19.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,82.86793692509855,58.82352941176471,1610612759,11,3,2025-04-10T02:21:25Z,550000,False,44.0,109.0,1,right,MISS D. Vassell 11' turnaround fadeaway Shot,[1630170],1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.71,Missed,,,,,,,,,,,,,
57,PT06M52.00S,2025-04-10T02:21:22.4Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,11,3,2025-04-10T02:21:25Z,560000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,
58,PT06M48.00S,2025-04-10T02:21:26.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630541,32.802233902759525,47.549019607843135,1610612744,11,3,2025-04-10T02:22:20Z,570000,False,12.0,256.0,1,left,MISS M. Moody 25' running 3PT,[1630541],1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,,,25.61,Missed,,,,,,,,,,,,,
59,PT06M44.00S,2025-04-10T02:21:30.8Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,11,3,2025-04-10T02:21:32Z,580000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:3),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,58.0,4.0,3.0,1.0,,,,,
60,PT06M37.00S,2025-04-10T02:21:37.5Z,1,REGULAR,2pt,Jump Shot,[],101108,93.11760840998686,73.52941176470588,1610612759,11,5,2025-04-10T02:21:45Z,590000,False,118.0,12.0,1,right,C. Paul 11' fadeaway Jump Shot (2 PTS),[101108],1610612759.0,SAS,fadeaway,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,,,,,,11.82,Made,2.0,,,,,,,,,,,,
61,PT06M24.00S,2025-04-10T02:21:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630541,19.004599211563733,94.85294117647058,1610612744,11,5,2025-04-10T02:21:54Z,600000,False,-224.0,126.0,1,left,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,25.73,Missed,,,,,,,,,,,,,
62,PT06M21.00S,2025-04-10T02:21:52.7Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,11,5,2025-04-10T02:21:54Z,610000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,
63,PT06M15.00S,2025-04-10T02:21:59.5Z,1,REGULAR,3pt,Jump Shot,[],203084,90.88370565045992,96.32352941176471,1610612759,11,8,2025-04-10T02:22:07Z,620000,False,232.0,33.0,1,right,H. Barnes 3PT  (3 PTS) (D. Vassell 1 AST),"[203084, 1630170]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,23.4,Made,3.0,D. Vassell,1630170.0,1.0,,,,,,,,,
65,PT05M58.00S,2025-04-10T02:22:15.6Z,1,REGULAR,3pt,Jump Shot,[],1627741,7.046649145860711,95.09803921568627,1610612744,14,8,2025-04-10T02:22:19Z,640000,False,-225.0,14.0,1,left,B. Hield 3PT  (3 PTS) (D. Green 4 AST),"[1627741, 203110]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,22.59,Made,3.0,D. Green,203110.0,4.0,,,,,,,,,
67,PT05M38.00S,2025-04-10T02:22:36.3Z,1,REGULAR,2pt,Hook,[],202687,91.5407358738502,71.07843137254902,1610612759,14,8,2025-04-10T02:22:42Z,660000,False,105.0,27.0,1,right,MISS B. Biyombo 10' Hook,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Right,,,,,,10.88,Missed,,,,,,,,,,,,,
68,PT05M35.00S,2025-04-10T02:22:39.3Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,14,8,2025-04-10T02:22:42Z,670000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,
69,PT05M27.00S,2025-04-10T02:22:48.0Z,1,REGULAR,3pt,Jump Shot,[],201939,22.421156373193167,91.17647058823529,1610612744,17,8,2025-04-10T02:22:52Z,680000,False,-206.0,158.0,1,left,S. Curry 25' 3PT  (7 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,25.97,Made,7.0,D. Green,203110.0,5.0,,,,,,,,,
71,PT05M15.00S,2025-04-10T02:22:59.4Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612759,17,8,2025-04-10T02:23:13Z,700000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 201939]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,Curry,201939.0,,
72,PT05M15.00S,2025-04-10T02:22:59.4Z,1,REGULAR,steal,,[],201939,,,1610612744,17,8,2025-04-10T02:23:00Z,710000,False,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
73,PT05M09.00S,2025-04-10T02:23:05.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,4.28712220762155,95.58823529411765,1610612744,17,8,2025-04-10T02:24:33Z,720000,False,-228.0,-12.0,1,left,MISS B. Hield running 3PT,[1627741],1610612744.0,GSW,running,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,22.82,Missed,,,,,,,,,,,,,
74,PT05M08.00S,2025-04-10T02:23:06.4Z,1,REGULAR,rebound,offensive,[],1630541,,,1610612744,17,8,2025-04-10T02:24:58Z,730000,False,,,0,,M. Moody REBOUND (Off:1 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,73.0,2.0,1.0,1.0,,,,,
75,PT05M08.00S,2025-04-10T02:23:10.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630541,6.307490144546648,51.669730392156865,1610612744,17,8,2025-04-10T02:25:22Z,740000,False,-8.0,7.0,1,left,MISS M. Moody tip Layup,[1630541],1610612744.0,GSW,tip,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,1.07,Missed,,,,,,,,,,,,,
76,PT05M07.00S,2025-04-10T02:23:11.2Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,17,8,2025-04-10T02:25:22Z,750000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:4),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,75.0,5.0,4.0,1.0,,,,,
77,PT04M52.00S,2025-04-10T02:23:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,84.4940867279895,59.82689950980392,1610612759,17,10,2025-04-10T02:26:22Z,760000,False,49.0,93.0,1,right,S. Castle 10' pullup Jump Shot (2 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.54,Made,2.0,,,,,,,,,,,,
78,PT04M36.00S,2025-04-10T02:23:37.5Z,1,REGULAR,3pt,Jump Shot,[],203110,27.414586070959263,84.06862745098039,1610612744,20,10,2025-04-10T02:23:42Z,770000,False,-170.0,205.0,1,left,D. Green 26' 3PT  (5 PTS) (J. Kuminga 1 AST),"[203110, 1630228]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,26.67,Made,5.0,J. Kuminga,1630228.0,1.0,,,,,,,,,
80,PT04M25.00S,2025-04-10T02:23:52.6Z,1,REGULAR,foul,personal,[],1627741,,,1610612759,20,10,2025-04-10T02:23:58Z,790000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 101108]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,202007.0,1.0,0.0,Paul,101108.0,,,,,,,,,,,,,,,
82,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,out,[],1630541,,,1610612759,20,10,2025-04-10T02:24:17Z,810000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,out,[],203110,,,1610612759,20,10,2025-04-10T02:24:17Z,820000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,out,[],101108,,,1610612759,20,10,2025-04-10T02:24:17Z,830000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,out,[],202687,,,1610612759,20,10,2025-04-10T02:24:17Z,840000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,out,[],203084,,,1610612759,20,10,2025-04-10T02:24:17Z,850000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,in,[],1630611,,,1610612759,20,10,2025-04-10T02:24:17Z,860000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,in,[],1626172,,,1610612759,20,10,2025-04-10T02:24:17Z,870000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,in,[],1630572,,,1610612759,20,10,2025-04-10T02:24:17Z,880000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M25.00S,2025-04-10T02:23:57.5Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,20,10,2025-04-10T02:24:17Z,890000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
