actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-06T01:41:00.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-06T01:41:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-06T01:41:03.1Z,1,REGULAR,jumpball,recovered,[],1628370,,,1610612758,0,0,2025-01-06T01:41:03Z,40000,False,,,0,,Jump Ball D. Sabonis vs. T. Jackson-Davis: Tip to M. Monk,"[1628370, 1627734, 1631218]",1610612758.0,SAC,startperiod,M. Monk,1628370.0,Monk,M. Monk,Sabonis,1627734.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-01-06T01:41:18.4Z,1,REGULAR,3pt,Jump Shot,[],201942,26.62614980289093,81.61764705882352,1610612758,0,0,2025-01-06T02:11:03Z,70000,False,-158.0,198.0,1,left,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2025-01-06T01:41:20.4Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,0,0,2025-01-06T02:11:03Z,80000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:1),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT11M39.00S,2025-01-06T01:41:23.6Z,1,REGULAR,turnover,lost ball,[],1631218,,,1610612744,0,0,2025-01-06T02:11:12Z,85000,False,,,0,,T. Jackson-Davis lost ball TURNOVER (1 TO),"[1631218, 1631099]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Murray,1631099.0,,,,,,,,,,,
105,PT11M39.00S,2025-01-06T01:41:23.6Z,1,REGULAR,steal,,[],1631099,,,1610612758,0,0,2025-01-06T01:58:38Z,87500,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2025-01-06T01:41:28.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628370,8.623521681997373,42.64705882352941,1610612758,0,2,2025-01-06T01:58:38Z,90000,False,37.0,29.0,1,left,M. Monk driving Layup (2 PTS) (K. Murray 1 AST),"[1628370, 1631099]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,,,,,,,,2.0,K. Murray,1631099.0,1.0,,,,,,,
10,PT11M13.00S,2025-01-06T01:41:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,92.59198423127464,41.66666666666667,1610612744,0,2,2025-01-06T01:41:51Z,100000,False,-42.0,17.0,1,right,MISS T. Jackson-Davis cutting Layup,[1631218],1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2025-01-06T01:41:48.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,2,2025-01-06T01:41:51Z,110000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M02.00S,2025-01-06T01:41:56.5Z,1,REGULAR,3pt,Jump Shot,[],1631099,27.414586070959263,17.647058823529413,1610612758,0,5,2025-01-06T01:42:16Z,120000,False,162.0,205.0,1,left,K. Murray 26' 3PT pullup (3 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,26.13,Made,,,,,,,,3.0,D. Sabonis,1627734.0,1.0,,,,,,,
