actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
39,PT08M47.00S,2024-12-24T03:15:52.6Z,1,REGULAR,3pt,Jump Shot,[],203952,8.14717477003942,1.9837622549019607,1610612744,10,7,2024-12-24T03:15:59Z,390000,False,240.0,24.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,,
40,PT08M44.00S,2024-12-24T03:15:55.6Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,10,7,2024-12-24T03:15:59Z,400000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,
41,PT08M39.00S,2024-12-24T03:16:01.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1627783,88.12417871222075,53.92156862745098,1610612754,10,9,2024-12-24T03:16:42Z,410000,False,20.0,59.0,1,right,P. Siakam 6' driving Hook (2 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.23,Made,,,,,,,2.0,,,,,,,,,,,
42,PT08M18.00S,2024-12-24T03:16:21.6Z,1,REGULAR,3pt,Jump Shot,[],203110,17.608409986859396,94.87591911764706,1610612744,10,9,2024-12-24T03:16:27Z,420000,False,-224.0,113.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,
43,PT08M16.00S,2024-12-24T03:16:23.6Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,10,9,2024-12-24T03:16:27Z,430000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,
44,PT08M12.00S,2024-12-24T03:16:28.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,88.51839684625493,3.6764705882352944,1610612754,10,12,2024-12-24T03:16:35Z,440000,False,-232.0,55.0,1,right,A. Nembhard 3PT running (3 PTS) (B. Mathurin 1 AST),"[1629614, 1631097]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,23.81,Made,,,,,,,3.0,B. Mathurin,1631097.0,1.0,,,,,,,,
46,PT07M55.00S,2024-12-24T03:16:45.4Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,10,12,2024-12-24T03:16:49Z,460000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1627783]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Siakam,1627783.0,,,,,
47,PT07M55.00S,2024-12-24T03:16:45.4Z,1,REGULAR,steal,,[],1627783,,,1610612754,10,12,2024-12-24T03:23:32Z,470000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
48,PT07M51.00S,2024-12-24T03:16:49.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627783,91.27792378449409,54.90196078431373,1610612754,10,14,2024-12-24T03:17:47Z,480000,False,25.0,29.0,1,right,P. Siakam running finger roll Layup (4 PTS) (B. Mathurin 2 AST),"[1627783, 1631097]",1610612754.0,IND,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.83,Made,,,,,,,4.0,B. Mathurin,1631097.0,2.0,,,,,,,,
50,PT07M51.00S,2024-12-24T03:17:42.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,14,2024-12-24T03:17:42Z,500000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M35.00S,2024-12-24T03:20:03.6Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,10,14,2024-12-24T03:20:10Z,510000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1.0,,,202056.0,,,,
52,PT07M25.00S,2024-12-24T03:20:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,84.44480946123521,4.6568627450980395,1610612754,10,14,2024-12-24T03:20:22Z,520000,False,-227.0,94.0,1,right,MISS B. Mathurin 24' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left,24.53,Missed,,,,,,,,,,,,,,,,,,
53,PT07M23.00S,2024-12-24T03:20:19.5Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,14,2024-12-24T03:20:36Z,530000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left,,,,,52.0,3.0,3.0,0.0,,,,,,,,,,,,
54,PT07M12.00S,2024-12-24T03:20:29.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,7.835085413929041,53.92156862745098,1610612744,12,14,2024-12-24T03:20:33Z,540000,False,-20.0,21.0,1,left,T. Jackson-Davis alley-oop DUNK (4 PTS) (D. Green 1 AST),"[1631218, 203110]",1610612744.0,GSW,alley-oop,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,4.0,D. Green,203110.0,1.0,,,,,,,,
56,PT07M00.00S,2024-12-24T03:20:41.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.96780551905388,65.19607843137256,1610612754,12,17,2024-12-24T03:20:45Z,560000,False,76.0,258.0,1,right,M. Turner 26' 3PT  (5 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.9,Made,,,,,,,5.0,T. Haliburton,1630169.0,1.0,,,,,,,,
58,PT06M50.00S,2024-12-24T03:20:57.3Z,1,REGULAR,foul,personal,[],1629614,,,1610612744,12,17,2024-12-24T03:21:03Z,580000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 201939]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Curry,201939.0
60,PT06M50.00S,2024-12-24T03:21:03.7Z,1,REGULAR,substitution,out,[],201939,,,1610612744,12,17,2024-12-24T03:21:13Z,600000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M50.00S,2024-12-24T03:21:03.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612744,12,17,2024-12-24T03:21:13Z,610000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2024-12-24T03:21:03.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612744,12,17,2024-12-24T03:21:13Z,620000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M50.00S,2024-12-24T03:21:03.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612744,12,17,2024-12-24T03:21:13Z,630000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2024-12-24T03:21:26.5Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,12,17,2024-12-24T03:21:31Z,640000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1630169]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Haliburton,1630169.0,,,,,
65,PT06M45.00S,2024-12-24T03:21:26.5Z,1,REGULAR,steal,,[],1630169,,,1610612754,12,17,2024-12-24T03:21:28Z,650000,False,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
66,PT06M44.00S,2024-12-24T03:21:29.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630169,91.80354796320631,58.57843137254902,1610612754,12,19,2024-12-24T03:21:43Z,660000,False,43.0,25.0,1,right,T. Haliburton running DUNK (2 PTS),[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,,,,,,,2.0,,,,,,,,,,,
67,PT06M43.00S,2024-12-24T03:21:33.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,12,19,2024-12-24T03:21:33Z,670000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M43.00S,2024-12-24T03:23:54.9Z,1,REGULAR,substitution,out,[],1629614,,,1610612744,12,19,2024-12-24T03:24:16Z,680000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M43.00S,2024-12-24T03:23:54.9Z,1,REGULAR,substitution,in,[],204456,,,1610612744,12,19,2024-12-24T03:24:16Z,690000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M28.00S,2024-12-24T03:24:41.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,7.835085413929041,49.754901960784316,1610612744,14,19,2024-12-24T03:24:46Z,700000,False,1.0,21.0,1,left,T. Jackson-Davis cutting DUNK (6 PTS) (B. Hield 1 AST),"[1631218, 1627741]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,6.0,B. Hield,1627741.0,1.0,,,,,,,,
72,PT06M12.00S,2024-12-24T03:24:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,89.48751642575559,38.89782475490196,1610612754,14,19,2024-12-24T03:25:04Z,720000,False,-56.0,46.0,1,right,MISS B. Mathurin 7' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,7.23,Missed,,,,,,,,,,,,,,,,,,
73,PT06M11.00S,2024-12-24T03:24:58.2Z,1,REGULAR,rebound,offensive,[],1631097,,,1610612754,14,19,2024-12-24T03:26:05Z,730000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:0),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,72.0,1.0,0.0,1.0,,,,,,,,,,,,
74,PT06M09.00S,2024-12-24T03:25:00.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,94.40999984741211,50.0,1610612754,14,19,2024-12-24T03:25:00Z,740000,False,0.0,0.0,1,right,MISS B. Mathurin tip Layup,[1631097],1610612754.0,IND,tip,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
75,PT06M09.00S,2024-12-24T03:25:01.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,14,19,2024-12-24T03:25:01Z,750000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Left,,,,,74.0,4.0,4.0,0.0,,,,,,,,,,,,
76,PT06M04.00S,2024-12-24T03:25:05.8Z,1,REGULAR,3pt,Jump Shot,[],203471,29.122864651773984,78.43137254901961,1610612744,14,19,2024-12-24T03:25:11Z,760000,False,-142.0,221.0,1,left,MISS D. Schröder 26' 3PT,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2024-12-24T03:25:06.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,14,19,2024-12-24T03:25:11Z,770000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,76.0,,,,,,,,,,,,,,,
79,PT05M52.00S,2024-12-24T03:25:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630169,74.58935611038108,12.5,1610612754,14,22,2024-12-24T03:25:26Z,790000,False,-188.0,186.0,1,right,T. Haliburton 26' 3PT step back (5 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.44,Made,,,,,,,5.0,,,,,,,,,,,
80,PT05M36.00S,2024-12-24T03:25:37.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,8.886333771353483,53.431372549019606,1610612744,16,22,2024-12-24T03:25:41Z,800000,False,-17.0,31.0,1,left,T. Jackson-Davis cutting DUNK (8 PTS) (D. Schröder 2 AST),"[1631218, 203471]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,,,8.0,D. Schröder,203471.0,2.0,,,,,,,,
82,PT05M21.00S,2024-12-24T03:25:52.3Z,1,REGULAR,3pt,Jump Shot,[],1630167,71.04139290407359,80.14705882352942,1610612754,16,22,2024-12-24T03:25:55Z,820000,False,151.0,220.0,1,right,MISS O. Toppin 26' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2024-12-24T03:25:54.3Z,1,REGULAR,rebound,defensive,[],1631218,,,1610612744,16,22,2024-12-24T03:25:55Z,830000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:3),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,,82.0,3.0,3.0,0.0,,,,,,,,,,,,
84,PT05M05.00S,2024-12-24T03:26:12.2Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,16,22,2024-12-24T03:26:18Z,840000,False,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (2 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,,,202056.0,,,,
86,PT05M05.00S,2024-12-24T03:26:15.7Z,1,REGULAR,substitution,out,[],203110,,,1610612754,16,22,2024-12-24T03:26:26Z,860000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
