actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-01-08T03:10:54.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-08T03:10:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-01-08T03:10:56.2Z,1,REGULAR,jumpball,recovered,[],1629639,,,1610612748,0,0,2025-01-08T03:10:56Z,40000,False,,,0,,Jump Ball B. Adebayo vs. T. Jackson-Davis: Tip to T. Herro,"[1629639, 1628389, 1631218]",1610612748.0,MIA,startperiod,T. Herro,1629639.0,Herro,T. Herro,Adebayo,1628389.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2025-01-08T03:11:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.637319316688567,37.85615808823529,1610612748,0,2,2025-01-08T03:11:24Z,70000,False,61.0,94.0,1,left,B. Adebayo 11' fadeaway Jump Shot (2 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,11.23,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M16.00S,2025-01-08T03:11:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,93.9060446780552,42.64705882352941,1610612744,2,2,2025-01-08T03:11:40Z,80000,False,-37.0,5.0,1,right,T. Jackson-Davis cutting Layup (2 PTS) (D. Schröder 1 AST),"[1631218, 203471]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.71,Made,2.0,D. Schröder,203471.0,1.0,,,,,,,,,,,,,,
10,PT11M01.00S,2025-01-08T03:11:52.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.645860709592641,47.549019607843135,1610612748,2,2,2025-01-08T03:12:03Z,100000,False,12.0,57.0,1,left,MISS B. Adebayo floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
11,PT10M58.00S,2025-01-08T03:11:55.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,2,2,2025-01-08T03:12:13Z,110000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M57.00S,2025-01-08T03:11:59.0Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,2,2,2025-01-08T03:12:05Z,120000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,101283.0,1.0,,,,,,,,
13,PT10M44.00S,2025-01-08T03:12:15.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631170,6.915243101182654,56.86274509803921,1610612748,2,2,2025-01-08T03:12:18Z,130000,False,-34.0,13.0,1,left,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
14,PT10M42.00S,2025-01-08T03:12:17.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,2,2,2025-01-08T03:12:18Z,140000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,
15,PT10M31.00S,2025-01-08T03:12:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.48948751642575,47.549019607843135,1610612744,2,2,2025-01-08T03:12:34Z,150000,False,-12.0,37.0,1,right,MISS A. Wiggins driving finger roll Layup,[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
