actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-24T00:40:40.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-24T00:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-24T00:40:43.5Z,1,REGULAR,jumpball,recovered,[],1641730,,,1610612751,0,0,2026-01-24T00:40:43Z,40000,False,,,0,,Jump Ball N. Claxton vs. N. Queta: Tip to N. Clowney,"[1641730, 1629651, 1629674]",1610612751.0,BKN,startperiod,N. Clowney,1641730.0,Clowney,N. Clowney,Claxton,1629651.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-24T00:40:58.2Z,1,REGULAR,3pt,Jump Shot,[],1641730,69.72733245729303,71.07843137254902,1610612751,0,0,2026-01-24T00:41:03Z,70000,False,105.0,232.0,1,right,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-01-24T00:41:02.2Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2026-01-24T00:41:03Z,80000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-01-24T00:41:08.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,33.327858081471746,49.01960784313725,1610612738,0,0,2026-01-24T00:41:13Z,90000,False,5.0,261.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2026-01-24T00:41:11.0Z,1,REGULAR,rebound,defensive,[],1642856,,,1610612751,0,0,2026-01-24T00:41:13Z,100000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:1),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M24.00S,2026-01-24T00:41:18.4Z,1,REGULAR,turnover,backcourt,[],1641730,,,1610612751,0,0,2026-01-24T00:41:39Z,110000,False,,,0,,N. Clowney backcourt TURNOVER (1 TO),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,,,,200833.0,1.0,,,,,,,,,,,,
12,PT11M12.00S,2026-01-24T00:41:41.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,28.465834428383708,26.225490196078432,1610612738,0,3,2026-01-24T00:41:46Z,120000,False,119.0,215.0,1,left,S. Hauser 24' 3PT  (3 PTS) (B. Scheierman 1 AST),"[1630573, 1631248]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.58,Made,,,,,,,3.0,B. Scheierman,1631248.0,1.0,,,,,,,,
14,PT10M57.00S,2026-01-24T00:41:56.1Z,1,REGULAR,2pt,Jump Shot,[],1629008,74.58935611038108,61.51960784313726,1610612751,0,3,2026-01-24T00:41:59Z,140000,False,58.0,186.0,1,right,MISS M. Porter Jr. 19' pullup Shot,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,19.51,Missed,,,,,,,,,,,,,,,,,,
15,PT10M54.00S,2026-01-24T00:41:59.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,3,2026-01-24T00:42:02Z,150000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
16,PT10M45.00S,2026-01-24T00:42:08.8Z,1,REGULAR,turnover,bad pass,[],1630202,,,1610612738,0,3,2026-01-24T00:42:11Z,160000,False,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1642962]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,Powell,1642962.0,,,,,,
17,PT10M45.00S,2026-01-24T00:42:08.8Z,1,REGULAR,steal,,[],1642962,,,1610612751,0,3,2026-01-24T00:42:10Z,170000,False,,,0,,D. Powell STEAL (1 STL),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
18,PT10M38.00S,2026-01-24T00:42:16.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641730,77.08607095926413,87.25490196078431,1610612751,0,3,2026-01-24T00:42:20Z,180000,False,186.0,163.0,1,right,MISS N. Clowney 24' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
19,PT10M35.00S,2026-01-24T00:42:19.1Z,1,REGULAR,rebound,defensive,[],1631248,,,1610612738,0,3,2026-01-24T00:42:20Z,190000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M26.00S,2026-01-24T00:42:28.0Z,1,REGULAR,3pt,Jump Shot,[],1631248,30.699737187910642,60.78431372549019,1610612738,0,6,2026-01-24T00:42:32Z,200000,False,-54.0,236.0,1,left,B. Scheierman 24' 3PT  (3 PTS) (N. Queta 1 AST),"[1631248, 1629674]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Center,24.22,Made,,,,,,,3.0,N. Queta,1629674.0,1.0,,,,,,,,
22,PT10M06.00S,2026-01-24T00:42:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,90.62089356110381,45.09803921568628,1610612751,0,6,2026-01-24T00:42:51Z,220000,False,-25.0,36.0,1,right,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,4.33,Missed,,,,,,,,,,,,,,,,,,
