actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M44.00S,2026-02-07T20:26:05.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630551,13.222733245729303,41.66666666666667,1610612764,23,17,2026-02-07T20:26:08Z,870000,False,42.0,72.0,1,left,J. Champagnie 8' driving bank Hook (6 PTS),[1630551],1610612764.0,WAS,driving bank,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,6.0,8.3,,,,,,,,,,,
88,PT04M39.00S,2026-02-07T20:26:13.2Z,1,REGULAR,foul,personal,[],1641774,,,1610612751,23,17,2026-02-07T20:26:20Z,880000,False,,,0,,T. Vukcevic personal FOUL (2 PF),"[1641774, 1641730]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Right Center,1626302.0,2.0,0.0,Clowney,1641730.0,,,,,,,,,,,,,,,
90,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,out,[],1642856,,,1610612751,23,17,2026-02-07T20:26:38Z,900000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,23,17,2026-02-07T20:26:38Z,910000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,23,17,2026-02-07T20:26:38Z,920000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,out,[],1641774,,,1610612751,23,17,2026-02-07T20:26:38Z,930000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,out,[],1642267,,,1610612751,23,17,2026-02-07T20:26:38Z,940000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,out,[],1630551,,,1610612751,23,17,2026-02-07T20:26:38Z,950000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,in,[],1629611,,,1610612751,23,17,2026-02-07T20:26:38Z,960000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,in,[],1642962,,,1610612751,23,17,2026-02-07T20:26:38Z,970000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,23,17,2026-02-07T20:26:38Z,980000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,in,[],1630536,,,1610612751,23,17,2026-02-07T20:26:38Z,990000,False,,,0,,SUB in: S. Cooper,[1630536],1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,in,[],1642933,,,1610612751,23,17,2026-02-07T20:26:38Z,1000000,False,,,0,,SUB in: K. Gilbert,[1642933],1610612764.0,WAS,,,,Gilbert,K. Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M39.00S,2026-02-07T20:26:20.2Z,1,REGULAR,substitution,in,[],1630264,,,1610612751,23,17,2026-02-07T20:26:38Z,1010000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M33.00S,2026-02-07T20:26:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629008,67.7562417871222,62.254901960784316,1610612751,23,17,2026-02-07T20:26:50Z,1020000,False,61.0,251.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.8,,,,,,,,,,,
103,PT04M30.00S,2026-02-07T20:26:49.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,23,17,2026-02-07T20:26:49Z,1030000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,102.0,,,,,,,,,,,,,
105,PT04M17.00S,2026-02-07T20:27:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,92.19776609724047,58.08823529411765,1610612751,25,17,2026-02-07T20:27:22Z,1050000,False,40.0,21.0,1,right,D. Sharpe alley-oop Layup (2 PTS) (B. Saraf 1 AST),"[1630549, 1642879]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,2.0,4.54,,,,B. Saraf,1642879.0,1.0,,,,,
107,PT04M06.00S,2026-02-07T20:27:29.1Z,1,REGULAR,3pt,Jump Shot,[],1642933,26.231931668856767,79.90196078431373,1610612764,25,17,2026-02-07T20:27:37Z,1070000,False,-150.0,194.0,1,left,MISS K. Gilbert 24' 3PT,[1642933],1610612764.0,WAS,,,,Gilbert,K. Gilbert,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.5,,,,,,,,,,,
108,PT04M03.00S,2026-02-07T20:27:32.1Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612751,25,17,2026-02-07T20:27:37Z,1080000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,107.0,,,1.0,1.0,0.0,,,,,,,,
109,PT03M52.00S,2026-02-07T20:27:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,90.22667542706965,47.549019607843135,1610612751,27,17,2026-02-07T20:27:46Z,1090000,False,-12.0,39.0,1,right,D. Sharpe driving Layup (4 PTS) (T. Mann 1 AST),"[1630549, 1629611]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,4.13,,,,T. Mann,1629611.0,1.0,,,,,
111,PT03M41.00S,2026-02-07T20:27:54.4Z,1,REGULAR,3pt,Jump Shot,[],1630264,30.436925098554536,63.48039215686274,1610612764,27,17,2026-02-07T20:28:00Z,1110000,False,-67.0,234.0,1,left,MISS A. Gill 24' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,24.31,,,,,,,,,,,
112,PT03M37.00S,2026-02-07T20:27:58.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,27,17,2026-02-07T20:28:00Z,1120000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,111.0,,,4.0,3.0,1.0,,,,,,,,
114,PT03M28.00S,2026-02-07T20:28:16.9Z,1,REGULAR,substitution,out,[],1629008,,,1610612751,27,17,2026-02-07T20:28:25Z,1140000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M28.00S,2026-02-07T20:28:16.9Z,1,REGULAR,substitution,in,[],1642874,,,1610612751,27,17,2026-02-07T20:28:25Z,1150000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M20.00S,2026-02-07T20:28:42.7Z,1,REGULAR,3pt,Jump Shot,[],1642879,74.32654402102497,86.02941176470588,1610612751,30,17,2026-02-07T20:28:46Z,1160000,False,180.0,189.0,1,right,B. Saraf 26' 3PT  (3 PTS) (T. Mann 2 AST),"[1642879, 1629611]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,3.0,26.09,,,,T. Mann,1629611.0,2.0,,,,,
118,PT03M03.00S,2026-02-07T20:29:08.3Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612764,30,17,2026-02-07T20:29:25Z,1180000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Gill 2 FT),"[1630549, 1630264]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1626302.0,1.0,0.0,Gill,1630264.0,,,,,,,,,,,,,,,
120,PT03M03.00S,2026-02-07T20:29:32.7Z,1,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,30,18,2026-02-07T20:29:51Z,1200000,False,,,0,,A. Gill Free Throw 1 of 2 (1 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
121,PT03M03.00S,2026-02-07T20:29:32.7Z,1,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,30,18,2026-02-07T20:29:51Z,1210000,False,,,0,,MISS A. Gill Free Throw 2 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
122,PT03M00.00S,2026-02-07T20:29:35.7Z,1,REGULAR,rebound,defensive,[],1642879,,,1610612751,30,18,2026-02-07T20:29:51Z,1220000,False,,,0,,B. Saraf REBOUND (Off:0 Def:1),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,121.0,,,1.0,1.0,0.0,,,,,,,,
123,PT02M47.00S,2026-02-07T20:30:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,93.38042049934296,46.81372549019608,1610612751,30,18,2026-02-07T20:30:07Z,1230000,False,-16.0,10.0,1,right,MISS B. Saraf driving Layup,[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.86,,,,,,,,,,,
124,PT02M45.00S,2026-02-07T20:30:06.8Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,30,18,2026-02-07T20:30:06Z,1240000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,123.0,,,1.0,0.0,1.0,,,,,,,,
125,PT02M45.00S,2026-02-07T20:30:06.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630549,94.40999984741211,50.0,1610612751,32,18,2026-02-07T20:41:55Z,1250000,False,0.0,0.0,1,right,D. Sharpe tip DUNK (6 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,0.0,,,,,,,,,,,
126,PT02M37.00S,2026-02-07T20:30:15.2Z,1,REGULAR,3pt,Jump Shot,[],1642364,25.312089356110377,83.57843137254902,1610612764,32,18,2026-02-07T20:30:21Z,1260000,False,-168.0,185.0,1,left,MISS J. Watkins 25' 3PT,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.01,,,,,,,,,,,
127,PT02M31.00S,2026-02-07T20:30:21.2Z,1,REGULAR,rebound,defensive,[],1642879,,,1610612751,32,18,2026-02-07T20:30:21Z,1270000,False,,,0,,B. Saraf REBOUND (Off:0 Def:2),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,,,,,,126.0,,,2.0,2.0,0.0,,,,,,,,
128,PT02M28.00S,2026-02-07T20:30:23.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629611,94.82588699080158,49.01960784313725,1610612751,34,18,2026-02-07T20:30:28Z,1280000,False,-5.0,-4.0,1,right,T. Mann running DUNK (2 PTS) (D. Powell 1 AST),"[1629611, 1642962]",1610612751.0,BKN,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.63,,,,D. Powell,1642962.0,1.0,,,,,
130,PT02M17.00S,2026-02-07T20:30:37.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,34,18,2026-02-07T20:30:37Z,1300000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M04.00S,2026-02-07T20:33:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642860,18.873193166885677,42.8921568627451,1610612764,34,18,2026-02-07T20:33:53Z,1310000,False,36.0,125.0,1,left,MISS W. Riley 12' fadeaway Shot,[1642860],1610612764.0,WAS,fadeaway,,,Riley,W. Riley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,12.98,,,,,,,,,,,
132,PT02M00.00S,2026-02-07T20:33:51.5Z,1,REGULAR,rebound,defensive,[],1642962,,,1610612751,34,18,2026-02-07T20:33:53Z,1320000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,131.0,,,1.0,1.0,0.0,,,,,,,,
133,PT01M48.00S,2026-02-07T20:34:02.2Z,1,REGULAR,3pt,Jump Shot,[],1642962,95.74572930354796,97.05882352941177,1610612751,37,18,2026-02-07T20:34:06Z,1330000,False,235.0,-13.0,1,right,D. Powell 3PT  (3 PTS) (B. Saraf 2 AST),"[1642962, 1642879]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Right Corner 3,24+ Right,,,,,,Made,,3.0,23.56,,,,B. Saraf,1642879.0,2.0,,,,,
135,PT01M42.00S,2026-02-07T20:34:08.6Z,1,REGULAR,turnover,lost ball,[],1630536,,,1610612764,37,18,2026-02-07T20:34:13Z,1350000,False,,,0,,S. Cooper lost ball TURNOVER (1 TO),"[1630536, 1642879]",1610612764.0,WAS,,,,Cooper,S. Cooper,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Saraf,1642879.0,,
136,PT01M42.00S,2026-02-07T20:34:08.6Z,1,REGULAR,steal,,[],1642879,,,1610612751,37,18,2026-02-07T20:34:12Z,1360000,False,,,0,,B. Saraf STEAL (1 STL),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
137,PT01M38.00S,2026-02-07T20:34:13.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642879,71.30420499342969,24.509803921568626,1610612751,37,18,2026-02-07T20:35:26Z,1370000,False,-127.0,217.0,1,right,MISS B. Saraf 25' pullup 3PT,[1642879],1610612751.0,BKN,pullup,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.19,,,,,,,,,,,
138,PT01M34.00S,2026-02-07T20:34:17.7Z,1,REGULAR,rebound,offensive,[],1642874,,,1610612751,37,18,2026-02-07T20:34:17Z,1380000,False,,,0,,D. Wolf REBOUND (Off:1 Def:0),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Left Center,,,,,,,137.0,,,1.0,0.0,1.0,,,,,,,,
139,PT01M34.00S,2026-02-07T20:34:17.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642874,94.40999984741211,50.0,1610612751,39,18,2026-02-07T20:34:21Z,1390000,False,0.0,0.0,1,right,D. Wolf putback Layup (2 PTS),[1642874],1610612751.0,BKN,putback,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.0,,,,,,,,,,,
140,PT01M21.00S,2026-02-07T20:34:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,7.835085413929041,50.73529411764706,1610612764,39,18,2026-02-07T20:34:32Z,1400000,False,-4.0,21.0,1,left,MISS A. Gill driving floating Shot,[1630264],1610612764.0,WAS,driving floating,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.14,,,,,,,,,,,
141,PT01M21.00S,2026-02-07T20:34:32.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,39,18,2026-02-07T20:34:32Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,140.0,,,,,,,,,,,,,
143,PT01M20.00S,2026-02-07T20:34:48.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642962,,,1610612764,39,18,2026-02-07T20:34:56Z,1430000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Gilbert 2 FT),"[1642962, 1642933]",1610612751.0,BKN,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1627529.0,1.0,0.0,Gilbert,1642933.0,,,,,,,,,,,,,,,
145,PT01M20.00S,2026-02-07T20:35:09.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1642933,,,1610612764,39,19,2026-02-07T20:35:09Z,1450000,False,,,0,,K. Gilbert Free Throw 1 of 2 (1 PTS),[1642933],1610612764.0,WAS,,,,Gilbert,K. Gilbert,,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
146,PT01M20.00S,2026-02-07T20:35:20.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1642933,,,1610612764,39,20,2026-02-07T20:35:20Z,1460000,False,,,0,,K. Gilbert Free Throw 2 of 2 (2 PTS),[1642933],1610612764.0,WAS,,,,Gilbert,K. Gilbert,,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
147,PT01M05.00S,2026-02-07T20:35:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642879,88.51839684625493,35.78431372549019,1610612751,39,20,2026-02-07T20:38:26Z,1470000,False,-71.0,55.0,1,right,MISS B. Saraf 9' driving floating Shot,[1642879],1610612751.0,BKN,driving floating,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,9.01,,,,,,,,,,,
148,PT01M02.00S,2026-02-07T20:35:42.9Z,1,REGULAR,rebound,offensive,[],1642879,,,1610612751,39,20,2026-02-07T20:47:41Z,1480000,False,,,0,,B. Saraf REBOUND (Off:1 Def:2),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,147.0,,,3.0,2.0,1.0,,,,,,,,
149,PT00M56.20S,2026-02-07T20:35:49.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,93.77463863337714,52.20588235294118,1610612751,39,20,2026-02-07T20:35:53Z,1490000,False,11.0,6.0,1,right,MISS D. Sharpe Layup,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.25,,,,,,,,,,,
151,PT00M53.80S,2026-02-07T20:35:52.0Z,1,REGULAR,rebound,defensive,[],1642933,,,1610612764,39,20,2026-02-07T20:35:53Z,1510000,False,,,0,,K. Gilbert REBOUND (Off:0 Def:1),[1642933],1610612764.0,WAS,,,,Gilbert,K. Gilbert,,,,,Restricted Area,0-8 Center,,,,,,,149.0,,,1.0,1.0,0.0,,,,,,,,
152,PT00M50.90S,2026-02-07T20:35:56.9Z,1,REGULAR,turnover,lost ball,[],1642933,,,1610612764,39,20,2026-02-07T20:49:41Z,1520000,False,,,0,,K. Gilbert lost ball TURNOVER (1 TO),"[1642933, 1642879]",1610612764.0,WAS,,,,Gilbert,K. Gilbert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Saraf,1642879.0,,
153,PT00M50.90S,2026-02-07T20:35:56.9Z,1,REGULAR,steal,,[],1642879,,,1610612751,39,20,2026-02-07T20:49:35Z,1530000,False,,,0,,B. Saraf STEAL (2 STL),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
154,PT00M46.10S,2026-02-07T20:36:01.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,94.30026281208936,50.98039215686274,1610612751,41,20,2026-02-07T20:36:04Z,1540000,False,5.0,1.0,1,right,T. Mann running Layup (4 PTS) (D. Wolf 1 AST),"[1629611, 1642874]",1610612751.0,BKN,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.5,,,,D. Wolf,1642874.0,1.0,,,,,
156,PT00M31.80S,2026-02-07T20:36:16.8Z,1,REGULAR,3pt,Jump Shot,[],1630536,32.276609724047304,50.49019607843137,1610612764,41,20,2026-02-07T20:36:21Z,1560000,False,-2.0,251.0,1,left,MISS S. Cooper 25' step back 3PT,[1630536],1610612764.0,WAS,step back,,,Cooper,S. Cooper,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.09,,,,,,,,,,,
157,PT00M27.60S,2026-02-07T20:36:21.0Z,1,REGULAR,rebound,defensive,[],1642962,,,1610612751,41,20,2026-02-07T20:36:21Z,1570000,False,,,0,,D. Powell REBOUND (Off:0 Def:2),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,156.0,,,2.0,2.0,0.0,,,,,,,,
158,PT00M21.00S,2026-02-07T20:36:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,89.43823915900131,57.107843137254896,1610612751,43,20,2026-02-07T20:36:38Z,1580000,False,36.0,47.0,1,right,D. Sharpe turnaround Jump Shot (8 PTS) (B. Saraf 3 AST),"[1630549, 1642879]",1610612751.0,BKN,turnaround,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,8.0,5.87,,,,B. Saraf,1642879.0,3.0,,,,,
160,PT00M05.20S,2026-02-07T20:36:45.5Z,1,REGULAR,turnover,lost ball,[],1642933,,,1610612764,43,20,2026-02-07T20:36:50Z,1600000,False,,,0,,K. Gilbert lost ball TURNOVER (2 TO),"[1642933, 1630549]",1610612764.0,WAS,,,,Gilbert,K. Gilbert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,Sharpe,1630549.0,,
161,PT00M05.20S,2026-02-07T20:36:45.5Z,1,REGULAR,steal,,[],1630549,,,1610612751,43,20,2026-02-07T20:36:47Z,1610000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
162,PT00M00.90S,2026-02-07T20:36:49.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642874,75.50919842312747,15.196078431372548,1610612751,46,20,2026-02-07T20:36:56Z,1620000,False,-174.0,178.0,1,right,D. Wolf 24' 3PT running pullup (5 PTS) (D. Sharpe 1 AST),"[1642874, 1630549]",1610612751.0,BKN,running pullup,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,5.0,24.87,,,,D. Sharpe,1630549.0,1.0,,,,,
163,PT00M00.30S,2026-02-07T20:36:59.4Z,1,REGULAR,heave,,[],0,,,1610612764,46,20,2026-02-07T20:54:20Z,1630000,False,,,0,,WAS Heave,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,67.02,,,,,,,,,,,
164,PT00M00.10S,2026-02-07T20:36:59.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,46,20,2026-02-07T20:37:14Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,163.0,,,,,,,,,,,,,
165,PT00M00.00S,2026-02-07T20:37:03.8Z,1,REGULAR,period,end,[],0,,,1610612764,46,20,2026-02-07T20:37:03Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-02-07T20:39:44.0Z,2,REGULAR,period,start,[],0,,,1610612764,46,20,2026-02-07T20:39:44Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M44.00S,2026-02-07T20:40:03.5Z,2,REGULAR,foul,technical,['1freethrow'],1642874,,,1610612764,46,20,2026-02-07T20:40:14Z,1670000,False,,,0,,D. Wolf defensive-3-second technical FOUL (1 Tech),[1642874],1610612751.0,BKN,defensive-3-second,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Center,101284.0,0.0,1.0,,,,,,,,,,,,,,,,,
168,PT11M44.00S,2026-02-07T20:40:24.6Z,2,REGULAR,freethrow,1 of 1,[],1642860,,,1610612764,46,21,2026-02-07T20:40:24Z,1680000,False,,,0,,W. Riley technical Free Throw 1 of 1 (4 PTS),[1642860],1610612764.0,WAS,technical,,,Riley,W. Riley,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
169,PT11M32.00S,2026-02-07T20:40:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630536,11.383048620236531,51.9607843137255,1610612764,46,21,2026-02-07T20:40:52Z,1690000,False,-10.0,55.0,1,left,MISS S. Cooper driving Layup - blocked,"[1630536, 1642962]",1610612764.0,WAS,driving,,,Cooper,S. Cooper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.54,,,,,,,,,,Powell,1642962.0
170,PT11M32.00S,2026-02-07T20:40:48.9Z,2,REGULAR,block,,[],1642962,,,1610612764,46,21,2026-02-07T20:40:51Z,1700000,False,,,0,,D. Powell BLOCK (1 BLK),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
