actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
260,PT07M38.00S,2026-02-04T01:25:05.5Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,29,59,2026-02-04T01:25:05Z,2570000,False,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,259.0,4.0,4.0,0.0,,,
261,PT07M29.00S,2026-02-04T01:25:15.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,7.5722733245729295,51.71568627450981,1610612747,29,61,2026-02-04T01:25:19Z,2580000,False,-9.0,19.0,1,left,D. Ayton DUNK (6 PTS) (L. Dončić 4 AST),"[1629028, 1629029]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.06,Made,6.0,L. Dončić,1629029.0,4.0,,,,,,,,,,,,
263,PT07M12.00S,2026-02-04T01:25:31.5Z,2,REGULAR,3pt,Jump Shot,[],1641730,67.09921156373193,46.07843137254902,1610612751,29,61,2026-02-04T01:25:35Z,2600000,False,-20.0,257.0,1,right,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,25.75,Missed,,,,,,,,,,,,,,,,
264,PT07M10.00S,2026-02-04T01:25:33.5Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612747,29,61,2026-02-04T01:25:35Z,2610000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:3),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,263.0,3.0,3.0,0.0,,,
265,PT07M05.00S,2026-02-04T01:25:39.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,30.042706964520367,32.35294117647059,1610612747,29,61,2026-02-04T01:28:18Z,2620000,False,88.0,230.0,1,left,MISS L. Dončić 24' running pullup 3PT,[1629029],1610612747.0,LAL,running pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,24.62,Missed,,,,,,,,,,,,,,,,
266,PT06M59.00S,2026-02-04T01:25:45.8Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,29,61,2026-02-04T01:37:13Z,2630000,False,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,265.0,2.0,1.0,1.0,,,
267,PT06M50.00S,2026-02-04T01:25:55.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2544,31.09395532194481,24.509803921568626,1610612747,29,61,2026-02-04T01:26:33Z,2640000,False,127.0,240.0,1,left,MISS L. James 27' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,Above the Break 3,24+ Right Center,27.16,Missed,,,,,,,,,,,,,,,,
268,PT06M46.00S,2026-02-04T01:25:59.4Z,2,REGULAR,rebound,offensive,[],203935,,,1610612747,29,61,2026-02-04T01:26:33Z,2650000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,267.0,2.0,1.0,1.0,,,
269,PT06M45.00S,2026-02-04T01:26:02.8Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612747,29,61,2026-02-04T01:26:28Z,2660000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1630549]",1610612747.0,LAL,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Sharpe,1630549.0
270,PT06M45.00S,2026-02-04T01:26:02.8Z,2,REGULAR,steal,,[],1630549,,,1610612751,29,61,2026-02-04T01:26:28Z,2670000,False,,,0,,D. Sharpe STEAL (2 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,
271,PT06M41.00S,2026-02-04T01:26:07.0Z,2,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612751,29,61,2026-02-04T01:26:17Z,2680000,False,,,0,,D. Ayton shooting personal FOUL (2 PF) (Thomas 2 FT),"[1629028, 1630560]",1610612747.0,LAL,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,2.0,0.0,Thomas,1630560.0,,,,,,,
273,PT06M41.00S,2026-02-04T01:26:36.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630560,,,1610612751,29,61,2026-02-04T01:28:59Z,2700000,False,,,0,,MISS C. Thomas Free Throw 1 of 2,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Missed,,,,,,,,,,,,,,,,
274,PT06M41.00S,2026-02-04T01:26:36.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,29,61,2026-02-04T01:28:59Z,2710000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,
275,PT06M41.00S,2026-02-04T01:26:36.8Z,2,REGULAR,substitution,out,[],2544,,,1610612751,29,61,2026-02-04T01:26:47Z,2720000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M41.00S,2026-02-04T01:26:36.8Z,2,REGULAR,substitution,in,[],1629060,,,1610612751,29,61,2026-02-04T01:26:47Z,2730000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M41.00S,2026-02-04T01:26:36.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630560,,,1610612751,30,61,2026-02-04T01:28:59Z,2740000,False,,,0,,C. Thomas Free Throw 2 of 2 (3 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
278,PT06M23.00S,2026-02-04T01:27:19.7Z,2,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612747,30,61,2026-02-04T01:27:25Z,2750000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Ayton 2 FT),"[1630549, 1629028]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,1.0,0.0,Ayton,1629028.0,,,,,,,
280,PT06M23.00S,2026-02-04T01:27:47.8Z,2,REGULAR,freethrow,1 of 2,[],1629028,,,1610612747,30,61,2026-02-04T01:27:47Z,2770000,False,,,0,,MISS D. Ayton Free Throw 1 of 2,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,
281,PT06M23.00S,2026-02-04T01:27:47.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,30,61,2026-02-04T01:27:47Z,2780000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,280.0,,,,,,
282,PT06M23.00S,2026-02-04T01:28:04.7Z,2,REGULAR,freethrow,2 of 2,[],1629028,,,1610612747,30,62,2026-02-04T01:28:04Z,2790000,False,,,0,,D. Ayton Free Throw 2 of 2 (7 PTS),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
283,PT06M08.00S,2026-02-04T01:28:24.4Z,2,REGULAR,turnover,out-of-bounds,[],1642856,,,1610612751,30,62,2026-02-04T01:28:28Z,2800000,False,,,0,,E. Dëmin bad pass out-of-bounds TURNOVER (3 TO),[1642856],1610612751.0,BKN,bad pass,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Left,,,,,,,1627534.0,,,,,,,,,3.0,,
284,PT06M08.00S,2026-02-04T01:28:28.1Z,2,REGULAR,substitution,out,[],1629028,,,1610612747,30,62,2026-02-04T01:28:38Z,2810000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M08.00S,2026-02-04T01:28:28.1Z,2,REGULAR,substitution,in,[],1629637,,,1610612747,30,62,2026-02-04T01:28:38Z,2820000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
286,PT06M08.00S,2026-02-04T01:28:28.1Z,2,REGULAR,substitution,out,[],1630560,,,1610612747,30,62,2026-02-04T01:28:48Z,2830000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
287,PT06M08.00S,2026-02-04T01:28:28.1Z,2,REGULAR,substitution,in,[],1642849,,,1610612747,30,62,2026-02-04T01:28:48Z,2840000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M45.00S,2026-02-04T01:29:27.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,41.21222076215506,28.186274509803923,1610612747,30,62,2026-02-04T01:29:40Z,2860000,False,109.0,335.0,1,left,MISS L. Dončić 35' pullup 3PT,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,35.22,Missed,,,,,,,,,,,,,,,,
290,PT05M40.00S,2026-02-04T01:29:32.6Z,2,REGULAR,rebound,defensive,[],1642874,,,1610612751,30,62,2026-02-04T01:29:34Z,2870000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,289.0,1.0,1.0,0.0,,,
291,PT05M34.00S,2026-02-04T01:29:37.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642856,93.64323258869908,47.549019607843135,1610612751,30,62,2026-02-04T01:39:48Z,2880000,False,-12.0,7.0,1,right,MISS E. Dëmin running Layup,[1642856],1610612751.0,BKN,running,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,
292,PT05M34.00S,2026-02-04T01:29:37.5Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,30,62,2026-02-04T01:29:42Z,2890000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,291.0,2.0,2.0,0.0,,,
293,PT05M24.00S,2026-02-04T01:29:51.0Z,2,REGULAR,foul,personal,['2freethrow'],1642874,,,1610612747,30,62,2026-02-04T01:30:00Z,2900000,False,,,0,,D. Wolf shooting personal FOUL (1 PF) (Dončić 2 FT),"[1642874, 1629029]",1610612751.0,BKN,shooting,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1627534.0,1.0,0.0,Dončić,1629029.0,,,,,,,
295,PT05M24.00S,2026-02-04T01:30:13.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,30,62,2026-02-04T01:30:21Z,2920000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,,,
296,PT05M24.00S,2026-02-04T01:30:25.6Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,30,63,2026-02-04T01:30:59Z,2930000,False,,,0,,L. Dončić Free Throw 1 of 2 (15 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
297,PT05M24.00S,2026-02-04T01:30:25.6Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,30,63,2026-02-04T01:30:59Z,2940000,False,,,0,,MISS L. Dončić Free Throw 2 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,
298,PT05M22.00S,2026-02-04T01:30:27.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,30,63,2026-02-04T01:30:59Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,297.0,,,,,,
299,PT05M22.00S,2026-02-04T01:30:50.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642874,,,1610612747,30,63,2026-02-04T01:31:00Z,2960000,False,,,0,,D. Wolf loose ball personal FOUL (2 PF) (LaRavia 2 FT),"[1642874, 1631222]",1610612751.0,BKN,loose ball,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1627534.0,2.0,0.0,LaRavia,1631222.0,,,,,,,
301,PT05M22.00S,2026-02-04T01:31:17.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631222,,,1610612747,30,64,2026-02-04T01:31:17Z,2980000,False,,,0,,J. LaRavia Free Throw 1 of 2 (7 PTS),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
302,PT05M22.00S,2026-02-04T01:31:18.2Z,2,REGULAR,substitution,out,[],1642874,,,1610612747,30,64,2026-02-04T01:31:24Z,2990000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,
303,PT05M22.00S,2026-02-04T01:31:18.2Z,2,REGULAR,substitution,in,[],1629008,,,1610612747,30,64,2026-02-04T01:31:24Z,3000000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
304,PT05M22.00S,2026-02-04T01:31:17.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631222,,,1610612747,30,64,2026-02-04T01:31:48Z,3010000,False,,,0,,MISS J. LaRavia Free Throw 2 of 2,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,Missed,,,,,,,,,,,,,,,,
305,PT05M20.00S,2026-02-04T01:31:19.3Z,2,REGULAR,rebound,offensive,[],203935,,,1610612747,30,64,2026-02-04T01:31:48Z,3020000,False,,,0,,M. Smart REBOUND (Off:2 Def:1),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,304.0,3.0,1.0,2.0,,,
306,PT05M20.00S,2026-02-04T01:31:42.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'defensivegoaltending']",203935,5.590000152587891,50.0,1610612747,30,66,2026-02-04T01:32:17Z,3030000,False,0.0,0.0,1,left,M. Smart tip Layup (4 PTS),[203935],1610612747.0,LAL,tip,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,
309,PT05M20.00S,2026-02-04T01:31:58.6Z,2,REGULAR,violation,defensive goaltending,[],1641730,,,1610612747,30,66,2026-02-04T01:32:24Z,3060000,False,,,0,,N. Clowney defensive goaltending VIOLATION,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,1630886.0,,,,,,,,,,,
310,PT05M10.00S,2026-02-04T01:32:04.2Z,2,REGULAR,3pt,Jump Shot,[],1641730,93.51182654402102,3.9215686274509802,1610612751,30,66,2026-02-04T01:32:19Z,3070000,False,-230.0,8.0,1,right,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,
311,PT05M10.00S,2026-02-04T01:32:06.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,30,66,2026-02-04T01:32:06Z,3080000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,310.0,,,,,,
313,PT04M51.00S,2026-02-04T01:32:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,7.966491458607096,61.76470588235294,1610612747,30,66,2026-02-04T01:32:34Z,3100000,False,-59.0,22.0,1,left,MISS J. LaRavia 6' turnaround Shot,[1631222],1610612747.0,LAL,turnaround,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,,,,,,,,,,,,,,,
314,PT04M48.00S,2026-02-04T01:32:33.4Z,2,REGULAR,rebound,defensive,[],1641730,,,1610612751,30,66,2026-02-04T01:32:33Z,3110000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,313.0,1.0,1.0,0.0,,,
315,PT04M35.00S,2026-02-04T01:32:46.5Z,2,REGULAR,3pt,Jump Shot,[],1629008,91.14651773981603,4.166666666666666,1610612751,30,66,2026-02-04T01:40:02Z,3120000,False,-229.0,31.0,1,right,MISS M. Porter Jr. step back 3PT,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.12,Missed,,,,,,,,,,,,,,,,
316,PT04M32.00S,2026-02-04T01:32:49.5Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,30,66,2026-02-04T01:32:51Z,3130000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,315.0,5.0,1.0,4.0,,,
317,PT04M29.00S,2026-02-04T01:32:52.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642849,78.9257555847569,90.44117647058823,1610612751,30,66,2026-02-04T01:32:59Z,3140000,False,202.0,146.0,1,right,MISS N. Traore 24' 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Right Center,24.92,Missed,,,,,,,,,,,,,,,,
318,PT04M27.00S,2026-02-04T01:32:54.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,30,66,2026-02-04T01:32:59Z,3150000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,317.0,,,,,,
320,PT04M27.00S,2026-02-04T01:32:59.5Z,2,REGULAR,substitution,out,[],203935,,,1610612747,30,66,2026-02-04T01:33:06Z,3170000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
321,PT04M27.00S,2026-02-04T01:32:59.5Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,30,66,2026-02-04T01:33:06Z,3180000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
322,PT04M12.00S,2026-02-04T01:33:22.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,7.30946123521682,52.69607843137255,1610612747,30,68,2026-02-04T01:33:26Z,3190000,False,-13.0,16.0,1,left,A. Reaves driving Layup (8 PTS) (J. Hayes 2 AST),"[1630559, 1629637]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.11,Made,8.0,J. Hayes,1629637.0,2.0,,,,,,,,,,,,
324,PT03M59.00S,2026-02-04T01:33:37.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,92.72339027595268,58.333333333333336,1610612751,32,68,2026-02-04T01:44:29Z,3210000,False,42.0,16.0,1,right,M. Porter Jr. driving Layup (14 PTS) (N. Clowney 2 AST),"[1629008, 1641730]",1610612751.0,BKN,driving,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,14.0,N. Clowney,1641730.0,2.0,,,,,,,,,,,,
326,PT03M59.00S,2026-02-04T01:33:40.3Z,2,REGULAR,foul,personal,['1freethrow'],1631222,,,1610612751,32,68,2026-02-04T01:33:53Z,3230000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1631222, 1629008]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,
328,PT03M59.00S,2026-02-04T01:34:03.7Z,2,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,33,68,2026-02-04T01:34:03Z,3250000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (15 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
329,PT03M50.00S,2026-02-04T01:34:15.4Z,2,REGULAR,turnover,bad pass,[],1631222,,,1610612747,33,68,2026-02-04T01:34:22Z,3260000,False,,,0,,J. LaRavia bad pass TURNOVER (1 TO),"[1631222, 1642856]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Dëmin,1642856.0
330,PT03M50.00S,2026-02-04T01:34:15.4Z,2,REGULAR,steal,,[],1642856,,,1610612751,33,68,2026-02-04T01:34:18Z,3270000,False,,,0,,E. Dëmin STEAL (1 STL),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,
331,PT03M45.00S,2026-02-04T01:34:19.3Z,2,REGULAR,turnover,bad pass,[],1642856,,,1610612751,33,68,2026-02-04T01:34:24Z,3280000,False,,,0,,E. Dëmin bad pass TURNOVER (4 TO),"[1642856, 1631222]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,4.0,LaRavia,1631222.0
332,PT03M45.00S,2026-02-04T01:34:19.3Z,2,REGULAR,steal,,[],1631222,,,1610612747,33,68,2026-02-04T01:34:21Z,3290000,False,,,0,,J. LaRavia STEAL (1 STL),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,
333,PT03M37.00S,2026-02-04T01:34:27.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629060,8.754927726675426,96.07843137254902,1610612747,33,68,2026-02-04T01:34:34Z,3300000,False,-230.0,30.0,1,left,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,
334,PT03M34.00S,2026-02-04T01:34:30.9Z,2,REGULAR,rebound,defensive,[],1641730,,,1610612751,33,68,2026-02-04T01:34:34Z,3310000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,333.0,2.0,2.0,0.0,,,
335,PT03M27.00S,2026-02-04T01:35:07.3Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203759,,,1610612751,33,68,2026-02-04T01:35:20Z,3320000,False,,,0,,TEAM foul technical,[203759],1610612751.0,BKN,,,,,,,,,,,,,,,,,,1630886.0,,,,,,,,,,,
336,PT03M27.00S,2026-02-04T01:35:24.9Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612751,33,69,2026-02-04T01:35:24Z,3330000,False,,,0,,A. Reaves technical Free Throw 1 of 1 (9 PTS),[1630559],1610612747.0,LAL,technical,,,Reaves,A. Reaves,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
337,PT03M24.00S,2026-02-04T01:35:51.9Z,2,REGULAR,jumpball,recovered,[],1629637,,,1610612751,33,69,2026-02-04T01:35:51Z,3340000,False,,,0,,Jump Ball R. Hachimura vs. N. Clowney: Tip to J. Hayes,"[1629637, 1629060, 1641730]",1610612747.0,LAL,heldball,J. Hayes,1629637.0,Hayes,J. Hayes,Hachimura,1629060.0,Clowney,1641730.0,,,,,,,,,,,,,,,,,,,,
340,PT03M24.00S,2026-02-04T01:35:51.9Z,2,REGULAR,turnover,lost ball,[],1641730,,,1610612751,33,69,2026-02-04T01:35:51Z,3370000,False,,,0,,N. Clowney lost ball TURNOVER (1 TO),"[1641730, 1629060]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,1.0,Hachimura,1629060.0
341,PT03M24.00S,2026-02-04T01:35:51.9Z,2,REGULAR,steal,,[],1629060,,,1610612747,33,69,2026-02-04T01:35:51Z,3380000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
342,PT03M14.00S,2026-02-04T01:36:01.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,29.38567674113009,20.588235294117645,1610612747,33,69,2026-02-04T01:36:07Z,3390000,False,147.0,224.0,1,left,MISS L. Dončić 26' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,26.77,Missed,,,,,,,,,,,,,,,,
343,PT03M11.00S,2026-02-04T01:36:04.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612751,33,69,2026-02-04T01:36:07Z,3400000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,342.0,4.0,3.0,1.0,,,
344,PT03M06.00S,2026-02-04T01:36:11.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630549,92.19776609724047,54.166666666666664,1610612751,33,69,2026-02-04T01:47:18Z,3410000,False,21.0,21.0,1,right,MISS D. Sharpe running Layup,[1630549],1610612751.0,BKN,running,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,
345,PT03M03.00S,2026-02-04T01:36:14.5Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612747,33,69,2026-02-04T01:36:18Z,3420000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:4),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,344.0,4.0,4.0,0.0,,,
346,PT02M47.00S,2026-02-04T01:36:29.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,12.565703022339028,58.333333333333336,1610612747,33,69,2026-02-04T01:36:34Z,3430000,False,-42.0,66.0,1,left,MISS A. Reaves 7' turnaround Shot,[1630559],1610612747.0,LAL,turnaround,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,
