actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
83,PT05M49.00S,2026-02-04T00:54:54.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,11,21,2026-02-04T00:55:06Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,82.0,,,,,,
84,PT05M49.00S,2026-02-04T00:54:59.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612747,11,21,2026-02-04T00:55:08Z,840000,False,,,0,,N. Claxton loose ball personal FOUL (2 PF) (Hayes 2 FT),"[1629651, 1629637]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,1630886.0,2.0,0.0,Hayes,1629637.0,,,,,,,
86,PT05M49.00S,2026-02-04T00:55:25.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629637,,,1610612747,11,22,2026-02-04T00:55:25Z,860000,False,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
87,PT05M49.00S,2026-02-04T00:55:26.3Z,1,REGULAR,substitution,out,[],1641730,,,1610612747,11,22,2026-02-04T00:55:40Z,870000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M49.00S,2026-02-04T00:55:26.3Z,1,REGULAR,substitution,out,[],2544,,,1610612747,11,22,2026-02-04T00:55:40Z,880000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M49.00S,2026-02-04T00:55:26.3Z,1,REGULAR,substitution,in,[],1630560,,,1610612747,11,22,2026-02-04T00:55:40Z,890000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M49.00S,2026-02-04T00:55:26.3Z,1,REGULAR,substitution,in,[],1629060,,,1610612747,11,22,2026-02-04T00:55:40Z,900000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M49.00S,2026-02-04T00:55:48.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629637,,,1610612747,11,23,2026-02-04T00:55:48Z,910000,False,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
92,PT05M30.00S,2026-02-04T00:56:08.9Z,1,REGULAR,2pt,Jump Shot,[],1630560,89.43823915900131,21.813725490196077,1610612751,11,23,2026-02-04T01:06:53Z,920000,False,-141.0,47.0,1,right,MISS C. Thomas 14' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,14.85,Missed,,,,,,,,,,,,,,,,
93,PT05M27.00S,2026-02-04T00:56:11.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,11,23,2026-02-04T00:56:14Z,930000,False,,,0,,L. Dončić REBOUND (Off:0 Def:3),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,92.0,3.0,3.0,0.0,,,
94,PT05M23.00S,2026-02-04T00:56:15.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,31.488173455978973,55.88235294117647,1610612747,11,26,2026-02-04T00:56:39Z,940000,False,-29.0,243.0,1,left,L. Dončić 24' 3PT running pullup (10 PTS),[1629029],1610612747.0,LAL,running pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,24.53,Made,10.0,,,,,,,,,,,,,,,
95,PT05M21.00S,2026-02-04T00:56:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,11,26,2026-02-04T00:56:22Z,950000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M21.00S,2026-02-04T00:56:23.2Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,11,26,2026-02-04T00:58:49Z,960000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M21.00S,2026-02-04T00:56:23.2Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,11,26,2026-02-04T00:58:49Z,970000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M07.00S,2026-02-04T00:59:38.5Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612751,11,26,2026-02-04T00:59:45Z,980000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1629637, 1629008]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,
100,PT05M07.00S,2026-02-04T00:59:58.8Z,1,REGULAR,freethrow,1 of 2,[],1629008,,,1610612751,12,26,2026-02-04T00:59:58Z,1000000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (7 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
101,PT05M07.00S,2026-02-04T01:00:14.1Z,1,REGULAR,freethrow,2 of 2,[],1629008,,,1610612751,13,26,2026-02-04T01:00:14Z,1010000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (8 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
102,PT04M57.00S,2026-02-04T01:00:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,7.178055190538765,50.0,1610612747,13,28,2026-02-04T01:00:42Z,1020000,False,0.0,15.0,1,left,J. Hayes alley-oop Layup (4 PTS) (L. Dončić 2 AST),"[1629637, 1629029]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.5,Made,4.0,L. Dončić,1629029.0,2.0,,,,,,,,,,,,
104,PT04M47.00S,2026-02-04T01:00:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,92.46057818659659,47.05882352941176,1610612751,13,28,2026-02-04T01:05:21Z,1040000,False,-15.0,18.0,1,right,MISS B. Saraf driving Layup,[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,
105,PT04M47.00S,2026-02-04T01:00:37.8Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,13,28,2026-02-04T01:00:45Z,1050000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,104.0,1.0,0.0,1.0,,,
106,PT04M42.00S,2026-02-04T01:00:42.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630549,94.40999984741211,50.0,1610612751,15,28,2026-02-04T01:03:31Z,1060000,False,0.0,0.0,1,right,D. Sharpe tip DUNK (2 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,
107,PT04M33.00S,2026-02-04T01:00:51.8Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612747,15,28,2026-02-04T01:00:55Z,1070000,False,,,0,,L. Dončić lost ball TURNOVER (1 TO),"[1629029, 1630549]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Sharpe,1630549.0
108,PT04M33.00S,2026-02-04T01:00:51.8Z,1,REGULAR,steal,,[],1630549,,,1610612751,15,28,2026-02-04T01:00:53Z,1080000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,
109,PT04M30.00S,2026-02-04T01:00:54.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630549,93.9060446780552,51.225490196078425,1610612751,17,28,2026-02-04T01:02:03Z,1090000,False,6.0,5.0,1,right,D. Sharpe driving DUNK (4 PTS),[1630549],1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.78,Made,4.0,,,,,,,,,,,,,,,
111,PT04M11.00S,2026-02-04T01:01:23.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612747,17,28,2026-02-04T01:01:30Z,1110000,False,,,0,,M. Porter Jr. personal FOUL (2 PF) (Dončić 2 FT),"[1629008, 1629029]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,1630886.0,2.0,0.0,Dončić,1629029.0,,,,,,,
113,PT04M11.00S,2026-02-04T01:01:55.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,17,29,2026-02-04T01:01:55Z,1130000,False,,,0,,L. Dončić Free Throw 1 of 2 (11 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
114,PT04M11.00S,2026-02-04T01:01:56.0Z,1,REGULAR,substitution,out,[],1631222,,,1610612747,17,29,2026-02-04T01:02:00Z,1140000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M11.00S,2026-02-04T01:01:56.0Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,17,29,2026-02-04T01:02:00Z,1150000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M11.00S,2026-02-04T01:01:55.2Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,17,29,2026-02-04T01:02:25Z,1160000,False,,,0,,MISS L. Dončić Free Throw 2 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,
117,PT04M08.00S,2026-02-04T01:01:58.2Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,17,29,2026-02-04T01:02:25Z,1170000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,116.0,2.0,1.0,1.0,,,
118,PT03M53.00S,2026-02-04T01:02:37.1Z,1,REGULAR,3pt,Jump Shot,[],1630533,74.06373193166885,17.401960784313726,1610612751,17,29,2026-02-04T01:02:43Z,1180000,False,-163.0,191.0,1,right,MISS Z. Williams 25' pullup 3PT,[1630533],1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,
119,PT03M52.00S,2026-02-04T01:02:41.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,17,29,2026-02-04T01:02:41Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,118.0,,,,,,
121,PT03M49.00S,2026-02-04T01:02:58.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1642879,89.96386333771353,71.07843137254902,1610612751,17,29,2026-02-04T01:03:04Z,1210000,False,105.0,42.0,1,right,MISS B. Saraf 11' fadeaway Shot,[1642879],1610612751.0,BKN,fadeaway,,,Saraf,B. Saraf,,,,,Mid-Range,8-16 Right,11.34,Missed,,,,,,,,,,,,,,,,
122,PT03M44.00S,2026-02-04T01:03:03.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,17,29,2026-02-04T01:03:04Z,1220000,False,,,0,,L. Dončić REBOUND (Off:0 Def:4),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,121.0,4.0,4.0,0.0,,,
123,PT03M41.00S,2026-02-04T01:03:09.1Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612747,17,29,2026-02-04T01:03:17Z,1230000,False,,,0,,L. Dončić bad pass out-of-bounds TURNOVER (2 TO),[1629029],1610612747.0,LAL,bad pass,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right,,,,,,,1627534.0,,,,,,,,,2.0,,
125,PT03M27.00S,2026-02-04T01:03:40.2Z,1,REGULAR,substitution,out,[],1629008,,,1610612751,17,29,2026-02-04T01:03:43Z,1250000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M27.00S,2026-02-04T01:03:40.2Z,1,REGULAR,substitution,in,[],1642874,,,1610612751,17,29,2026-02-04T01:03:43Z,1260000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M19.00S,2026-02-04T01:04:02.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,76.82325886990802,27.450980392156865,1610612751,19,29,2026-02-04T01:04:06Z,1270000,False,-113.0,165.0,1,right,C. Thomas 20' step back Jump Shot (2 PTS) (D. Wolf 1 AST),"[1630560, 1642874]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,20.01,Made,2.0,D. Wolf,1642874.0,1.0,,,,,,,,,,,,
129,PT03M12.00S,2026-02-04T01:04:13.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642879,,,1610612747,19,29,2026-02-04T01:04:27Z,1290000,False,,,0,,B. Saraf shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[1642879, 1629020]",1610612751.0,BKN,shooting,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202007.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,
131,PT03M12.00S,2026-02-04T01:04:47.4Z,1,REGULAR,freethrow,1 of 2,[],1629020,,,1610612747,19,29,2026-02-04T01:04:47Z,1310000,False,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,
132,PT03M12.00S,2026-02-04T01:04:47.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,19,29,2026-02-04T01:04:47Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,
133,PT03M12.00S,2026-02-04T01:05:04.2Z,1,REGULAR,freethrow,2 of 2,[],1629020,,,1610612747,19,30,2026-02-04T01:05:04Z,1330000,False,,,0,,J. Vanderbilt Free Throw 2 of 2 (1 PTS),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
134,PT03M01.00S,2026-02-04T01:05:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630560,71.04139290407359,24.509803921568626,1610612751,19,30,2026-02-04T01:05:21Z,1340000,False,-127.0,220.0,1,right,MISS C. Thomas 25' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,
135,PT02M56.00S,2026-02-04T01:05:21.7Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,19,30,2026-02-04T01:05:21Z,1350000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,
136,PT02M50.00S,2026-02-04T01:05:26.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,31.225361366622867,37.745098039215684,1610612747,19,33,2026-02-04T01:05:31Z,1360000,False,61.0,241.0,1,left,L. Dončić 24' 3PT step back (14 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,24.87,Made,14.0,,,,,,,,,,,,,,,
137,PT02M36.00S,2026-02-04T01:05:40.4Z,1,REGULAR,3pt,Jump Shot,[],1642874,93.11760840998686,3.431372549019608,1610612751,19,33,2026-02-04T01:05:44Z,1370000,False,-233.0,12.0,1,right,MISS D. Wolf 3PT,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,
138,PT02M34.00S,2026-02-04T01:05:42.4Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,19,33,2026-02-04T01:05:44Z,1380000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,
142,PT02M30.00S,2026-02-04T01:06:03.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612747,19,33,2026-02-04T01:06:11Z,1420000,False,,,0,,Z. Williams personal FOUL (2 PF) (Hayes 2 FT),"[1630533, 1629637]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,2.0,0.0,Hayes,1629637.0,,,,,,,
144,PT02M30.00S,2026-02-04T01:06:20.5Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,19,33,2026-02-04T01:06:20Z,1440000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,
145,PT02M30.00S,2026-02-04T01:06:20.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,19,33,2026-02-04T01:06:20Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,
146,PT02M30.00S,2026-02-04T01:06:22.2Z,1,REGULAR,substitution,out,[],1629029,,,1610612747,19,33,2026-02-04T01:06:28Z,1460000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M30.00S,2026-02-04T01:06:22.2Z,1,REGULAR,substitution,in,[],2544,,,1610612747,19,33,2026-02-04T01:06:28Z,1470000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M30.00S,2026-02-04T01:06:40.6Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,19,34,2026-02-04T01:06:40Z,1480000,False,,,0,,J. Hayes Free Throw 2 of 2 (5 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
149,PT02M15.00S,2026-02-04T01:06:56.9Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,19,34,2026-02-04T01:07:01Z,1490000,False,,,0,,C. Thomas bad pass TURNOVER (1 TO),"[1630560, 1629637]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Hayes,1629637.0
150,PT02M15.00S,2026-02-04T01:06:56.9Z,1,REGULAR,steal,,[],1629637,,,1610612747,19,34,2026-02-04T01:06:59Z,1500000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,
151,PT02M12.00S,2026-02-04T01:07:00.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629637,6.258212877792378,51.225490196078425,1610612747,19,36,2026-02-04T01:07:05Z,1510000,False,-6.0,6.0,1,left,J. Hayes running DUNK (7 PTS) (G. Vincent 1 AST),"[1629637, 1629216]",1610612747.0,LAL,running,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.88,Made,7.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,
153,PT01M57.00S,2026-02-04T01:07:15.0Z,1,REGULAR,turnover,bad pass,[],1642874,,,1610612751,19,36,2026-02-04T01:07:20Z,1530000,False,,,0,,D. Wolf bad pass TURNOVER (1 TO),"[1642874, 1629216]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0
154,PT01M57.00S,2026-02-04T01:07:15.0Z,1,REGULAR,steal,,[],1629216,,,1610612747,19,36,2026-02-04T01:07:17Z,1540000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,
155,PT01M52.00S,2026-02-04T01:07:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",2544,5.469776609724048,53.18627450980392,1610612747,19,36,2026-02-04T01:07:27Z,1550000,False,-16.0,-1.0,1,left,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,
156,PT01M48.00S,2026-02-04T01:07:24.3Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,19,36,2026-02-04T01:07:27Z,1560000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,155.0,1.0,0.0,1.0,,,
157,PT01M48.00S,2026-02-04T01:07:23.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629637,5.590000152587891,50.0,1610612747,19,38,2026-02-04T01:07:31Z,1570000,False,0.0,0.0,1,left,J. Hayes tip DUNK (9 PTS),[1629637],1610612747.0,LAL,tip,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,
158,PT01M36.00S,2026-02-04T01:07:35.9Z,1,REGULAR,3pt,Jump Shot,[],1642874,92.06636005256242,4.166666666666666,1610612751,19,38,2026-02-04T01:07:43Z,1580000,False,-229.0,22.0,1,right,MISS D. Wolf 3PT,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Left Corner 3,24+ Left,23.03,Missed,,,,,,,,,,,,,,,,
159,PT01M32.00S,2026-02-04T01:07:39.9Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,19,38,2026-02-04T01:07:43Z,1590000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,158.0,3.0,1.0,2.0,,,
160,PT01M30.00S,2026-02-04T01:07:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,93.11760840998686,52.20588235294118,1610612751,19,38,2026-02-04T01:08:34Z,1600000,False,11.0,12.0,1,right,MISS D. Sharpe putback Layup,[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,
161,PT01M30.00S,2026-02-04T01:07:41.8Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,19,38,2026-02-04T01:08:34Z,1610000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,160.0,4.0,1.0,3.0,,,
162,PT01M30.00S,2026-02-04T01:07:44.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,94.40999984741211,50.0,1610612751,21,38,2026-02-04T01:08:36Z,1620000,False,0.0,0.0,1,right,D. Sharpe tip Layup (6 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,
163,PT01M30.00S,2026-02-04T01:07:46.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612747,21,38,2026-02-04T01:07:51Z,1630000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M30.00S,2026-02-04T01:08:01.9Z,1,REGULAR,substitution,out,[],1642874,,,1610612747,21,38,2026-02-04T01:09:18Z,1640000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M30.00S,2026-02-04T01:08:01.9Z,1,REGULAR,substitution,out,[],1630549,,,1610612747,21,38,2026-02-04T01:09:18Z,1650000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M30.00S,2026-02-04T01:08:01.9Z,1,REGULAR,substitution,out,[],1629216,,,1610612747,21,38,2026-02-04T01:09:18Z,1660000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M30.00S,2026-02-04T01:08:01.9Z,1,REGULAR,substitution,in,[],1629651,,,1610612747,21,38,2026-02-04T01:09:18Z,1670000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M30.00S,2026-02-04T01:08:01.9Z,1,REGULAR,substitution,in,[],1629008,,,1610612747,21,38,2026-02-04T01:09:18Z,1680000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M30.00S,2026-02-04T01:08:01.9Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,21,38,2026-02-04T01:09:18Z,1690000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
