actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-30T00:41:27.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-30T00:41:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-30T00:41:30.2Z,1,REGULAR,jumpball,recovered,[],1629611,,,1610612751,0,0,2025-12-30T00:41:30Z,40000,False,,,0,,Jump Ball N. Claxton vs. D. Green: Tip to T. Mann,"[1629611, 1629651, 203110]",1610612751.0,BKN,startperiod,T. Mann,1629611.0,Mann,T. Mann,Claxton,1629651.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-12-30T00:41:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629008,3.235873850197109,96.56862745098039,1610612751,3,0,2025-12-30T00:41:50Z,70000,False,-233.0,-22.0,1,left,M. Porter Jr. 3PT  (3 PTS) (T. Mann 1 AST),"[1629008, 1629611]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.38,Made,3.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-12-30T00:42:04.9Z,1,REGULAR,3pt,Jump Shot,[],1642366,69.20170827858082,66.66666666666666,1610612744,3,3,2025-12-30T00:42:09Z,90000,False,83.0,237.0,1,right,Q. Post 25' 3PT  (3 PTS) (J. Butler III 1 AST),"[1642366, 202710]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,25.12,Made,3.0,J. Butler III,202710.0,1.0,,,,,,,,,,,,,,
11,PT10M56.00S,2025-12-30T00:42:30.1Z,1,REGULAR,3pt,Jump Shot,[],1642856,27.020367936925098,77.20588235294117,1610612751,6,3,2025-12-30T00:42:34Z,110000,False,-136.0,201.0,1,left,E. Dëmin 24' 3PT  (3 PTS) (N. Claxton 1 AST),"[1642856, 1629651]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,24.31,Made,3.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
13,PT10M31.00S,2025-12-30T00:42:58.2Z,1,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612744,6,3,2025-12-30T00:43:14Z,130000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Butler III 2 FT),"[1641730, 202710]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,1.0,0.0,Butler III,202710.0,,,,,,,,,
15,PT10M31.00S,2025-12-30T00:43:28.3Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612744,6,4,2025-12-30T00:43:28Z,150000,False,,,0,,J. Butler III Free Throw 1 of 2 (1 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2025-12-30T00:43:43.3Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612744,6,5,2025-12-30T00:43:43Z,160000,False,,,0,,J. Butler III Free Throw 2 of 2 (2 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2025-12-30T00:43:54.0Z,1,REGULAR,3pt,Jump Shot,[],1629008,2.8416557161629434,97.30392156862744,1610612751,6,5,2025-12-30T00:43:58Z,170000,False,-237.0,-26.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2025-12-30T00:43:57.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,6,5,2025-12-30T00:43:58Z,180000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,
19,PT10M02.00S,2025-12-30T00:44:12.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,86.02168199737189,5.147058823529411,1610612744,6,8,2025-12-30T00:44:17Z,190000,False,-224.0,79.0,1,right,M. Moody 3PT  (3 PTS) (S. Curry 1 AST),"[1630541, 201939]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,23.78,Made,3.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
21,PT09M49.00S,2025-12-30T00:44:26.7Z,1,REGULAR,3pt,Jump Shot,[],1629008,32.40801576872536,48.03921568627451,1610612751,9,8,2025-12-30T00:44:31Z,210000,False,10.0,252.0,1,left,M. Porter Jr. 25' 3PT  (6 PTS) (N. Clowney 1 AST),"[1629008, 1641730]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.23,Made,6.0,N. Clowney,1641730.0,1.0,,,,,,,,,,,,,,
23,PT09M29.00S,2025-12-30T00:44:45.3Z,1,REGULAR,3pt,Jump Shot,[],1630541,70.77858081471747,25.735294117647058,1610612744,9,8,2025-12-30T00:44:50Z,230000,False,-121.0,222.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
24,PT09M26.00S,2025-12-30T00:44:48.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,9,8,2025-12-30T00:44:50Z,240000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
25,PT09M18.00S,2025-12-30T00:44:56.7Z,1,REGULAR,3pt,Jump Shot,[],1642856,6.521024967148489,3.431372549019608,1610612751,12,8,2025-12-30T00:45:01Z,250000,False,233.0,9.0,1,left,E. Dëmin 3PT  (6 PTS) (T. Mann 2 AST),"[1642856, 1629611]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Right Corner 3,24+ Right,23.3,Made,6.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,
28,PT09M04.00S,2025-12-30T00:45:36.8Z,1,REGULAR,foul,technical,[],203110,,,1610612744,12,8,2025-12-30T00:45:57Z,280000,False,,,0,,D. Green double technical FOUL (1 Tech),[203110],1610612744.0,GSW,double,,,Green,D. Green,,,,,,,,,,,,,2002.0,0.0,1.0,,,,,,,,,,,
29,PT09M04.00S,2025-12-30T00:45:36.8Z,1,REGULAR,foul,technical,[],1629651,,,1610612744,12,8,2025-12-30T00:46:04Z,290000,False,,,0,,N. Claxton double technical FOUL (1 Tech),[1629651],1610612751.0,BKN,double,,,Claxton,N. Claxton,,,,,,,,,,,,,2002.0,0.0,1.0,,,,,,,,,,,
30,PT08M58.00S,2025-12-30T00:46:12.3Z,1,REGULAR,turnover,bad pass,[],1642366,,,1610612744,12,8,2025-12-30T00:46:15Z,300000,False,,,0,,Q. Post bad pass TURNOVER (1 TO),"[1642366, 1641730]",1610612744.0,GSW,,,,Post,Q. Post,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Clowney,1641730.0,,
31,PT08M58.00S,2025-12-30T00:46:12.3Z,1,REGULAR,steal,,[],1641730,,,1610612751,12,8,2025-12-30T00:46:14Z,310000,False,,,0,,N. Clowney STEAL (1 STL),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M54.00S,2025-12-30T00:46:16.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,5.469776609724048,51.225490196078425,1610612751,14,8,2025-12-30T00:46:40Z,320000,False,-6.0,-1.0,1,left,N. Claxton running alley-oop DUNK (2 PTS) (N. Clowney 2 AST),"[1629651, 1641730]",1610612751.0,BKN,running alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.62,Made,2.0,N. Clowney,1641730.0,2.0,,,,,,,,,,,,,,
34,PT08M43.00S,2025-12-30T00:46:27.3Z,1,REGULAR,3pt,Jump Shot,[],201939,62.36859395532195,53.431372549019606,1610612744,14,8,2025-12-30T00:46:49Z,340000,False,17.0,301.0,1,right,MISS S. Curry 30' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,30.17,Missed,,,,,,,,,,,,,,,,,,
35,PT08M43.00S,2025-12-30T00:46:27.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,14,8,2025-12-30T00:46:43Z,350000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,34.0,,,,,,,,
36,PT08M41.00S,2025-12-30T00:46:33.1Z,1,REGULAR,foul,personal,[],1642366,,,1610612751,14,8,2025-12-30T00:46:37Z,360000,False,,,0,,Q. Post loose ball personal FOUL (1 PF),"[1642366, 1629008]",1610612744.0,GSW,loose ball,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,2002.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,
38,PT08M30.00S,2025-12-30T00:47:00.6Z,1,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612751,14,8,2025-12-30T00:47:07Z,380000,False,,,0,,Q. Post shooting personal FOUL (2 PF) (Mann 2 FT),"[1642366, 1629611]",1610612744.0,GSW,shooting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,2.0,0.0,Mann,1629611.0,,,,,,,,,
40,PT08M30.00S,2025-12-30T00:47:23.7Z,1,REGULAR,freethrow,1 of 2,[],1629611,,,1610612751,15,8,2025-12-30T00:47:23Z,400000,False,,,0,,T. Mann Free Throw 1 of 2 (1 PTS),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
41,PT08M30.00S,2025-12-30T00:47:24.3Z,1,REGULAR,substitution,out,[],1642366,,,1610612751,15,8,2025-12-30T00:47:29Z,410000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M30.00S,2025-12-30T00:47:24.3Z,1,REGULAR,substitution,in,[],1630611,,,1610612751,15,8,2025-12-30T00:47:29Z,420000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M30.00S,2025-12-30T00:47:43.5Z,1,REGULAR,freethrow,2 of 2,[],1629611,,,1610612751,16,8,2025-12-30T00:47:43Z,430000,False,,,0,,T. Mann Free Throw 2 of 2 (2 PTS),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M23.00S,2025-12-30T00:47:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,94.13600525624179,50.73529411764706,1610612744,16,8,2025-12-30T00:54:39Z,440000,False,4.0,3.0,1,right,MISS M. Moody Layup,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,0.45,Missed,,,,,,,,,,,,,,,,,,
45,PT08M18.00S,2025-12-30T00:48:01.3Z,1,REGULAR,rebound,offensive,[],1630541,,,1610612744,16,8,2025-12-30T00:53:24Z,450000,False,,,0,,M. Moody REBOUND (Off:1 Def:0),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,44.0,1.0,0.0,1.0,,,,,
48,PT08M18.00S,2025-12-30T00:48:02.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,65.1281208935611,33.33333333333333,1610612744,16,8,2025-12-30T00:50:38Z,480000,False,-83.0,275.0,1,right,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,28.76,Missed,,,,,,,,,,,,,,,,,,
49,PT08M14.00S,2025-12-30T00:48:06.9Z,1,REGULAR,rebound,offensive,[],202710,,,1610612744,16,8,2025-12-30T00:50:55Z,490000,False,,,0,,J. Butler III REBOUND (Off:1 Def:0),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,48.0,1.0,0.0,1.0,,,,,
50,PT08M08.00S,2025-12-30T00:48:09.3Z,1,REGULAR,turnover,bad pass,[],1630611,,,1610612744,16,8,2025-12-30T00:48:32Z,500000,False,,,0,,G. Santos bad pass TURNOVER (1 TO),"[1630611, 1629008]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,
51,PT08M08.00S,2025-12-30T00:48:09.3Z,1,REGULAR,steal,,[],1629008,,,1610612751,16,8,2025-12-30T00:48:13Z,510000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
52,PT08M08.00S,2025-12-30T00:48:14.7Z,1,REGULAR,foul,personal,[],1630541,,,1610612751,16,8,2025-12-30T00:48:20Z,520000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1629008]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,101283.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,
54,PT08M08.00S,2025-12-30T00:48:22.6Z,1,REGULAR,substitution,out,[],202710,,,1610612751,16,8,2025-12-30T00:48:31Z,540000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M08.00S,2025-12-30T00:48:22.6Z,1,REGULAR,substitution,in,[],1627780,,,1610612751,16,8,2025-12-30T00:48:31Z,550000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M01.00S,2025-12-30T00:48:39.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,31.488173455978973,29.65686274509804,1610612751,16,8,2025-12-30T00:48:44Z,560000,False,102.0,243.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
57,PT07M58.00S,2025-12-30T00:48:42.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,16,8,2025-12-30T00:48:44Z,570000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,,
58,PT07M54.00S,2025-12-30T00:48:46.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630541,92.72339027595268,97.79411764705883,1610612744,16,8,2025-12-30T00:49:12Z,580000,False,239.0,16.0,1,right,MISS M. Moody running 3PT - blocked,"[1630541, 1629651]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.95,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0
59,PT07M54.00S,2025-12-30T00:48:46.4Z,1,REGULAR,block,,[],1629651,,,1610612744,16,8,2025-12-30T00:48:50Z,590000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
60,PT07M54.00S,2025-12-30T00:48:46.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,16,8,2025-12-30T00:48:52Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,58.0,,,,,,,,
63,PT07M37.00S,2025-12-30T00:49:37.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,72.61826544021025,20.098039215686274,1610612744,16,8,2025-12-30T00:49:42Z,630000,False,-150.0,205.0,1,right,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
64,PT07M34.00S,2025-12-30T00:49:40.0Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,16,8,2025-12-30T00:49:42Z,640000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,
65,PT07M32.00S,2025-12-30T00:49:43.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629008,5.601182654402102,49.26470588235294,1610612751,18,8,2025-12-30T00:49:49Z,650000,False,4.0,0.0,1,left,M. Porter Jr. running DUNK (8 PTS),[1629008],1610612751.0,BKN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.37,Made,8.0,,,,,,,,,,,,,,,,,
66,PT07M32.00S,2025-12-30T00:49:50.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,18,8,2025-12-30T00:49:50Z,660000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M08.00S,2025-12-30T00:53:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630541,92.06636005256242,42.40196078431372,1610612744,18,8,2025-12-30T00:56:45Z,670000,False,-38.0,22.0,1,right,MISS M. Moody driving floating bank Shot,[1630541],1610612744.0,GSW,driving floating bank,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,4.4,Missed,,,,,,,,,,,,,,,,,,
68,PT07M06.00S,2025-12-30T00:53:14.5Z,1,REGULAR,rebound,offensive,[],1630611,,,1610612744,18,8,2025-12-30T00:56:45Z,680000,False,,,0,,G. Santos REBOUND (Off:1 Def:0),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,67.0,1.0,0.0,1.0,,,,,
136,PT07M05.00S,2025-12-30T00:53:17.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,90.88370565045992,50.245098039215684,1610612744,18,10,2025-12-30T01:52:45Z,687500,False,1.0,33.0,1,right,S. Curry driving reverse Layup (2 PTS),[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,3.32,Made,2.0,,,,,,,,,,,,,,,,,
70,PT06M55.00S,2025-12-30T00:53:46.4Z,1,REGULAR,3pt,Jump Shot,[],1642856,33.85348226018397,46.568627450980394,1610612751,18,10,2025-12-30T01:04:48Z,700000,False,17.0,266.0,1,left,MISS E. Dëmin 26' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,26.63,Missed,,,,,,,,,,,,,,,,,,
71,PT06M51.00S,2025-12-30T00:53:50.4Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,18,10,2025-12-30T00:53:50Z,710000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,
72,PT06M47.00S,2025-12-30T00:53:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627780,93.64323258869908,46.81372549019608,1610612744,18,12,2025-12-30T00:53:57Z,720000,False,-16.0,7.0,1,right,G. Payton II running Layup (2 PTS) (S. Curry 2 AST),"[1627780, 201939]",1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,1.75,Made,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
74,PT06M34.00S,2025-12-30T00:54:06.8Z,1,REGULAR,3pt,Jump Shot,[],1629008,24.655059132720105,84.06862745098039,1610612751,18,12,2025-12-30T00:54:10Z,740000,False,-170.0,179.0,1,left,MISS M. Porter Jr. 24' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
75,PT06M31.00S,2025-12-30T00:54:09.8Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,18,12,2025-12-30T00:54:10Z,750000,False,,,0,,G. Santos REBOUND (Off:1 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,74.0,2.0,1.0,1.0,,,,,
380,PT06M23.00S,2025-12-30T00:54:18.8Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,18,12,2025-12-30T01:58:05Z,765000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1629008]",1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,
381,PT06M23.00S,2025-12-30T00:54:18.8Z,1,REGULAR,steal,,[],1629008,,,1610612751,18,12,2025-12-30T01:58:05Z,772500,False,,,0,,M. Porter Jr. STEAL (2 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
