actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-10T00:42:41.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-10T00:42:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2026-02-10T00:42:47.3Z,1,REGULAR,jumpball,recovered,[],1641824,,,1610612741,0,0,2026-02-10T00:42:47Z,40000,False,,,0,,Jump Ball M. Buzelis vs. N. Claxton: Tip to M. Buzelis,"[1641824, 1641824, 1629651]",1610612741.0,CHI,startperiod,M. Buzelis,1641824.0,Buzelis,M. Buzelis,Buzelis,1641824.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-02-10T00:43:02.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,93.64323258869908,50.245098039215684,1610612741,0,2,2026-02-10T00:43:07Z,70000,False,1.0,7.0,1,right,M. Buzelis cutting DUNK (2 PTS) (I. Okoro 1 AST),"[1641824, 1630171]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,,
9,PT11M11.00S,2026-02-10T00:43:30.3Z,1,REGULAR,2pt,Jump Shot,[],1642849,17.69053876478318,70.34313725490196,1610612751,0,2,2026-02-10T00:43:35Z,90000,False,-102.0,114.0,1,left,MISS N. Traore 15' driving floating Shot,[1642849],1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,Mid-Range,8-16 Left,15.26,Missed,,,,,,,,,,,,,,,,,,
10,PT11M07.00S,2026-02-10T00:43:34.3Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612741,0,2,2026-02-10T00:43:35Z,100000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT10M53.00S,2026-02-10T00:43:47.6Z,1,REGULAR,3pt,Jump Shot,[],1629014,95.48291721419186,97.79411764705883,1610612741,0,5,2026-02-10T00:43:53Z,110000,False,239.0,-10.0,1,right,A. Simons 3PT  (3 PTS) (G. Yabusele 1 AST),"[1629014, 1627824]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Right Corner 3,24+ Right,23.92,Made,3.0,G. Yabusele,1627824.0,1.0,,,,,,,,,,,,,,
13,PT10M42.00S,2026-02-10T00:43:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,6.652431011826544,48.529411764705884,1610612751,2,5,2026-02-10T00:44:02Z,130000,False,7.0,10.0,1,left,T. Mann cutting Layup (2 PTS) (N. Traore 1 AST),"[1629611, 1642849]",1610612751.0,BKN,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.24,Made,2.0,N. Traore,1642849.0,1.0,,,,,,,,,,,,,,
15,PT10M26.00S,2026-02-10T00:44:13.7Z,1,REGULAR,3pt,Jump Shot,[],1641824,87.59855453350855,4.6568627450980395,1610612741,2,5,2026-02-10T00:44:19Z,150000,False,-227.0,64.0,1,right,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.56,Missed,,,,,,,,,,,,,,,,,,
16,PT10M23.00S,2026-02-10T00:44:16.7Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,5,2026-02-10T00:44:19Z,160000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M20.00S,2026-02-10T00:44:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,7.178055190538765,57.35294117647059,1610612751,2,5,2026-02-10T01:02:00Z,170000,False,-37.0,15.0,1,left,MISS N. Traore driving Layup,[1642849],1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
18,PT10M17.00S,2026-02-10T00:44:26.6Z,1,REGULAR,rebound,offensive,[],1642849,,,1610612751,2,5,2026-02-10T00:47:35Z,180000,False,,,0,,N. Traore REBOUND (Off:1 Def:0),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,
19,PT10M17.00S,2026-02-10T00:44:33.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642849,5.590000152587891,50.0,1610612751,4,5,2026-02-10T00:47:40Z,190000,False,0.0,0.0,1,left,N. Traore tip Layup (2 PTS),[1642849],1610612751.0,BKN,tip,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
20,PT09M56.00S,2026-02-10T00:44:44.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630171,88.64980289093299,45.09803921568628,1610612741,4,5,2026-02-10T00:48:27Z,200000,False,-25.0,54.0,1,right,MISS I. Okoro driving Hook,[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
21,PT09M53.00S,2026-02-10T00:44:47.2Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,4,5,2026-02-10T00:44:48Z,210000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT09M40.00S,2026-02-10T00:44:59.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,7.440867279894875,65.68627450980392,1610612751,6,5,2026-02-10T00:49:19Z,220000,False,-78.0,17.0,1,left,N. Claxton 8' driving Hook (2 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,8.03,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M30.00S,2026-02-10T00:45:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,64.33968462549278,46.568627450980394,1610612741,6,8,2026-02-10T01:01:33Z,230000,False,-17.0,283.0,1,right,A. Simons 28' 3PT  (6 PTS) (M. Buzelis 1 AST),"[1629014, 1641824]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,28.32,Made,6.0,M. Buzelis,1641824.0,1.0,,,,,,,,,,,,,,
24,PT09M09.00S,2026-02-10T00:45:31.6Z,1,REGULAR,3pt,Jump Shot,[],1641730,4.155716162943495,96.07843137254902,1610612751,9,8,2026-02-10T00:45:35Z,240000,False,-230.0,-13.0,1,left,N. Clowney 3PT  (3 PTS) (N. Traore 2 AST),"[1641730, 1642849]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,23.08,Made,3.0,N. Traore,1642849.0,2.0,,,,,,,,,,,,,,
