actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-08T00:40:54.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-08T00:40:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-11-08T00:40:58.0Z,1,REGULAR,jumpball,recovered,[],1641709,,,1610612765,0,0,2025-11-08T00:40:58Z,40000,False,,,0,,Jump Ball J. Duren vs. N. Claxton: Tip to A. Thompson,"[1641709, 1631105, 1629651]",1610612765.0,DET,startperiod,A. Thompson,1641709.0,Thompson,A. Thompson,Duren,1631105.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-11-08T00:41:12.2Z,1,REGULAR,3pt,Jump Shot,[],1630595,31.35676741130092,62.5,1610612765,0,3,2025-11-08T00:41:17Z,70000,False,-62.0,242.0,1,left,C. Cunningham 25' 3PT step back (3 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,25.02,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M20.00S,2025-11-08T00:41:33.9Z,1,REGULAR,3pt,Jump Shot,[],1641730,94.30026281208936,4.166666666666666,1610612751,3,3,2025-11-08T00:41:37Z,80000,False,-229.0,1.0,1,right,N. Clowney 3PT  (3 PTS) (T. Mann 1 AST),"[1641730, 1629611]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,22.92,Made,3.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
10,PT11M02.00S,2025-11-08T00:41:51.4Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,3,3,2025-11-08T00:41:58Z,100000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1629651]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Claxton,1629651.0,,,,,,,,,,,
11,PT11M02.00S,2025-11-08T00:41:51.4Z,1,REGULAR,steal,,[],1629651,,,1610612751,3,3,2025-11-08T00:41:56Z,110000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
12,PT10M53.00S,2025-11-08T00:42:00.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642856,96.00854139290408,96.81372549019608,1610612751,6,3,2025-11-08T00:43:06Z,120000,False,234.0,-15.0,1,right,E. Dëmin 3PT running (3 PTS) (T. Mann 2 AST),"[1642856, 1629611]",1610612751.0,BKN,running,,,Dëmin,E. Dëmin,,,,,Right Corner 3,24+ Right,23.46,Made,3.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,
14,PT10M43.00S,2025-11-08T00:42:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,5.863994743758213,47.30392156862745,1610612765,6,3,2025-11-08T00:42:19Z,140000,False,13.0,3.0,1,left,MISS A. Thompson driving reverse Layup,[1641709],1610612765.0,DET,driving reverse,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2025-11-08T00:42:14.1Z,1,REGULAR,rebound,defensive,[],1642856,,,1610612751,6,3,2025-11-08T00:42:15Z,150000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:1),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
16,PT10M28.00S,2025-11-08T00:42:25.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,94.30026281208936,72.54901960784314,1610612751,6,3,2025-11-08T00:43:48Z,160000,False,113.0,1.0,1,right,MISS M. Porter Jr. 11' pullup Shot,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,11.27,Missed,,,,,,,,,,,,,,,,,,
