actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-08T00:41:08.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-08T00:41:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-08T00:41:11.1Z,1,REGULAR,jumpball,recovered,[],1641710,,,1610612753,0,0,2026-01-08T00:41:11Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. D. Sharpe: Tip to A. Black,"[1641710, 1628976, 1630549]",1610612753.0,ORL,startperiod,A. Black,1641710.0,Black,A. Black,Carter Jr.,1628976.0,Sharpe,1630549.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-08T00:41:22.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,4.812746386333772,49.50980392156863,1610612753,0,2,2026-01-08T00:41:28Z,70000,False,2.0,-7.0,1,left,W. Carter Jr. driving DUNK (2 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2026-01-08T00:41:41.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,96.7969776609724,96.56862745098039,1610612751,0,2,2026-01-08T00:41:50Z,90000,False,233.0,-22.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,23.39,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2026-01-08T00:41:44.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,2,2026-01-08T00:41:50Z,100000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M22.00S,2026-01-08T00:41:50.5Z,1,REGULAR,foul,personal,[],1630533,,,1610612753,0,2,2026-01-08T00:42:00Z,110000,False,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1631094]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,1.0,0.0,Banchero,1631094.0,,,,,
13,PT11M04.00S,2026-01-08T00:42:19.4Z,1,REGULAR,foul,personal,[],1630533,,,1610612753,0,2,2026-01-08T00:42:30Z,130000,False,,,0,,Z. Williams personal FOUL (2 PF),"[1630533, 1628976]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627526.0,2.0,0.0,Carter Jr.,1628976.0,,,,,
15,PT10M50.00S,2026-01-08T00:42:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641783,11.12023653088042,55.63725490196079,1610612753,0,4,2026-01-08T00:42:53Z,150000,False,-28.0,52.0,1,left,T. da Silva driving floating Jump Shot (2 PTS) (D. Bane 1 AST),"[1641783, 1630217]",1610612753.0,ORL,driving floating,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
17,PT10M37.00S,2026-01-08T00:43:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,91.5407358738502,46.568627450980394,1610612751,2,4,2026-01-08T00:45:37Z,170000,False,-17.0,27.0,1,right,M. Porter Jr. driving Layup (2 PTS) (E. Dëmin 1 AST),"[1629008, 1642856]",1610612751.0,BKN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.2,Made,2.0,E. Dëmin,1642856.0,1.0,,,,,,,,,,,,,,
19,PT10M24.00S,2026-01-08T00:43:18.2Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,2,4,2026-01-08T00:43:26Z,190000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1626300.0,,,,,1.0,,,,
20,PT10M12.00S,2026-01-08T00:43:34.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641730,66.83639947437582,45.09803921568628,1610612751,2,4,2026-01-08T00:43:39Z,200000,False,-25.0,259.0,1,right,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
21,PT10M09.00S,2026-01-08T00:43:37.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,4,2026-01-08T00:43:39Z,210000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
