actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT05M48.00S,2026-03-20T23:54:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,16.113666228646515,39.950980392156865,1610612752,9,7,2026-03-20T23:55:04Z,830000,False,50.0,99.0,1,left,MISS M. Bridges 11' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,11.1,Missed,,,,,,,,,,,,,,,
84,PT05M44.00S,2026-03-20T23:54:16.2Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,9,7,2026-03-20T23:54:20Z,840000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,83.0,1.0,0.0,1.0,,,,,,,,,,,
85,PT05M44.00S,2026-03-20T23:54:16.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,9,7,2026-03-20T23:54:22Z,850000,False,0.0,0.0,1,left,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
86,PT05M43.00S,2026-03-20T23:54:17.8Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,9,7,2026-03-20T23:54:22Z,860000,False,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,85.0,2.0,1.0,1.0,,,,,,,,,,,
87,PT05M39.00S,2026-03-20T23:54:22.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629651,87.59855453350855,41.911764705882355,1610612751,9,7,2026-03-20T23:54:30Z,870000,False,-40.0,64.0,1,right,MISS N. Claxton 7' running pullup Shot,[1629651],1610612751.0,BKN,running pullup,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,7.58,Missed,,,,,,,,,,,,,,,
88,PT05M38.00S,2026-03-20T23:54:23.4Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,9,7,2026-03-20T23:54:23Z,880000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,87.0,3.0,2.0,1.0,,,,,,,,,,,
89,PT05M36.00S,2026-03-20T23:54:25.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642874,66.96780551905388,43.38235294117647,1610612751,9,7,2026-03-20T23:54:49Z,890000,False,-33.0,258.0,1,right,MISS D. Wolf 26' pullup 3PT,[1642874],1610612751.0,BKN,pullup,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Center,,,,26.01,Missed,,,,,,,,,,,,,,,
90,PT05M33.00S,2026-03-20T23:54:28.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,9,7,2026-03-20T23:54:35Z,900000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,89.0,,,,,,,,,,,,,,
93,PT05M33.00S,2026-03-20T23:54:32.5Z,1,REGULAR,substitution,out,[],1642962,,,1610612751,9,7,2026-03-20T23:54:53Z,930000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M33.00S,2026-03-20T23:54:32.5Z,1,REGULAR,substitution,out,[],1642849,,,1610612751,9,7,2026-03-20T23:54:53Z,940000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M33.00S,2026-03-20T23:54:32.5Z,1,REGULAR,substitution,in,[],1642879,,,1610612751,9,7,2026-03-20T23:54:53Z,950000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M33.00S,2026-03-20T23:54:32.5Z,1,REGULAR,substitution,in,[],1630534,,,1610612751,9,7,2026-03-20T23:54:53Z,960000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M33.00S,2026-03-20T23:54:32.5Z,1,REGULAR,substitution,in,[],1643052,,,1610612751,9,7,2026-03-20T23:54:53Z,970000,False,,,0,,SUB in: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M33.00S,2026-03-20T23:54:32.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,9,7,2026-03-20T23:56:34Z,975000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M25.00S,2026-03-20T23:55:14.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1642874,76.95466491458606,38.48039215686275,1610612751,9,7,2026-03-20T23:55:18Z,980000,False,-58.0,164.0,1,right,MISS D. Wolf 17' pullup Shot,[1642874],1610612751.0,BKN,pullup,,,Wolf,D. Wolf,,,,,Mid-Range,16-24 Left Center,,,,17.39,Missed,,,,,,,,,,,,,,,
99,PT05M22.00S,2026-03-20T23:55:17.3Z,1,REGULAR,rebound,defensive,[],1642885,,,1610612752,9,7,2026-03-20T23:55:18Z,990000,False,,,0,,M. Diawara REBOUND (Off:0 Def:2),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Mid-Range,16-24 Left Center,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,
100,PT05M12.00S,2026-03-20T23:55:27.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628973,12.959921156373195,51.71568627450981,1610612752,9,7,2026-03-20T23:56:01Z,1000000,False,-9.0,69.0,1,left,MISS J. Brunson 6' driving Hook,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,6.98,Missed,,,,,,,,,,,,,,,
101,PT05M10.00S,2026-03-20T23:55:29.2Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,9,7,2026-03-20T23:55:29Z,1010000,False,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,100.0,2.0,0.0,2.0,,,,,,,,,,,
102,PT05M08.00S,2026-03-20T23:55:31.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642885,30.962549277266753,30.14705882352941,1610612752,9,7,2026-03-20T23:55:35Z,1020000,False,99.0,239.0,1,left,MISS M. Diawara 25' 3PT,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Right Center,,,,25.83,Missed,,,,,,,,,,,,,,,
103,PT05M04.00S,2026-03-20T23:55:35.0Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612751,9,7,2026-03-20T23:55:35Z,1030000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,
104,PT04M51.00S,2026-03-20T23:55:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642879,89.17542706964521,36.029411764705884,1610612751,9,7,2026-03-20T23:58:01Z,1040000,False,-70.0,49.0,1,right,MISS B. Saraf 8' driving floating bank Shot,[1642879],1610612751.0,BKN,driving floating bank,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Left,,,,8.55,Missed,,,,,,,,,,,,,,,
105,PT04M49.00S,2026-03-20T23:55:49.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,9,7,2026-03-20T23:55:51Z,1050000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,104.0,3.0,1.0,2.0,,,,,,,,,,,
106,PT04M39.00S,2026-03-20T23:56:02.3Z,1,REGULAR,foul,personal,[],1642874,,,1610612752,9,7,2026-03-20T23:56:18Z,1060000,False,,,0,,D. Wolf personal FOUL (1 PF),"[1642874, 1628973]",1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,202007.0,,,,,1.0,0.0,Brunson,1628973.0
108,PT04M39.00S,2026-03-20T23:56:17.4Z,1,REGULAR,substitution,out,[],1642874,,,1610612752,9,7,2026-03-20T23:56:30Z,1080000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M39.00S,2026-03-20T23:56:17.4Z,1,REGULAR,substitution,in,[],1631169,,,1610612752,9,7,2026-03-20T23:56:30Z,1100000,False,,,0,,SUB in: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M39.00S,2026-03-20T23:56:17.4Z,1,REGULAR,substitution,in,[],1641869,,,1610612752,9,7,2026-03-20T23:56:30Z,1110000,False,,,0,,SUB in: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M39.00S,2026-03-20T23:56:17.4Z,1,REGULAR,substitution,out,[],1630533,,,1610612752,9,7,2026-03-20T23:57:07Z,1115000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M35.00S,2026-03-20T23:56:36.5Z,1,REGULAR,turnover,traveling,[],1629011,,,1610612752,9,7,2026-03-20T23:56:42Z,1120000,False,,,0,,M. Robinson traveling TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,202007.0,,,,,,,,
114,PT04M21.00S,2026-03-20T23:56:56.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1643052,67.62483574244416,59.80392156862745,1610612751,9,7,2026-03-20T23:57:10Z,1130000,False,49.0,252.0,1,right,MISS C. Johnson 25' 3PT,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,25.65,Missed,,,,,,,,,,,,,,,
115,PT04M18.00S,2026-03-20T23:57:00.0Z,1,REGULAR,rebound,defensive,[],1642885,,,1610612752,9,7,2026-03-20T23:57:00Z,1140000,False,,,0,,M. Diawara REBOUND (Off:0 Def:3),[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Center,,,,,,114.0,3.0,3.0,0.0,,,,,,,,,,,
117,PT04M00.00S,2026-03-20T23:57:20.8Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,9,7,2026-03-20T23:57:26Z,1150000,False,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (2 TO),[1628973],1610612752.0,NYK,bad pass,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,,,1628171.0,,,,,,,,
118,PT03M44.00S,2026-03-20T23:57:41.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641869,82.47371879106439,49.01960784313725,1610612751,11,7,2026-03-20T23:57:46Z,1160000,False,-5.0,112.0,1,right,M. Smith 11' driving floating Jump Shot (2 PTS) (C. Johnson 1 AST),"[1641869, 1643052]",1610612751.0,BKN,driving floating,,,Smith,M. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,11.23,Made,,,,,,,,2.0,C. Johnson,1643052.0,1.0,,,,
119,PT03M21.00S,2026-03-20T23:58:02.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,3.7614980289093296,95.58823529411765,1610612752,11,10,2026-03-20T23:58:11Z,1170000,False,-228.0,-17.0,1,left,M. Bridges 3PT  (7 PTS) (M. Diawara 1 AST),"[1628969, 1642885]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,22.85,Made,,,,,,,,7.0,M. Diawara,1642885.0,1.0,,,,
122,PT03M11.00S,2026-03-20T23:58:13.9Z,1,REGULAR,3pt,Jump Shot,[],1631169,74.98357424441524,15.196078431372548,1610612751,14,10,2026-03-20T23:58:40Z,1190000,False,-174.0,183.0,1,right,J. Minott 25' 3PT pullup (3 PTS) (M. Smith 1 AST),"[1631169, 1641869]",1610612751.0,BKN,pullup,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,,25.23,Made,,,,,,,,3.0,M. Smith,1641869.0,1.0,,,,
123,PT02M55.00S,2026-03-20T23:58:30.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203903,10.726018396846255,51.225490196078425,1610612752,14,10,2026-03-20T23:58:37Z,1200000,False,-6.0,48.0,1,left,MISS J. Clarkson driving Hook,[203903],1610612752.0,NYK,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.87,Missed,,,,,,,,,,,,,,,
124,PT02M51.00S,2026-03-20T23:58:33.2Z,1,REGULAR,rebound,defensive,[],1631169,,,1610612751,14,10,2026-03-20T23:58:33Z,1210000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,
126,PT02M36.00S,2026-03-20T23:58:48.9Z,1,REGULAR,turnover,bad pass,[],1642879,,,1610612751,14,10,2026-03-20T23:58:52Z,1220000,False,,,0,,B. Saraf bad pass TURNOVER (1 TO),"[1642879, 1628973]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,1.0,Brunson,1628973.0,,,,,,,,,,,,,,,,,
127,PT02M36.00S,2026-03-20T23:58:48.9Z,1,REGULAR,steal,,[],1628973,,,1610612752,14,10,2026-03-20T23:58:51Z,1230000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
128,PT02M31.00S,2026-03-20T23:58:52.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628973,32.933639947437584,46.81372549019608,1610612752,14,10,2026-03-20T23:58:57Z,1240000,False,16.0,257.0,1,left,MISS J. Brunson 25' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,25.76,Missed,,,,,,,,,,,,,,,
129,PT02M29.00S,2026-03-20T23:58:57.0Z,1,REGULAR,rebound,offensive,[],203903,,,1610612752,14,10,2026-03-20T23:58:57Z,1250000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:0),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,,
131,PT02M29.00S,2026-03-20T23:59:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,14,10,2026-03-20T23:59:04Z,1270000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M29.00S,2026-03-20T23:59:44.1Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,14,10,2026-03-21T00:01:50Z,1280000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M29.00S,2026-03-20T23:59:44.1Z,1,REGULAR,substitution,out,[],1642885,,,1610612752,14,10,2026-03-21T00:01:50Z,1290000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M29.00S,2026-03-20T23:59:44.1Z,1,REGULAR,substitution,in,[],1630631,,,1610612752,14,10,2026-03-21T00:01:50Z,1300000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M29.00S,2026-03-20T23:59:44.1Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,14,10,2026-03-21T00:01:50Z,1310000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M16.00S,2026-03-21T00:02:45.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,14,10,2026-03-21T00:02:59Z,1320000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,202049.0,,,,,,,,
137,PT02M02.00S,2026-03-21T00:03:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631169,93.24901445466492,55.14705882352941,1610612751,16,10,2026-03-21T00:03:12Z,1330000,False,26.0,11.0,1,right,J. Minott driving Layup (5 PTS) (B. Saraf 1 AST),"[1631169, 1642879]",1610612751.0,BKN,driving,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,2.8,Made,,,,,,,,5.0,B. Saraf,1642879.0,1.0,,,,
139,PT01M36.00S,2026-03-21T00:03:37.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,16,10,2026-03-21T00:03:42Z,1350000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1628171.0,,,,,,,,
140,PT01M19.00S,2026-03-21T00:04:04.2Z,1,REGULAR,turnover,lost ball,[],1642879,,,1610612751,16,10,2026-03-21T00:04:08Z,1360000,False,,,0,,B. Saraf lost ball TURNOVER (2 TO),"[1642879, 1629011]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),0-8 Center,2.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,
141,PT01M19.00S,2026-03-21T00:04:04.2Z,1,REGULAR,steal,,[],1629011,,,1610612752,16,10,2026-03-21T00:04:06Z,1370000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT01M11.00S,2026-03-21T00:04:17.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642879,,,1610612752,16,10,2026-03-21T00:04:23Z,1380000,False,,,0,,B. Saraf personal FOUL (1 PF) (Clarkson 2 FT),"[1642879, 203903]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,202049.0,,,,,1.0,0.0,Clarkson,203903.0
144,PT01M11.00S,2026-03-21T00:04:39.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203903,,,1610612752,16,11,2026-03-21T00:04:39Z,1400000,False,,,0,,J. Clarkson Free Throw 1 of 2 (1 PTS),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,Made,,,,,,,,1.0,,,,,,,
145,PT01M11.00S,2026-03-21T00:04:54.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203903,,,1610612752,16,12,2026-03-21T00:04:54Z,1410000,False,,,0,,J. Clarkson Free Throw 2 of 2 (2 PTS),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,Made,,,,,,,,2.0,,,,,,,
146,PT00M58.20S,2026-03-21T00:05:09.2Z,1,REGULAR,3pt,Jump Shot,[],1630534,75.1149802890933,14.215686274509803,1610612751,16,12,2026-03-21T00:05:14Z,1420000,False,-179.0,181.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,25.48,Missed,,,,,,,,,,,,,,,
147,PT00M55.10S,2026-03-21T00:05:12.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,16,12,2026-03-21T00:05:14Z,1430000,False,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,146.0,4.0,2.0,2.0,,,,,,,,,,,
148,PT00M45.30S,2026-03-21T00:05:22.6Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,16,12,2026-03-21T00:05:27Z,1440000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1643052]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,1.0,Johnson,1643052.0,,,,,,,,,,,,,,,,,
149,PT00M45.30S,2026-03-21T00:05:22.6Z,1,REGULAR,steal,,[],1643052,,,1610612751,16,12,2026-03-21T00:05:25Z,1450000,False,,,0,,C. Johnson STEAL (1 STL),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT00M40.70S,2026-03-21T00:05:31.2Z,1,REGULAR,foul,personal,[],1628973,,,1610612751,16,12,2026-03-21T00:05:51Z,1460000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1630534]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202049.0,,,,,1.0,0.0,Agbaji,1630534.0
152,PT00M36.60S,2026-03-21T00:05:54.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,67.36202365308804,43.872549019607845,1610612751,19,12,2026-03-21T00:05:59Z,1480000,False,-31.0,254.0,1,right,O. Agbaji 25' 3PT  (3 PTS) (C. Johnson 2 AST),"[1630534, 1643052]",1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,,,,25.61,Made,,,,,,,,3.0,C. Johnson,1643052.0,2.0,,,,
154,PT00M20.50S,2026-03-21T00:06:13.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,8.754927726675426,57.107843137254896,1610612752,19,14,2026-03-21T00:06:16Z,1500000,False,-36.0,30.0,1,left,J. Clarkson cutting Layup (4 PTS) (J. Alvarado 1 AST),"[203903, 1630631]",1610612752.0,NYK,cutting,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.63,Made,,,,,,,,4.0,J. Alvarado,1630631.0,1.0,,,,
156,PT00M00.40S,2026-03-21T00:06:35.3Z,1,REGULAR,3pt,Jump Shot,[],1631169,66.83639947437582,38.48039215686275,1610612751,22,14,2026-03-21T00:06:39Z,1520000,False,-58.0,259.0,1,right,J. Minott 26' 3PT pullup (8 PTS) (M. Smith 2 AST),"[1631169, 1641869]",1610612751.0,BKN,pullup,,,Minott,J. Minott,,,,,Above the Break 3,24+ Center,,,,26.55,Made,,,,,,,,8.0,M. Smith,1641869.0,2.0,,,,
157,PT00M00.00S,2026-03-21T00:06:41.3Z,1,REGULAR,period,end,[],0,,,1610612752,22,14,2026-03-21T00:06:41Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-03-21T00:08:04.7Z,2,REGULAR,substitution,out,['startperiod'],203903,,,1610612752,22,14,2026-03-21T00:09:12Z,1540000,False,,,0,,SUB out: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-03-21T00:08:04.7Z,2,REGULAR,substitution,out,['startperiod'],1629011,,,1610612752,22,14,2026-03-21T00:09:12Z,1550000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-03-21T00:08:04.7Z,2,REGULAR,substitution,in,['startperiod'],1629013,,,1610612752,22,14,2026-03-21T00:09:12Z,1560000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-03-21T00:08:04.7Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,22,14,2026-03-21T00:09:12Z,1570000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-03-21T00:09:26.9Z,2,REGULAR,period,start,[],0,,,1610612752,22,14,2026-03-21T00:09:26Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M43.00S,2026-03-21T00:09:44.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,13.222733245729303,44.36274509803921,1610612752,22,16,2026-03-21T00:09:51Z,1590000,False,28.0,72.0,1,left,K. Towns 7' driving Hook (2 PTS) (L. Shamet 1 AST),"[1626157, 1629013]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,7.71,Made,,,,,,,,2.0,L. Shamet,1629013.0,1.0,,,,
167,PT11M43.00S,2026-03-21T00:09:50.2Z,2,REGULAR,foul,personal,['1freethrow'],1631169,,,1610612752,22,16,2026-03-21T00:10:11Z,1610000,False,,,0,,J. Minott shooting personal FOUL (1 PF) (Towns 1 FT),"[1631169, 1626157]",1610612751.0,BKN,shooting,,,Minott,J. Minott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,202049.0,,,,,1.0,0.0,Towns,1626157.0
169,PT11M43.00S,2026-03-21T00:10:13.5Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,22,17,2026-03-21T00:10:13Z,1630000,False,,,0,,K. Towns Free Throw 1 of 1 (3 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,,3.0,,,,,,,
170,PT11M20.00S,2026-03-21T00:10:37.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,90.22667542706965,49.50980392156863,1610612751,24,17,2026-03-21T00:10:40Z,1640000,False,-2.0,39.0,1,right,J. Minott driving finger roll Layup (10 PTS),[1631169],1610612751.0,BKN,driving finger roll,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,3.95,Made,,,,,,,,10.0,,,,,,,
