actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
173,PT00M35.10S,2025-11-19T01:09:11.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,6.783837056504599,50.73529411764706,1610612738,29,29,2025-11-19T01:09:15Z,1650000,False,-4.0,11.0,1,left,N. Queta alley-oop DUNK (4 PTS) (P. Pritchard 1 AST),"[1629674, 1630202]",1610612738.0,BOS,alley-oop,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,1.19,Made,4.0,P. Pritchard,1630202.0,1.0,,,,,,,,,
175,PT00M17.40S,2025-11-19T01:09:33.2Z,1,REGULAR,3pt,Jump Shot,[],1630549,66.96780551905388,44.36274509803921,1610612751,29,29,2025-11-19T01:09:37Z,1670000,False,-28.0,258.0,1,right,MISS D. Sharpe 25' 3PT,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,25.95,Missed,,,,,,,,,,,,,
176,PT00M13.60S,2025-11-19T01:09:37.0Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612738,29,29,2025-11-19T01:09:37Z,1680000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,175.0,2.0,2.0,0.0,,,,,
177,PT00M00.00S,2025-11-19T01:09:51.3Z,1,REGULAR,turnover,lost ball,[],1630202,,,1610612738,29,29,2025-11-19T01:10:21Z,1690000,False,,,0,,P. Pritchard lost ball TURNOVER (2 TO),"[1630202, 1631213]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,,,Martin,1631213.0
178,PT00M00.00S,2025-11-19T01:09:51.3Z,1,REGULAR,steal,,[],1631213,,,1610612751,29,29,2025-11-19T01:09:53Z,1700000,False,,,0,,T. Martin STEAL (1 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2025-11-19T01:09:57.6Z,1,REGULAR,period,end,[],0,,,1610612751,29,29,2025-11-19T01:09:57Z,1710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-11-19T01:10:18.7Z,2,REGULAR,substitution,out,['startperiod'],1630202,,,1610612751,29,29,2025-11-19T01:12:26Z,1720000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-11-19T01:10:18.7Z,2,REGULAR,substitution,in,['startperiod'],1631248,,,1610612751,29,29,2025-11-19T01:12:26Z,1730000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-11-19T01:12:50.0Z,2,REGULAR,period,start,[],0,,,1610612738,29,29,2025-11-19T01:12:50Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M40.00S,2025-11-19T01:13:09.6Z,2,REGULAR,turnover,lost ball,[],1629014,,,1610612738,29,29,2025-11-19T01:13:13Z,1750000,False,,,0,,A. Simons lost ball TURNOVER (1 TO),"[1629014, 1630549]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Sharpe,1630549.0
186,PT11M40.00S,2025-11-19T01:13:09.6Z,2,REGULAR,steal,,[],1630549,,,1610612751,29,29,2025-11-19T01:15:09Z,1760000,False,,,0,,D. Sharpe STEAL (2 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
187,PT11M36.00S,2025-11-19T01:13:12.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,92.9862023653088,50.49019607843137,1610612751,31,29,2025-11-19T01:13:20Z,1770000,False,2.0,13.0,1,right,Z. Williams running DUNK (2 PTS) (D. Powell 1 AST),"[1630533, 1642962]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,1.36,Made,2.0,D. Powell,1642962.0,1.0,,,,,,,,,
189,PT11M20.00S,2025-11-19T01:13:28.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630573,17.95335085413929,64.2156862745098,1610612738,31,31,2025-11-19T01:13:32Z,1790000,False,-71.0,116.0,1,left,S. Hauser 13' pullup Jump Shot (5 PTS) (N. Queta 1 AST),"[1630573, 1629674]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Left,,,,,,13.63,Made,5.0,N. Queta,1629674.0,1.0,,,,,,,,,
191,PT11M04.00S,2025-11-19T01:13:45.2Z,2,REGULAR,3pt,Jump Shot,[],1642962,67.36202365308804,42.15686274509804,1610612751,31,31,2025-11-19T01:13:49Z,1810000,False,-39.0,254.0,1,right,MISS D. Powell 25' pullup 3PT,[1642962],1610612751.0,BKN,pullup,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,25.73,Missed,,,,,,,,,,,,,
192,PT11M01.00S,2025-11-19T01:13:48.2Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,31,31,2025-11-19T01:13:49Z,1820000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,191.0,2.0,2.0,0.0,,,,,
193,PT10M47.00S,2025-11-19T01:14:02.4Z,2,REGULAR,3pt,Jump Shot,[],1631169,9.411957950065702,4.411764705882353,1610612738,31,34,2025-11-19T01:14:06Z,1830000,False,228.0,36.0,1,left,J. Minott 3PT  (3 PTS) (B. Scheierman 1 AST),"[1631169, 1631248]",1610612738.0,BOS,,,,Minott,J. Minott,,,,,Right Corner 3,24+ Right,,,,,,23.07,Made,3.0,B. Scheierman,1631248.0,1.0,,,,,,,,,
195,PT10M28.00S,2025-11-19T01:14:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,86.41590013140605,40.44117647058824,1610612751,31,34,2025-11-19T01:14:31Z,1850000,False,-48.0,75.0,1,right,MISS Z. Williams 8' driving floating Shot,[1630533],1610612751.0,BKN,driving floating,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.91,Missed,,,,,,,,,,,,,
196,PT10M26.00S,2025-11-19T01:14:22.5Z,2,REGULAR,rebound,defensive,[],1631248,,,1610612738,31,34,2025-11-19T01:14:31Z,1860000,False,,,0,,B. Scheierman REBOUND (Off:0 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,,
197,PT10M14.00S,2025-11-19T01:14:39.0Z,2,REGULAR,foul,offensive,[],1629014,,,1610612738,31,34,2025-11-19T01:14:48Z,1870000,False,,,0,,A. Simons offensive FOUL (1 PF),"[1629014, 1630549]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Left,1628951.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
199,PT10M14.00S,2025-11-19T01:14:39.0Z,2,REGULAR,turnover,offensive foul,[],1629014,,,1610612738,31,34,2025-11-19T01:14:39Z,1890000,False,,,0,,A. Simons offensive foul TURNOVER (2 TO),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Left,1628951.0,,,,,,,,,,,,,,,2.0,,,,
200,PT10M14.00S,2025-11-19T01:14:45.6Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,31,34,2025-11-19T01:14:49Z,1900000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M14.00S,2025-11-19T01:14:45.6Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,31,34,2025-11-19T01:14:49Z,1910000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M56.00S,2025-11-19T01:15:14.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630592,74.98357424441524,85.04901960784314,1610612751,31,34,2025-11-19T01:15:19Z,1920000,False,175.0,183.0,1,right,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,,,25.31,Missed,,,,,,,,,,,,,
203,PT09M51.00S,2025-11-19T01:15:19.7Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612738,31,34,2025-11-19T01:15:19Z,1930000,False,,,0,,A. Simons REBOUND (Off:0 Def:3),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,202.0,3.0,3.0,0.0,,,,,
204,PT09M49.00S,2025-11-19T01:15:21.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,30.305519053876477,30.14705882352941,1610612738,31,34,2025-11-19T01:15:28Z,1940000,False,99.0,232.0,1,left,MISS A. Simons 25' running pullup 3PT,[1629014],1610612738.0,BOS,running pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,25.27,Missed,,,,,,,,,,,,,
205,PT09M44.00S,2025-11-19T01:15:26.6Z,2,REGULAR,rebound,offensive,[],1631169,,,1610612738,31,34,2025-11-19T01:16:13Z,1950000,False,,,0,,J. Minott REBOUND (Off:1 Def:1),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,204.0,2.0,1.0,1.0,,,,,
206,PT09M44.00S,2025-11-19T01:15:26.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631169,5.590000152587891,50.0,1610612738,31,34,2025-11-19T01:16:10Z,1960000,False,0.0,0.0,1,left,MISS J. Minott tip DUNK,[1631169],1610612738.0,BOS,tip,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
207,PT09M43.00S,2025-11-19T01:15:27.1Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,31,34,2025-11-19T01:15:56Z,1970000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,
208,PT09M41.00S,2025-11-19T01:15:31.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642962,92.85479632063075,47.549019607843135,1610612751,33,34,2025-11-19T01:16:18Z,1980000,False,-12.0,15.0,1,right,D. Powell running Layup (2 PTS) (Z. Williams 1 AST),"[1642962, 1630533]",1610612751.0,BKN,running,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,1.92,Made,2.0,Z. Williams,1630533.0,1.0,,,,,,,,,
209,PT09M41.00S,2025-11-19T01:15:35.0Z,2,REGULAR,foul,personal,['1freethrow'],1629674,,,1610612751,33,34,2025-11-19T01:15:53Z,1990000,False,,,0,,N. Queta shooting personal FOUL (2 PF) (Powell 1 FT),"[1629674, 1642962]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,200834.0,2.0,0.0,Powell,1642962.0,,,,,,,,,,,,,,,
211,PT09M41.00S,2025-11-19T01:15:46.7Z,2,REGULAR,substitution,out,[],1631169,,,1610612751,33,34,2025-11-19T01:15:52Z,2010000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M41.00S,2025-11-19T01:15:46.7Z,2,REGULAR,substitution,in,[],1628401,,,1610612751,33,34,2025-11-19T01:15:52Z,2020000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M41.00S,2025-11-19T01:16:11.3Z,2,REGULAR,freethrow,1 of 1,[],1642962,,,1610612751,34,34,2025-11-19T01:16:11Z,2030000,False,,,0,,D. Powell Free Throw 1 of 1 (3 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
215,PT09M31.00S,2025-11-19T01:16:23.2Z,2,REGULAR,3pt,Jump Shot,[],1631248,17.559132720105126,94.36274509803921,1610612738,34,34,2025-11-19T01:16:28Z,2040000,False,-222.0,113.0,1,left,MISS B. Scheierman 24' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,,,,,,24.87,Missed,,,,,,,,,,,,,
216,PT09M26.00S,2025-11-19T01:16:28.2Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,34,34,2025-11-19T01:16:28Z,2050000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,215.0,2.0,2.0,0.0,,,,,
217,PT09M20.00S,2025-11-19T01:16:33.2Z,2,REGULAR,3pt,Jump Shot,[],1630533,72.88107752956637,18.137254901960784,1610612751,34,34,2025-11-19T01:16:38Z,2060000,False,-159.0,202.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,25.76,Missed,,,,,,,,,,,,,
218,PT09M16.00S,2025-11-19T01:16:37.2Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,34,34,2025-11-19T01:16:38Z,2070000,False,,,0,,N. Queta REBOUND (Off:1 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,217.0,3.0,2.0,1.0,,,,,
219,PT09M08.00S,2025-11-19T01:16:44.5Z,2,REGULAR,3pt,Jump Shot,[],1631248,24.129434954007884,85.04901960784314,1610612738,34,37,2025-11-19T01:16:48Z,2080000,False,-175.0,174.0,1,left,B. Scheierman 24' 3PT  (3 PTS) (D. White 1 AST),"[1631248, 1628401]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,,,,,,24.71,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,
221,PT08M54.00S,2025-11-19T01:17:01.1Z,2,REGULAR,turnover,out-of-bounds,[],1642962,,,1610612751,34,37,2025-11-19T01:17:13Z,2100000,False,,,0,,D. Powell bad pass out-of-bounds TURNOVER (1 TO),[1642962],1610612751.0,BKN,bad pass,,,Powell,D. Powell,,,,,Mid-Range,8-16 Left,1627526.0,,,,,,,,,,,,,,,1.0,,,,
222,PT08M54.00S,2025-11-19T01:17:03.6Z,2,REGULAR,substitution,out,[],1629674,,,1610612738,34,37,2025-11-19T01:17:12Z,2110000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M54.00S,2025-11-19T01:17:03.6Z,2,REGULAR,substitution,in,[],1630568,,,1610612738,34,37,2025-11-19T01:17:12Z,2120000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M36.00S,2025-11-19T01:17:43.9Z,2,REGULAR,substitution,out,[],1631213,,,1610612738,34,37,2025-11-19T01:17:51Z,2140000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M36.00S,2025-11-19T01:17:43.9Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,34,37,2025-11-19T01:17:51Z,2150000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M36.00S,2025-11-19T01:17:43.9Z,2,REGULAR,substitution,in,[],1629611,,,1610612738,34,37,2025-11-19T01:17:51Z,2160000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M36.00S,2025-11-19T01:17:43.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,34,37,2025-11-19T01:17:51Z,2170000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M32.00S,2025-11-19T01:18:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,5.732588699080158,48.03921568627451,1610612738,34,39,2025-11-19T01:18:13Z,2180000,False,10.0,1.0,1,left,J. Brown driving Layup (6 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,0.99,Made,6.0,,,,,,,,,,,,
230,PT08M07.00S,2025-11-19T01:18:33.0Z,2,REGULAR,3pt,Jump Shot,[],1630533,67.09921156373193,56.61764705882353,1610612751,34,39,2025-11-19T01:18:37Z,2190000,False,33.0,257.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,25.89,Missed,,,,,,,,,,,,,
231,PT08M04.00S,2025-11-19T01:18:36.0Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,34,39,2025-11-19T01:18:37Z,2200000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,230.0,3.0,3.0,0.0,,,,,
232,PT07M46.00S,2025-11-19T01:18:54.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,20.581471747700395,75.0,1610612738,34,39,2025-11-19T01:19:32Z,2210000,False,-125.0,141.0,1,left,MISS J. Brown 18' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,18.84,Missed,,,,,,,,,,,,,
233,PT07M41.00S,2025-11-19T01:18:59.7Z,2,REGULAR,rebound,offensive,[],1630568,,,1610612738,34,39,2025-11-19T01:19:00Z,2220000,False,,,0,,L. Garza REBOUND (Off:2 Def:0),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,232.0,2.0,0.0,2.0,,,,,
234,PT07M36.00S,2025-11-19T01:19:12.8Z,2,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612738,34,39,2025-11-19T01:19:26Z,2230000,False,,,0,,D. White bad pass out-of-bounds TURNOVER (2 TO),[1628401],1610612738.0,BOS,bad pass,,,White,D. White,,,,,Mid-Range,8-16 Right,200834.0,,,,,,,,,,,,,,,2.0,,,,
236,PT07M36.00S,2025-11-19T01:19:17.2Z,2,REGULAR,substitution,out,[],1642962,,,1610612751,34,39,2025-11-19T01:19:23Z,2250000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M36.00S,2025-11-19T01:19:17.2Z,2,REGULAR,substitution,out,[],1630592,,,1610612751,34,39,2025-11-19T01:19:23Z,2260000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M36.00S,2025-11-19T01:19:17.2Z,2,REGULAR,substitution,in,[],1642856,,,1610612751,34,39,2025-11-19T01:19:23Z,2270000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M36.00S,2025-11-19T01:19:17.2Z,2,REGULAR,substitution,in,[],1629008,,,1610612751,34,39,2025-11-19T01:19:23Z,2280000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M19.00S,2025-11-19T01:19:47.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,93.24901445466492,51.71568627450981,1610612751,36,39,2025-11-19T01:19:50Z,2290000,False,9.0,11.0,1,right,N. Claxton Layup (3 PTS) (T. Mann 3 AST),"[1629651, 1629611]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,1.4,Made,3.0,T. Mann,1629611.0,3.0,,,,,,,,,
242,PT06M58.00S,2025-11-19T01:20:07.5Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,36,39,2025-11-19T01:20:12Z,2310000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1629008]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,3.0,,,Porter Jr.,1629008.0
243,PT06M58.00S,2025-11-19T01:20:07.5Z,2,REGULAR,steal,,[],1629008,,,1610612751,36,39,2025-11-19T01:20:09Z,2320000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
244,PT06M54.00S,2025-11-19T01:20:11.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,94.69448094612353,47.794117647058826,1610612751,38,39,2025-11-19T01:20:16Z,2330000,False,-11.0,-3.0,1,right,M. Porter Jr. running finger roll Layup (9 PTS),[1629008],1610612751.0,BKN,running finger roll,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,1.13,Made,9.0,,,,,,,,,,,,
245,PT06M44.00S,2025-11-19T01:20:23.1Z,2,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612738,38,39,2025-11-19T01:20:41Z,2340000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Simons 2 FT),"[1629611, 1629014]",1610612751.0,BKN,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Right,200834.0,1.0,0.0,Simons,1629014.0,,,,,,,,,,,,,,,
247,PT06M44.00S,2025-11-19T01:20:45.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,38,39,2025-11-19T01:20:45Z,2360000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M44.00S,2025-11-19T01:23:44.2Z,2,REGULAR,freethrow,1 of 2,[],1629014,,,1610612738,38,40,2025-11-19T01:23:44Z,2370000,False,,,0,,A. Simons Free Throw 1 of 2 (4 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
249,PT06M44.00S,2025-11-19T01:23:58.1Z,2,REGULAR,freethrow,2 of 2,[],1629014,,,1610612738,38,41,2025-11-19T01:23:58Z,2380000,False,,,0,,A. Simons Free Throw 2 of 2 (5 PTS),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
250,PT06M22.00S,2025-11-19T01:24:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,89.83245729303549,54.65686274509803,1610612751,38,41,2025-11-19T01:25:30Z,2390000,False,23.0,43.0,1,right,MISS T. Mann driving Layup,[1629611],1610612751.0,BKN,driving,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.9,Missed,,,,,,,,,,,,,
252,PT06M20.00S,2025-11-19T01:24:25.6Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612751,38,41,2025-11-19T01:25:30Z,2410000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,250.0,1.0,0.0,1.0,,,,,
253,PT06M20.00S,2025-11-19T01:24:30.6Z,2,REGULAR,turnover,offensive goaltending,[],1629651,,,1610612751,38,41,2025-11-19T01:24:54Z,2420000,False,,,0,,N. Claxton offensive goaltending TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1627526.0,,,,,,,,,,,,,,,1.0,,,,
254,PT05M59.00S,2025-11-19T01:25:06.5Z,2,REGULAR,turnover,out-of-bounds,[],1630568,,,1610612738,38,41,2025-11-19T01:26:31Z,2430000,False,,,0,,L. Garza lost ball out-of-bounds TURNOVER (1 TO),[1630568],1610612738.0,BOS,lost ball,,,Garza,L. Garza,,,,,Mid-Range,8-16 Right,200834.0,,,,,,,,,,,,,,,1.0,,,,
257,PT05M46.00S,2025-11-19T01:25:26.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,69.20170827858082,29.411764705882355,1610612751,41,41,2025-11-19T01:26:03Z,2440000,False,-103.0,237.0,1,right,M. Porter Jr. 25' 3PT pullup (12 PTS) (N. Claxton 2 AST),"[1629008, 1629651]",1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,25.84,Made,12.0,N. Claxton,1629651.0,2.0,,,,,,,,,
259,PT05M33.00S,2025-11-19T01:25:39.0Z,2,REGULAR,2pt,Jump Shot,[],1628401,15.325229960578188,30.637254901960787,1610612738,41,43,2025-11-19T01:26:47Z,2460000,False,97.0,92.0,1,left,D. White 13' driving floating Jump Shot (2 PTS) (A. Simons 4 AST),"[1628401, 1629014]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,13.33,Made,2.0,A. Simons,1629014.0,4.0,,,,,,,,,
261,PT05M16.00S,2025-11-19T01:25:55.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,92.32917214191852,41.911764705882355,1610612751,43,43,2025-11-19T01:27:03Z,2480000,False,-40.0,20.0,1,right,Z. Williams driving finger roll Layup (4 PTS) (E. Dëmin 3 AST),"[1630533, 1642856]",1610612751.0,BKN,driving finger roll,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.49,Made,4.0,E. Dëmin,1642856.0,3.0,,,,,,,,,
