actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
74,PT04M20.00S,2025-11-25T00:55:41.6Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612751,14,12,2025-11-25T00:55:54Z,720000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Claxton 2 FT),"[1628969, 1629651]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,2.0,1.0,,,,Claxton,1629651.0,,,,,
76,PT04M20.00S,2025-11-25T00:56:30.3Z,1,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,14,12,2025-11-25T00:56:30Z,740000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
77,PT04M20.00S,2025-11-25T00:56:30.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,14,12,2025-11-25T00:56:30Z,750000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,
78,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,out,[],1642856,,,1610612751,14,12,2025-11-25T00:56:48Z,760000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,out,[],1629611,,,1610612751,14,12,2025-11-25T00:56:48Z,770000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,out,[],1641730,,,1610612751,14,12,2025-11-25T00:56:48Z,780000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,out,[],1630540,,,1610612751,14,12,2025-11-25T00:56:48Z,790000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612751,14,12,2025-11-25T00:56:48Z,800000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,out,[],1626157,,,1610612751,14,12,2025-11-25T00:56:48Z,810000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,in,[],1642962,,,1610612751,14,12,2025-11-25T00:56:48Z,820000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,in,[],1631213,,,1610612751,14,12,2025-11-25T00:56:48Z,830000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,14,12,2025-11-25T00:56:48Z,840000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,in,[],203903,,,1610612751,14,12,2025-11-25T00:56:48Z,850000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,in,[],1628404,,,1610612751,14,12,2025-11-25T00:56:48Z,860000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M20.00S,2025-11-25T00:56:31.0Z,1,REGULAR,substitution,in,[],1630574,,,1610612751,14,12,2025-11-25T00:56:48Z,870000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M20.00S,2025-11-25T00:56:49.9Z,1,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,15,12,2025-11-25T00:56:49Z,880000,False,,,0,,N. Claxton Free Throw 2 of 2 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
91,PT04M10.00S,2025-11-25T00:57:01.3Z,1,REGULAR,3pt,Jump Shot,[],1628973,33.065045992115635,31.127450980392158,1610612752,15,15,2025-11-25T00:57:05Z,890000,False,94.0,258.0,1,left,J. Brunson 27' 3PT pullup (7 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,27.5,Made,,,,,7.0,,,,,,,,,,,,,
92,PT03M56.00S,2025-11-25T00:57:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631213,89.83245729303549,57.35294117647059,1610612751,15,15,2025-11-25T00:57:19Z,900000,False,37.0,43.0,1,right,MISS T. Martin driving floating Shot,[1631213],1610612751.0,BKN,driving floating,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
93,PT03M55.00S,2025-11-25T00:57:15.9Z,1,REGULAR,rebound,offensive,[],1631213,,,1610612751,15,15,2025-11-25T00:57:15Z,910000,False,,,0,,T. Martin REBOUND (Off:1 Def:0),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,92.0,1.0,0.0,1.0,,,,,,,,,,,,,,
94,PT03M53.00S,2025-11-25T00:57:17.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,66.83639947437582,65.44117647058823,1610612751,15,15,2025-11-25T00:57:21Z,920000,False,77.0,259.0,1,right,MISS M. Porter Jr. 27' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
95,PT03M50.00S,2025-11-25T00:57:20.7Z,1,REGULAR,rebound,offensive,[],1631213,,,1610612751,15,15,2025-11-25T00:57:21Z,930000,False,,,0,,T. Martin REBOUND (Off:2 Def:0),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Center,,,94.0,2.0,0.0,2.0,,,,,,,,,,,,,,
96,PT03M43.00S,2025-11-25T00:57:27.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631213,77.34888304862024,90.93137254901961,1610612751,18,15,2025-11-25T00:57:33Z,940000,False,205.0,160.0,1,right,T. Martin 26' 3PT  (3 PTS) (D. Powell 1 AST),"[1631213, 1642962]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,26.01,Made,,,,,3.0,,,,D. Powell,1642962.0,1.0,,,,,,,
98,PT03M41.00S,2025-11-25T00:57:34.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,18,15,2025-11-25T00:57:34Z,960000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M41.00S,2025-11-25T00:57:36.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612752,18,15,2025-11-25T01:00:08Z,970000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M41.00S,2025-11-25T00:57:36.8Z,1,REGULAR,substitution,in,[],1630549,,,1610612752,18,15,2025-11-25T01:00:08Z,990000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M32.00S,2025-11-25T01:00:45.6Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612752,18,15,2025-11-25T01:00:51Z,1010000,False,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1631213]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Martin,1631213.0
104,PT03M32.00S,2025-11-25T01:00:45.6Z,1,REGULAR,steal,,[],1631213,,,1610612751,18,15,2025-11-25T01:00:48Z,1020000,False,,,0,,T. Martin STEAL (1 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
105,PT03M30.00S,2025-11-25T01:00:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631213,91.14651773981603,47.549019607843135,1610612751,18,15,2025-11-25T01:01:22Z,1030000,False,-12.0,31.0,1,right,MISS T. Martin driving finger roll Layup,[1631213],1610612751.0,BKN,driving finger roll,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
106,PT03M30.00S,2025-11-25T01:00:48.5Z,1,REGULAR,rebound,offensive,[],1642962,,,1610612751,18,15,2025-11-25T01:01:22Z,1040000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,105.0,1.0,0.0,1.0,,,,,,,,,,,,,,
107,PT03M30.00S,2025-11-25T01:00:51.6Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612751,18,15,2025-11-25T01:01:02Z,1050000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Powell 2 FT),"[203903, 1642962]",1610612752.0,NYK,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,1.0,0.0,,,,Powell,1642962.0,,,,,
109,PT03M30.00S,2025-11-25T01:01:17.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1642962,,,1610612751,19,15,2025-11-25T01:01:17Z,1070000,False,,,0,,D. Powell Free Throw 1 of 2 (1 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
110,PT03M30.00S,2025-11-25T01:01:46.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1642962,,,1610612751,20,15,2025-11-25T01:01:46Z,1080000,False,,,0,,D. Powell Free Throw 2 of 2 (2 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
111,PT03M15.00S,2025-11-25T01:02:03.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,32.53942181340342,49.754901960784316,1610612752,20,18,2025-11-25T01:02:12Z,1090000,False,1.0,253.0,1,left,J. Hart 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.34,Made,,,,,3.0,,,,J. Brunson,1628973.0,1.0,,,,,,,
113,PT02M56.00S,2025-11-25T01:02:23.7Z,1,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612751,20,18,2025-11-25T01:02:33Z,1110000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Martin 2 FT),"[1627824, 1631213]",1610612752.0,NYK,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,1.0,0.0,,,,Martin,1631213.0,,,,,
115,PT02M56.00S,2025-11-25T01:02:58.7Z,1,REGULAR,freethrow,1 of 2,[],1631213,,,1610612751,20,18,2025-11-25T01:02:58Z,1130000,False,,,0,,MISS T. Martin Free Throw 1 of 2,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT02M56.00S,2025-11-25T01:02:58.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,20,18,2025-11-25T01:02:58Z,1140000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,
117,PT02M56.00S,2025-11-25T01:02:59.6Z,1,REGULAR,substitution,out,[],1629008,,,1610612751,20,18,2025-11-25T01:03:04Z,1150000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M56.00S,2025-11-25T01:02:59.6Z,1,REGULAR,substitution,in,[],1641730,,,1610612751,20,18,2025-11-25T01:03:04Z,1160000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M56.00S,2025-11-25T01:03:18.4Z,1,REGULAR,freethrow,2 of 2,[],1631213,,,1610612751,21,18,2025-11-25T01:03:18Z,1170000,False,,,0,,T. Martin Free Throw 2 of 2 (4 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
120,PT02M34.00S,2025-11-25T01:03:40.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.565703022339028,55.392156862745104,1610612752,21,20,2025-11-25T01:04:33Z,1180000,False,-27.0,66.0,1,left,J. Clarkson 7' floating Jump Shot (2 PTS) (G. Yabusele 1 AST),"[203903, 1627824]",1610612752.0,NYK,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,,,,,2.0,,,,G. Yabusele,1627824.0,1.0,,,,,,,
122,PT02M21.00S,2025-11-25T01:03:52.8Z,1,REGULAR,3pt,Jump Shot,[],1631213,66.96780551905388,19.362745098039216,1610612751,21,20,2025-11-25T01:03:58Z,1200000,False,-153.0,258.0,1,right,MISS T. Martin 30' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,30.01,Missed,,,,,,,,,,,,,,,,,,
123,PT02M19.00S,2025-11-25T01:03:54.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,21,20,2025-11-25T01:03:58Z,1210000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,122.0,,,,,,,,,,,,,,,,,
127,PT02M08.00S,2025-11-25T01:04:28.8Z,1,REGULAR,turnover,offensive-kicked-ball,[],203903,,,1610612752,21,20,2025-11-25T01:04:44Z,1250000,False,,,0,,J. Clarkson offensive-kicked-ball TURNOVER (2 TO),[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,,
128,PT02M08.00S,2025-11-25T01:04:36.9Z,1,REGULAR,substitution,out,[],1627824,,,1610612751,21,20,2025-11-25T01:04:42Z,1260000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M08.00S,2025-11-25T01:04:36.9Z,1,REGULAR,substitution,in,[],1630540,,,1610612751,21,20,2025-11-25T01:04:42Z,1270000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M54.00S,2025-11-25T01:04:55.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630549,92.72339027595268,57.59803921568627,1610612751,21,20,2025-11-25T01:05:00Z,1280000,False,38.0,16.0,1,right,MISS D. Sharpe cutting DUNK - blocked,"[1630549, 1628404]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,Hart,1628404.0,,,
131,PT01M54.00S,2025-11-25T01:04:55.6Z,1,REGULAR,block,,[],1628404,,,1610612751,21,20,2025-11-25T01:04:57Z,1290000,False,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT01M51.00S,2025-11-25T01:04:58.6Z,1,REGULAR,rebound,defensive,[],1630574,,,1610612752,21,20,2025-11-25T01:05:00Z,1300000,False,,,0,,A. Hukporti REBOUND (Off:0 Def:1),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT01M36.00S,2025-11-25T01:05:17.0Z,1,REGULAR,foul,personal,[],1641730,,,1610612752,21,20,2025-11-25T01:05:26Z,1310000,False,,,0,,N. Clowney personal FOUL (1 PF),"[1641730, 1628404]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Right,,,,,,,,1629178.0,1.0,0.0,,,,Hart,1628404.0,,,,,
135,PT01M29.00S,2025-11-25T01:05:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.273981603153747,62.5,1610612752,21,22,2025-11-25T01:05:55Z,1330000,False,-62.0,82.0,1,left,J. Brunson 10' pullup Jump Shot (9 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,10.29,Made,,,,,9.0,,,,,,,,,,,,,
136,PT01M10.00S,2025-11-25T01:06:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,91.80354796320631,59.80392156862745,1610612751,23,22,2025-11-25T01:09:06Z,1340000,False,49.0,25.0,1,right,N. Clowney driving floating bank Jump Shot (5 PTS),[1641730],1610612751.0,BKN,driving floating bank,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,,,,,5.0,,,,,,,,,,,,,
137,PT00M56.30S,2025-11-25T01:06:18.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,33.459264126149804,64.4607843137255,1610612752,23,22,2025-11-25T01:06:24Z,1350000,False,-72.0,262.0,1,left,MISS J. Brunson 27' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,27.18,Missed,,,,,,,,,,,,,,,,,,
138,PT00M53.90S,2025-11-25T01:06:20.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,23,22,2025-11-25T01:06:24Z,1360000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,137.0,,,,,,,,,,,,,,,,,
140,PT00M33.30S,2025-11-25T01:07:14.1Z,1,REGULAR,3pt,Jump Shot,[],1630549,68.41327201051249,23.774509803921568,1610612751,23,22,2025-11-25T01:10:13Z,1380000,False,-131.0,244.0,1,right,MISS D. Sharpe 27' pullup 3PT,[1630549],1610612751.0,BKN,pullup,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,27.73,Missed,,,,,,,,,,,,,,,,,,
141,PT00M29.90S,2025-11-25T01:07:17.5Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,23,22,2025-11-25T01:07:20Z,1390000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,140.0,3.0,3.0,0.0,,,,,,,,,,,,,,
142,PT00M11.00S,2025-11-25T01:07:37.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,14.536793692509855,54.90196078431373,1610612752,23,24,2025-11-25T01:07:44Z,1400000,False,-25.0,84.0,1,left,M. McBride 8' driving floating Jump Shot (4 PTS),[1630540],1610612752.0,NYK,driving floating,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,8.76,Made,,,,,4.0,,,,,,,,,,,,,
143,PT00M03.50S,2025-11-25T01:07:47.3Z,1,REGULAR,3pt,Jump Shot,[],1641730,75.1149802890933,90.68627450980392,1610612751,26,24,2025-11-25T01:07:53Z,1410000,False,203.0,181.0,1,right,N. Clowney 27' 3PT  (8 PTS) (D. Powell 2 AST),"[1641730, 1642962]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,27.25,Made,,,,,8.0,,,,D. Powell,1642962.0,2.0,,,,,,,
145,PT00M01.40S,2025-11-25T01:07:53.9Z,1,REGULAR,heave,,[],0,,,1610612752,26,24,2025-11-25T01:11:07Z,1430000,False,,,0,,NYK Heave,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,56.82,,,,,,,,,,,,,,,,,,,
146,PT00M00.10S,2025-11-25T01:07:55.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,26,24,2025-11-25T01:08:50Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,145.0,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2025-11-25T01:08:00.1Z,1,REGULAR,period,end,[],0,,,1610612752,26,24,2025-11-25T01:08:00Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-11-25T01:09:07.4Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,26,24,2025-11-25T01:10:29Z,1460000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-11-25T01:09:07.4Z,2,REGULAR,substitution,out,['startperiod'],1630574,,,1610612752,26,24,2025-11-25T01:10:29Z,1470000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-11-25T01:09:07.4Z,2,REGULAR,substitution,in,['startperiod'],1642278,,,1610612752,26,24,2025-11-25T01:10:29Z,1480000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-11-25T01:09:07.4Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,26,24,2025-11-25T01:10:29Z,1490000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-11-25T01:10:54.5Z,2,REGULAR,period,start,[],0,,,1610612752,26,24,2025-11-25T01:10:54Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M39.00S,2025-11-25T01:11:15.3Z,2,REGULAR,3pt,Jump Shot,[],203903,4.155716162943495,98.52941176470588,1610612752,26,24,2025-11-25T01:11:21Z,1510000,False,-243.0,-13.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,24.3,Missed,,,,,,,,,,,,,,,,,,
154,PT11M39.00S,2025-11-25T01:11:15.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,26,24,2025-11-25T01:11:21Z,1520000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Left Corner 3,24+ Left,,,153.0,,,,,,,,,,,,,,,,,
156,PT11M17.00S,2025-11-25T01:11:45.6Z,2,REGULAR,3pt,Jump Shot,[],1642962,67.23061760840999,27.450980392156865,1610612751,26,24,2025-11-25T01:11:51Z,1540000,False,-113.0,256.0,1,right,MISS D. Powell 27' pullup 3PT,[1642962],1610612751.0,BKN,pullup,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,27.93,Missed,,,,,,,,,,,,,,,,,,
157,PT11M11.00S,2025-11-25T01:11:51.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,26,24,2025-11-25T01:11:51Z,1550000,False,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,156.0,4.0,4.0,0.0,,,,,,,,,,,,,,
158,PT11M05.00S,2025-11-25T01:11:57.0Z,2,REGULAR,3pt,Jump Shot,[],203903,4.418528252299605,95.58823529411765,1610612752,26,24,2025-11-25T01:12:01Z,1560000,False,-228.0,-11.0,1,left,MISS J. Clarkson 3PT,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
159,PT11M01.00S,2025-11-25T01:12:01.0Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,26,24,2025-11-25T01:12:01Z,1570000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT10M52.00S,2025-11-25T01:12:09.7Z,2,REGULAR,3pt,Jump Shot,[],1641730,93.77463863337714,96.32352941176471,1610612751,29,24,2025-11-25T01:12:14Z,1580000,False,232.0,6.0,1,right,N. Clowney 3PT  (11 PTS) (T. Martin 1 AST),"[1641730, 1631213]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,23.17,Made,,,,,11.0,,,,T. Martin,1631213.0,1.0,,,,,,,
162,PT10M32.00S,2025-11-25T01:12:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,6.521024967148489,47.794117647058826,1610612752,29,26,2025-11-25T01:12:33Z,1600000,False,11.0,9.0,1,left,J. Clarkson driving Layup (4 PTS),[203903],1610612752.0,NYK,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,4.0,,,,,,,,,,,,,
163,PT10M11.00S,2025-11-25T01:12:50.9Z,2,REGULAR,3pt,Jump Shot,[],1631213,67.36202365308804,23.774509803921568,1610612751,29,26,2025-11-25T01:12:56Z,1610000,False,-131.0,254.0,1,right,MISS T. Martin 28' pullup 3PT,[1631213],1610612751.0,BKN,pullup,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,28.61,Missed,,,,,,,,,,,,,,,,,,
