actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-03-09T23:40:54.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-09T23:40:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-09T23:40:57.7Z,1,REGULAR,jumpball,recovered,[],1642849,,,1610612751,0,0,2026-03-09T23:40:57Z,40000,False,,,0,,Jump Ball N. Claxton vs. O. Prosper: Tip to N. Traore,"[1642849, 1629651, 1641765]",1610612751.0,BKN,startperiod,N. Traore,1642849.0,Traore,N. Traore,Claxton,1629651.0,Prosper,1641765.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-03-09T23:41:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,93.77463863337714,55.63725490196079,1610612751,0,0,2026-03-09T23:41:12Z,70000,False,28.0,6.0,1,right,MISS N. Traore driving Layup - blocked,"[1642849, 1641765]",1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,2.88,Missed,Prosper,1641765.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2026-03-09T23:41:08.4Z,1,REGULAR,block,,[],1641765,,,1610612751,0,0,2026-03-09T23:41:10Z,80000,False,,,0,,O. Prosper BLOCK (1 BLK),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2026-03-09T23:41:11.4Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,0,0,2026-03-09T23:41:12Z,90000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M31.00S,2026-03-09T23:41:23.1Z,1,REGULAR,2pt,Jump Shot,[],1642914,5.601182654402102,89.70588235294117,1610612763,0,0,2026-03-09T23:41:27Z,100000,False,-199.0,0.0,1,left,MISS J. Small 19' step back Shot,[1642914],1610612763.0,MEM,step back,,,Small,J. Small,,,,,Mid-Range,16-24 Left,19.85,Missed,,,,,,,,,,,,,,,,,,
11,PT11M28.00S,2026-03-09T23:41:26.1Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,0,0,2026-03-09T23:41:27Z,110000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Mid-Range,16-24 Left,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M24.00S,2026-03-09T23:41:31.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641730,92.46057818659659,57.35294117647059,1610612751,0,0,2026-03-09T23:44:03Z,120000,False,37.0,18.0,1,right,MISS N. Clowney running Layup - blocked,"[1641730, 1642285]",1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,4.11,Missed,Spencer,1642285.0,,,,,,,,,,,,,,,,
13,PT11M24.00S,2026-03-09T23:41:31.5Z,1,REGULAR,block,,[],1642285,,,1610612751,0,0,2026-03-09T23:41:33Z,130000,False,,,0,,C. Spencer BLOCK (1 BLK),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M24.00S,2026-03-09T23:41:31.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,0,0,2026-03-09T23:41:35Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,12.0,,,,,,,,,,,,,,,
16,PT11M16.00S,2026-03-09T23:41:54.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629651,93.64323258869908,50.245098039215684,1610612751,2,0,2026-03-09T23:41:59Z,160000,False,1.0,7.0,1,right,N. Claxton alley-oop DUNK (2 PTS) (N. Traore 1 AST),"[1629651, 1642849]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,2.0,N. Traore,1642849.0,1.0,,,,,,,,
18,PT10M54.00S,2026-03-09T23:42:15.7Z,1,REGULAR,3pt,Jump Shot,[],1642377,31.61957950065703,33.088235294117645,1610612763,2,3,2026-03-09T23:42:19Z,180000,False,85.0,245.0,1,left,J. Wells 25' 3PT  (3 PTS) (C. Spencer 1 AST),"[1642377, 1642285]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,25.89,Made,,,,,,,3.0,C. Spencer,1642285.0,1.0,,,,,,,,
20,PT10M36.00S,2026-03-09T23:42:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642874,89.04402102496715,39.705882352941174,1610612751,2,3,2026-03-09T23:42:38Z,200000,False,-51.0,50.0,1,right,MISS D. Wolf 7' driving floating Shot,[1642874],1610612751.0,BKN,driving floating,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
21,PT10M31.00S,2026-03-09T23:42:38.9Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612763,2,3,2026-03-09T23:42:38Z,210000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT10M13.00S,2026-03-09T23:42:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,19.92444152431012,49.01960784313725,1610612763,2,3,2026-03-09T23:43:01Z,220000,False,5.0,135.0,1,left,MISS C. Spencer 13' pullup Shot,[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,13.49,Missed,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2026-03-09T23:43:02.6Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,2,3,2026-03-09T23:43:01Z,230000,False,,,0,,D. Wolf REBOUND (Off:0 Def:2),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),8-16 Center,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,
24,PT10M00.00S,2026-03-09T23:43:09.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,93.64323258869908,50.98039215686274,1610612751,4,3,2026-03-09T23:43:13Z,240000,False,5.0,7.0,1,right,N. Claxton DUNK (4 PTS) (N. Clowney 1 AST),"[1629651, 1641730]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,4.0,N. Clowney,1641730.0,1.0,,,,,,,,
26,PT09M46.00S,2026-03-09T23:43:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,10.200394218134035,52.20588235294118,1610612763,4,5,2026-03-09T23:45:31Z,260000,False,-11.0,43.0,1,left,G. Jackson driving floating Jump Shot (2 PTS) (J. Small 1 AST),"[1641713, 1642914]",1610612763.0,MEM,driving floating,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,,,,,,,2.0,J. Small,1642914.0,1.0,,,,,,,,
28,PT09M34.00S,2026-03-09T23:43:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,94.30026281208936,61.029411764705884,1610612751,6,5,2026-03-09T23:43:39Z,280000,False,55.0,1.0,1,right,N. Traore driving bank Jump Shot (2 PTS),[1642849],1610612751.0,BKN,driving bank,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,,,,,,,2.0,,,,,,,,,,,
29,PT09M22.00S,2026-03-09T23:43:47.3Z,1,REGULAR,3pt,Jump Shot,[],1642914,31.750985545335087,50.0,1610612763,6,5,2026-03-09T23:43:51Z,290000,False,0.0,246.0,1,left,MISS J. Small 24' pullup 3PT,[1642914],1610612763.0,MEM,pullup,,,Small,J. Small,,,,,Above the Break 3,24+ Center,24.6,Missed,,,,,,,,,,,,,,,,,,
30,PT09M20.00S,2026-03-09T23:43:49.3Z,1,REGULAR,rebound,defensive,[],1642962,,,1610612751,6,5,2026-03-09T23:43:51Z,300000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
