actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-12-21T23:12:27.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-21T23:12:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-21T23:12:29.3Z,1,REGULAR,jumpball,recovered,[],1641730,,,1610612751,0,0,2025-12-21T23:12:29Z,40000,False,,,0,,Jump Ball N. Claxton vs. J. Poeltl: Tip to N. Clowney,"[1641730, 1629651, 1627751]",1610612751.0,BKN,startperiod,N. Clowney,1641730.0,Clowney,N. Clowney,Claxton,1629651.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-12-21T23:12:49.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,10.5946123521682,36.029411764705884,1610612751,0,0,2025-12-21T23:12:56Z,70000,False,70.0,47.0,1,left,MISS N. Clowney 8' driving Layup - blocked,"[1641730, 1630567]",1610612751.0,BKN,driving,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Right,8.43,Missed,Barnes,1630567.0,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-12-21T23:12:49.8Z,1,REGULAR,block,,[],1630567,,,1610612751,0,0,2025-12-21T23:12:51Z,80000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2025-12-21T23:12:51.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,0,2025-12-21T23:12:56Z,90000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M16.00S,2025-12-21T23:13:11.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,77.34888304862024,55.392156862745104,1610612761,0,0,2025-12-21T23:13:15Z,100000,False,27.0,160.0,1,right,MISS B. Ingram 16' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,16.27,Missed,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2025-12-21T23:13:15.0Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,0,0,2025-12-21T23:13:15Z,110000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M05.00S,2025-12-21T23:13:20.8Z,1,REGULAR,3pt,Jump Shot,[],1629611,28.465834428383708,80.3921568627451,1610612751,3,0,2025-12-21T23:13:26Z,120000,False,-152.0,215.0,1,left,T. Mann 26' 3PT  (3 PTS) (N. Clowney 1 AST),"[1629611, 1641730]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,26.34,Made,,,,,,,3.0,N. Clowney,1641730.0,1.0,,,,,,,,
14,PT10M53.00S,2025-12-21T23:13:32.8Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,3,0,2025-12-21T23:13:36Z,140000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1642856]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Dëmin,1642856.0,,,,,
15,PT10M53.00S,2025-12-21T23:13:32.8Z,1,REGULAR,steal,,[],1642856,,,1610612751,3,0,2025-12-21T23:13:34Z,150000,False,,,0,,E. Dëmin STEAL (1 STL),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2025-12-21T23:13:42.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642856,33.327858081471746,46.568627450980394,1610612751,3,0,2025-12-21T23:13:46Z,160000,False,17.0,261.0,1,left,MISS E. Dëmin 26' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
