actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-12T00:43:10.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-12T00:43:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-11-12T00:43:14.9Z,1,REGULAR,jumpball,recovered,[],1641730,,,1610612751,0,0,2025-11-12T00:43:14Z,40000,False,,,0,,Jump Ball N. Claxton vs. J. Poeltl: Tip to N. Clowney,"[1641730, 1629651, 1627751]",1610612751.0,BKN,startperiod,N. Clowney,1641730.0,Clowney,N. Clowney,Claxton,1629651.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2025-11-12T00:43:35.3Z,1,REGULAR,3pt,Jump Shot,[],1642856,27.414586070959263,77.69607843137256,1610612751,3,0,2025-11-12T00:43:41Z,70000,False,-138.0,205.0,1,left,E. Dëmin 24' 3PT  (3 PTS) (T. Mann 1 AST),"[1642856, 1629611]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,24.76,Made,3.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
9,PT11M08.00S,2025-11-12T00:44:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.27792378449409,51.225490196078425,1610612761,3,0,2025-11-12T00:44:07Z,90000,False,6.0,29.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
10,PT11M04.00S,2025-11-12T00:44:06.7Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,3,0,2025-11-12T00:44:07Z,100000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT10M59.00S,2025-11-12T00:44:11.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.1268068331143235,50.0,1610612751,5,0,2025-11-12T00:44:21Z,110000,False,0.0,5.0,1,left,N. Claxton alley-oop DUNK (2 PTS) (T. Mann 2 AST),"[1629651, 1629611]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,
13,PT10M57.00S,2025-11-12T00:44:19.6Z,1,REGULAR,foul,technical,['1freethrow'],1629628,,,1610612761,5,0,2025-11-12T00:44:42Z,130000,False,,,0,,R. Barrett technical FOUL (1 Tech),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202056.0,0.0,1.0,,,,,,,
14,PT10M57.00S,2025-11-12T00:44:50.6Z,1,REGULAR,freethrow,1 of 1,[],1629008,,,1610612761,6,0,2025-11-12T00:44:50Z,140000,False,,,0,,M. Porter Jr. technical Free Throw 1 of 1 (1 PTS),[1629008],1610612751.0,BKN,technical,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2025-11-12T00:45:10.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,70.38436268068331,24.754901960784316,1610612761,6,3,2025-11-12T00:45:15Z,150000,False,-126.0,226.0,1,right,I. Quickley 25' 3PT  (3 PTS) (R. Barrett 1 AST),"[1630193, 1629628]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,25.88,Made,3.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
17,PT10M28.00S,2025-11-12T00:45:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,5.995400788436268,53.92156862745098,1610612751,8,3,2025-11-12T00:45:32Z,170000,False,-20.0,4.0,1,left,N. Claxton driving bank Jump Shot (4 PTS) (M. Porter Jr. 1 AST),"[1629651, 1629008]",1610612751.0,BKN,driving bank,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.0,Made,4.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,,,
19,PT10M28.00S,2025-11-12T00:45:30.3Z,1,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612751,8,3,2025-11-12T00:45:39Z,190000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Claxton 1 FT),"[1627751, 1629651]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Claxton,1629651.0,,,,,
