actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-04T20:40:36.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-04T20:40:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-04T20:40:38.6Z,1,REGULAR,jumpball,recovered,[],1631128,,,1610612743,0,0,2026-01-04T20:40:38Z,40000,False,,,0,,Jump Ball D. Holmes II vs. D. Sharpe: Tip to C. Braun,"[1631128, 1641747, 1630549]",1610612743.0,DEN,startperiod,C. Braun,1631128.0,Braun,C. Braun,Holmes II,1641747.0,Sharpe,1630549.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2026-01-04T20:40:47.6Z,1,REGULAR,turnover,lost ball,[],1627750,,,1610612743,0,0,2026-01-04T20:40:53Z,70000,False,,,0,,J. Murray lost ball TURNOVER (1 TO),"[1627750, 1630549]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,1.0,Sharpe,1630549.0,,,,,,,,,,,,,,,,,
8,PT11M48.00S,2026-01-04T20:40:47.6Z,1,REGULAR,steal,,[],1630549,,,1610612751,0,0,2026-01-04T20:40:49Z,80000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
9,PT11M44.00S,2026-01-04T20:40:51.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629611,9.149145860709593,42.8921568627451,1610612751,2,0,2026-01-04T20:41:29Z,90000,False,36.0,34.0,1,left,T. Mann running Layup (2 PTS),[1629611],1610612751.0,BKN,running,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,4.88,Made,2.0,,,,,,,,,,,,,,
10,PT11M13.00S,2026-01-04T20:41:21.7Z,1,REGULAR,2pt,Jump Shot,[],1631212,85.3646517739816,30.14705882352941,1610612743,2,0,2026-01-04T20:42:23Z,100000,False,-99.0,85.0,1,right,MISS P. Watson 13' turnaround fadeaway Shot,[1631212],1610612743.0,DEN,turnaround fadeaway,,,Watson,P. Watson,,,,,Mid-Range,8-16 Left,,,,13.08,Missed,,,,,,,,,,,,,,,
11,PT11M11.00S,2026-01-04T20:41:23.7Z,1,REGULAR,rebound,offensive,[],1631128,,,1610612743,2,0,2026-01-04T20:41:26Z,110000,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Left,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,
12,PT11M05.00S,2026-01-04T20:41:30.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,92.19776609724047,54.90196078431373,1610612743,2,2,2026-01-04T20:41:36Z,120000,False,25.0,21.0,1,right,P. Watson reverse Layup (2 PTS) (J. Murray 1 AST),"[1631212, 1627750]",1610612743.0,DEN,reverse,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,3.21,Made,2.0,,,,,J. Murray,1627750.0,1.0,,,,,,,
14,PT10M44.00S,2026-01-04T20:41:50.9Z,1,REGULAR,3pt,Jump Shot,[],1641730,19.004599211563733,4.166666666666666,1610612751,2,2,2026-01-04T20:41:58Z,140000,False,229.0,126.0,1,left,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,,26.16,Missed,,,,,,,,,,,,,,,
15,PT10M42.00S,2026-01-04T20:41:52.9Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,2,2,2026-01-04T20:41:58Z,150000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
