actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M30.00S,2026-04-05T19:42:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1630604,,,1610612764,3,0,2026-04-05T19:42:52Z,170000,False,,,0,,E. Liddell shooting personal FOUL (1 PF) (Reese 2 FT),"[1630604, 1642882]",1610612751.0,BKN,shooting,,,Liddell,E. Liddell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1162.0,,,,,1.0,0.0,Reese,1642882.0,,,
19,PT10M30.00S,2026-04-05T19:42:53.5Z,1,REGULAR,freethrow,1 of 2,[],1642882,,,1610612764,3,0,2026-04-05T19:43:15Z,190000,False,,,0,,MISS J. Reese Free Throw 1 of 2,[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M30.00S,2026-04-05T19:42:53.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,3,0,2026-04-05T19:43:15Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,
21,PT10M30.00S,2026-04-05T19:42:53.5Z,1,REGULAR,freethrow,2 of 2,[],1642882,,,1610612764,3,0,2026-04-05T19:43:15Z,210000,False,,,0,,MISS J. Reese Free Throw 2 of 2,[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
22,PT10M27.00S,2026-04-05T19:42:56.5Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,3,0,2026-04-05T19:43:15Z,220000,False,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT10M27.00S,2026-04-05T19:43:14.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630264,10.726018396846255,46.81372549019608,1610612764,3,2,2026-04-05T19:50:58Z,230000,False,16.0,48.0,1,left,A. Gill driving floating Jump Shot (2 PTS),[1630264],1610612764.0,WAS,driving floating,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,,,,,,,,2.0,,,,,,,,,,
24,PT10M27.00S,2026-04-05T19:43:17.1Z,1,REGULAR,foul,personal,['1freethrow'],1630592,,,1610612764,3,2,2026-04-05T19:43:23Z,240000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Gill 1 FT),"[1630592, 1630264]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,,,,,1627961.0,,,,,1.0,0.0,Gill,1630264.0,,,
26,PT10M27.00S,2026-04-05T19:43:36.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630264,,,1610612764,3,3,2026-04-05T19:43:36Z,260000,False,,,0,,A. Gill Free Throw 1 of 1 (3 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
27,PT10M06.00S,2026-04-05T19:43:58.9Z,1,REGULAR,turnover,lost ball,[],1630604,,,1610612751,3,3,2026-04-05T19:44:11Z,270000,False,,,0,,E. Liddell lost ball TURNOVER (1 TO),"[1630604, 1641778]",1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Black,1641778.0
28,PT10M06.00S,2026-04-05T19:43:58.9Z,1,REGULAR,steal,,[],1641778,,,1610612764,3,3,2026-04-05T19:44:32Z,280000,False,,,0,,L. Black STEAL (1 STL),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
29,PT10M01.00S,2026-04-05T19:44:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641778,7.835085413929041,50.49019607843137,1610612764,3,3,2026-04-05T19:44:14Z,290000,False,-2.0,21.0,1,left,MISS L. Black running Layup,[1641778],1610612764.0,WAS,running,,,Black,L. Black,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,,,,,,,,,,,
30,PT10M00.00S,2026-04-05T19:44:07.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,3,3,2026-04-05T19:44:07Z,300000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,29.0,,,,,,,,,,,,,,,,,
32,PT09M52.00S,2026-04-05T19:44:23.3Z,1,REGULAR,foul,personal,[],1642364,,,1610612751,3,3,2026-04-05T19:44:33Z,320000,False,,,0,,J. Watkins personal FOUL (1 PF),"[1642364, 1630604]",1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1155.0,,,,,1.0,0.0,Liddell,1630604.0,,,
34,PT09M38.00S,2026-04-05T19:44:53.5Z,1,REGULAR,3pt,Jump Shot,[],1642962,71.43561103810775,76.22549019607843,1610612751,6,3,2026-04-05T19:44:57Z,340000,False,131.0,216.0,1,right,D. Powell 25' 3PT  (3 PTS) (E. Liddell 1 AST),"[1642962, 1630604]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,25.27,Made,,,,,,,,3.0,E. Liddell,1630604.0,1.0,,,,,,,
36,PT09M18.00S,2026-04-05T19:45:15.4Z,1,REGULAR,turnover,out-of-bounds,[],1641778,,,1610612764,6,3,2026-04-05T19:45:20Z,360000,False,,,0,,L. Black lost ball out-of-bounds TURNOVER (1 TO),[1641778],1610612764.0,WAS,lost ball,,,Black,L. Black,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1627961.0,,,,,,,,,1.0,,
37,PT09M03.00S,2026-04-05T19:45:39.6Z,1,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612751,6,3,2026-04-05T19:45:45Z,370000,False,,,0,,A. Gill shooting personal FOUL (1 PF) (Wilson 2 FT),"[1630264, 1630592]",1610612764.0,WAS,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1162.0,,,,,1.0,0.0,Wilson,1630592.0,,,
39,PT09M03.00S,2026-04-05T19:46:03.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630592,,,1610612751,7,3,2026-04-05T19:46:03Z,390000,False,,,0,,J. Wilson Free Throw 1 of 2 (1 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
40,PT09M03.00S,2026-04-05T19:46:20.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630592,,,1610612751,8,3,2026-04-05T19:46:20Z,400000,False,,,0,,J. Wilson Free Throw 2 of 2 (2 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
41,PT08M50.00S,2026-04-05T19:46:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,19.66162943495401,50.73529411764706,1610612764,8,5,2026-04-05T19:46:39Z,410000,False,-4.0,132.0,1,left,B. Carrington 13' turnaround fadeaway Jump Shot (2 PTS),[1642267],1610612764.0,WAS,turnaround fadeaway,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,13.24,Made,,,,,,,,2.0,,,,,,,,,,
42,PT08M37.00S,2026-04-05T19:46:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,94.03745072273325,55.88235294117647,1610612751,8,5,2026-04-05T19:46:51Z,420000,False,29.0,4.0,1,right,MISS J. Wilson driving Layup - blocked,"[1630592, 1630264]",1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,Gill,1630264.0,,,,,,,,,,,,
43,PT08M37.00S,2026-04-05T19:46:47.9Z,1,REGULAR,block,,[],1630264,,,1610612751,8,5,2026-04-05T19:46:50Z,430000,False,,,0,,A. Gill BLOCK (1 BLK),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M34.00S,2026-04-05T19:46:50.9Z,1,REGULAR,rebound,defensive,[],1642882,,,1610612764,8,5,2026-04-05T19:46:51Z,440000,False,,,0,,J. Reese REBOUND (Off:0 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M28.00S,2026-04-05T19:46:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642882,8.623521681997373,51.9607843137255,1610612764,8,7,2026-04-05T19:47:00Z,450000,False,-10.0,29.0,1,left,J. Reese cutting Layup (2 PTS) (B. Carrington 1 AST),"[1642882, 1642267]",1610612764.0,WAS,cutting,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,,,,2.0,B. Carrington,1642267.0,1.0,,,,,,,
47,PT08M20.00S,2026-04-05T19:47:04.2Z,1,REGULAR,3pt,Jump Shot,[],1630592,75.24638633377135,15.686274509803921,1610612751,11,7,2026-04-05T19:47:39Z,470000,False,-172.0,180.0,1,right,J. Wilson 24' 3PT pullup (5 PTS) (N. Traore 1 AST),"[1630592, 1642849]",1610612751.0,BKN,pullup,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,24.88,Made,,,,,,,,5.0,N. Traore,1642849.0,1.0,,,,,,,
49,PT08M18.00S,2026-04-05T19:47:16.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,11,7,2026-04-05T19:47:16Z,490000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M18.00S,2026-04-05T19:47:31.0Z,1,REGULAR,substitution,in,[],1642860,,,1610612764,11,7,2026-04-05T19:50:08Z,510000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT08M18.00S,2026-04-05T19:47:31.0Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,11,7,2026-04-05T19:53:35Z,515000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M57.00S,2026-04-05T19:50:50.2Z,1,REGULAR,3pt,Jump Shot,[],1641778,32.276609724047304,53.431372549019606,1610612764,11,10,2026-04-05T19:50:55Z,520000,False,-17.0,251.0,1,left,L. Black 25' 3PT  (3 PTS) (A. Gill 1 AST),"[1641778, 1630264]",1610612764.0,WAS,,,,Black,L. Black,,,,,Above the Break 3,24+ Center,25.15,Made,,,,,,,,3.0,A. Gill,1630264.0,1.0,,,,,,,
54,PT07M42.00S,2026-04-05T19:51:07.9Z,1,REGULAR,foul,personal,['2freethrow'],1642882,,,1610612751,11,10,2026-04-05T19:51:17Z,540000,False,,,0,,J. Reese shooting personal FOUL (1 PF) (Liddell 2 FT),"[1642882, 1630604]",1610612764.0,WAS,shooting,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,,,,,,,,,1155.0,,,,,1.0,0.0,Liddell,1630604.0,,,
56,PT07M42.00S,2026-04-05T19:51:34.7Z,1,REGULAR,freethrow,1 of 2,[],1630604,,,1610612751,12,10,2026-04-05T19:51:34Z,560000,False,,,0,,E. Liddell Free Throw 1 of 2 (1 PTS),[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
57,PT07M42.00S,2026-04-05T19:51:50.3Z,1,REGULAR,freethrow,2 of 2,[],1630604,,,1610612751,13,10,2026-04-05T19:51:50Z,570000,False,,,0,,E. Liddell Free Throw 2 of 2 (2 PTS),[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
58,PT07M28.00S,2026-04-05T19:52:05.6Z,1,REGULAR,3pt,Jump Shot,[],1641778,26.10052562417871,15.196078431372548,1610612764,13,10,2026-04-05T19:52:11Z,580000,False,174.0,193.0,1,left,MISS L. Black 25' step back 3PT,[1641778],1610612764.0,WAS,step back,,,Black,L. Black,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
59,PT07M24.00S,2026-04-05T19:52:09.6Z,1,REGULAR,rebound,offensive,[],1642882,,,1610612764,13,10,2026-04-05T19:52:11Z,590000,False,,,0,,J. Reese REBOUND (Off:1 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Above the Break 3,24+ Right Center,,,58.0,2.0,1.0,1.0,,,,,,,,,,,,,,
60,PT07M19.00S,2026-04-05T19:52:14.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,10.988830486202366,43.13725490196079,1610612764,13,12,2026-04-05T19:52:18Z,600000,False,34.0,51.0,1,left,A. Gill 6' cutting Layup (5 PTS) (W. Riley 1 AST),"[1630264, 1642860]",1610612764.0,WAS,cutting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,6.13,Made,,,,,,,,5.0,W. Riley,1642860.0,1.0,,,,,,,
62,PT07M03.00S,2026-04-05T19:52:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,93.38042049934296,49.754901960784316,1610612751,15,12,2026-04-05T19:52:36Z,620000,False,-1.0,10.0,1,right,J. Wilson driving Layup (7 PTS) (D. Powell 2 AST),"[1630592, 1642962]",1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,7.0,D. Powell,1642962.0,2.0,,,,,,,
64,PT06M45.00S,2026-04-05T19:52:48.8Z,1,REGULAR,3pt,Jump Shot,[],1642364,7.966491458607096,95.58823529411765,1610612764,15,12,2026-04-05T19:53:53Z,640000,False,-228.0,22.0,1,left,MISS J. Watkins 3PT,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Left Corner 3,24+ Left,22.9,Missed,,,,,,,,,,,,,,,,,,
65,PT06M40.00S,2026-04-05T19:52:53.8Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,15,12,2026-04-05T19:52:54Z,650000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M36.00S,2026-04-05T19:53:16.9Z,1,REGULAR,turnover,bad pass,[],1642849,,,1610612751,15,12,2026-04-05T19:53:37Z,670000,False,,,0,,N. Traore bad pass TURNOVER (1 TO),"[1642849, 1641778]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Black,1641778.0
68,PT06M36.00S,2026-04-05T19:53:16.9Z,1,REGULAR,steal,,[],1641778,,,1610612764,15,12,2026-04-05T19:53:21Z,680000,False,,,0,,L. Black STEAL (2 STL),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
70,PT06M19.00S,2026-04-05T19:53:33.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641778,31.750985545335087,57.59803921568627,1610612764,15,12,2026-04-05T19:53:40Z,690000,False,-38.0,246.0,1,left,MISS L. Black 24' 3PT,[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Above the Break 3,24+ Center,24.89,Missed,,,,,,,,,,,,,,,,,,
71,PT06M19.00S,2026-04-05T19:53:33.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,15,12,2026-04-05T19:53:40Z,700000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,70.0,,,,,,,,,,,,,,,,,
72,PT06M19.00S,2026-04-05T19:53:39.7Z,1,REGULAR,foul,personal,[],1630592,,,1610612764,15,12,2026-04-05T19:53:43Z,710000,False,,,0,,J. Wilson loose ball personal FOUL (2 PF),"[1630592, 1642882]",1610612751.0,BKN,loose ball,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1155.0,,,,,2.0,0.0,Reese,1642882.0,,,
74,PT06M13.00S,2026-04-05T19:53:58.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642860,31.35676741130092,63.970588235294116,1610612764,15,12,2026-04-05T19:55:51Z,730000,False,-70.0,242.0,1,left,MISS W. Riley 25' pullup 3PT,[1642860],1610612764.0,WAS,pullup,,,Riley,W. Riley,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
75,PT06M10.00S,2026-04-05T19:54:01.4Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,15,12,2026-04-05T19:54:07Z,740000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT06M03.00S,2026-04-05T19:54:08.6Z,1,REGULAR,3pt,Jump Shot,[],1642849,67.7562417871222,37.745098039215684,1610612751,18,12,2026-04-05T19:54:12Z,750000,False,-61.0,251.0,1,right,N. Traore 25' 3PT  (6 PTS) (E. Liddell 2 AST),"[1642849, 1630604]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Center,25.8,Made,,,,,,,,6.0,E. Liddell,1630604.0,2.0,,,,,,,
78,PT05M44.00S,2026-04-05T19:54:27.7Z,1,REGULAR,turnover,bad pass,[],1642364,,,1610612764,18,12,2026-04-05T19:54:31Z,770000,False,,,0,,J. Watkins bad pass TURNOVER (1 TO),"[1642364, 1642962]",1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Powell,1642962.0
79,PT05M44.00S,2026-04-05T19:54:27.7Z,1,REGULAR,steal,,[],1642962,,,1610612751,18,12,2026-04-05T19:57:38Z,780000,False,,,0,,D. Powell STEAL (1 STL),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
80,PT05M38.00S,2026-04-05T19:54:34.0Z,1,REGULAR,turnover,bad pass,[],1630604,,,1610612751,18,12,2026-04-05T19:54:37Z,790000,False,,,0,,E. Liddell bad pass TURNOVER (2 TO),"[1630604, 1641778]",1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Black,1641778.0
81,PT05M38.00S,2026-04-05T19:54:34.0Z,1,REGULAR,steal,,[],1641778,,,1610612764,18,12,2026-04-05T19:54:36Z,800000,False,,,0,,L. Black STEAL (3 STL),[1641778],1610612764.0,WAS,,,,Black,L. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M34.00S,2026-04-05T19:54:40.3Z,1,REGULAR,turnover,out-of-bounds,[],1642882,,,1610612764,18,12,2026-04-05T19:54:46Z,810000,False,,,0,,J. Reese lost ball out-of-bounds TURNOVER (1 TO),[1642882],1610612764.0,WAS,lost ball,,,Reese,J. Reese,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1162.0,,,,,,,,,1.0,,
83,PT05M26.00S,2026-04-05T19:54:59.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1643052,92.85479632063075,50.73529411764706,1610612751,20,12,2026-04-05T19:58:36Z,820000,False,4.0,15.0,1,right,C. Johnson driving DUNK (2 PTS),[1643052],1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,2.0,,,,,,,,,,
84,PT04M59.00S,2026-04-05T19:55:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642882,7.966491458607096,56.127450980392155,1610612764,20,12,2026-04-05T19:59:28Z,830000,False,-31.0,22.0,1,left,MISS J. Reese driving Layup - blocked,"[1642882, 1643052]",1610612764.0,WAS,driving,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,Johnson,1643052.0,,,,,,,,,,,,
85,PT04M59.00S,2026-04-05T19:55:26.6Z,1,REGULAR,block,,[],1643052,,,1610612764,20,12,2026-04-05T19:55:28Z,840000,False,,,0,,C. Johnson BLOCK (1 BLK),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT04M58.00S,2026-04-05T19:55:27.6Z,1,REGULAR,rebound,offensive,[],1642882,,,1610612764,20,12,2026-04-05T19:57:47Z,850000,False,,,0,,J. Reese REBOUND (Off:2 Def:1),[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,,,84.0,3.0,1.0,2.0,,,,,,,,,,,,,,
87,PT04M58.00S,2026-04-05T19:55:31.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,20,12,2026-04-05T19:55:39Z,860000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,1155.0,,,,,,,,,,,
89,PT04M58.00S,2026-04-05T19:55:34.6Z,1,REGULAR,substitution,out,[],1643052,,,1610612751,20,12,2026-04-05T19:55:40Z,880000,False,,,0,,SUB out: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M58.00S,2026-04-05T19:55:34.6Z,1,REGULAR,substitution,in,[],1630623,,,1610612751,20,12,2026-04-05T19:55:40Z,890000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
