actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-20T00:42:39.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-20T00:42:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-01-20T00:42:44.6Z,1,REGULAR,jumpball,recovered,[],1629611,,,1610612751,0,0,2026-01-20T00:42:44Z,40000,False,,,0,,Jump Ball N. Claxton vs. M. Williams: Tip to T. Mann,"[1629611, 1629651, 1631109]",1610612751.0,BKN,startperiod,T. Mann,1629611.0,Mann,T. Mann,Claxton,1629651.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-01-20T00:42:57.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,71.43561103810775,22.794117647058822,1610612751,0,0,2026-01-20T00:43:03Z,70000,False,-136.0,216.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2026-01-20T00:43:01.3Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,0,0,2026-01-20T00:43:03Z,80000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-01-20T00:43:15.0Z,1,REGULAR,3pt,Jump Shot,[],1628415,30.962549277266753,63.970588235294116,1610612756,0,3,2026-01-20T00:43:53Z,90000,False,-70.0,239.0,1,left,D. Brooks 24' 3PT step back (3 PTS),[1628415],1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,24.85,Made,,,,,3.0,,,,,,,,,,,,,
10,PT10M58.00S,2026-01-20T00:43:40.8Z,1,REGULAR,3pt,Jump Shot,[],1642962,68.28186596583443,59.80392156862745,1610612751,3,3,2026-01-20T00:43:45Z,100000,False,49.0,246.0,1,right,D. Powell 25' 3PT  (3 PTS) (T. Mann 1 AST),"[1642962, 1629611]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,25.05,Made,,,,,3.0,T. Mann,1629611.0,1.0,,,,,,,,,,
12,PT10M43.00S,2026-01-20T00:43:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,5.601182654402102,44.6078431372549,1610612756,3,3,2026-01-20T00:43:59Z,120000,False,27.0,0.0,1,left,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
13,PT10M40.00S,2026-01-20T00:43:58.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612751,3,3,2026-01-20T00:43:59Z,130000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M34.00S,2026-01-20T00:44:04.7Z,1,REGULAR,3pt,Jump Shot,[],1642962,77.87450722733246,11.76470588235294,1610612751,6,3,2026-01-20T00:44:09Z,140000,False,-191.0,155.0,1,right,D. Powell 24' 3PT  (6 PTS) (T. Mann 2 AST),"[1642962, 1629611]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,24.65,Made,,,,,6.0,T. Mann,1629611.0,2.0,,,,,,,,,,
16,PT10M26.00S,2026-01-20T00:44:15.6Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612756,6,3,2026-01-20T00:44:23Z,160000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Williams 2 FT),"[1629008, 1631109]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,1.0,0.0,Williams,1631109.0,,,,,
