actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
89,PT03M09.00S,2026-04-07T23:57:33.5Z,1,REGULAR,rebound,defensive,[],1630604,,,1610612751,18,24,2026-04-07T23:57:34Z,880000,False,,,0,,E. Liddell REBOUND (Off:0 Def:2),[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,88.0,2.0,2.0,0.0
90,PT02M59.00S,2026-04-07T23:57:43.7Z,1,REGULAR,3pt,Jump Shot,[],1630623,74.58935611038108,84.06862745098039,1610612751,18,24,2026-04-07T23:57:48Z,890000,False,170.0,186.0,1,right,MISS T. Etienne 25' pullup 3PT,[1630623],1610612751.0,BKN,pullup,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Right Center,,,,,,25.25,Missed,,,,,,,,,,,,,
91,PT02M55.00S,2026-04-07T23:57:47.7Z,1,REGULAR,rebound,defensive,[],1642504,,,1610612749,18,24,2026-04-07T23:57:48Z,900000,False,,,0,,C. Ryan REBOUND (Off:0 Def:1),[1642504],1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,90.0,1.0,1.0,0.0
92,PT02M46.00S,2026-04-07T23:57:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641748,6.258212877792378,51.9607843137255,1610612749,18,26,2026-04-07T23:58:01Z,910000,False,-10.0,6.0,1,left,A. Jackson Jr. cutting Layup (2 PTS) (J. Sims 3 AST),"[1641748, 1630579]",1610612749.0,MIL,cutting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,1.17,Made,2.0,J. Sims,1630579.0,3.0,,,,,,,,,
95,PT02M31.00S,2026-04-07T23:58:15.7Z,1,REGULAR,foul,personal,['2freethrow'],1642504,,,1610612751,18,26,2026-04-07T23:58:23Z,940000,False,,,0,,C. Ryan shooting personal FOUL (1 PF) (Saraf 2 FT),"[1642504, 1642879]",1610612749.0,MIL,shooting,,,Ryan,C. Ryan,,,,,In The Paint (Non-RA),8-16 Center,200834.0,1.0,0.0,Saraf,1642879.0,,,,,,,,,,,,,,,
97,PT02M31.00S,2026-04-07T23:58:40.6Z,1,REGULAR,freethrow,1 of 2,[],1642879,,,1610612751,19,26,2026-04-07T23:58:40Z,960000,False,,,0,,B. Saraf Free Throw 1 of 2 (5 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
98,PT02M31.00S,2026-04-07T23:58:41.4Z,1,REGULAR,substitution,out,[],1630604,,,1610612751,19,26,2026-04-07T23:58:59Z,970000,False,,,0,,SUB out: E. Liddell,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M31.00S,2026-04-07T23:58:41.4Z,1,REGULAR,substitution,out,[],1641869,,,1610612751,19,26,2026-04-07T23:58:59Z,980000,False,,,0,,SUB out: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M31.00S,2026-04-07T23:58:41.4Z,1,REGULAR,substitution,out,[],1630579,,,1610612751,19,26,2026-04-07T23:58:59Z,990000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M31.00S,2026-04-07T23:58:41.4Z,1,REGULAR,substitution,out,[],1631260,,,1610612751,19,26,2026-04-07T23:58:59Z,1000000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M31.00S,2026-04-07T23:58:41.4Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,19,26,2026-04-07T23:58:59Z,1010000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M31.00S,2026-04-07T23:58:41.4Z,1,REGULAR,substitution,in,[],1643052,,,1610612751,19,26,2026-04-07T23:58:59Z,1020000,False,,,0,,SUB in: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M31.00S,2026-04-07T23:58:41.4Z,1,REGULAR,substitution,in,[],1627752,,,1610612751,19,26,2026-04-07T23:58:59Z,1030000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M31.00S,2026-04-07T23:58:41.4Z,1,REGULAR,substitution,in,[],1631250,,,1610612751,19,26,2026-04-07T23:58:59Z,1040000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M31.00S,2026-04-07T23:59:04.4Z,1,REGULAR,freethrow,2 of 2,[],1642879,,,1610612751,20,26,2026-04-07T23:59:04Z,1050000,False,,,0,,B. Saraf Free Throw 2 of 2 (6 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
107,PT02M08.00S,2026-04-07T23:59:29.6Z,1,REGULAR,3pt,Jump Shot,[],1627752,31.09395532194481,32.84313725490196,1610612749,20,29,2026-04-07T23:59:39Z,1060000,False,86.0,240.0,1,left,T. Prince 25' 3PT pullup (3 PTS) (P. Nance 3 AST),"[1627752, 1631250]",1610612749.0,MIL,pullup,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,25.47,Made,3.0,P. Nance,1631250.0,3.0,,,,,,,,,
108,PT01M55.00S,2026-04-07T23:59:44.5Z,1,REGULAR,foul,personal,['2freethrow'],1641748,,,1610612751,20,29,2026-04-07T23:59:58Z,1070000,False,,,0,,A. Jackson Jr. shooting personal FOUL (1 PF) (Saraf 2 FT),"[1641748, 1642879]",1610612749.0,MIL,shooting,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,1830.0,1.0,0.0,Saraf,1642879.0,,,,,,,,,,,,,,,
111,PT01M55.00S,2026-04-08T00:00:10.5Z,1,REGULAR,freethrow,1 of 2,[],1642879,,,1610612751,21,29,2026-04-08T00:00:10Z,1090000,False,,,0,,B. Saraf Free Throw 1 of 2 (7 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
112,PT01M55.00S,2026-04-08T00:00:29.4Z,1,REGULAR,freethrow,2 of 2,[],1642879,,,1610612751,22,29,2026-04-08T00:00:29Z,1100000,False,,,0,,B. Saraf Free Throw 2 of 2 (8 PTS),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
113,PT01M48.00S,2026-04-08T00:00:42.6Z,1,REGULAR,foul,personal,[],1630286,,,1610612749,22,29,2026-04-08T00:00:52Z,1110000,False,,,0,,T. Scott personal FOUL (2 PF),"[1630286, 1641748]",1610612751.0,BKN,,,,Scott,T. Scott,,,,,Above the Break 3,24+ Center,1830.0,2.0,0.0,Jackson Jr.,1641748.0,,,,,,,,,,,,,,,
115,PT01M48.00S,2026-04-08T00:00:49.9Z,1,REGULAR,substitution,out,[],1642879,,,1610612749,22,29,2026-04-08T00:00:52Z,1130000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M48.00S,2026-04-08T00:00:49.9Z,1,REGULAR,substitution,in,[],1642849,,,1610612749,22,29,2026-04-08T00:00:52Z,1140000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M48.00S,2026-04-08T00:01:04.4Z,1,REGULAR,turnover,out-of-bounds,[],1641748,,,1610612749,22,29,2026-04-08T00:01:17Z,1150000,False,,,0,,A. Jackson Jr. bad pass out-of-bounds TURNOVER (1 TO),[1641748],1610612749.0,MIL,bad pass,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,203054.0,,,,,,,,,,,1.0,,,,,,,,
118,PT01M36.00S,2026-04-08T00:01:26.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630623,92.55913272010513,92.40196078431373,1610612751,22,29,2026-04-08T00:02:59Z,1160000,False,212.0,17.0,1,right,MISS T. Etienne 21' Jump Shot,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Mid-Range,16-24 Right,,,,,,21.27,Missed,,,,,,,,,,,,,
119,PT01M33.00S,2026-04-08T00:01:29.6Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,22,29,2026-04-08T00:01:30Z,1170000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:2),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,118.0,2.0,2.0,0.0
122,PT01M33.00S,2026-04-08T00:01:54.9Z,1,REGULAR,turnover,offensive-kicked-ball,[],1641748,,,1610612749,22,29,2026-04-08T00:02:15Z,1200000,False,,,0,,A. Jackson Jr. offensive-kicked-ball TURNOVER (2 TO),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,,,,,,
123,PT01M25.00S,2026-04-08T00:02:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1643052,92.32917214191852,47.549019607843135,1610612751,22,29,2026-04-08T00:02:18Z,1210000,False,-12.0,20.0,1,right,MISS C. Johnson driving Layup - blocked,"[1643052, 203914]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,2.31,Missed,,,,,,,,Harris,203914.0,,,,
124,PT01M25.00S,2026-04-08T00:02:11.5Z,1,REGULAR,block,,[],203914,,,1610612751,22,29,2026-04-08T00:02:14Z,1220000,False,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT01M22.00S,2026-04-08T00:02:14.5Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612749,22,29,2026-04-08T00:02:18Z,1230000,False,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,123.0,3.0,3.0,0.0
126,PT01M20.00S,2026-04-08T00:02:17.7Z,1,REGULAR,turnover,bad pass,[],1627752,,,1610612749,22,29,2026-04-08T00:02:21Z,1240000,False,,,0,,T. Prince bad pass TURNOVER (1 TO),"[1627752, 1630286]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Scott,1630286.0,,,,,,
127,PT01M20.00S,2026-04-08T00:02:17.7Z,1,REGULAR,steal,,[],1630286,,,1610612751,22,29,2026-04-08T00:02:19Z,1250000,False,,,0,,T. Scott STEAL (2 STL),[1630286],1610612751.0,BKN,,,,Scott,T. Scott,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
128,PT01M07.00S,2026-04-08T00:02:29.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1643052,69.85873850197109,71.81372549019608,1610612751,25,29,2026-04-08T00:02:38Z,1260000,False,109.0,231.0,1,right,C. Johnson 25' 3PT  (3 PTS) (J. Wilson 1 AST),"[1643052, 1630592]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,25.53,Made,3.0,J. Wilson,1630592.0,1.0,,,,,,,,,
130,PT00M44.40S,2026-04-08T00:02:52.6Z,1,REGULAR,2pt,Jump Shot,[],203914,22.815374507227332,41.66666666666667,1610612749,25,29,2026-04-08T00:02:59Z,1280000,False,42.0,162.0,1,left,MISS G. Harris 16' turnaround fadeaway Shot,[203914],1610612749.0,MIL,turnaround fadeaway,,,Harris,G. Harris,,,,,Mid-Range,16-24 Center,,,,,,16.73,Missed,,,,,,,,,,,,,
131,PT00M41.70S,2026-04-08T00:02:55.3Z,1,REGULAR,rebound,defensive,[],1630286,,,1610612751,25,29,2026-04-08T00:02:59Z,1290000,False,,,0,,T. Scott REBOUND (Off:1 Def:1),[1630286],1610612751.0,BKN,,,,Scott,T. Scott,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,130.0,2.0,1.0,1.0
132,PT00M32.60S,2026-04-08T00:03:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1643052,92.46057818659659,43.872549019607845,1610612751,27,29,2026-04-08T00:03:10Z,1300000,False,-31.0,18.0,1,right,C. Johnson bank Jump Shot (5 PTS) (N. Traore 1 AST),"[1643052, 1642849]",1610612751.0,BKN,bank,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,3.57,Made,5.0,N. Traore,1642849.0,1.0,,,,,,,,,
134,PT00M11.10S,2026-04-08T00:03:30.4Z,1,REGULAR,3pt,Jump Shot,[],1641748,24.52365308804205,13.725490196078432,1610612749,27,29,2026-04-08T00:03:34Z,1320000,False,181.0,178.0,1,left,MISS A. Jackson Jr. 25' pullup 3PT,[1641748],1610612749.0,MIL,pullup,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,25.41,Missed,,,,,,,,,,,,,
135,PT00M07.40S,2026-04-08T00:03:34.1Z,1,REGULAR,rebound,defensive,[],1643052,,,1610612751,27,29,2026-04-08T00:03:34Z,1330000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,134.0,1.0,1.0,0.0
136,PT00M02.40S,2026-04-08T00:03:39.1Z,1,REGULAR,3pt,Jump Shot,[],1642849,67.23061760840999,51.225490196078425,1610612751,30,29,2026-04-08T00:18:42Z,1340000,False,6.0,256.0,1,right,N. Traore 25' 3PT pullup (3 PTS),[1642849],1610612751.0,BKN,pullup,,,Traore,N. Traore,,,,,Above the Break 3,24+ Center,,,,,,25.56,Made,3.0,,,,,,,,,,,,
137,PT00M00.30S,2026-04-08T00:03:46.2Z,1,REGULAR,heave,,[],0,,,1610612749,30,29,2026-04-08T00:07:51Z,1350000,False,,,0,,MIL Heave,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,70.66,,,,,,,,,,,,,,
138,PT00M00.10S,2026-04-08T00:03:46.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,30,29,2026-04-08T00:03:55Z,1360000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,137.0,,,
139,PT00M00.00S,2026-04-08T00:03:49.4Z,1,REGULAR,period,end,[],0,,,1610612749,30,29,2026-04-08T00:03:49Z,1370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2026-04-08T00:03:57.9Z,2,REGULAR,substitution,out,['startperiod'],1630286,,,1610612749,30,29,2026-04-08T00:06:34Z,1380000,False,,,0,,SUB out: T. Scott,[1630286],1610612751.0,BKN,,,,Scott,T. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2026-04-08T00:03:57.9Z,2,REGULAR,substitution,out,['startperiod'],1642504,,,1610612749,30,29,2026-04-08T00:06:34Z,1390000,False,,,0,,SUB out: C. Ryan,[1642504],1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2026-04-08T00:03:57.9Z,2,REGULAR,substitution,out,['startperiod'],1641748,,,1610612749,30,29,2026-04-08T00:06:34Z,1400000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2026-04-08T00:03:57.9Z,2,REGULAR,substitution,in,['startperiod'],1642962,,,1610612749,30,29,2026-04-08T00:06:34Z,1410000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2026-04-08T00:03:57.9Z,2,REGULAR,substitution,in,['startperiod'],1631172,,,1610612749,30,29,2026-04-08T00:06:34Z,1420000,False,,,0,,SUB in: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2026-04-08T00:03:57.9Z,2,REGULAR,substitution,in,['startperiod'],1631260,,,1610612749,30,29,2026-04-08T00:06:34Z,1430000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2026-04-08T00:06:42.0Z,2,REGULAR,period,start,[],0,,,1610612751,30,29,2026-04-08T00:06:42Z,1440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M42.00S,2026-04-08T00:07:01.0Z,2,REGULAR,turnover,out-of-bounds,[],1642849,,,1610612751,30,29,2026-04-08T00:07:23Z,1450000,False,,,0,,N. Traore lost ball out-of-bounds TURNOVER (1 TO),[1642849],1610612751.0,BKN,lost ball,,,Traore,N. Traore,,,,,Above the Break 3,24+ Left Center,1830.0,,,,,,,,,,,1.0,,,,,,,,
148,PT11M21.00S,2026-04-08T00:07:33.8Z,2,REGULAR,turnover,bad pass,[],1627752,,,1610612749,30,29,2026-04-08T00:07:38Z,1460000,False,,,0,,T. Prince bad pass TURNOVER (2 TO),"[1627752, 1642849]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Traore,1642849.0,,,,,,
149,PT11M21.00S,2026-04-08T00:07:33.8Z,2,REGULAR,steal,,[],1642849,,,1610612751,30,29,2026-04-08T00:07:36Z,1470000,False,,,0,,N. Traore STEAL (1 STL),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
150,PT11M18.00S,2026-04-08T00:07:39.4Z,2,REGULAR,turnover,out-of-bounds,[],1630592,,,1610612751,30,29,2026-04-08T00:08:46Z,1480000,False,,,0,,J. Wilson bad pass out-of-bounds TURNOVER (1 TO),[1630592],1610612751.0,BKN,bad pass,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Right,200834.0,,,,,,,,,,,1.0,,,,,,,,
151,PT11M03.00S,2026-04-08T00:07:59.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,28.33442838370565,22.058823529411764,1610612749,30,29,2026-04-08T00:08:05Z,1490000,False,140.0,214.0,1,left,MISS T. Prince 25' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,25.54,Missed,,,,,,,,,,,,,
152,PT11M00.00S,2026-04-08T00:08:02.4Z,2,REGULAR,rebound,offensive,[],1631260,,,1610612749,30,29,2026-04-08T00:08:05Z,1500000,False,,,0,,A. Green REBOUND (Off:1 Def:0),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,151.0,1.0,0.0,1.0
153,PT10M57.00S,2026-04-08T00:08:05.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631172,31.61957950065703,60.049019607843135,1610612749,30,29,2026-04-08T00:08:08Z,1510000,False,-50.0,245.0,1,left,MISS O. Dieng 24' 3PT,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,,,,,,24.98,Missed,,,,,,,,,,,,,
154,PT10M55.00S,2026-04-08T00:08:07.4Z,2,REGULAR,rebound,defensive,[],1630623,,,1610612751,30,29,2026-04-08T00:08:08Z,1520000,False,,,0,,T. Etienne REBOUND (Off:0 Def:1),[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,153.0,1.0,1.0,0.0
155,PT10M52.00S,2026-04-08T00:08:13.9Z,2,REGULAR,foul,personal,[],1627752,,,1610612751,30,29,2026-04-08T00:08:37Z,1530000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1630623]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1830.0,1.0,0.0,Etienne,1630623.0,,,,,,,,,,,,,,,
157,PT10M46.00S,2026-04-08T00:08:39.4Z,2,REGULAR,3pt,Jump Shot,[],1630623,67.23061760840999,66.17647058823529,1610612751,33,29,2026-04-08T00:08:48Z,1550000,False,81.0,256.0,1,right,T. Etienne 26' 3PT  (3 PTS) (C. Johnson 1 AST),"[1630623, 1643052]",1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Center,,,,,,26.8,Made,3.0,C. Johnson,1643052.0,1.0,,,,,,,,,
159,PT10M29.00S,2026-04-08T00:08:59.0Z,2,REGULAR,turnover,out-of-bounds,[],1631172,,,1610612749,33,29,2026-04-08T00:09:03Z,1570000,False,,,0,,O. Dieng bad pass out-of-bounds TURNOVER (2 TO),[1631172],1610612749.0,MIL,bad pass,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,200834.0,,,,,,,,,,,2.0,,,,,,,,
160,PT10M10.00S,2026-04-08T00:09:25.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642962,92.06636005256242,28.431372549019606,1610612751,33,29,2026-04-08T00:09:30Z,1580000,False,-108.0,22.0,1,right,MISS D. Powell 11' pullup Shot,[1642962],1610612751.0,BKN,pullup,,,Powell,D. Powell,,,,,Mid-Range,8-16 Left,,,,,,11.0,Missed,,,,,,,,,,,,,
161,PT10M07.00S,2026-04-08T00:09:28.2Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612749,33,29,2026-04-08T00:09:30Z,1590000,False,,,0,,T. Prince REBOUND (Off:0 Def:4),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,160.0,4.0,4.0,0.0
162,PT10M07.00S,2026-04-08T00:09:33.0Z,2,REGULAR,foul,personal,[],1630592,,,1610612749,33,29,2026-04-08T00:09:41Z,1600000,False,,,0,,J. Wilson personal FOUL (1 PF),"[1630592, 203914]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,16-24 Right,203054.0,1.0,0.0,Harris,203914.0,,,,,,,,,,,,,,,
164,PT09M50.00S,2026-04-08T00:10:01.3Z,2,REGULAR,3pt,Jump Shot,[],203914,13.87976346911958,2.941176470588235,1610612749,33,29,2026-04-08T00:10:08Z,1620000,False,235.0,78.0,1,left,MISS G. Harris 24' 3PT,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,,,24.79,Missed,,,,,,,,,,,,,
165,PT09M48.00S,2026-04-08T00:10:03.3Z,2,REGULAR,rebound,offensive,[],1631250,,,1610612749,33,29,2026-04-08T00:10:08Z,1630000,False,,,0,,P. Nance REBOUND (Off:1 Def:1),[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,164.0,2.0,1.0,1.0
167,PT09M48.00S,2026-04-08T00:10:11.0Z,2,REGULAR,substitution,out,[],1627752,,,1610612749,33,29,2026-04-08T00:10:22Z,1650000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M48.00S,2026-04-08T00:10:11.0Z,2,REGULAR,substitution,out,[],1631250,,,1610612749,33,29,2026-04-08T00:10:22Z,1660000,False,,,0,,SUB out: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M48.00S,2026-04-08T00:10:11.0Z,2,REGULAR,substitution,in,[],1630579,,,1610612749,33,29,2026-04-08T00:10:22Z,1670000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M48.00S,2026-04-08T00:10:11.0Z,2,REGULAR,substitution,in,[],1642504,,,1610612749,33,29,2026-04-08T00:10:22Z,1680000,False,,,0,,SUB in: C. Ryan,[1642504],1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M43.00S,2026-04-08T00:10:38.4Z,2,REGULAR,foul,personal,[],1643052,,,1610612749,33,29,2026-04-08T00:10:47Z,1690000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1643052, 1642504]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,200834.0,1.0,0.0,Ryan,1642504.0,,,,,,,,,,,,,,,
173,PT09M32.00S,2026-04-08T00:11:03.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203914,28.203022339027594,76.22549019607843,1610612749,33,29,2026-04-08T00:11:08Z,1710000,False,-131.0,213.0,1,left,MISS G. Harris 24' 3PT,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,24.98,Missed,,,,,,,,,,,,,
174,PT09M28.00S,2026-04-08T00:11:07.3Z,2,REGULAR,rebound,defensive,[],1630623,,,1610612751,33,29,2026-04-08T00:11:08Z,1720000,False,,,0,,T. Etienne REBOUND (Off:0 Def:2),[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,173.0,2.0,2.0,0.0
175,PT09M25.00S,2026-04-08T00:11:10.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,70.51576872536137,75.0,1610612751,33,29,2026-04-08T00:11:24Z,1730000,False,125.0,225.0,1,right,MISS J. Wilson 25' running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,,,25.71,Missed,,,,,,,,,,,,,
176,PT09M21.00S,2026-04-08T00:11:14.8Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612749,33,29,2026-04-08T00:11:24Z,1740000,False,,,0,,O. Dieng REBOUND (Off:0 Def:2),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,175.0,2.0,2.0,0.0
