actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
95,PT09M45.00S,2026-03-16T23:43:07.4Z,1,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612751,0,8,2026-03-16T23:53:35Z,255000,False,,,0,,Z. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630533],1610612751.0,BKN,lost ball,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1628485.0,1.0,,,,,,
28,PT09M34.00S,2026-03-16T23:43:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,6.783837056504599,50.73529411764706,1610612757,0,8,2026-03-16T23:53:35Z,280000,False,-4.0,11.0,1,left,MISS D. Avdija driving Layup - blocked,"[1630166, 1642962]",1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.19,Missed,,,,,,,,,Powell,1642962.0,,,,,,,,
29,PT09M34.00S,2026-03-16T23:43:30.3Z,1,REGULAR,block,,[],1642962,,,1610612757,0,8,2026-03-16T23:55:52Z,290000,False,,,0,,D. Powell BLOCK (2 BLK),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M30.00S,2026-03-16T23:43:34.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,8,2026-03-16T23:43:34Z,300000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M27.00S,2026-03-16T23:43:37.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,72.35545335085413,17.401960784313726,1610612751,0,8,2026-03-16T23:43:43Z,310000,False,-163.0,207.0,1,right,MISS Z. Williams 26' running 3PT,[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2026-03-16T23:43:42.1Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,0,8,2026-03-16T23:43:43Z,320000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M16.00S,2026-03-16T23:43:49.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630166,11.645860709592641,45.83333333333333,1610612757,0,8,2026-03-16T23:56:20Z,330000,False,21.0,57.0,1,left,MISS D. Avdija 6' driving Hook,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.07,Missed,,,,,,,,,,,,,,,,,,
34,PT09M15.00S,2026-03-16T23:43:50.5Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,0,8,2026-03-16T23:56:20Z,340000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,,,
35,PT09M15.00S,2026-03-16T23:43:53.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,7.966491458607096,52.94117647058824,1610612757,0,8,2026-03-16T23:56:54Z,350000,False,-15.0,22.0,1,left,MISS D. Clingan tip Layup,[1642270],1610612757.0,POR,tip,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
36,PT09M13.00S,2026-03-16T23:43:55.6Z,1,REGULAR,rebound,offensive,[],201950,,,1610612757,0,8,2026-03-16T23:56:54Z,360000,False,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,35.0,3.0,2.0,1.0,,,,,,,,,,,,,,
37,PT08M59.00S,2026-03-16T23:44:05.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,6.652431011826544,49.50980392156863,1610612757,0,8,2026-03-16T23:44:09Z,370000,False,2.0,10.0,1,left,MISS J. Holiday cutting Layup,[201950],1610612757.0,POR,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.03,Missed,,,,,,,,,,,,,,,,,,
39,PT08M56.00S,2026-03-16T23:44:08.3Z,1,REGULAR,rebound,offensive,[],203924,,,1610612757,0,8,2026-03-16T23:44:09Z,390000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,
40,PT08M55.00S,2026-03-16T23:44:09.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203924,7.966491458607096,50.245098039215684,1610612757,0,10,2026-03-16T23:44:16Z,400000,False,-1.0,22.0,1,left,J. Grant putback Layup (5 PTS),[203924],1610612757.0,POR,putback,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,5.0,,,,,,,,,,,,,
41,PT08M45.00S,2026-03-16T23:44:18.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,82.34231274638634,55.88235294117647,1610612751,2,10,2026-03-16T23:44:24Z,410000,False,29.0,113.0,1,right,N. Claxton 11' floating Jump Shot (2 PTS) (N. Traore 1 AST),"[1629651, 1642849]",1610612751.0,BKN,floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,11.72,Made,,,,,2.0,N. Traore,1642849.0,1.0,,,,,,,,,,
50,PT08M29.00S,2026-03-16T23:44:31.2Z,1,REGULAR,turnover,traveling,[],1641739,,,1610612757,2,10,2026-03-16T23:45:28Z,440000,False,,,0,,T. Camara traveling TURNOVER (1 TO),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628485.0,1.0,,,,,,
47,PT08M17.00S,2026-03-16T23:45:10.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642874,92.19776609724047,56.61764705882353,1610612751,2,10,2026-03-17T00:00:41Z,470000,False,33.0,21.0,1,right,MISS D. Wolf driving bank Hook,[1642874],1610612751.0,BKN,driving bank,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
48,PT08M14.00S,2026-03-16T23:45:13.3Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,2,10,2026-03-17T00:03:21Z,480000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,
49,PT08M11.00S,2026-03-16T23:45:16.0Z,1,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1642962,69.20170827858082,69.6078431372549,1610612751,2,10,2026-03-16T23:45:56Z,490000,False,98.0,237.0,1,right,MISS D. Powell 25' 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
51,PT08M09.00S,2026-03-16T23:45:18.0Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,10,2026-03-16T23:46:40Z,500000,False,,,0,,D. Clingan REBOUND (Off:1 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
52,PT08M01.00S,2026-03-16T23:45:42.2Z,1,REGULAR,foul,personal,[],1629651,,,1610612757,2,10,2026-03-16T23:45:49Z,510000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 1630166]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,,1.0,0.0,Avdija,1630166.0,,
54,PT07M48.00S,2026-03-16T23:45:59.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203924,5.338370565045992,48.28431372549019,1610612757,2,12,2026-03-16T23:46:05Z,530000,False,9.0,-2.0,1,left,J. Grant cutting DUNK (7 PTS) (D. Clingan 1 AST),"[203924, 1642270]",1610612757.0,POR,cutting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,7.0,D. Clingan,1642270.0,1.0,,,,,,,,,,
56,PT07M37.00S,2026-03-16T23:46:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,93.51182654402102,59.31372549019608,1610612751,2,12,2026-03-16T23:46:13Z,550000,False,47.0,8.0,1,right,MISS N. Traore driving Layup,[1642849],1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,,,,,,,,,,,,,,,,,,
57,PT07M35.00S,2026-03-16T23:46:11.2Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,12,2026-03-16T23:46:13Z,560000,False,,,0,,D. Clingan REBOUND (Off:1 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,56.0,3.0,2.0,1.0,,,,,,,,,,,,,,
58,PT07M29.00S,2026-03-16T23:46:17.6Z,1,REGULAR,3pt,Jump Shot,[],1641739,27.151773981603156,77.69607843137256,1610612757,2,15,2026-03-16T23:46:22Z,570000,False,-138.0,203.0,1,left,T. Camara 24' 3PT  (3 PTS) (J. Holiday 1 AST),"[1641739, 201950]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,24.55,Made,,,,,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,
60,PT07M28.00S,2026-03-16T23:46:23.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,2,15,2026-03-16T23:46:23Z,590000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M09.00S,2026-03-16T23:49:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,94.43166885676742,47.549019607843135,1610612751,4,15,2026-03-16T23:50:01Z,600000,False,-12.0,0.0,1,right,N. Claxton cutting Layup (4 PTS) (D. Wolf 1 AST),"[1629651, 1642874]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,4.0,D. Wolf,1642874.0,1.0,,,,,,,,,,
63,PT06M52.00S,2026-03-16T23:50:10.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630166,11.514454664914586,49.754901960784316,1610612757,4,15,2026-03-17T00:06:32Z,620000,False,1.0,56.0,1,left,MISS D. Avdija driving Hook,[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,5.57,Missed,,,,,,,,,,,,,,,,,,
64,PT06M51.00S,2026-03-16T23:50:11.9Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,4,15,2026-03-17T00:06:32Z,630000,False,,,0,,D. Clingan REBOUND (Off:2 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,63.0,4.0,2.0,2.0,,,,,,,,,,,,,,
74,PT06M51.00S,2026-03-16T23:50:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,5.995400788436268,49.754901960784316,1610612757,4,15,2026-03-17T00:06:41Z,635000,False,1.0,4.0,1,left,MISS D. Clingan putback Layup - blocked,"[1642270, 1642874]",1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,Wolf,1642874.0,,,,,,,,
75,PT06M51.00S,2026-03-16T23:50:11.9Z,1,REGULAR,block,,[],1642874,,,1610612757,4,15,2026-03-16T23:51:12Z,637500,False,,,0,,D. Wolf BLOCK (1 BLK),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT06M50.00S,2026-03-16T23:50:12.9Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,4,15,2026-03-17T00:19:07Z,638750,False,,,0,,D. Wolf REBOUND (Off:0 Def:2),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT06M41.00S,2026-03-16T23:50:22.0Z,1,REGULAR,foul,personal,[],203924,,,1610612751,4,15,2026-03-17T00:19:07Z,660000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1642849]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,204058.0,,1.0,0.0,Traore,1642849.0,,
69,PT06M41.00S,2026-03-16T23:50:42.1Z,1,REGULAR,substitution,out,[],203924,,,1610612751,4,15,2026-03-16T23:50:22Z,680000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M41.00S,2026-03-16T23:50:42.1Z,1,REGULAR,substitution,in,[],1630703,,,1610612751,4,15,2026-03-16T23:50:22Z,690000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M36.00S,2026-03-16T23:51:07.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642874,90.88370565045992,53.92156862745098,1610612751,4,15,2026-03-17T00:19:39Z,700000,False,20.0,33.0,1,right,MISS D. Wolf driving finger roll Layup,[1642874],1610612751.0,BKN,driving finger roll,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
73,PT06M35.00S,2026-03-16T23:51:08.6Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,4,15,2026-03-17T00:10:06Z,710000,False,,,0,,D. Clingan REBOUND (Off:2 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,72.0,5.0,3.0,2.0,,,,,,,,,,,,,,
77,PT06M24.00S,2026-03-16T23:51:16.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,7.5722733245729295,48.529411764705884,1610612757,4,17,2026-03-17T00:10:35Z,720000,False,7.0,19.0,1,left,D. Clingan cutting DUNK (4 PTS) (J. Holiday 2 AST),"[1642270, 201950]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,4.0,J. Holiday,201950.0,2.0,,,,,,,,,,
79,PT06M05.00S,2026-03-16T23:51:34.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,87.59855453350855,51.71568627450981,1610612751,4,17,2026-03-16T23:51:42Z,740000,False,9.0,64.0,1,right,MISS N. Traore 6' driving floating Shot,[1642849],1610612751.0,BKN,driving floating,,,Traore,N. Traore,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,,,,,,,,
80,PT06M05.00S,2026-03-16T23:51:34.9Z,1,REGULAR,rebound,defensive,[],201950,,,1610612757,4,17,2026-03-16T23:51:42Z,750000,False,,,0,,J. Holiday REBOUND (Off:1 Def:3),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,79.0,4.0,3.0,1.0,,,,,,,,,,,,,,
81,PT06M00.00S,2026-03-16T23:51:42.3Z,1,REGULAR,foul,personal,['2freethrow'],1642962,,,1610612757,4,17,2026-03-16T23:51:51Z,760000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Avdija 2 FT),"[1642962, 1630166]",1610612751.0,BKN,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204058.0,,1.0,0.0,Avdija,1630166.0,,
83,PT06M00.00S,2026-03-16T23:52:13.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630166,,,1610612757,4,18,2026-03-17T00:13:24Z,780000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
84,PT06M00.00S,2026-03-16T23:52:14.2Z,1,REGULAR,substitution,out,[],1642874,,,1610612757,4,18,2026-03-16T23:52:22Z,790000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M00.00S,2026-03-16T23:52:14.2Z,1,REGULAR,substitution,out,[],1642849,,,1610612757,4,18,2026-03-16T23:52:22Z,800000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M00.00S,2026-03-16T23:52:14.2Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,4,18,2026-03-16T23:52:22Z,810000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M00.00S,2026-03-16T23:52:14.2Z,1,REGULAR,substitution,in,[],1630604,,,1610612757,4,18,2026-03-16T23:52:22Z,820000,False,,,0,,SUB in: E. Liddell,[1630604],1610612751.0,BKN,,,,Liddell,E. Liddell,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M00.00S,2026-03-16T23:52:14.2Z,1,REGULAR,substitution,in,[],1641869,,,1610612757,4,18,2026-03-16T23:52:22Z,830000,False,,,0,,SUB in: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M00.00S,2026-03-16T23:52:14.2Z,1,REGULAR,substitution,in,[],1629680,,,1610612757,4,18,2026-03-16T23:52:22Z,840000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M00.00S,2026-03-16T23:52:13.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630166,,,1610612757,4,19,2026-03-17T00:13:24Z,850000,False,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
91,PT05M48.00S,2026-03-16T23:52:47.6Z,1,REGULAR,foul,personal,[],1629680,,,1610612751,4,19,2026-03-16T23:53:00Z,860000,False,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1629651]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,204058.0,,1.0,0.0,Claxton,1629651.0,,
93,PT05M43.00S,2026-03-16T23:53:17.5Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612751,4,19,2026-03-16T23:53:29Z,880000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Claxton 2 FT),"[1642270, 1629651]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203592.0,,1.0,0.0,Claxton,1629651.0,,
