actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-17T00:40:48.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-17T00:40:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-17T00:40:51.8Z,1,REGULAR,jumpball,recovered,[],1642856,,,1610612751,0,0,2026-01-17T00:40:51Z,40000,False,,,0,,Jump Ball N. Claxton vs. N. Vučević: Tip to E. Dëmin,"[1642856, 1629651, 202696]",1610612751.0,BKN,startperiod,E. Dëmin,1642856.0,Dëmin,E. Dëmin,Claxton,1629651.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-17T00:41:02.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,30.962549277266753,67.40196078431373,1610612751,3,0,2026-01-17T00:41:08Z,70000,False,-87.0,239.0,1,left,M. Porter Jr. 25' 3PT  (3 PTS) (D. Powell 1 AST),"[1629008, 1642962]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.39,Made,3.0,D. Powell,1642962.0,1.0,,,,,,,,,,,,,,
10,PT11M22.00S,2026-01-17T00:41:37.3Z,1,REGULAR,3pt,Jump Shot,[],1641824,68.9388961892247,33.82352941176471,1610612741,3,3,2026-01-17T00:41:41Z,100000,False,-81.0,239.0,1,right,M. Buzelis 25' 3PT  (3 PTS) (N. Vučević 1 AST),"[1641824, 202696]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,25.28,Made,3.0,N. Vučević,202696.0,1.0,,,,,,,,,,,,,,
12,PT10M58.00S,2026-01-17T00:42:00.8Z,1,REGULAR,2pt,Jump Shot,[],1629008,13.091327201051248,24.019607843137255,1610612751,3,3,2026-01-17T00:42:06Z,120000,False,130.0,71.0,1,left,MISS M. Porter Jr. 14' fadeaway Shot,[1629008],1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,14.78,Missed,,,,,,,,,,,,,,,,,,
13,PT10M57.00S,2026-01-17T00:42:01.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,3,3,2026-01-17T00:42:06Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,12.0,,,,,,,,,,,,,
15,PT10M46.00S,2026-01-17T00:42:32.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641730,20.318659658344284,32.59803921568628,1610612751,3,3,2026-01-17T00:42:36Z,150000,False,87.0,138.0,1,left,MISS N. Clowney 16' turnaround Shot,[1641730],1610612751.0,BKN,turnaround,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Right Center,16.36,Missed,,,,,,,,,,,,,,,,,,
16,PT10M42.00S,2026-01-17T00:42:36.0Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,3,3,2026-01-17T00:42:36Z,160000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M29.00S,2026-01-17T00:42:49.2Z,1,REGULAR,3pt,Jump Shot,[],1641824,92.72339027595268,3.6764705882352944,1610612741,3,3,2026-01-17T00:42:53Z,170000,False,-232.0,16.0,1,right,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
18,PT10M25.00S,2026-01-17T00:42:53.2Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,3,3,2026-01-17T00:42:53Z,180000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M18.00S,2026-01-17T00:42:59.0Z,1,REGULAR,3pt,Jump Shot,[],1642962,2.578843626806833,97.79411764705883,1610612751,3,3,2026-01-17T00:43:05Z,190000,False,-239.0,-28.0,1,left,MISS D. Powell 24' 3PT,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,24.07,Missed,,,,,,,,,,,,,,,,,,
20,PT10M15.00S,2026-01-17T00:43:02.0Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,3,3,2026-01-17T00:43:05Z,200000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,
21,PT09M59.00S,2026-01-17T00:43:19.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.62746386333771,54.41176470588235,1610612741,3,5,2026-01-17T00:43:23Z,210000,False,22.0,83.0,1,right,N. Vučević 8' turnaround Hook (2 PTS),[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,8.55,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M41.00S,2026-01-17T00:43:37.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,28.33442838370565,28.676470588235293,1610612751,3,5,2026-01-17T00:43:43Z,220000,False,107.0,214.0,1,left,MISS M. Porter Jr. pullup 3PT,[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,23.89,Missed,,,,,,,,,,,,,,,,,,
23,PT09M37.00S,2026-01-17T00:43:41.3Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,3,5,2026-01-17T00:43:43Z,230000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,
24,PT09M36.00S,2026-01-17T00:43:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.732588699080158,50.49019607843137,1610612751,3,5,2026-01-17T00:43:47Z,240000,False,-2.0,1.0,1,left,MISS N. Claxton putback Layup,[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.29,Missed,,,,,,,,,,,,,,,,,,
25,PT09M36.00S,2026-01-17T00:43:42.3Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,3,5,2026-01-17T00:43:47Z,250000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M29.00S,2026-01-17T00:43:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,93.51182654402102,45.34313725490196,1610612741,3,5,2026-01-17T00:43:54Z,260000,False,-23.0,8.0,1,right,MISS M. Buzelis running Layup - blocked,"[1641824, 1642856]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,Dëmin,1642856.0,,,,,,,,
140,PT09M29.00S,2026-01-17T00:43:48.9Z,1,REGULAR,block,,[],1642856,,,1610612741,3,5,2026-01-17T01:03:35Z,265000,False,,,0,,E. Dëmin BLOCK (1 BLK),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M27.00S,2026-01-17T00:43:50.9Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,3,5,2026-01-17T00:43:54Z,270000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,
28,PT09M20.00S,2026-01-17T00:43:58.1Z,1,REGULAR,3pt,Jump Shot,[],1642962,6.258212877792378,97.05882352941177,1610612751,6,5,2026-01-17T00:44:02Z,280000,False,-235.0,6.0,1,left,D. Powell 3PT  (3 PTS) (E. Dëmin 1 AST),"[1642962, 1642856]",1610612751.0,BKN,,,,Powell,D. Powell,,,,,Left Corner 3,24+ Left,23.54,Made,3.0,E. Dëmin,1642856.0,1.0,,,,,,,,,,,,,,
30,PT09M01.00S,2026-01-17T00:44:16.7Z,1,REGULAR,3pt,Jump Shot,[],1641824,88.38699080157687,3.6764705882352944,1610612741,6,5,2026-01-17T00:44:21Z,300000,False,-232.0,57.0,1,right,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
31,PT08M58.00S,2026-01-17T00:44:19.7Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,6,5,2026-01-17T00:44:21Z,310000,False,,,0,,N. Clowney REBOUND (Off:0 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,,,,,,,30.0,3.0,3.0,0.0,,,,,,,,,,
32,PT08M50.00S,2026-01-17T00:44:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.966491458607096,49.754901960784316,1610612751,8,5,2026-01-17T00:44:34Z,320000,False,1.0,22.0,1,left,N. Claxton driving Layup (2 PTS) (E. Dëmin 2 AST),"[1629651, 1642856]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,E. Dëmin,1642856.0,2.0,,,,,,,,,,,,,,
34,PT08M50.00S,2026-01-17T00:44:33.1Z,1,REGULAR,foul,personal,['1freethrow'],1630171,,,1610612751,8,5,2026-01-17T00:44:43Z,340000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Claxton 1 FT),"[1630171, 1629651]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1179.0,1.0,0.0,Claxton,1629651.0,,,
36,PT08M50.00S,2026-01-17T00:45:00.3Z,1,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,8,5,2026-01-17T00:45:03Z,360000,False,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT08M46.00S,2026-01-17T00:45:04.3Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,8,5,2026-01-17T00:45:03Z,370000,False,,,0,,T. Jones REBOUND (Off:0 Def:3),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,,
38,PT08M35.00S,2026-01-17T00:45:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.24901445466492,54.166666666666664,1610612741,8,7,2026-01-17T00:45:17Z,380000,False,21.0,11.0,1,right,N. Vučević driving Layup (4 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,2.35,Made,4.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
40,PT08M20.00S,2026-01-17T00:45:29.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641730,10.5946123521682,49.26470588235294,1610612751,10,7,2026-01-17T00:45:34Z,400000,False,4.0,47.0,1,left,N. Clowney driving Hook (2 PTS) (M. Porter Jr. 1 AST),"[1641730, 1629008]",1610612751.0,BKN,driving,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,2.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,,,
42,PT08M00.00S,2026-01-17T00:45:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,83.13074901445466,34.80392156862745,1610612741,10,7,2026-01-17T00:45:52Z,420000,False,-76.0,106.0,1,right,MISS T. Jones 13' pullup Shot,[1630200],1610612741.0,CHI,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,13.05,Missed,,,,,,,,,,,,,,,,,,
43,PT07M57.00S,2026-01-17T00:45:51.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,10,7,2026-01-17T00:45:52Z,430000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,
44,PT07M40.00S,2026-01-17T00:46:08.8Z,1,REGULAR,3pt,Jump Shot,[],1642856,31.225361366622867,36.029411764705884,1610612751,13,7,2026-01-17T00:46:12Z,440000,False,70.0,241.0,1,left,E. Dëmin 25' 3PT  (3 PTS) (N. Claxton 1 AST),"[1642856, 1629651]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,25.09,Made,3.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
46,PT07M26.00S,2026-01-17T00:46:22.2Z,1,REGULAR,3pt,Jump Shot,[],1629632,71.43561103810775,17.647058823529413,1610612741,13,10,2026-01-17T00:46:26Z,460000,False,-162.0,216.0,1,right,C. White 26' 3PT  (3 PTS) (T. Jones 1 AST),"[1629632, 1630200]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.99,Made,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
48,PT07M14.00S,2026-01-17T00:46:38.2Z,1,REGULAR,foul,personal,[],1630200,,,1610612751,13,10,2026-01-17T00:46:56Z,480000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1642856]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1179.0,1.0,0.0,Dëmin,1642856.0,,,
