actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
257,PT05M05.00S,2026-04-01T00:26:55.1Z,2,REGULAR,3pt,Jump Shot,[],1629632,67.49342969776609,37.00980392156863,1610612766,39,47,2026-04-01T00:26:59Z,2570000,False,-65.0,253.0,1,right,MISS C. White 26' pullup 3PT,[1629632],1610612766.0,CHA,pullup,,,White,C. White,,,,,Above the Break 3,24+ Center,,,26.13,Missed,,,,,,,,,,,,,,,,
258,PT05M02.00S,2026-04-01T00:26:58.1Z,2,REGULAR,rebound,defensive,[],1642962,,,1610612751,39,47,2026-04-01T00:26:59Z,2580000,False,,,0,,D. Powell REBOUND (Off:1 Def:4),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,257.0,5.0,4.0,1.0,,,,,,,,
259,PT04M59.00S,2026-04-01T00:27:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,8.229303547963205,52.69607843137255,1610612751,39,47,2026-04-01T00:27:07Z,2590000,False,-13.0,25.0,1,left,MISS Z. Williams running Layup - blocked,"[1630533, 1641706]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,2.83,Missed,,,,,,,,,,,Miller,1641706.0,,,,
260,PT04M59.00S,2026-04-01T00:27:03.1Z,2,REGULAR,block,,[],1641706,,,1610612751,39,47,2026-04-01T00:27:05Z,2600000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
261,PT04M59.00S,2026-04-01T00:27:03.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,39,47,2026-04-01T00:27:07Z,2610000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,259.0,,,,,,,,,,,
263,PT04M59.00S,2026-04-01T00:27:24.3Z,2,REGULAR,substitution,out,[],1642962,,,1610612751,39,47,2026-04-01T00:27:47Z,2630000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M59.00S,2026-04-01T00:27:24.3Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,39,47,2026-04-01T00:27:47Z,2640000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M59.00S,2026-04-01T00:27:24.3Z,2,REGULAR,substitution,out,[],1642849,,,1610612751,39,47,2026-04-01T00:27:47Z,2650000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M59.00S,2026-04-01T00:27:24.3Z,2,REGULAR,substitution,in,[],1642879,,,1610612751,39,47,2026-04-01T00:27:47Z,2660000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M59.00S,2026-04-01T00:27:24.3Z,2,REGULAR,substitution,in,[],1641730,,,1610612751,39,47,2026-04-01T00:27:47Z,2670000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M59.00S,2026-04-01T00:27:24.3Z,2,REGULAR,substitution,in,[],1643052,,,1610612751,39,47,2026-04-01T00:27:47Z,2680000,False,,,0,,SUB in: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M49.00S,2026-04-01T00:28:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630533,6.389618922470433,50.98039215686274,1610612751,39,47,2026-04-01T00:28:07Z,2690000,False,-5.0,8.0,1,left,MISS Z. Williams cutting Layup,[1630533],1610612751.0,BKN,cutting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,0.9,Missed,,,,,,,,,,,,,,,,
270,PT04M47.00S,2026-04-01T00:28:02.2Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,39,47,2026-04-01T00:28:07Z,2700000,False,,,0,,M. Diabaté REBOUND (Off:3 Def:4),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,269.0,7.0,4.0,3.0,,,,,,,,
271,PT04M42.00S,2026-04-01T00:28:07.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629632,82.60512483574244,37.745098039215684,1610612766,39,47,2026-04-01T00:28:18Z,2710000,False,-61.0,111.0,1,right,MISS C. White 12' running pullup Shot,[1629632],1610612766.0,CHA,running pullup,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,12.68,Missed,,,,,,,,,,,,,,,,
272,PT04M38.00S,2026-04-01T00:28:11.7Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,39,47,2026-04-01T00:28:18Z,2720000,False,,,0,,M. Diabaté REBOUND (Off:4 Def:4),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,271.0,8.0,4.0,4.0,,,,,,,,
273,PT04M38.00S,2026-04-01T00:28:11.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1631217,94.40999984741211,50.0,1610612766,39,49,2026-04-01T00:28:20Z,2730000,False,0.0,0.0,1,right,M. Diabaté tip Layup (6 PTS),[1631217],1610612766.0,CHA,tip,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,0.0,Made,6.0,,,,,,,,,,,,,,,
274,PT04M14.00S,2026-04-01T00:28:35.3Z,2,REGULAR,2pt,Jump Shot,[],1630533,24.392247043363994,27.205882352941174,1610612751,39,49,2026-04-01T00:28:50Z,2740000,False,114.0,177.0,1,left,MISS Z. Williams 21' pullup Shot,[1630533],1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Right Center,,,21.04,Missed,,,,,,,,,,,,,,,,
275,PT04M14.00S,2026-04-01T00:28:35.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,39,49,2026-04-01T00:32:15Z,2750000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,274.0,,,,,,,,,,,
276,PT04M14.00S,2026-04-01T00:28:42.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,39,49,2026-04-01T00:29:01Z,2760000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,1629178.0,,,,,,,,,,,,,,,,,,,
278,PT04M14.00S,2026-04-01T00:28:53.7Z,2,REGULAR,substitution,out,[],1630533,,,1610612766,39,49,2026-04-01T00:28:58Z,2780000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M14.00S,2026-04-01T00:28:53.7Z,2,REGULAR,substitution,in,[],1630623,,,1610612766,39,49,2026-04-01T00:28:58Z,2790000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M49.00S,2026-04-01T00:29:20.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629632,85.89027595269383,69.11764705882352,1610612766,39,49,2026-04-01T00:29:24Z,2800000,False,96.0,80.0,1,right,MISS C. White 12' pullup Shot,[1629632],1610612766.0,CHA,pullup,,,White,C. White,,,,,Mid-Range,8-16 Right,,,12.47,Missed,,,,,,,,,,,,,,,,
281,PT03M46.00S,2026-04-01T00:29:23.6Z,2,REGULAR,rebound,defensive,[],1631169,,,1610612751,39,49,2026-04-01T00:29:24Z,2810000,False,,,0,,J. Minott REBOUND (Off:0 Def:2),[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Mid-Range,8-16 Right,,,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,
282,PT03M40.00S,2026-04-01T00:29:30.3Z,2,REGULAR,3pt,Jump Shot,[],1631169,28.597240473061763,13.725490196078432,1610612751,39,49,2026-04-01T00:33:36Z,2820000,False,181.0,216.0,1,left,MISS J. Minott 28' 3PT,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Right Center,,,28.23,Missed,,,,,,,,,,,,,,,,
283,PT03M39.00S,2026-04-01T00:29:31.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,39,49,2026-04-01T00:29:40Z,2830000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,282.0,,,,,,,,,,,
285,PT03M20.00S,2026-04-01T00:29:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.9862023653088,45.83333333333333,1610612766,39,49,2026-04-01T00:30:18Z,2850000,False,-21.0,13.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,2.47,Missed,,,,,,,,,,,,,,,,
286,PT03M20.00S,2026-04-01T00:29:58.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,39,49,2026-04-01T00:30:55Z,2860000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,285.0,,,,,,,,,,,
288,PT03M20.00S,2026-04-01T00:30:13.9Z,2,REGULAR,substitution,out,[],1631169,,,1610612766,39,49,2026-04-01T00:30:18Z,2880000,False,,,0,,SUB out: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M20.00S,2026-04-01T00:30:13.9Z,2,REGULAR,substitution,in,[],1641869,,,1610612766,39,49,2026-04-01T00:30:18Z,2890000,False,,,0,,SUB in: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M08.00S,2026-04-01T00:30:46.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628970,88.91261498028909,49.754901960784316,1610612766,39,51,2026-04-01T00:34:44Z,2900000,False,-1.0,52.0,1,right,M. Bridges driving Hook (8 PTS) (C. White 3 AST),"[1628970, 1629632]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,5.17,Made,8.0,C. White,1629632.0,3.0,,,,,,,,,,,,
292,PT02M54.00S,2026-04-01T00:31:02.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631217,,,1610612751,39,51,2026-04-01T00:34:05Z,2920000,False,,,0,,M. Diabaté shooting personal FOUL (3 PF) (Johnson 2 FT),"[1631217, 1643052]",1610612766.0,CHA,shooting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,,,,,3.0,0.0,Johnson,1643052.0
295,PT02M54.00S,2026-04-01T00:31:12.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,39,51,2026-04-01T00:31:12Z,2940000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M54.00S,2026-04-01T00:31:15.1Z,2,REGULAR,substitution,out,[],1629632,,,1610612751,39,51,2026-04-01T00:33:58Z,2950000,False,,,0,,SUB out: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M54.00S,2026-04-01T00:31:15.1Z,2,REGULAR,substitution,out,[],1642883,,,1610612751,39,51,2026-04-01T00:33:58Z,2960000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M54.00S,2026-04-01T00:31:15.1Z,2,REGULAR,substitution,out,[],1631217,,,1610612751,39,51,2026-04-01T00:33:58Z,2970000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M54.00S,2026-04-01T00:31:15.1Z,2,REGULAR,substitution,in,[],1642851,,,1610612751,39,51,2026-04-01T00:33:58Z,2980000,False,,,0,,SUB in: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M54.00S,2026-04-01T00:31:15.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612751,39,51,2026-04-01T00:33:58Z,2990000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M54.00S,2026-04-01T00:31:15.1Z,2,REGULAR,substitution,in,[],1630163,,,1610612751,39,51,2026-04-01T00:33:58Z,3000000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M54.00S,2026-04-01T00:34:28.5Z,2,REGULAR,freethrow,1 of 2,[],1643052,,,1610612751,40,51,2026-04-01T00:34:28Z,3010000,False,,,0,,C. Johnson Free Throw 1 of 2 (6 PTS),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
303,PT02M54.00S,2026-04-01T00:34:46.3Z,2,REGULAR,freethrow,2 of 2,[],1643052,,,1610612751,41,51,2026-04-01T00:34:46Z,3020000,False,,,0,,C. Johnson Free Throw 2 of 2 (7 PTS),[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
304,PT02M41.00S,2026-04-01T00:35:04.3Z,2,REGULAR,foul,personal,[],1630623,,,1610612766,41,51,2026-04-01T00:35:09Z,3030000,False,,,0,,T. Etienne personal FOUL (1 PF),"[1630623, 1629684]",1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Mid-Range,16-24 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Williams,1629684.0
306,PT02M34.00S,2026-04-01T00:35:27.6Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,41,51,2026-04-01T00:35:36Z,3050000,False,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1630623]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,Etienne,1630623.0,,,,,,
307,PT02M34.00S,2026-04-01T00:35:27.6Z,2,REGULAR,steal,,[],1630623,,,1610612751,41,51,2026-04-01T00:35:31Z,3060000,False,,,0,,T. Etienne STEAL (1 STL),[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
308,PT02M18.00S,2026-04-01T00:35:41.7Z,2,REGULAR,turnover,bad pass,[],1630623,,,1610612751,41,51,2026-04-01T00:35:47Z,3070000,False,,,0,,T. Etienne bad pass TURNOVER (1 TO),"[1630623, 1628970]",1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,Bridges,1628970.0,,,,,,
309,PT02M18.00S,2026-04-01T00:35:41.7Z,2,REGULAR,steal,,[],1628970,,,1610612766,41,51,2026-04-01T00:37:33Z,3080000,False,,,0,,M. Bridges STEAL (2 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
310,PT02M12.00S,2026-04-01T00:35:48.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,93.64323258869908,46.568627450980394,1610612766,41,53,2026-04-01T00:37:33Z,3090000,False,-17.0,7.0,1,right,M. Bridges cutting finger roll Layup (10 PTS) (L. Ball 3 AST),"[1628970, 1630163]",1610612766.0,CHA,cutting finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,1.87,Made,10.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,
312,PT01M46.00S,2026-04-01T00:36:14.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641869,5.995400788436268,45.34313725490196,1610612751,43,53,2026-04-01T00:36:18Z,3110000,False,23.0,4.0,1,left,M. Smith driving Layup (2 PTS),[1641869],1610612751.0,BKN,driving,,,Smith,M. Smith,,,,,Restricted Area,0-8 Center,,,2.36,Made,2.0,,,,,,,,,,,,,,,
313,PT01M34.00S,2026-04-01T00:36:26.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,93.38042049934296,53.92156862745098,1610612766,43,55,2026-04-01T00:38:24Z,3120000,False,20.0,10.0,1,right,G. Williams floating Jump Shot (7 PTS) (L. Ball 4 AST),"[1629684, 1630163]",1610612766.0,CHA,floating,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,2.19,Made,7.0,L. Ball,1630163.0,4.0,,,,,,,,,,,,
315,PT01M18.00S,2026-04-01T00:36:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642879,5.732588699080158,53.92156862745098,1610612751,43,55,2026-04-01T00:36:46Z,3140000,False,-20.0,1.0,1,left,MISS B. Saraf driving Layup,[1642879],1610612751.0,BKN,driving,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,1.96,Missed,,,,,,,,,,,,,,,,
316,PT01M18.00S,2026-04-01T00:36:41.6Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,43,55,2026-04-01T00:36:46Z,3150000,False,,,0,,L. Ball REBOUND (Off:0 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,315.0,5.0,5.0,0.0,,,,,,,,
318,PT01M06.00S,2026-04-01T00:37:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,90.22667542706965,45.83333333333333,1610612766,43,55,2026-04-01T00:37:20Z,3170000,False,-21.0,39.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628970, 1641869]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,4.46,Missed,,,,,,,,,,,Smith,1641869.0,,,,
319,PT01M06.00S,2026-04-01T00:37:08.1Z,2,REGULAR,block,,[],1641869,,,1610612766,43,55,2026-04-01T00:40:18Z,3180000,False,,,0,,M. Smith BLOCK (1 BLK),[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT01M06.00S,2026-04-01T00:37:08.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,43,55,2026-04-01T00:37:20Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,318.0,,,,,,,,,,,
321,PT01M04.00S,2026-04-01T00:37:17.9Z,2,REGULAR,foul,personal,['2freethrow'],1642879,,,1610612766,43,55,2026-04-01T00:37:29Z,3200000,False,,,0,,B. Saraf shooting personal FOUL (1 PF) (Miller 2 FT),"[1642879, 1641706]",1610612751.0,BKN,shooting,,,Saraf,B. Saraf,,,,,In The Paint (Non-RA),0-8 Center,1629178.0,,,,,,,,,,,,,,,,1.0,0.0,Miller,1641706.0
323,PT01M04.00S,2026-04-01T00:37:43.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641706,,,1610612766,43,56,2026-04-01T00:37:43Z,3220000,False,,,0,,B. Miller Free Throw 1 of 2 (17 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
324,PT01M04.00S,2026-04-01T00:37:55.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641706,,,1610612766,43,57,2026-04-01T00:37:55Z,3230000,False,,,0,,B. Miller Free Throw 2 of 2 (18 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
325,PT00M50.10S,2026-04-01T00:38:12.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1643052,5.863994743758213,49.50980392156863,1610612751,45,57,2026-04-01T00:42:15Z,3240000,False,2.0,3.0,1,left,C. Johnson cutting DUNK (9 PTS) (M. Smith 1 AST),"[1643052, 1641869]",1610612751.0,BKN,cutting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,0.36,Made,9.0,M. Smith,1641869.0,1.0,,,,,,,,,,,,
327,PT00M35.00S,2026-04-01T00:38:30.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630623,,,1610612766,45,57,2026-04-01T00:38:35Z,3260000,False,,,0,,T. Etienne personal FOUL (2 PF) (Ball 2 FT),"[1630623, 1630163]",1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,Above the Break 3,24+ Center,1629178.0,,,,,,,,,,,,,,,,2.0,0.0,Ball,1630163.0
329,PT00M35.00S,2026-04-01T00:39:01.8Z,2,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,45,57,2026-04-01T00:39:01Z,3280000,False,,,0,,MISS L. Ball Free Throw 1 of 2,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
330,PT00M35.00S,2026-04-01T00:39:01.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,45,57,2026-04-01T00:39:01Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,
331,PT00M35.00S,2026-04-01T00:39:28.1Z,2,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,45,58,2026-04-01T00:39:28Z,3300000,False,,,0,,L. Ball Free Throw 2 of 2 (9 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
332,PT00M26.10S,2026-04-01T00:39:42.1Z,2,REGULAR,3pt,Jump Shot,[],1641730,26.62614980289093,20.588235294117645,1610612751,45,58,2026-04-01T00:39:46Z,3310000,False,147.0,198.0,1,left,MISS N. Clowney 24' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,,,24.65,Missed,,,,,,,,,,,,,,,,
333,PT00M23.40S,2026-04-01T00:39:44.8Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,45,58,2026-04-01T00:39:46Z,3320000,False,,,0,,L. Ball REBOUND (Off:0 Def:6),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,,332.0,6.0,6.0,0.0,,,,,,,,
334,PT00M03.20S,2026-04-01T00:40:05.0Z,2,REGULAR,3pt,Jump Shot,[],1628970,85.3646517739816,96.32352941176471,1610612766,45,58,2026-04-01T00:44:00Z,3330000,False,232.0,85.0,1,right,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,24.67,Missed,,,,,,,,,,,,,,,,
335,PT00M03.20S,2026-04-01T00:40:05.0Z,2,REGULAR,rebound,offensive,[],1642851,,,1610612766,45,58,2026-04-01T00:40:10Z,3340000,False,,,0,,K. Knueppel REBOUND (Off:2 Def:3),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,,,,,,,,,334.0,5.0,3.0,2.0,,,,,,,,
336,PT00M00.00S,2026-04-01T00:40:11.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1642851,97.7168199737188,68.13725490196079,1610612766,45,58,2026-04-01T00:41:54Z,3350000,False,91.0,-31.0,1,right,MISS K. Knueppel 9' fadeaway Shot,[1642851],1610612766.0,CHA,fadeaway,,,Knueppel,K. Knueppel,,,,,Mid-Range,8-16 Right,,,9.59,Missed,,,,,,,,,,,,,,,,
337,PT00M00.00S,2026-04-01T00:40:11.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,45,58,2026-04-01T00:41:54Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,336.0,,,,,,,,,,,
338,PT00M00.00S,2026-04-01T00:40:21.5Z,2,REGULAR,period,end,[],0,,,1610612766,45,58,2026-04-01T00:40:21Z,3370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,out,['startperiod'],1641869,,,1610612766,45,58,2026-04-01T00:55:29Z,3380000,False,,,0,,SUB out: M. Smith,[1641869],1610612751.0,BKN,,,,Smith,M. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,out,['startperiod'],1630623,,,1610612766,45,58,2026-04-01T00:55:29Z,3390000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,out,['startperiod'],1643052,,,1610612766,45,58,2026-04-01T00:55:29Z,3400000,False,,,0,,SUB out: C. Johnson,[1643052],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,out,['startperiod'],1642879,,,1610612766,45,58,2026-04-01T00:55:29Z,3410000,False,,,0,,SUB out: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612766,45,58,2026-04-01T00:55:29Z,3420000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2026-04-01T00:55:10.7Z,3,REGULAR,substitution,in,['startperiod'],1642962,,,1610612766,45,58,2026-04-01T00:55:29Z,3430000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
