actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
30,PT10M22.00S,2024-02-24T03:47:23.1Z,1,REGULAR,2pt,Jump Shot,[],1630170,76.92181340341656,49.26470588235294,1610612759,3,5,2024-02-24T03:47:30Z,300000,False,-4.0,164.0,1,right,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,16.44,Missed,,,,,,,,,,,,,,,
31,PT10M18.00S,2024-02-24T03:47:26.3Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,3,5,2024-02-24T03:47:26Z,310000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,
32,PT10M16.00S,2024-02-24T03:47:28.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203076,4.77989487516426,51.71568627450981,1610612747,5,5,2024-02-24T03:47:40Z,320000,False,-9.0,-8.0,1,left,A. Davis running DUNK (3 PTS) (D. Russell 1 AST),"[203076, 1626156]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,1.15,Made,,,,,,,,,,,,3.0,D. Russell,1626156.0,1.0
34,PT10M01.00S,2024-02-24T03:47:42.7Z,1,REGULAR,3pt,Jump Shot,[],1641705,67.85479632063075,70.34313725490196,1610612759,5,8,2024-02-24T03:47:47Z,340000,False,102.0,250.0,1,right,V. Wembanyama 26' 3PT  (8 PTS) (J. Sochan 1 AST),"[1641705, 1631110]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,26.96,Made,,,,,,,,,,,,8.0,J. Sochan,1631110.0,1.0
36,PT09M51.00S,2024-02-24T03:47:53.8Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,5,8,2024-02-24T03:47:58Z,360000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1641705]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,1.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,
37,PT09M51.00S,2024-02-24T03:47:53.8Z,1,REGULAR,steal,,[],1641705,,,1610612759,5,8,2024-02-24T03:47:55Z,370000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M47.00S,2024-02-24T03:47:58.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630577,93.34756898817345,52.94117647058824,1610612759,5,10,2024-02-24T03:48:09Z,380000,False,15.0,10.0,1,right,J. Champagnie running Layup (2 PTS),[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,1.78,Made,,,,,,,,,,,,2.0,,,
39,PT09M30.00S,2024-02-24T03:48:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.619579500657039,45.58823529411765,1610612747,7,10,2024-02-24T03:48:20Z,390000,False,22.0,10.0,1,left,A. Reaves driving Layup (2 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,2.41,Made,,,,,,,,,,,,2.0,,,
41,PT09M17.00S,2024-02-24T03:48:26.5Z,1,REGULAR,3pt,Jump Shot,[],1641705,70.48291721419186,19.362745098039213,1610612759,7,13,2024-02-24T03:48:31Z,410000,False,-153.0,225.0,1,right,V. Wembanyama 27' 3PT  (11 PTS) (J. Champagnie 1 AST),"[1641705, 1630577]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,27.22,Made,,,,,,,,,,,,11.0,J. Champagnie,1630577.0,1.0
43,PT09M02.00S,2024-02-24T03:48:41.9Z,1,REGULAR,2pt,Jump Shot,[],1626156,22.125492772667542,64.2156862745098,1610612747,9,13,2024-02-24T03:48:45Z,430000,False,-71.0,155.0,1,left,D. Russell 17' pullup Jump Shot (2 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,,,,17.1,Made,,,,,,,,,,,,2.0,,,
44,PT08M49.00S,2024-02-24T03:48:57.7Z,1,REGULAR,foul,personal,[],203076,,,1610612759,9,13,2024-02-24T03:49:04Z,440000,False,,,0,,A. Davis personal FOUL (2 PF),"[203076, 1641705]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,200834.0,2.0,0.0,Wembanyama,1641705.0,,,,
46,PT08M41.00S,2024-02-24T03:49:25.3Z,1,REGULAR,2pt,Jump Shot,[],1630200,71.92838370565046,68.13725490196079,1610612759,9,13,2024-02-24T03:49:46Z,460000,False,91.0,211.0,1,right,MISS T. Jones 23' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,,,,23.0,Missed,,,,,,,,,,,,,,,
47,PT08M38.00S,2024-02-24T03:49:28.3Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,9,13,2024-02-24T03:49:31Z,470000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,
49,PT08M31.00S,2024-02-24T03:49:48.1Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,9,13,2024-02-24T03:49:54Z,490000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1631110]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,1.0,Sochan,1631110.0,,,,,,,,,,,,,,,,,
50,PT08M31.00S,2024-02-24T03:49:48.1Z,1,REGULAR,steal,,[],1631110,,,1610612759,9,13,2024-02-24T03:49:50Z,500000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
51,PT08M27.00S,2024-02-24T03:49:52.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630577,90.06241787122208,3.67647058823529,1610612759,9,13,2024-02-24T03:50:00Z,510000,False,-232.0,41.0,1,right,MISS J. Champagnie running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,23.52,Missed,,,,,,,,,,,,,,,
52,PT08M22.00S,2024-02-24T03:49:57.3Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,9,13,2024-02-24T03:50:00Z,520000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,,,,51.0,1.0,0.0,1.0,,,,,,,,,,,
53,PT08M21.00S,2024-02-24T03:49:58.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641705,89.27398160315374,54.90196078431372,1610612759,9,15,2024-02-24T03:50:06Z,530000,False,25.0,48.0,1,right,V. Wembanyama DUNK (13 PTS) (J. Sochan 2 AST),"[1641705, 1631110]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,5.42,Made,,,,,,,,,,,,13.0,J. Sochan,1631110.0,2.0
55,PT08M10.00S,2024-02-24T03:50:09.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629060,6.619579500657039,41.91176470588235,1610612747,9,15,2024-02-24T03:50:13Z,550000,False,40.0,10.0,1,left,MISS R. Hachimura turnaround Hook,[1629060],1610612747.0,LAL,turnaround,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,4.15,Missed,,,,,,,,,,,,,,,
56,PT08M08.00S,2024-02-24T03:50:11.0Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,9,15,2024-02-24T03:50:13Z,560000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,
57,PT08M02.00S,2024-02-24T03:50:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,91.11366622864652,44.607843137254896,1610612759,9,15,2024-02-24T03:51:53Z,570000,False,-27.0,31.0,1,right,MISS V. Wembanyama driving Layup,[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,4.11,Missed,,,,,,,,,,,,,,,
58,PT07M58.00S,2024-02-24T03:50:22.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,9,15,2024-02-24T03:57:23Z,580000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,
61,PT07M56.00S,2024-02-24T03:50:23.9Z,1,REGULAR,turnover,lost ball,[],2544,,,1610612747,9,15,2024-02-24T03:50:29Z,610000,False,,,0,,L. James lost ball TURNOVER (1 TO),"[2544, 1641705]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,1.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,
62,PT07M56.00S,2024-02-24T03:50:23.9Z,1,REGULAR,steal,,[],1641705,,,1610612759,9,15,2024-02-24T03:50:26Z,620000,False,,,0,,V. Wembanyama STEAL (2 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
63,PT07M52.00S,2024-02-24T03:50:27.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,64.83245729303547,53.431372549019606,1610612759,9,15,2024-02-24T03:50:40Z,630000,False,17.0,278.0,1,right,MISS D. Vassell 27' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,27.86,Missed,,,,,,,,,,,,,,,
64,PT07M43.00S,2024-02-24T03:50:36.8Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,9,15,2024-02-24T03:50:40Z,640000,False,,,0,,J. Sochan REBOUND (Off:2 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,63.0,2.0,0.0,2.0,,,,,,,,,,,
65,PT07M43.00S,2024-02-24T03:50:36.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631110,88.74835742444152,54.16666666666667,1610612759,9,15,2024-02-24T03:51:44Z,650000,False,21.0,53.0,1,right,MISS J. Sochan driving bank Hook,[1631110],1610612759.0,SAS,driving bank,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,5.72,Missed,,,,,,,,,,,,,,,
66,PT07M41.00S,2024-02-24T03:50:38.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,9,15,2024-02-24T03:51:44Z,660000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,
67,PT07M39.00S,2024-02-24T03:50:40.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,29.747043363994734,24.264705882352942,1610612747,9,15,2024-02-24T03:50:49Z,670000,False,129.0,227.0,1,left,MISS D. Russell 26' running pullup 3PT,[1626156],1610612747.0,LAL,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,26.1,Missed,,,,,,,,,,,,,,,
68,PT07M36.00S,2024-02-24T03:50:43.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,9,15,2024-02-24T03:50:49Z,680000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,67.0,3.0,3.0,0.0,,,,,,,,,,,
69,PT07M28.00S,2024-02-24T03:50:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,86.25164257555848,57.35294117647059,1610612759,9,15,2024-02-24T03:50:56Z,690000,False,37.0,77.0,1,right,MISS T. Jones 8' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,8.51,Missed,,,,,,,,,,,,,,,
70,PT07M24.00S,2024-02-24T03:50:54.6Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,9,15,2024-02-24T03:50:56Z,700000,False,,,0,,A. Reaves REBOUND (Off:1 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,69.0,2.0,1.0,1.0,,,,,,,,,,,
71,PT07M20.00S,2024-02-24T03:50:59.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,26.593298291721425,85.5392156862745,1610612747,12,15,2024-02-24T03:51:09Z,710000,False,-178.0,197.0,1,left,R. Hachimura 26' 3PT running (3 PTS) (A. Reaves 2 AST),"[1629060, 1630559]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,26.57,Made,,,,,,,,,,,,3.0,A. Reaves,1630559.0,2.0
73,PT07M19.00S,2024-02-24T03:51:05.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,12,15,2024-02-24T03:51:05Z,730000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT07M19.00S,2024-02-24T03:53:41.3Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,12,15,2024-02-24T03:54:03Z,740000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT07M19.00S,2024-02-24T03:53:41.3Z,1,REGULAR,substitution,in,[],1628380,,,1610612759,12,15,2024-02-24T03:54:03Z,750000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M03.00S,2024-02-24T03:54:30.2Z,1,REGULAR,3pt,Jump Shot,[],1630170,65.3580814717477,65.44117647058823,1610612759,12,15,2024-02-24T03:54:35Z,760000,False,77.0,273.0,1,right,MISS D. Vassell 28' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,28.38,Missed,,,,,,,,,,,,,,,
77,PT06M58.00S,2024-02-24T03:54:35.2Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,12,15,2024-02-24T03:54:35Z,770000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,
78,PT06M52.00S,2024-02-24T03:54:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.093955321944804,44.607843137254896,1610612747,14,15,2024-02-24T03:54:45Z,780000,False,27.0,5.0,1,left,L. James driving reverse Layup (4 PTS),[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,2.74,Made,,,,,,,,,,,,4.0,,,
79,PT06M32.00S,2024-02-24T03:55:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630577,84.01773981603154,96.32352941176471,1610612759,14,15,2024-02-24T03:55:05Z,790000,False,232.0,98.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,25.14,Missed,,,,,,,,,,,,,,,
80,PT06M29.00S,2024-02-24T03:55:03.2Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,14,15,2024-02-24T03:55:05Z,800000,False,,,0,,A. Reaves REBOUND (Off:1 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,79.0,3.0,2.0,1.0,,,,,,,,,,,
81,PT06M17.00S,2024-02-24T03:55:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,15.949408672798953,42.15686274509803,1610612747,14,15,2024-02-24T03:55:19Z,810000,False,39.0,97.0,1,left,MISS L. James 10' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,10.5,Missed,,,,,,,,,,,,,,,
82,PT06M15.00S,2024-02-24T03:55:18.2Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,14,15,2024-02-24T03:55:18Z,820000,False,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,81.0,1.0,0.0,1.0,,,,,,,,,,,
83,PT06M13.00S,2024-02-24T03:55:20.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629060,23.04533508541394,87.74509803921569,1610612747,14,15,2024-02-24T03:55:28Z,830000,False,-189.0,164.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,25.01,Missed,,,,,,,,,,,,,,,
84,PT06M11.00S,2024-02-24T03:55:22.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,14,15,2024-02-24T03:55:28Z,840000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,83.0,,,,,,,,,,,,,,
