actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-19T03:41:16.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-19T03:41:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-19T03:41:18.9Z,1,REGULAR,jumpball,recovered,[],1628978,,,1610612752,0,0,2023-12-19T03:41:18Z,40000,False,,,0,,Jump Ball J. Sims vs. A. Davis: Tip to D. DiVincenzo,"[1628978, 1630579, 203076]",1610612752.0,NYK,startperiod,D. DiVincenzo,1628978.0,DiVincenzo,D. DiVincenzo,Sims,1630579.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-12-19T03:41:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.584099868593952,51.71568627450981,1610612752,0,0,2023-12-19T03:41:36Z,70000,False,-9.0,75.0,1,left,MISS J. Brunson 7' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-12-19T03:41:34.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,0,2023-12-19T03:41:36Z,80000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2023-12-19T03:41:40.5Z,1,REGULAR,3pt,Jump Shot,[],1626156,77.84165571616295,10.049019607843135,1610612747,0,0,2023-12-19T03:41:45Z,90000,False,-200.0,156.0,1,right,MISS D. Russell 25' step back 3PT,[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2023-12-19T03:41:44.7Z,1,REGULAR,rebound,offensive,[],1629629,,,1610612747,0,0,2023-12-19T03:41:44Z,100000,False,,,0,,C. Reddish REBOUND (Off:1 Def:0),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M28.00S,2023-12-19T03:41:47.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629629,71.53416557161628,79.65686274509804,1610612747,0,0,2023-12-19T03:41:53Z,110000,False,148.0,215.0,1,right,MISS C. Reddish 26' 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
12,PT11M24.00S,2023-12-19T03:41:51.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,0,2023-12-19T03:41:53Z,120000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2023-12-19T03:42:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,16.606438896189218,59.31372549019608,1610612752,0,0,2023-12-19T03:42:30Z,130000,False,-47.0,104.0,1,left,MISS J. Randle 11' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,11.36,Missed,,,,,,,,,,,,,,,,,,
14,PT11M03.00S,2023-12-19T03:42:12.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,0,2023-12-19T03:42:14Z,140000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
