actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-09T03:15:53.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-09T03:15:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-09T03:15:57.1Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2024-02-09T03:15:57Z,40000,False,,,0,,Jump Ball N. Jokic vs. A. Davis: Tip to A. Gordon,"[203932, 203999, 203076]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokic,203999.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-09T03:16:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,10.561760840998687,47.79411764705882,1610612743,0,0,2024-02-09T03:16:33Z,70000,False,11.0,47.0,1,left,MISS N. Jokic driving Layup - blocked,"[203999, 203076]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,Davis,203076.0,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-02-09T03:16:11.5Z,1,REGULAR,block,,[],203076,,,1610612743,0,0,2024-02-09T03:16:14Z,80000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M38.00S,2024-02-09T03:16:14.5Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,0,0,2024-02-09T03:16:16Z,90000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M34.00S,2024-02-09T03:16:18.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,67.9862023653088,76.22549019607843,1610612747,0,0,2024-02-09T03:17:02Z,100000,False,131.0,248.0,1,right,MISS A. Reaves 28' running 3PT,[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,28.09,Missed,,,,,,,,,,,,,,,,,,
11,PT11M30.00S,2024-02-09T03:16:22.8Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,0,0,2024-02-09T03:16:26Z,110000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M24.00S,2024-02-09T03:16:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,10.693166885676746,47.30392156862745,1610612743,0,0,2024-02-09T03:16:34Z,120000,False,13.0,48.0,1,left,MISS N. Jokic floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.99,Missed,,,,,,,,,,,,,,,,,,
13,PT11M21.00S,2024-02-09T03:16:30.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,0,2024-02-09T03:16:34Z,130000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M19.00S,2024-02-09T03:16:32.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630559,93.47897503285151,46.07843137254902,1610612747,0,0,2024-02-09T03:17:52Z,140000,False,-20.0,9.0,1,right,MISS A. Reaves running Layup - blocked,"[1630559, 203932]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.15,Missed,Gordon,203932.0,,,,,,,,,,,,,,,,
15,PT11M19.00S,2024-02-09T03:16:32.9Z,1,REGULAR,block,,[],203932,,,1610612747,0,0,2024-02-09T03:16:35Z,150000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
16,PT11M16.00S,2024-02-09T03:16:35.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,0,0,2024-02-09T03:16:43Z,160000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
17,PT11M08.00S,2024-02-09T03:16:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,7.013797634691201,60.53921568627451,1610612743,0,0,2024-02-09T03:18:21Z,170000,False,-53.0,13.0,1,left,MISS M. Porter Jr. driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
18,PT11M06.00S,2024-02-09T03:16:46.0Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,0,0,2024-02-09T03:16:46Z,180000,False,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,
19,PT11M04.00S,2024-02-09T03:16:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.831143232588701,50.98039215686275,1610612743,0,2,2024-02-09T03:16:54Z,190000,False,-5.0,2.0,1,left,N. Jokic putback Layup (2 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,2.0,,,,,,,,,,,
21,PT10M36.00S,2024-02-09T03:17:15.7Z,1,REGULAR,2pt,Jump Shot,[],203076,75.607752956636,37.5,1610612747,2,2,2024-02-09T03:17:20Z,210000,False,-62.0,177.0,1,right,A. Davis 18' step back Jump Shot (2 PTS),[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,18.75,Made,,,,,,,2.0,,,,,,,,,,,
22,PT10M23.00S,2024-02-09T03:17:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203200,7.670827858081481,51.22549019607843,1610612743,2,4,2024-02-09T03:17:33Z,220000,False,-6.0,20.0,1,left,J. Holiday cutting Layup (2 PTS) (N. Jokic 1 AST),"[203200, 203999]",1610612743.0,DEN,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,2.0,N. Jokic,203999.0,1.0,,,,,,,,
24,PT10M12.00S,2024-02-09T03:17:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,80.6011826544021,62.745098039215684,1610612747,2,4,2024-02-09T03:19:28Z,240000,False,64.0,130.0,1,right,MISS M. Christie 14' pullup Shot,[1631108],1610612747.0,LAL,pullup,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,14.46,Missed,,,,,,,,,,,,,,,,,,
26,PT10M09.00S,2024-02-09T03:17:43.5Z,1,REGULAR,rebound,offensive,[],1631108,,,1610612747,2,4,2024-02-09T03:17:45Z,260000,False,,,0,,M. Christie REBOUND (Off:1 Def:0),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,
27,PT10M07.00S,2024-02-09T03:17:45.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631108,81.25821287779237,40.68627450980392,1610612747,2,4,2024-02-09T03:17:49Z,270000,False,-47.0,124.0,1,right,MISS M. Christie 13' pullup Shot,[1631108],1610612747.0,LAL,pullup,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,13.22,Missed,,,,,,,,,,,,,,,,,,
28,PT10M05.00S,2024-02-09T03:17:47.5Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,2,4,2024-02-09T03:17:49Z,280000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT09M59.00S,2024-02-09T03:17:53.3Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,2,4,2024-02-09T03:17:57Z,290000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 2544]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,James,2544.0,,,,,
30,PT09M59.00S,2024-02-09T03:17:53.3Z,1,REGULAR,steal,,[],2544,,,1610612747,2,4,2024-02-09T03:17:55Z,300000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M53.00S,2024-02-09T03:18:02.0Z,1,REGULAR,turnover,traveling,[],1629060,,,1610612747,2,4,2024-02-09T03:18:08Z,310000,False,,,0,,R. Hachimura traveling TURNOVER (1 TO),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,1627962.0,,,,
32,PT09M38.00S,2024-02-09T03:18:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,8.853482260183966,53.18627450980392,1610612743,2,6,2024-02-09T03:18:35Z,320000,False,-16.0,31.0,1,left,J. Murray Layup (2 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,,,2.0,,,,,,,,,,,
33,PT09M19.00S,2024-02-09T03:18:49.4Z,1,REGULAR,3pt,Jump Shot,[],2544,77.973061760841,94.36274509803921,1610612747,2,6,2024-02-09T03:18:54Z,330000,False,222.0,155.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,,,,,,,,,,,,,
34,PT09M16.00S,2024-02-09T03:18:52.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,6,2024-02-09T03:18:54Z,340000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,33.0,2.0,1.0,1.0,,,,,,,,,,,,
35,PT09M11.00S,2024-02-09T03:18:58.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629008,19.316688567674106,21.300551470588232,1610612743,2,8,2024-02-09T03:19:09Z,350000,False,143.0,129.0,1,left,M. Porter Jr. 19' running Jump Shot (2 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,19.3,Made,,,,,,,2.0,N. Jokic,203999.0,2.0,,,,,,,,
37,PT09M01.00S,2024-02-09T03:19:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,82.30946123521682,54.16666666666667,1610612747,2,8,2024-02-09T03:19:15Z,370000,False,21.0,114.0,1,right,MISS A. Reaves 11' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,11.57,Missed,,,,,,,,,,,,,,,,,,
38,PT08M58.00S,2024-02-09T03:19:12.1Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,2,8,2024-02-09T03:19:15Z,380000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,
39,PT08M54.00S,2024-02-09T03:19:19.3Z,1,REGULAR,foul,personal,[],1631108,,,1610612743,2,8,2024-02-09T03:19:25Z,390000,False,,,0,,M. Christie personal FOUL (1 PF),"[1631108, 1629008]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Porter Jr.,1629008.0
41,PT08M40.00S,2024-02-09T03:19:48.6Z,1,REGULAR,2pt,Jump Shot,[],1629008,23.570959264126145,34.06862745098039,1610612743,2,8,2024-02-09T03:19:52Z,410000,False,80.0,169.0,1,left,MISS M. Porter Jr. 18' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,18.69,Missed,,,,,,,,,,,,,,,,,,
42,PT08M37.00S,2024-02-09T03:19:51.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,2,8,2024-02-09T03:19:51Z,420000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,
43,PT08M32.00S,2024-02-09T03:19:57.1Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,2,8,2024-02-09T03:20:01Z,430000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1627750]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Murray,1627750.0,,,,,
44,PT08M32.00S,2024-02-09T03:19:57.1Z,1,REGULAR,steal,,[],1627750,,,1610612743,2,8,2024-02-09T03:19:59Z,440000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
