actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-11-20T02:42:03.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-20T02:42:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-20T02:42:05.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2023-11-20T02:42:05Z,40000,False,,,0,,Jump Ball A. Davis vs. A. Sengun: Tip to L. James,"[2544, 203076, 1630578]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-11-20T02:42:19.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.356767411300922,50.49019607843137,1610612747,2,0,2023-11-20T02:42:22Z,70000,False,-2.0,7.0,1,left,A. Davis cutting DUNK (2 PTS) (T. Prince 1 AST),"[203076, 1627752]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,T. Prince,1627752.0,1.0,,,,,,,,,,,,,,
10,PT11M19.00S,2023-11-20T02:43:03.4Z,1,REGULAR,3pt,Jump Shot,[],1631095,74.55650459921156,86.27450980392157,1610612745,2,0,2023-11-20T02:43:09Z,100000,False,181.0,187.0,1,right,MISS J. Smith Jr. 26' step back 3PT,[1631095],1610612745.0,HOU,step back,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2023-11-20T02:43:07.4Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,2,0,2023-11-20T02:43:09Z,110000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M58.00S,2023-11-20T02:43:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,17.263469119579497,55.63725490196079,1610612747,4,0,2023-11-20T02:43:29Z,120000,False,-28.0,110.0,1,left,A. Davis 11' Jump Shot (4 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,11.34,Made,4.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
14,PT10M41.00S,2023-11-20T02:43:40.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,94.53022339027595,5.14705882352942,1610612745,4,0,2023-11-20T02:43:44Z,140000,False,-224.0,-1.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
15,PT10M39.00S,2023-11-20T02:43:42.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,4,0,2023-11-20T02:43:44Z,150000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M32.00S,2023-11-20T02:43:50.3Z,1,REGULAR,3pt,Jump Shot,[],1626156,26.987516425755587,83.82352941176471,1610612747,7,0,2023-11-20T02:43:57Z,160000,False,-169.0,201.0,1,left,D. Russell 26' 3PT pullup (3 PTS) (L. James 2 AST),"[1626156, 2544]",1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.28,Made,3.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
18,PT10M18.00S,2023-11-20T02:44:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,91.90210249671485,52.69607843137255,1610612745,7,2,2023-11-20T02:44:08Z,180000,False,13.0,24.0,1,right,D. Brooks driving Layup (2 PTS) (F. VanVleet 1 AST),"[1628415, 1627832]",1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.72,Made,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
