actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
354,PT10M08.00S,2024-01-26T04:54:27.1Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612747,78,59,2024-01-26T04:54:29Z,3540000,False,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,353.0,3.0,3.0,0.0,,,,,,
355,PT09M56.00S,2024-01-26T04:54:39.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,89.01116951379764,49.26470588235294,1610612747,78,59,2024-01-26T04:54:45Z,3550000,False,-4.0,51.0,1,right,MISS A. Reaves driving Layup - blocked,"[1630559, 1627936]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,,,,,,,,,,,,Caruso,1627936.0,,,,
356,PT09M56.00S,2024-01-26T04:54:39.5Z,3,REGULAR,block,,[],1627936,,,1610612747,78,59,2024-01-26T04:54:42Z,3560000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
357,PT09M52.00S,2024-01-26T04:54:43.5Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,78,59,2024-01-26T04:54:45Z,3570000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,355.0,1.0,1.0,0.0,,,,,,
358,PT09M50.00S,2024-01-26T04:54:45.1Z,3,REGULAR,3pt,Jump Shot,[],1627936,26.19908015768725,19.362745098039213,1610612741,78,62,2024-01-26T04:55:00Z,3580000,False,153.0,194.0,1,left,A. Caruso 24' 3PT  (11 PTS) (D. DeRozan 4 AST),"[1627936, 201942]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,24.7,Made,11.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,
360,PT09M35.00S,2024-01-26T04:55:01.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,92.0335085413929,41.666666666666664,1610612747,80,62,2024-01-26T04:55:06Z,3600000,False,-42.0,22.0,1,right,D. Russell driving floating Jump Shot (14 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,4.73,Made,14.0,,,,,,,,,,,,,,,,,
361,PT09M17.00S,2024-01-26T04:55:18.7Z,3,REGULAR,3pt,Jump Shot,[],1629632,18.971747700394218,95.09803921568627,1610612741,80,62,2024-01-26T04:55:23Z,3610000,False,-225.0,126.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
362,PT09M14.00S,2024-01-26T04:55:21.7Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,80,62,2024-01-26T04:55:23Z,3620000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,361.0,2.0,2.0,0.0,,,,,,
363,PT09M04.00S,2024-01-26T04:55:31.7Z,3,REGULAR,3pt,Jump Shot,[],1626156,92.16491458607096,2.6960784313725554,1610612747,83,62,2024-01-26T04:55:35Z,3630000,False,-237.0,21.0,1,right,D. Russell 3PT  (17 PTS) (L. James 6 AST),"[1626156, 2544]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,23.74,Made,17.0,L. James,2544.0,6.0,,,,,,,,,,,,,,
365,PT08M55.00S,2024-01-26T04:55:43.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.093955321944804,52.94117647058824,1610612741,83,64,2024-01-26T04:55:47Z,3650000,False,-15.0,5.0,1,left,C. White driving Layup (12 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,1.55,Made,12.0,,,,,,,,,,,,,,,,,
366,PT08M55.00S,2024-01-26T04:55:47.2Z,3,REGULAR,foul,personal,['1freethrow'],203076,,,1610612741,83,64,2024-01-26T04:55:53Z,3660000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (White 1 FT),"[203076, 1629632]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,,,1.0,0.0,White,1629632.0
368,PT08M55.00S,2024-01-26T04:56:10.4Z,3,REGULAR,freethrow,1 of 1,[],1629632,,,1610612741,83,65,2024-01-26T04:56:10Z,3680000,False,,,0,,C. White Free Throw 1 of 1 (13 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
369,PT08M34.00S,2024-01-26T04:56:32.5Z,3,REGULAR,3pt,Jump Shot,[],1627752,92.16491458607096,4.901960784313729,1610612747,86,65,2024-01-26T04:56:39Z,3690000,False,-225.0,21.0,1,right,T. Prince 3PT  (9 PTS) (L. James 7 AST),"[1627752, 2544]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,22.65,Made,9.0,L. James,2544.0,7.0,,,,,,,,,,,,,,
371,PT08M26.00S,2024-01-26T04:56:40.1Z,3,REGULAR,3pt,Jump Shot,[],1627936,25.147831800262807,85.5392156862745,1610612741,86,65,2024-01-26T04:56:44Z,3710000,False,-178.0,184.0,1,left,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
372,PT08M24.00S,2024-01-26T04:56:42.6Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,86,65,2024-01-26T04:56:42Z,3720000,False,,,0,,A. Davis REBOUND (Off:3 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,371.0,7.0,4.0,3.0,,,,,,
373,PT08M23.00S,2024-01-26T04:56:47.9Z,3,REGULAR,violation,kicked ball,[],1627936,,,1610612747,86,65,2024-01-26T04:56:55Z,3730000,False,,,0,,A. Caruso kicked ball VIOLATION,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,
374,PT08M14.00S,2024-01-26T04:57:12.2Z,3,REGULAR,violation,kicked ball,[],202696,,,1610612747,86,65,2024-01-26T04:57:15Z,3740000,False,,,0,,N. Vucevic kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,
375,PT08M11.00S,2024-01-26T04:57:33.5Z,3,REGULAR,foul,personal,[],1630172,,,1610612747,86,65,2024-01-26T04:57:47Z,3750000,False,,,0,,P. Williams personal FOUL (3 PF),"[1630172, 2544]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628484.0,,,,,,,,,,3.0,0.0,James,2544.0
377,PT08M09.00S,2024-01-26T04:57:51.6Z,3,REGULAR,foul,personal,[],1629632,,,1610612747,86,65,2024-01-26T04:57:58Z,3770000,False,,,0,,C. White personal FOUL (1 PF),"[1629632, 2544]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,202037.0,,,,,,,,,,1.0,0.0,James,2544.0
379,PT08M01.00S,2024-01-26T04:58:20.1Z,3,REGULAR,3pt,Jump Shot,[],203076,70.08869908015768,72.05882352941177,1610612747,86,65,2024-01-26T04:58:24Z,3790000,False,110.0,229.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
380,PT07M58.00S,2024-01-26T04:58:23.1Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,86,65,2024-01-26T04:58:24Z,3800000,False,,,0,,P. Williams REBOUND (Off:0 Def:6),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,379.0,6.0,6.0,0.0,,,,,,
381,PT07M53.00S,2024-01-26T04:58:29.7Z,3,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612741,86,65,2024-01-26T04:58:37Z,3810000,False,,,0,,D. Russell shooting personal FOUL (1 PF) (Williams 2 FT),"[1626156, 1630172]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,,,,,,1.0,0.0,Williams,1630172.0
383,PT07M53.00S,2024-01-26T04:58:57.6Z,3,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,86,66,2024-01-26T04:58:57Z,3830000,False,,,0,,P. Williams Free Throw 1 of 2 (5 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
384,PT07M53.00S,2024-01-26T04:59:14.6Z,3,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,86,67,2024-01-26T04:59:14Z,3840000,False,,,0,,P. Williams Free Throw 2 of 2 (6 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
385,PT07M40.00S,2024-01-26T04:59:28.3Z,3,REGULAR,3pt,Jump Shot,[],1626156,67.19776609724047,57.1078431372549,1610612747,89,67,2024-01-26T04:59:33Z,3850000,False,36.0,256.0,1,right,D. Russell 25' 3PT pullup (20 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.83,Made,20.0,,,,,,,,,,,,,,,,,
386,PT07M23.00S,2024-01-26T04:59:45.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,12.401445466491452,54.16666666666667,1610612741,89,67,2024-01-26T04:59:48Z,3860000,False,-21.0,64.0,1,left,MISS P. Williams 6' turnaround fadeaway Shot,[1630172],1610612741.0,CHI,turnaround fadeaway,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.74,Missed,,,,,,,,,,,,,,,,,,
387,PT07M21.00S,2024-01-26T04:59:47.1Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,89,67,2024-01-26T04:59:48Z,3870000,False,,,0,,A. Davis REBOUND (Off:3 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,386.0,8.0,5.0,3.0,,,,,,
388,PT07M18.00S,2024-01-26T04:59:50.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,94.3988173455979,57.1078431372549,1610612747,89,67,2024-01-26T04:59:55Z,3880000,False,36.0,0.0,1,right,MISS L. James running Layup - blocked,"[2544, 1630172]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,Williams,1630172.0,,,,
389,PT07M18.00S,2024-01-26T04:59:50.1Z,3,REGULAR,block,,[],1630172,,,1610612747,89,67,2024-01-26T04:59:52Z,3890000,False,,,0,,P. Williams BLOCK (2 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
390,PT07M15.00S,2024-01-26T04:59:53.1Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,89,67,2024-01-26T05:08:10Z,3900000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,388.0,2.0,1.0,1.0,,,,,,
391,PT07M12.00S,2024-01-26T04:59:56.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627936,6.356767411300922,49.754901960784316,1610612741,89,69,2024-01-26T05:00:01Z,3910000,False,1.0,7.0,1,left,A. Caruso running Layup (13 PTS),[1627936],1610612741.0,CHI,running,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,0.74,Made,13.0,,,,,,,,,,,,,,,,,
392,PT07M12.00S,2024-01-26T05:00:01.0Z,3,REGULAR,foul,technical,['1freethrow'],2544,,,1610612747,89,69,2024-01-26T05:00:13Z,3920000,False,,,0,,L. James technical FOUL (1 Tech),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,202037.0,,,,,,,,,,0.0,1.0,,
393,PT07M12.00S,2024-01-26T05:00:23.4Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612747,89,70,2024-01-26T05:00:23Z,3930000,False,,,0,,D. DeRozan technical Free Throw 1 of 1 (14 PTS),[201942],1610612741.0,CHI,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
394,PT07M12.00S,2024-01-26T05:00:29.2Z,3,REGULAR,substitution,out,[],1630172,,,1610612747,89,70,2024-01-26T05:00:35Z,3940000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M12.00S,2024-01-26T05:00:29.2Z,3,REGULAR,substitution,in,[],1630245,,,1610612747,89,70,2024-01-26T05:00:35Z,3950000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M57.00S,2024-01-26T05:00:57.7Z,3,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,89,70,2024-01-26T05:01:03Z,3960000,False,,,0,,A. Reaves bad pass out-of-bounds TURNOVER (1 TO),[1630559],1610612747.0,LAL,bad pass,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,,,,,,,202037.0,1.0,,,,,,,,,,,,
397,PT06M48.00S,2024-01-26T05:01:16.4Z,3,REGULAR,foul,personal,[],2544,,,1610612741,89,70,2024-01-26T05:01:39Z,3970000,False,,,0,,L. James personal FOUL (1 PF),"[2544, 1627936]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,,,,,,,1628484.0,,,,,,,,,,1.0,1.0,Caruso,1627936.0
399,PT06M35.00S,2024-01-26T05:01:53.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629632,8.722076215505908,52.94117647058824,1610612741,89,72,2024-01-26T05:01:59Z,3990000,False,-15.0,29.0,1,left,C. White driving floating Jump Shot (15 PTS) (D. DeRozan 5 AST),"[1629632, 201942]",1610612741.0,CHI,driving floating,,,White,C. White,,,,,Restricted Area,0-8 Center,3.3,Made,15.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,,
400,PT06M22.00S,2024-01-26T05:02:07.0Z,3,REGULAR,3pt,Jump Shot,[],1626156,74.4250985545335,14.950980392156865,1610612747,89,72,2024-01-26T05:02:12Z,4000000,False,-175.0,188.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
401,PT06M20.00S,2024-01-26T05:02:08.7Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,89,72,2024-01-26T05:02:08Z,4010000,False,,,0,,A. Davis REBOUND (Off:4 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,400.0,9.0,5.0,4.0,,,,,,
402,PT06M17.00S,2024-01-26T05:02:12.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203076,90.8508541392904,55.88235294117647,1610612747,91,72,2024-01-26T05:09:21Z,4020000,False,29.0,34.0,1,right,A. Davis turnaround Hook (9 PTS) (L. James 8 AST),"[203076, 2544]",1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,9.0,L. James,2544.0,8.0,,,,,,,,,,,,,,
404,PT06M06.00S,2024-01-26T05:02:23.0Z,3,REGULAR,turnover,lost ball,[],201942,,,1610612741,91,72,2024-01-26T05:02:28Z,4040000,False,,,0,,D. DeRozan lost ball TURNOVER (3 TO),"[201942, 1627752]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,,,,,,3.0,Prince,1627752.0,,,,,,,,,,
405,PT06M06.00S,2024-01-26T05:02:23.0Z,3,REGULAR,steal,,[],1627752,,,1610612747,91,72,2024-01-26T05:02:24Z,4050000,False,,,0,,T. Prince STEAL (2 STL),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
406,PT06M01.00S,2024-01-26T05:02:27.4Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203076,91.24507227332458,52.450980392156865,1610612747,93,72,2024-01-26T05:10:36Z,4060000,False,12.0,30.0,1,right,A. Davis running DUNK (11 PTS) (D. Russell 4 AST),"[203076, 1626156]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.22,Made,11.0,D. Russell,1626156.0,4.0,,,,,,,,,,,,,,
408,PT05M48.00S,2024-01-26T05:02:41.6Z,3,REGULAR,turnover,bad pass,[],1627936,,,1610612741,93,72,2024-01-26T05:02:47Z,4080000,False,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1626156]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Russell,1626156.0,,,,,,,,,,
409,PT05M48.00S,2024-01-26T05:02:41.6Z,3,REGULAR,steal,,[],1626156,,,1610612747,93,72,2024-01-26T05:02:43Z,4090000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
411,PT05M42.00S,2024-01-26T05:02:46.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630559,93.08475689881735,50.73529411764706,1610612747,95,72,2024-01-26T05:11:51Z,4100000,False,4.0,13.0,1,right,A. Reaves running finger roll Layup (18 PTS),[1630559],1610612747.0,LAL,running finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.3,Made,18.0,,,,,,,,,,,,,,,,,
412,PT05M42.00S,2024-01-26T05:02:53.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,95,72,2024-01-26T05:02:53Z,4110000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M42.00S,2024-01-26T05:05:24.7Z,3,REGULAR,substitution,out,[],2544,,,1610612741,95,72,2024-01-26T05:05:50Z,4120000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M42.00S,2024-01-26T05:05:24.7Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,95,72,2024-01-26T05:05:50Z,4130000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M42.00S,2024-01-26T05:05:24.7Z,3,REGULAR,substitution,in,[],1629020,,,1610612741,95,72,2024-01-26T05:05:50Z,4140000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M42.00S,2024-01-26T05:05:24.7Z,3,REGULAR,substitution,in,[],1630172,,,1610612741,95,72,2024-01-26T05:05:50Z,4150000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M21.00S,2024-01-26T05:06:08.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,10.561760840998687,55.3921568627451,1610612741,95,74,2024-01-26T05:06:13Z,4160000,False,-27.0,47.0,1,left,N. Vucevic turnaround Jump Shot (8 PTS) (D. DeRozan 6 AST),"[202696, 201942]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.4,Made,8.0,D. DeRozan,201942.0,6.0,,,,,,,,,,,,,,
419,PT04M55.00S,2024-01-26T05:06:37.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612747,95,74,2024-01-26T05:06:42Z,4180000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,2534.0,,,,,,,,,,,,,
420,PT04M55.00S,2024-01-26T05:06:41.8Z,3,REGULAR,substitution,out,[],1629632,,,1610612741,95,74,2024-01-26T05:06:51Z,4190000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M55.00S,2024-01-26T05:06:41.8Z,3,REGULAR,substitution,in,[],203083,,,1610612741,95,74,2024-01-26T05:06:51Z,4200000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M31.00S,2024-01-26T05:07:14.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,6.8823915900131425,49.01960784313726,1610612741,95,76,2024-01-26T05:07:18Z,4210000,False,5.0,12.0,1,left,D. DeRozan driving reverse Layup (16 PTS) (A. Drummond 1 AST),"[201942, 203083]",1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.31,Made,16.0,A. Drummond,203083.0,1.0,,,,,,,,,,,,,,
424,PT04M10.00S,2024-01-26T05:07:36.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629020,88.74835742444152,54.65686274509804,1610612747,97,76,2024-01-26T05:07:40Z,4230000,False,23.0,53.0,1,right,J. Vanderbilt driving Hook (15 PTS) (T. Prince 2 AST),"[1629020, 1627752]",1610612747.0,LAL,driving,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,5.82,Made,15.0,T. Prince,1627752.0,2.0,,,,,,,,,,,,,,
426,PT03M55.00S,2024-01-26T05:07:51.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,7.145203679369246,55.14705882352941,1610612741,97,78,2024-01-26T05:07:54Z,4250000,False,-26.0,15.0,1,left,N. Vucevic turnaround Hook (10 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.96,Made,10.0,,,,,,,,,,,,,,,,,
427,PT03M46.00S,2024-01-26T05:07:59.1Z,3,REGULAR,3pt,Jump Shot,[],1626156,73.11103810775296,85.29411764705883,1610612747,100,78,2024-01-26T05:08:03Z,4260000,False,176.0,200.0,1,right,D. Russell 26' 3PT pullup (23 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.7,Made,23.0,,,,,,,,,,,,,,,,,
428,PT03M37.00S,2024-01-26T05:08:08.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.8823915900131425,48.28431372549019,1610612741,100,78,2024-01-26T05:08:13Z,4270000,False,9.0,12.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 203076]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,Davis,203076.0,,,,
429,PT03M37.00S,2024-01-26T05:08:08.8Z,3,REGULAR,block,,[],203076,,,1610612741,100,78,2024-01-26T05:08:11Z,4280000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT03M34.00S,2024-01-26T05:08:11.8Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,100,78,2024-01-26T05:08:13Z,4290000,False,,,0,,A. Drummond REBOUND (Off:4 Def:2),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,428.0,6.0,2.0,4.0,,,,,,
431,PT03M33.00S,2024-01-26T05:08:13.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.174113009198422,49.01960784313726,1610612741,100,80,2024-01-26T05:08:18Z,4300000,False,5.0,-4.0,1,left,A. Drummond putback Layup (7 PTS),[203083],1610612741.0,CHI,putback,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,0.63,Made,7.0,,,,,,,,,,,,,,,,,
432,PT03M27.00S,2024-01-26T05:08:18.4Z,3,REGULAR,3pt,Jump Shot,[],1626156,65.22667542706964,68.62745098039215,1610612747,103,80,2024-01-26T05:08:23Z,4310000,False,93.0,274.0,1,right,D. Russell 28' 3PT  (26 PTS) (A. Reaves 6 AST),"[1626156, 1630559]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,28.98,Made,26.0,A. Reaves,1630559.0,6.0,,,,,,,,,,,,,,
434,PT03M09.00S,2024-01-26T05:08:38.8Z,3,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612741,103,80,2024-01-26T05:08:50Z,4330000,False,,,0,,T. Prince shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1627752, 201942]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,,,,,,3.0,0.0,DeRozan,201942.0
436,PT03M09.00S,2024-01-26T05:09:17.5Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,103,81,2024-01-26T05:09:17Z,4350000,False,,,0,,D. DeRozan Free Throw 1 of 2 (17 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
437,PT03M09.00S,2024-01-26T05:09:18.3Z,3,REGULAR,substitution,out,[],1627752,,,1610612741,103,81,2024-01-26T05:09:29Z,4360000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M09.00S,2024-01-26T05:09:18.3Z,3,REGULAR,substitution,out,[],1630559,,,1610612741,103,81,2024-01-26T05:09:29Z,4370000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
