actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
15,PT11M09.00S,2024-03-23T02:42:02.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,0,2024-03-23T02:42:03Z,150000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT10M59.00S,2024-03-23T02:42:13.8Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612747,0,0,2024-03-23T02:42:22Z,160000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1630178, 1629060]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,1627534.0,1.0,0.0,Hachimura,1629060.0,,,,,,,
18,PT10M59.00S,2024-03-23T02:42:38.5Z,1,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,1,0,2024-03-23T02:42:38Z,180000,False,,,0,,R. Hachimura Free Throw 1 of 2 (1 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
19,PT10M59.00S,2024-03-23T02:42:55.2Z,1,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,2,0,2024-03-23T02:42:55Z,190000,False,,,0,,R. Hachimura Free Throw 2 of 2 (2 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
20,PT10M43.00S,2024-03-23T02:43:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,8.984888304862025,55.3921568627451,1610612755,2,0,2024-03-23T02:43:16Z,200000,False,-27.0,32.0,1,left,MISS M. Bamba cutting Layup,[1628964],1610612755.0,PHI,cutting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,4.19,Missed,,,,,,,,,,,,,,,,,,
21,PT10M41.00S,2024-03-23T02:43:14.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,0,2024-03-23T02:43:16Z,210000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,
22,PT10M38.00S,2024-03-23T02:43:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1629060,90.19382391590013,56.61764705882353,1610612747,4,0,2024-03-23T02:43:32Z,220000,False,33.0,40.0,1,right,R. Hachimura running Layup (4 PTS) (A. Davis 1 AST),"[1629060, 203076]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,,,,,,,,,,,,4.0,A. Davis,203076.0,1.0,,,
24,PT10M38.00S,2024-03-23T02:43:25.0Z,1,REGULAR,violation,defensive goaltending,[],202699,,,1610612747,4,0,2024-03-23T02:44:08Z,240000,False,,,0,,T. Harris defensive goaltending VIOLATION,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,1627534.0,,,,,,,,,,,
25,PT10M20.00S,2024-03-23T02:43:50.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,31.32391590013141,32.1078431372549,1610612755,4,3,2024-03-23T02:43:55Z,250000,False,89.0,242.0,1,left,K. Oubre Jr. 25' 3PT pullup (3 PTS) (T. Harris 1 AST),"[1626162, 202699]",1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.79,Made,,,,,,,,,,,,3.0,T. Harris,202699.0,1.0,,,
27,PT10M11.00S,2024-03-23T02:43:59.9Z,1,REGULAR,3pt,Jump Shot,[],1629060,93.2161629434954,5.637254901960787,1610612747,7,3,2024-03-23T02:44:03Z,270000,False,-222.0,11.0,1,right,R. Hachimura 3PT  (7 PTS) (L. James 1 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,22.21,Made,,,,,,,,,,,,7.0,L. James,2544.0,1.0,,,
29,PT09M51.00S,2024-03-23T02:44:19.1Z,1,REGULAR,2pt,Jump Shot,[],202699,18.05190538764782,82.84313725490196,1610612755,7,5,2024-03-23T02:44:24Z,290000,False,-164.0,117.0,1,left,T. Harris 20' pullup Jump Shot (2 PTS) (K. Oubre Jr. 1 AST),"[202699, 1626162]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left,20.17,Made,,,,,,,,,,,,2.0,K. Oubre Jr.,1626162.0,1.0,,,
31,PT09M35.00S,2024-03-23T02:44:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.77069645203679,53.92156862745098,1610612747,9,5,2024-03-23T02:44:39Z,310000,False,20.0,25.0,1,right,A. Davis driving Layup (2 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.17,Made,,,,,,,,,,,,2.0,,,,,,
32,PT09M25.00S,2024-03-23T02:44:48.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.350197109067011,46.81372549019608,1610612755,9,7,2024-03-23T02:44:51Z,320000,False,16.0,54.0,1,left,T. Maxey driving floating Jump Shot (2 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,,,,,,,,,,,,2.0,,,,,,
33,PT09M25.00S,2024-03-23T02:44:50.6Z,1,REGULAR,foul,personal,['1freethrow'],1629060,,,1610612755,9,7,2024-03-23T02:44:54Z,330000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Maxey 1 FT),"[1629060, 1630178]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,200833.0,1.0,0.0,Maxey,1630178.0,,,,,,,
35,PT09M25.00S,2024-03-23T02:45:16.0Z,1,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,9,8,2024-03-23T02:45:16Z,350000,False,,,0,,T. Maxey Free Throw 1 of 1 (3 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
36,PT09M07.00S,2024-03-23T02:45:36.7Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,9,8,2024-03-23T02:45:42Z,360000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,,,,200833.0,,,,,,,,,1.0,,
37,PT08M58.00S,2024-03-23T02:45:48.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202699,25.804862023653087,88.97058823529412,1610612755,9,8,2024-03-23T02:45:52Z,370000,False,-195.0,190.0,1,left,MISS T. Harris 27' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
38,PT08M54.00S,2024-03-23T02:45:51.6Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,9,8,2024-03-23T02:45:51Z,380000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT08M49.00S,2024-03-23T02:45:57.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,74.03088042049934,87.5,1610612747,9,8,2024-03-23T02:46:03Z,390000,False,188.0,192.0,1,right,MISS D. Russell 26' running pullup 3PT,[1626156],1610612747.0,LAL,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
40,PT08M46.00S,2024-03-23T02:46:00.2Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,9,8,2024-03-23T02:46:03Z,400000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,
41,PT08M33.00S,2024-03-23T02:46:13.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,16.212220762155056,49.754901960784316,1610612755,9,8,2024-03-23T02:46:17Z,410000,False,1.0,100.0,1,left,MISS T. Harris 9' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,9.99,Missed,,,,,,,,,,,,,,,,,,
42,PT08M30.00S,2024-03-23T02:46:16.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,9,8,2024-03-23T02:46:17Z,420000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,
43,PT08M14.00S,2024-03-23T02:46:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,85.06898817345598,40.931372549019606,1610612747,9,8,2024-03-23T02:46:39Z,430000,False,-45.0,88.0,1,right,MISS R. Hachimura 9' turnaround fadeaway Shot,[1629060],1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,9.89,Missed,,,,,,,,,,,,,,,,,,
44,PT08M11.00S,2024-03-23T02:46:34.7Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,9,8,2024-03-23T02:47:02Z,440000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,43.0,4.0,3.0,1.0,,,,,,,,,,,,
45,PT08M10.00S,2024-03-23T02:46:38.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,94.40999984741211,50.0,1610612747,11,8,2024-03-23T02:47:11Z,450000,False,0.0,0.0,1,right,A. Davis putback DUNK (4 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,4.0,,,,,,
46,PT07M47.00S,2024-03-23T02:46:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.978318002628114,50.245098039215684,1610612755,11,10,2024-03-23T02:47:02Z,460000,False,-1.0,79.0,1,left,T. Harris 7' fadeaway Jump Shot (4 PTS),[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,,,,,,,,,,,,4.0,,,,,,
48,PT07M36.00S,2024-03-23T02:47:16.4Z,1,REGULAR,substitution,out,[],1628964,,,1610612747,11,10,2024-03-23T02:47:18Z,480000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2024-03-23T02:47:16.4Z,1,REGULAR,substitution,in,[],1630194,,,1610612747,11,10,2024-03-23T02:47:18Z,490000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M22.00S,2024-03-23T02:47:39.1Z,1,REGULAR,3pt,Jump Shot,[],1626156,64.83245729303547,72.54901960784314,1610612747,11,10,2024-03-23T02:47:44Z,500000,False,113.0,278.0,1,right,MISS D. Russell 30' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,30.01,Missed,,,,,,,,,,,,,,,,,,
51,PT07M22.00S,2024-03-23T02:47:39.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,11,10,2024-03-23T02:47:44Z,510000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,50.0,,,,,,,,,,,,,,,
53,PT07M08.00S,2024-03-23T02:47:57.8Z,1,REGULAR,3pt,Jump Shot,[],200768,27.11892247043363,19.607843137254903,1610612755,11,13,2024-03-23T02:48:35Z,530000,False,152.0,202.0,1,left,K. Lowry 25' 3PT pullup (3 PTS),[200768],1610612755.0,PHI,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,25.31,Made,,,,,,,,,,,,3.0,,,,,,
54,PT06M56.00S,2024-03-23T02:48:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,91.11366622864652,55.14705882352941,1610612747,13,13,2024-03-23T02:49:09Z,540000,False,26.0,31.0,1,right,R. Hachimura cutting Layup (9 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,cutting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,,,,,,,,9.0,A. Reaves,1630559.0,1.0,,,
56,PT06M42.00S,2024-03-23T02:48:24.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630194,7.013797634691201,51.96078431372549,1610612755,13,15,2024-03-23T02:48:28Z,560000,False,-10.0,13.0,1,left,P. Reed DUNK (2 PTS) (K. Oubre Jr. 2 AST),"[1630194, 1626162]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,,,2.0,K. Oubre Jr.,1626162.0,2.0,,,
60,PT06M24.00S,2024-03-23T02:49:10.8Z,1,REGULAR,foul,technical,['1freethrow'],1626162,,,1610612747,13,15,2024-03-23T02:51:57Z,600000,False,,,0,,K. Oubre Jr. defensive-3-second technical FOUL (1 Tech),[1626162],1610612755.0,PHI,defensive-3-second,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,200833.0,0.0,1.0,,,,,,,,,
61,PT06M24.00S,2024-03-23T02:49:28.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,13,15,2024-03-23T02:49:28Z,610000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M24.00S,2024-03-23T02:52:02.8Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,13,15,2024-03-23T02:52:02Z,620000,False,,,0,,MISS A. Davis technical Free Throw 1 of 1,[203076],1610612747.0,LAL,technical,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT06M24.00S,2024-03-23T02:52:02.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,13,15,2024-03-23T02:52:02Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,
64,PT06M15.00S,2024-03-23T02:52:24.9Z,1,REGULAR,3pt,Jump Shot,[],1626156,79.94415243101183,7.107843137254903,1610612747,16,15,2024-03-23T02:52:29Z,640000,False,-214.0,136.0,1,right,D. Russell 25' 3PT  (3 PTS) (L. James 2 AST),"[1626156, 2544]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,25.4,Made,,,,,,,,,,,,3.0,L. James,2544.0,2.0,,,
66,PT05M56.00S,2024-03-23T02:52:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,7.802233902759525,57.1078431372549,1610612755,16,15,2024-03-23T02:52:47Z,660000,False,-36.0,21.0,1,left,MISS K. Oubre Jr. driving bank Shot,[1626162],1610612755.0,PHI,driving bank,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
67,PT05M54.00S,2024-03-23T02:52:46.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,16,15,2024-03-23T02:52:47Z,670000,False,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,66.0,5.0,4.0,1.0,,,,,,,,,,,,
68,PT05M46.00S,2024-03-23T02:52:54.3Z,1,REGULAR,turnover,bad pass,[],1626156,,,1610612747,16,15,2024-03-23T02:52:58Z,680000,False,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1630178]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Maxey,1630178.0
69,PT05M46.00S,2024-03-23T02:52:54.3Z,1,REGULAR,steal,,[],1630178,,,1610612755,16,15,2024-03-23T02:52:56Z,690000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
70,PT05M41.00S,2024-03-23T02:52:59.6Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1630178,12.532851511169525,79.41176470588235,1610612755,16,17,2024-03-23T02:53:05Z,700000,False,-147.0,65.0,1,left,T. Maxey 16' step back Jump Shot (5 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left,16.09,Made,,,,,,,,,,,,5.0,,,,,,
71,PT05M17.00S,2024-03-23T02:53:23.1Z,1,REGULAR,3pt,Jump Shot,[],1629060,88.74835742444152,4.901960784313729,1610612747,16,17,2024-03-23T02:53:29Z,710000,False,-225.0,53.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
72,PT05M14.00S,2024-03-23T02:53:26.1Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,16,17,2024-03-23T02:53:29Z,720000,False,,,0,,A. Reaves REBOUND (Off:1 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,,,,,71.0,2.0,1.0,1.0,,,,,,,,,,,,
73,PT05M12.00S,2024-03-23T02:53:27.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,66.01511169513799,40.931372549019606,1610612747,19,17,2024-03-23T02:53:31Z,730000,False,-45.0,267.0,1,right,D. Russell 27' 3PT  (6 PTS) (A. Reaves 2 AST),"[1626156, 1630559]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,27.08,Made,,,,,,,,,,,,6.0,A. Reaves,1630559.0,2.0,,,
75,PT04M53.00S,2024-03-23T02:53:47.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,24.6222076215506,13.235294117647058,1610612755,19,17,2024-03-23T02:54:30Z,750000,False,184.0,179.0,1,left,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
76,PT04M50.00S,2024-03-23T02:53:50.3Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,19,17,2024-03-23T02:53:51Z,760000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,
77,PT04M44.00S,2024-03-23T02:53:56.5Z,1,REGULAR,3pt,Jump Shot,[],1626156,65.62089356110381,48.529411764705884,1610612747,19,17,2024-03-23T02:54:03Z,770000,False,-7.0,271.0,1,right,MISS D. Russell 27' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,
78,PT04M41.00S,2024-03-23T02:53:59.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,19,17,2024-03-23T02:54:03Z,780000,False,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,77.0,6.0,4.0,2.0,,,,,,,,,,,,
79,PT04M41.00S,2024-03-23T02:54:03.2Z,1,REGULAR,foul,personal,[],1630194,,,1610612747,19,17,2024-03-23T02:54:10Z,790000,False,,,0,,P. Reed personal FOUL (1 PF),"[1630194, 203076]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,200833.0,1.0,0.0,Davis,203076.0,,,,,,,
81,PT04M41.00S,2024-03-23T02:54:08.1Z,1,REGULAR,substitution,out,[],1626156,,,1610612747,19,17,2024-03-23T02:54:25Z,810000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M41.00S,2024-03-23T02:54:08.1Z,1,REGULAR,substitution,out,[],202699,,,1610612747,19,17,2024-03-23T02:54:25Z,820000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M41.00S,2024-03-23T02:54:08.1Z,1,REGULAR,substitution,in,[],203915,,,1610612747,19,17,2024-03-23T02:54:25Z,830000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M41.00S,2024-03-23T02:54:08.1Z,1,REGULAR,substitution,in,[],201587,,,1610612747,19,17,2024-03-23T02:54:25Z,840000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M31.00S,2024-03-23T02:54:40.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",2544,93.47897503285151,39.4607843137255,1610612747,19,17,2024-03-23T02:54:46Z,850000,False,-53.0,9.0,1,right,MISS L. James fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
