actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
28,PT09M51.00S,2024-01-18T01:44:22.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,5.962549277266746,50.245098039215684,1610612742,4,6,2024-01-18T01:44:32Z,280000,False,-1.0,4.0,1,left,D. Lively II alley-oop DUNK (6 PTS) (K. Irving 1 AST),"[1641726, 202681]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.37,Made,6.0,K. Irving,202681.0,1.0,,,,,,,,,,,,,,
30,PT09M39.00S,2024-01-18T01:44:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.63929040735874,45.58823529411765,1610612747,4,6,2024-01-18T01:44:38Z,300000,False,-22.0,26.0,1,right,MISS A. Davis driving Layup,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
31,PT09M37.00S,2024-01-18T01:44:35.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,4,6,2024-01-18T01:44:35Z,310000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,
32,PT09M31.00S,2024-01-18T01:44:41.6Z,1,REGULAR,2pt,Jump Shot,[],203501,10.512483574244413,21.055453431372555,1610612742,4,8,2024-01-18T01:44:52Z,320000,False,145.0,46.0,1,left,T. Hardaway Jr. 15' turnaround Jump Shot (2 PTS) (L. Doncic 3 AST),"[203501, 1629029]",1610612742.0,DAL,turnaround,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,15.19,Made,2.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,,,
34,PT09M18.00S,2024-01-18T01:44:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,85.06898817345598,60.294117647058826,1610612747,4,8,2024-01-18T01:45:00Z,340000,False,51.0,88.0,1,right,MISS T. Prince 10' driving Layup - blocked,"[1627752, 1629029]",1610612747.0,LAL,driving,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,10.19,Missed,,,,,,,,,,,,,,,,,Doncic,1629029.0
35,PT09M18.00S,2024-01-18T01:44:54.8Z,1,REGULAR,block,,[],1629029,,,1610612747,4,8,2024-01-18T01:48:16Z,350000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M15.00S,2024-01-18T01:44:57.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,4,8,2024-01-18T01:45:00Z,360000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,
37,PT09M13.00S,2024-01-18T01:45:00.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,23.570959264126145,88.48039215686275,1610612742,4,8,2024-01-18T01:45:08Z,370000,False,-192.0,169.0,1,left,MISS L. Doncic 25' running 3PT,[1629029],1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
38,PT09M08.00S,2024-01-18T01:45:05.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,4,8,2024-01-18T01:45:08Z,380000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,
39,PT09M05.00S,2024-01-18T01:45:08.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630559,92.55913272010513,51.22549019607843,1610612747,6,8,2024-01-18T01:45:32Z,390000,False,6.0,17.0,1,right,A. Reaves running Layup (2 PTS) (A. Davis 2 AST),"[1630559, 203076]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,A. Davis,203076.0,2.0,,,,,,,,,,,,,,
40,PT08M44.00S,2024-01-18T01:45:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,7.145203679369246,40.19607843137255,1610612742,6,8,2024-01-18T01:48:30Z,400000,False,49.0,15.0,1,left,MISS K. Irving driving floating bank Shot,[202681],1610612742.0,DAL,driving floating bank,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,,,,,,,
41,PT08M44.00S,2024-01-18T01:45:29.0Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,6,8,2024-01-18T01:50:38Z,410000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,40.0,2.0,1.0,1.0,,,,,,
42,PT08M44.00S,2024-01-18T01:45:32.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641726,5.590000152587891,50.0,1610612742,6,10,2024-01-18T01:50:54Z,420000,False,0.0,0.0,1,left,D. Lively II tip DUNK (8 PTS),[1641726],1610612742.0,DAL,tip,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
44,PT08M28.00S,2024-01-18T01:45:45.1Z,1,REGULAR,2pt,Jump Shot,[],1626156,91.06438896189225,69.0219056372549,1610612747,8,10,2024-01-18T01:45:53Z,430000,False,95.0,31.0,1,right,D. Russell 10' turnaround fadeaway Jump Shot (4 PTS),[1626156],1610612747.0,LAL,turnaround fadeaway,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,10.02,Made,4.0,,,,,,,,,,,,,,,,,
45,PT08M21.00S,2024-01-18T01:45:51.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641726,14.635348226018394,54.90196078431372,1610612742,8,10,2024-01-18T01:45:58Z,440000,False,-25.0,85.0,1,left,MISS D. Lively II 8' driving Hook,[1641726],1610612742.0,DAL,driving,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,8.86,Missed,,,,,,,,,,,,,,,,,,
46,PT08M17.00S,2024-01-18T01:45:55.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,8,10,2024-01-18T01:45:58Z,450000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,
47,PT08M11.00S,2024-01-18T01:46:02.6Z,1,REGULAR,foul,personal,['3freethrow'],1627884,,,1610612747,8,10,2024-01-18T01:49:44Z,460000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Prince 3 FT),"[1627884, 1627752]",1610612742.0,DAL,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627524.0,,,,,1.0,0.0,Prince,1627752.0,,
49,PT08M11.00S,2024-01-18T01:46:43.5Z,1,REGULAR,freethrow,1 of 3,[],1627752,,,1610612747,9,10,2024-01-18T01:49:50Z,480000,False,,,0,,T. Prince Free Throw 1 of 3 (1 PTS),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
50,PT08M11.00S,2024-01-18T01:46:43.5Z,1,REGULAR,freethrow,2 of 3,[],1627752,,,1610612747,9,10,2024-01-18T01:49:50Z,490000,False,,,0,,MISS T. Prince Free Throw 2 of 3,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT08M11.00S,2024-01-18T01:46:43.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,9,10,2024-01-18T01:49:50Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,
52,PT08M11.00S,2024-01-18T01:46:43.5Z,1,REGULAR,freethrow,3 of 3,[],1627752,,,1610612747,10,10,2024-01-18T01:49:50Z,510000,False,,,0,,T. Prince Free Throw 3 of 3 (2 PTS),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
53,PT07M57.00S,2024-01-18T01:47:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,18.05190538764782,63.23529411764706,1610612742,10,12,2024-01-18T01:52:09Z,520000,False,-66.0,117.0,1,left,L. Doncic 13' turnaround fadeaway Jump Shot (2 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,13.46,Made,2.0,,,,,,,,,,,,,,,,,
54,PT07M41.00S,2024-01-18T01:47:52.7Z,1,REGULAR,3pt,Jump Shot,[],1627752,81.7838370565046,95.09803921568627,1610612747,10,12,2024-01-18T01:52:41Z,530000,False,225.0,119.0,1,right,MISS T. Prince 25' step back 3PT,[1627752],1610612747.0,LAL,step back,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2024-01-18T01:47:59.4Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,10,12,2024-01-18T01:47:59Z,540000,False,,,0,,D. Lively II REBOUND (Off:1 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,54.0,3.0,2.0,1.0,,,,,,
56,PT07M36.00S,2024-01-18T01:48:01.9Z,1,REGULAR,foul,personal,[],2544,,,1610612742,10,12,2024-01-18T01:48:05Z,550000,False,,,0,,L. James personal FOUL (1 PF),"[2544, 202681]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627524.0,,,,,1.0,0.0,Irving,202681.0,,
59,PT07M36.00S,2024-01-18T01:49:18.4Z,1,REGULAR,substitution,out,[],202681,,,1610612742,10,12,2024-01-18T01:49:41Z,580000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M36.00S,2024-01-18T01:49:18.4Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,10,12,2024-01-18T01:49:41Z,590000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M25.00S,2024-01-18T01:49:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,17.263469119579497,57.84313725490196,1610612742,10,14,2024-01-18T01:50:00Z,600000,False,-39.0,110.0,1,left,T. Hardaway Jr. 11' pullup Jump Shot (4 PTS) (L. Doncic 4 AST),"[203501, 1629029]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.66,Made,4.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,,,,
63,PT07M12.00S,2024-01-18T01:50:08.9Z,1,REGULAR,2pt,Jump Shot,[],1626156,79.54993429697765,37.00980392156863,1610612747,10,14,2024-01-18T01:50:15Z,620000,False,-65.0,140.0,1,right,MISS D. Russell 15' pullup Shot,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Center,15.41,Missed,,,,,,,,,,,,,,,,,,
64,PT07M09.00S,2024-01-18T01:50:11.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,10,14,2024-01-18T01:50:15Z,630000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,,,
65,PT07M05.00S,2024-01-18T01:50:15.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,21.862680683311424,9.068627450980387,1610612742,10,14,2024-01-18T01:50:27Z,640000,False,205.0,153.0,1,left,MISS T. Hardaway Jr. 25' running pullup 3PT,[203501],1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
66,PT06M59.00S,2024-01-18T01:50:21.9Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,10,14,2024-01-18T01:50:21Z,650000,False,,,0,,D. Lively II REBOUND (Off:2 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,65.0,4.0,2.0,2.0,,,,,,
67,PT06M52.00S,2024-01-18T01:50:28.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627884,9.641918528252305,97.54901960784314,1610612742,10,17,2024-01-18T01:50:35Z,660000,False,-238.0,38.0,1,left,D. Jones Jr. 24' 3PT  (3 PTS) (L. Doncic 5 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,24.07,Made,3.0,L. Doncic,1629029.0,5.0,,,,,,,,,,,,,,
69,PT06M41.00S,2024-01-18T01:50:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.37647831800263,45.09803921568627,1610612747,12,17,2024-01-18T01:50:44Z,680000,False,-25.0,29.0,1,right,A. Davis driving Layup (4 PTS) (L. James 2 AST),"[203076, 2544]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.77,Made,4.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
71,PT06M28.00S,2024-01-18T01:50:52.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,14.241130091984232,57.1078431372549,1610612742,12,17,2024-01-18T01:50:57Z,700000,False,-36.0,81.0,1,left,MISS T. Hardaway Jr. 8' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
72,PT06M25.00S,2024-01-18T01:50:55.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,12,17,2024-01-18T01:50:57Z,710000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,
73,PT06M20.00S,2024-01-18T01:51:00.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,91.24507227332458,56.372549019607845,1610612747,12,17,2024-01-18T01:51:10Z,720000,False,32.0,30.0,1,right,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,,
74,PT06M17.00S,2024-01-18T01:51:03.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,12,17,2024-01-18T01:51:10Z,730000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,73.0,3.0,3.0,0.0,,,,,,
75,PT06M12.00S,2024-01-18T01:51:08.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629029,11.613009198423129,55.88235294117647,1610612742,12,17,2024-01-18T01:56:09Z,740000,False,-29.0,57.0,1,left,MISS L. Doncic 6' running pullup Shot,[1629029],1610612742.0,DAL,running pullup,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,,,,,,,,,,,,,,,,,,
76,PT06M12.00S,2024-01-18T01:51:08.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,12,17,2024-01-18T01:51:21Z,750000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,75.0,3.0,3.0,0.0,,,,,,
77,PT06M12.00S,2024-01-18T01:51:11.8Z,1,REGULAR,foul,personal,[],1641726,,,1610612747,12,17,2024-01-18T01:51:26Z,760000,False,,,0,,D. Lively II personal FOUL (1 PF),"[1641726, 203076]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626302.0,,,,,1.0,0.0,Davis,203076.0,,
79,PT06M12.00S,2024-01-18T01:51:25.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,12,17,2024-01-18T01:51:25Z,780000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M01.00S,2024-01-18T01:54:53.9Z,1,REGULAR,2pt,Jump Shot,[],203076,87.69710906701708,20.833333333333343,1610612747,14,17,2024-01-18T01:54:59Z,790000,False,-146.0,63.0,1,right,A. Davis 15' Jump Shot (6 PTS) (D. Russell 1 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,15.89,Made,6.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
82,PT05M42.00S,2024-01-18T01:55:14.6Z,1,REGULAR,foul,personal,['2freethrow'],203076,,,1610612742,14,17,2024-01-18T01:55:20Z,810000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Doncic 2 FT),"[203076, 1629029]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1162.0,,,,,1.0,0.0,Doncic,1629029.0,,
84,PT05M42.00S,2024-01-18T01:55:41.7Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,14,18,2024-01-18T01:55:41Z,830000,False,,,0,,L. Doncic Free Throw 1 of 2 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
85,PT05M42.00S,2024-01-18T01:55:58.3Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,14,19,2024-01-18T01:55:58Z,840000,False,,,0,,L. Doncic Free Throw 2 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
86,PT05M27.00S,2024-01-18T01:56:13.0Z,1,REGULAR,3pt,Jump Shot,[],2544,94.26741130091985,4.656862745098039,1610612747,14,19,2024-01-18T01:56:21Z,850000,False,-227.0,1.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
