actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
176,PT11M00.00S,2023-12-06T03:45:27.2Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612756,35,25,2023-12-06T03:45:34Z,1750000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Allen 2 FT),"[1629637, 1628960]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,1199.0,,,,,,,1.0,0.0,Allen,1628960.0,,
178,PT11M00.00S,2023-12-06T03:45:58.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628960,,,1610612756,35,26,2023-12-06T03:45:58Z,1770000,False,,,0,,G. Allen Free Throw 1 of 2 (9 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
179,PT11M00.00S,2023-12-06T03:46:14.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628960,,,1610612756,35,27,2023-12-06T03:46:14Z,1780000,False,,,0,,G. Allen Free Throw 2 of 2 (10 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
180,PT10M36.00S,2023-12-06T03:46:39.0Z,2,REGULAR,2pt,Jump Shot,[],1629637,95.71287779237845,66.42156862745098,1610612747,35,27,2023-12-06T03:47:36Z,1790000,False,82.0,-12.0,1,right,MISS J. Hayes 8' floating Shot,[1629637],1610612747.0,LAL,floating,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Right,8.3,Missed,,,,,,,,,,,,,,,,,,
181,PT10M35.00S,2023-12-06T03:46:40.8Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,35,27,2023-12-06T03:46:40Z,1800000,False,,,0,,L. James REBOUND (Off:1 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Right,,,180.0,,,,,,,1.0,0.0,1.0,,,,,,,,
182,PT10M33.00S,2023-12-06T03:46:41.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,93.2161629434954,48.28431372549019,1610612747,35,27,2023-12-06T03:46:46Z,1810000,False,-9.0,11.0,1,right,MISS L. James putback Layup,[2544],1610612747.0,LAL,putback,,,James,L. James,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,,
183,PT10M33.00S,2023-12-06T03:46:41.3Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,35,27,2023-12-06T03:46:46Z,1820000,False,,,0,,L. James REBOUND (Off:2 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,182.0,,,,,,,2.0,0.0,2.0,,,,,,,,
184,PT10M31.00S,2023-12-06T03:46:45.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2544,94.40999984741211,50.0,1610612747,35,27,2023-12-06T03:46:52Z,1830000,False,0.0,0.0,1,right,MISS L. James tip Layup,[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
185,PT10M31.00S,2023-12-06T03:46:45.0Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612747,35,27,2023-12-06T03:46:52Z,1840000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,184.0,,,,,,,1.0,0.0,1.0,,,,,,,,
186,PT10M31.00S,2023-12-06T03:46:46.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612747,35,27,2023-12-06T03:46:56Z,1850000,False,0.0,0.0,1,right,MISS J. Hayes tip Layup,[1629637],1610612747.0,LAL,tip,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
187,PT10M31.00S,2023-12-06T03:46:46.8Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,35,27,2023-12-06T03:46:56Z,1860000,False,,,0,,D. Booker REBOUND (Off:1 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,186.0,,,,,,,5.0,4.0,1.0,,,,,,,,
188,PT10M31.00S,2023-12-06T03:46:54.8Z,2,REGULAR,foul,personal,[],1629637,,,1610612756,35,27,2023-12-06T03:47:20Z,1870000,False,,,0,,J. Hayes personal FOUL (2 PF),"[1629637, 1626164]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,,,,2.0,0.0,Booker,1626164.0,,
190,PT10M20.00S,2023-12-06T03:47:33.7Z,2,REGULAR,foul,offensive,[],1629234,,,1610612756,35,27,2023-12-06T03:48:00Z,1890000,False,,,0,,D. Eubanks offensive FOUL (2 PF),"[1629234, 1630559]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,,,,,,200833.0,,,,,,,2.0,1.0,Reaves,1630559.0,,
192,PT10M20.00S,2023-12-06T03:47:33.7Z,2,REGULAR,turnover,offensive foul,[],1629234,,,1610612756,35,27,2023-12-06T03:48:00Z,1910000,False,,,0,,D. Eubanks offensive foul TURNOVER (2 TO),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Center,,,,,,,,200833.0,2.0,,,,,,,,,,,
193,PT10M05.00S,2023-12-06T03:47:59.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,92.95335085413929,41.42156862745098,1610612747,37,27,2023-12-06T03:48:03Z,1920000,False,-43.0,14.0,1,right,A. Reaves driving Layup (2 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,,2.0,,,,,,,,,,,,,,,,
194,PT09M49.00S,2023-12-06T03:48:15.1Z,2,REGULAR,3pt,Jump Shot,[],1628960,28.301576872536145,85.5392156862745,1610612756,37,27,2023-12-06T03:48:19Z,1930000,False,-178.0,214.0,1,left,MISS G. Allen 27' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,27.78,Missed,,,,,,,,,,,,,,,,,,
195,PT09M46.00S,2023-12-06T03:48:18.1Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,37,27,2023-12-06T03:48:19Z,1940000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,194.0,,,,,,,1.0,1.0,0.0,,,,,,,,
196,PT09M42.00S,2023-12-06T03:48:24.5Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612747,37,27,2023-12-06T03:48:40Z,1950000,False,,,0,,G. Allen shooting personal FOUL (2 PF) (Reaves 2 FT),"[1628960, 1630559]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,200833.0,,,,,,,2.0,0.0,Reaves,1630559.0,,
198,PT09M42.00S,2023-12-06T03:48:55.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630559,,,1610612747,38,27,2023-12-06T03:48:55Z,1970000,False,,,0,,A. Reaves Free Throw 1 of 2 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
199,PT09M42.00S,2023-12-06T03:48:56.4Z,2,REGULAR,substitution,out,[],1629234,,,1610612747,38,27,2023-12-06T03:49:00Z,1980000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M42.00S,2023-12-06T03:48:56.4Z,2,REGULAR,substitution,in,[],203994,,,1610612747,38,27,2023-12-06T03:49:00Z,1990000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M42.00S,2023-12-06T03:49:09.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630559,,,1610612747,39,27,2023-12-06T03:49:09Z,2000000,False,,,0,,A. Reaves Free Throw 2 of 2 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
202,PT09M21.00S,2023-12-06T03:49:33.1Z,2,REGULAR,2pt,Jump Shot,[],1630692,7.227332457293031,8.310355392156865,1610612756,39,29,2023-12-06T03:49:40Z,2010000,False,208.0,15.0,1,left,J. Goodwin 20' step back Jump Shot (2 PTS) (K. Bates-Diop 1 AST),"[1630692, 1628966]",1610612756.0,PHX,step back,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Right,20.9,Made,,2.0,K. Bates-Diop,1628966.0,1.0,,,,,,,,,,,,,
203,PT09M11.00S,2023-12-06T03:49:42.7Z,2,REGULAR,3pt,Jump Shot,[],1629060,70.3515111695138,73.0392156862745,1610612747,42,29,2023-12-06T03:49:56Z,2020000,False,115.0,226.0,1,right,R. Hachimura 25' 3PT  (5 PTS) (L. James 6 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,25.38,Made,,5.0,L. James,2544.0,6.0,,,,,,,,,,,,,
205,PT09M10.00S,2023-12-06T03:49:48.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,42,29,2023-12-06T03:49:48Z,2040000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M10.00S,2023-12-06T03:52:44.8Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,42,29,2023-12-06T03:53:11Z,2050000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M10.00S,2023-12-06T03:52:44.8Z,2,REGULAR,substitution,in,[],201142,,,1610612756,42,29,2023-12-06T03:53:11Z,2060000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M49.00S,2023-12-06T03:53:35.7Z,2,REGULAR,3pt,Jump Shot,[],1628966,29.352825229960573,26.715686274509807,1610612756,42,29,2023-12-06T03:53:41Z,2070000,False,116.0,223.0,1,left,MISS K. Bates-Diop 25' 3PT,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
210,PT08M46.00S,2023-12-06T03:53:38.7Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612747,42,29,2023-12-06T03:53:41Z,2080000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,209.0,,,,,,,1.0,1.0,0.0,,,,,,,,
211,PT08M42.00S,2023-12-06T03:53:45.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],2544,88.5676741130092,53.87561274509804,1610612747,44,29,2023-12-06T03:54:14Z,2090000,False,19.0,55.0,1,right,L. James turnaround Hook (9 PTS),[2544],1610612747.0,LAL,turnaround,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,9.0,,,,,,,,,,,,,,,,
212,PT08M42.00S,2023-12-06T03:53:48.5Z,2,REGULAR,foul,personal,['1freethrow'],1630692,,,1610612747,44,29,2023-12-06T03:54:20Z,2100000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (James 1 FT),"[1630692, 2544]",1610612756.0,PHX,shooting,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1199.0,,,,,,,1.0,0.0,James,2544.0,,
214,PT08M42.00S,2023-12-06T03:54:16.0Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,44,29,2023-12-06T03:54:16Z,2120000,False,,,0,,MISS L. James Free Throw 1 of 1,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
215,PT08M41.00S,2023-12-06T03:54:17.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,44,29,2023-12-06T03:54:22Z,2130000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,214.0,,,,,,,,,,,,,,,,,
217,PT08M28.00S,2023-12-06T03:54:36.8Z,2,REGULAR,3pt,Jump Shot,[],1630692,29.878449408672807,71.56862745098039,1610612756,44,29,2023-12-06T03:54:42Z,2150000,False,-108.0,228.0,1,left,MISS J. Goodwin 25' 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
218,PT08M22.00S,2023-12-06T03:54:42.8Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,44,29,2023-12-06T03:54:42Z,2160000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,217.0,,,,,,,1.0,1.0,0.0,,,,,,,,
219,PT08M07.00S,2023-12-06T03:54:57.0Z,2,REGULAR,3pt,Jump Shot,[],1629060,68.11760840998686,40.68627450980392,1610612747,44,29,2023-12-06T03:55:05Z,2170000,False,-47.0,247.0,1,right,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
220,PT08M04.00S,2023-12-06T03:55:00.0Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,44,29,2023-12-06T03:55:05Z,2180000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,219.0,,,,,,,2.0,2.0,0.0,,,,,,,,
221,PT08M04.00S,2023-12-06T03:55:05.5Z,2,REGULAR,foul,personal,[],2544,,,1610612756,44,29,2023-12-06T03:55:12Z,2190000,False,,,0,,L. James personal FOUL (2 PF),"[2544, 203994]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200833.0,,,,,,,2.0,0.0,Nurkic,203994.0,,
223,PT08M04.00S,2023-12-06T03:55:33.7Z,2,REGULAR,substitution,out,[],1630559,,,1610612756,44,29,2023-12-06T03:55:39Z,2210000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M04.00S,2023-12-06T03:55:33.7Z,2,REGULAR,substitution,out,[],2544,,,1610612756,44,29,2023-12-06T03:55:39Z,2220000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M04.00S,2023-12-06T03:55:33.7Z,2,REGULAR,substitution,in,[],1627752,,,1610612756,44,29,2023-12-06T03:55:39Z,2230000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M04.00S,2023-12-06T03:55:33.7Z,2,REGULAR,substitution,in,[],1626156,,,1610612756,44,29,2023-12-06T03:55:39Z,2240000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M53.00S,2023-12-06T03:55:55.7Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,44,29,2023-12-06T03:56:03Z,2250000,False,,,0,,D. Booker bad pass TURNOVER (5 TO),"[1626164, 1629637]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.0,,,,Hayes,1629637.0,,,,,,
228,PT07M53.00S,2023-12-06T03:55:55.7Z,2,REGULAR,steal,,[],1629637,,,1610612747,44,29,2023-12-06T03:55:57Z,2260000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
229,PT07M43.00S,2023-12-06T03:56:05.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,71.7969776609724,76.9607843137255,1610612747,44,29,2023-12-06T03:56:11Z,2270000,False,135.0,213.0,1,right,MISS D. Russell 25' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
230,PT07M39.00S,2023-12-06T03:56:09.0Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,44,29,2023-12-06T03:56:11Z,2280000,False,,,0,,D. Booker REBOUND (Off:1 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,229.0,,,,,,,6.0,5.0,1.0,,,,,,,,
231,PT07M31.00S,2023-12-06T03:56:18.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628966,5.962549277266746,47.05882352941176,1610612756,44,31,2023-12-06T03:56:50Z,2290000,False,15.0,4.0,1,left,K. Bates-Diop cutting DUNK (2 PTS) (J. Nurkic 2 AST),"[1628966, 203994]",1610612756.0,PHX,cutting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.51,Made,,2.0,J. Nurkic,203994.0,2.0,,,,,,,,,,,,,
233,PT07M15.00S,2023-12-06T03:56:33.3Z,2,REGULAR,turnover,bad pass,[],1627752,,,1610612747,44,31,2023-12-06T03:56:38Z,2310000,False,,,0,,T. Prince bad pass TURNOVER (1 TO),"[1627752, 1626164]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,Booker,1626164.0,,,,,,
234,PT07M15.00S,2023-12-06T03:56:33.3Z,2,REGULAR,steal,,[],1626164,,,1610612756,44,31,2023-12-06T03:56:35Z,2320000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT07M10.00S,2023-12-06T03:56:38.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630692,8.984888304862025,5.637254901960787,1610612756,44,34,2023-12-06T03:56:51Z,2330000,False,222.0,32.0,1,left,J. Goodwin 3PT running (5 PTS) (K. Durant 3 AST),"[1630692, 201142]",1610612756.0,PHX,running,,,Goodwin,J. Goodwin,,,,,Right Corner 3,24+ Right,22.41,Made,,5.0,K. Durant,201142.0,3.0,,,,,,,,,,,,,
237,PT07M08.00S,2023-12-06T03:56:46.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,44,34,2023-12-06T03:56:46Z,2350000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M08.00S,2023-12-06T03:59:37.3Z,2,REGULAR,substitution,out,[],1629637,,,1610612747,44,34,2023-12-06T03:59:55Z,2360000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M08.00S,2023-12-06T03:59:37.3Z,2,REGULAR,substitution,out,[],1628966,,,1610612747,44,34,2023-12-06T03:59:55Z,2370000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M08.00S,2023-12-06T03:59:37.3Z,2,REGULAR,substitution,in,[],203076,,,1610612747,44,34,2023-12-06T03:59:55Z,2380000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M08.00S,2023-12-06T03:59:37.3Z,2,REGULAR,substitution,in,[],201569,,,1610612747,44,34,2023-12-06T03:59:55Z,2390000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M53.00S,2023-12-06T04:00:19.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,83.36070959264126,44.36274509803921,1610612747,44,34,2023-12-06T04:00:29Z,2400000,False,-28.0,104.0,1,right,MISS A. Davis 10' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,10.77,Missed,,,,,,,,,,,,,,,,,,
243,PT06M51.00S,2023-12-06T04:00:21.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,44,34,2023-12-06T04:00:29Z,2410000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,242.0,,,,,,,3.0,3.0,0.0,,,,,,,,
244,PT06M45.00S,2023-12-06T04:00:28.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201142,7.013797634691201,51.22549019607843,1610612756,44,36,2023-12-06T04:01:49Z,2420000,False,-6.0,13.0,1,left,K. Durant running DUNK (6 PTS),[201142],1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.47,Made,,6.0,,,,,,,,,,,,,,,,
245,PT06M34.00S,2023-12-06T04:00:39.1Z,2,REGULAR,2pt,Jump Shot,[],1626156,85.20039421813404,69.11764705882354,1610612747,44,36,2023-12-06T04:00:43Z,2430000,False,96.0,87.0,1,right,MISS D. Russell 12' pullup Shot,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,12.9,Missed,,,,,,,,,,,,,,,,,,
246,PT06M30.00S,2023-12-06T04:00:43.1Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,44,36,2023-12-06T04:00:43Z,2440000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,245.0,,,,,,,3.0,3.0,0.0,,,,,,,,
247,PT06M23.00S,2023-12-06T04:00:49.4Z,2,REGULAR,2pt,Jump Shot,[],1626164,22.076215505913282,64.38036151960785,1610612756,44,36,2023-12-06T04:01:03Z,2450000,False,-72.0,155.0,1,left,MISS D. Booker 17' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,17.09,Missed,,,,,,,,,,,,,,,,,,
248,PT06M22.00S,2023-12-06T04:00:50.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,44,36,2023-12-06T04:00:57Z,2460000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Left Center,,,247.0,,,,,,,,,,,,,,,,,
250,PT06M22.00S,2023-12-06T04:01:02.2Z,2,REGULAR,substitution,out,[],1629629,,,1610612756,44,36,2023-12-06T04:01:13Z,2480000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M22.00S,2023-12-06T04:01:02.2Z,2,REGULAR,substitution,in,[],1629020,,,1610612756,44,36,2023-12-06T04:01:13Z,2490000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M17.00S,2023-12-06T04:01:23.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201142,8.196452036793687,74.50980392156863,1610612756,44,36,2023-12-06T04:01:27Z,2500000,False,-123.0,25.0,1,left,MISS K. Durant 12' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,12.49,Missed,,,,,,,,,,,,,,,,,,
253,PT06M16.00S,2023-12-06T04:01:24.5Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,44,36,2023-12-06T04:01:27Z,2510000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,252.0,,,,,,,2.0,2.0,0.0,,,,,,,,
254,PT06M09.00S,2023-12-06T04:01:35.5Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612747,44,36,2023-12-06T04:01:40Z,2520000,False,,,0,,J. Nurkic shooting personal FOUL (3 PF) (Prince 2 FT),"[203994, 1627752]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1199.0,,,,,,,3.0,0.0,Prince,1627752.0,,
256,PT06M09.00S,2023-12-06T04:02:07.0Z,2,REGULAR,freethrow,1 of 2,[],1627752,,,1610612747,44,36,2023-12-06T04:02:07Z,2540000,False,,,0,,MISS T. Prince Free Throw 1 of 2,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
257,PT06M09.00S,2023-12-06T04:02:07.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,44,36,2023-12-06T04:02:07Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,,
258,PT06M09.00S,2023-12-06T04:02:07.7Z,2,REGULAR,substitution,out,[],1626164,,,1610612747,44,36,2023-12-06T04:02:23Z,2560000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M09.00S,2023-12-06T04:02:07.7Z,2,REGULAR,substitution,out,[],203994,,,1610612747,44,36,2023-12-06T04:02:23Z,2570000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M09.00S,2023-12-06T04:02:07.7Z,2,REGULAR,substitution,in,[],1629234,,,1610612747,44,36,2023-12-06T04:02:23Z,2580000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
