actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-07T03:40:40.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-07T03:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-07T03:40:57.4Z,1,REGULAR,jumpball,recovered,[],1628989,,,1610612758,0,0,2024-03-07T03:40:57Z,40000,False,,,0,,Jump Ball D. Sabonis vs. A. Davis: Tip to K. Huerter,"[1628989, 1627734, 203076]",1610612758.0,SAC,startperiod,K. Huerter,1628989.0,Huerter,K. Huerter,Sabonis,1627734.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-03-07T03:41:09.7Z,1,REGULAR,3pt,Jump Shot,[],203084,13.797634691195796,4.143688725490193,1610612758,0,0,2024-03-07T03:41:14Z,70000,False,229.0,77.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,24.19,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-03-07T03:41:11.7Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,0,0,2024-03-07T03:41:14Z,80000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-03-07T03:41:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,87.17148488830486,55.63725490196079,1610612747,2,0,2024-03-07T03:41:48Z,90000,False,28.0,68.0,1,right,A. Reaves 7' driving floating Jump Shot (2 PTS) (L. James 1 AST),"[1630559, 2544]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,,,,,2.0,L. James,2544.0,1.0,,,,,,,,,,
11,PT11M08.00S,2024-03-07T03:41:45.7Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,2,0,2024-03-07T03:41:51Z,110000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 2544]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,James,2544.0,,,,,,,
12,PT11M08.00S,2024-03-07T03:41:45.7Z,1,REGULAR,steal,,[],2544,,,1610612747,2,0,2024-03-07T03:41:47Z,120000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2024-03-07T03:41:48.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203076,91.77069645203679,51.470588235294116,1610612747,2,0,2024-03-07T03:42:39Z,130000,False,7.0,25.0,1,right,MISS A. Davis running Layup,[203076],1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
15,PT11M00.00S,2024-03-07T03:41:52.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,0,2024-03-07T03:41:57Z,150000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M56.00S,2024-03-07T03:41:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.933639947437584,52.450980392156865,1610612758,2,2,2024-03-07T03:42:05Z,160000,False,-12.0,22.0,1,left,H. Barnes driving Layup (2 PTS) (K. Huerter 1 AST),"[203084, 1628989]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.53,Made,,,,,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,
