actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
20,PT10M09.00S,2024-01-10T03:43:06.8Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,5,7,2024-01-10T03:43:10Z,200000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
21,PT10M01.00S,2024-01-10T03:43:18.9Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,5,7,2024-01-10T03:43:47Z,210000,False,,,0,,R. Barrett step out-of-bounds TURNOVER (1 TO),[1629628],1610612761.0,TOR,step,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,,,,
22,PT09M49.00S,2024-01-10T03:43:49.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,28.56438896189225,20.588235294117652,1610612747,5,7,2024-01-10T03:43:54Z,220000,False,147.0,216.0,1,left,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
23,PT09M45.00S,2024-01-10T03:43:53.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,5,7,2024-01-10T03:43:54Z,230000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
24,PT09M36.00S,2024-01-10T03:44:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,85.3318002628121,35.049019607843135,1610612761,5,9,2024-01-10T03:44:06Z,240000,False,-75.0,85.0,1,right,P. Siakam 11' pullup bank Jump Shot (4 PTS),[1627783],1610612761.0,TOR,pullup bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,11.35,Made,4.0,,,,,,,,,,,,,,,,,
25,PT09M25.00S,2024-01-10T03:44:12.8Z,1,REGULAR,3pt,Jump Shot,[],1629629,8.935611038107751,95.3201593137255,1610612747,8,9,2024-01-10T03:44:22Z,250000,False,-227.0,31.0,1,left,C. Reddish 3PT  (3 PTS) (A. Reaves 1 AST),"[1629629, 1630559]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Left Corner 3,24+ Left,22.88,Made,3.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
27,PT09M13.00S,2024-01-10T03:44:25.4Z,1,REGULAR,3pt,Jump Shot,[],1629628,76.47831800262813,87.23192401960785,1610612761,8,9,2024-01-10T03:44:30Z,270000,False,186.0,169.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
28,PT09M10.00S,2024-01-10T03:44:28.4Z,1,REGULAR,rebound,defensive,[],1629629,,,1610612747,8,9,2024-01-10T03:44:30Z,280000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,
29,PT09M03.00S,2024-01-10T03:44:35.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,7.095926412614986,50.16084558823529,1610612747,10,9,2024-01-10T03:44:46Z,290000,False,-1.0,14.0,1,left,A. Davis alley-oop DUNK (7 PTS) (L. James 2 AST),"[203076, 2544]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.42,Made,7.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
31,PT08M44.00S,2024-01-10T03:44:55.9Z,1,REGULAR,3pt,Jump Shot,[],1627783,79.54993429697765,10.784313725490193,1610612761,10,9,2024-01-10T03:46:36Z,310000,False,-196.0,140.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,24.08,Missed,,,,,,,,,,,,,,,,,,
32,PT08M43.00S,2024-01-10T03:44:56.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,10,9,2024-01-10T03:47:02Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,31.0,,,,,,,,
34,PT08M28.00S,2024-01-10T03:45:29.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,67.90612680683311,46.18949142156863,1610612761,10,9,2024-01-10T03:45:36Z,340000,False,-19.0,249.0,1,right,MISS S. Barnes 24' step back 3PT,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
35,PT08M25.00S,2024-01-10T03:45:32.4Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,10,9,2024-01-10T03:45:36Z,350000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,
36,PT08M14.00S,2024-01-10T03:45:43.7Z,1,REGULAR,3pt,Jump Shot,[],1629629,9.247700394218143,5.882352941176478,1610612747,10,9,2024-01-10T03:45:49Z,360000,False,221.0,34.0,1,left,MISS C. Reddish 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,22.33,Missed,,,,,,,,,,,,,,,,,,
37,PT08M11.00S,2024-01-10T03:45:46.7Z,1,REGULAR,rebound,defensive,[],201152,,,1610612761,10,9,2024-01-10T03:45:49Z,370000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,
38,PT08M01.00S,2024-01-10T03:45:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,85.67674113009198,42.62408088235294,1610612761,10,9,2024-01-10T03:49:13Z,380000,False,-37.0,82.0,1,right,MISS P. Siakam 9' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.0,Missed,,,,,,,,,,,,,,,,,,
39,PT07M58.00S,2024-01-10T03:45:59.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,10,9,2024-01-10T03:46:01Z,390000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,
40,PT07M49.00S,2024-01-10T03:46:09.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,8.722076215505908,49.754901960784316,1610612747,12,9,2024-01-10T03:46:13Z,400000,False,1.0,29.0,1,left,A. Davis DUNK (9 PTS) (L. James 3 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.95,Made,9.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
42,PT07M46.00S,2024-01-10T03:46:16.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,12,9,2024-01-10T03:46:16Z,420000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M27.00S,2024-01-10T03:49:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201152,90.32522996057818,47.05882352941176,1610612761,12,11,2024-01-10T03:49:44Z,430000,False,-15.0,38.0,1,right,T. Young driving finger roll Layup (2 PTS) (I. Quickley 1 AST),"[201152, 1630193]",1610612761.0,TOR,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,4.11,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
45,PT07M14.00S,2024-01-10T03:49:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,8.196452036793687,51.71568627450981,1610612747,14,11,2024-01-10T03:49:57Z,450000,False,-9.0,25.0,1,left,A. Davis cutting Layup (11 PTS) (L. James 4 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.6,Made,11.0,L. James,2544.0,4.0,,,,,,,,,,,,,,
47,PT06M53.00S,2024-01-10T03:50:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,85.72601839684626,50.245098039215684,1610612761,14,13,2024-01-10T03:50:17Z,470000,False,1.0,82.0,1,right,I. Quickley 8' driving floating Jump Shot (2 PTS) (P. Siakam 2 AST),"[1630193, 1627783]",1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,8.17,Made,2.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,
49,PT06M35.00S,2024-01-10T03:50:30.4Z,1,REGULAR,2pt,Jump Shot,[],1630559,21.994086727989497,50.0,1610612747,14,13,2024-01-10T03:50:36Z,490000,False,0.0,154.0,1,left,MISS A. Reaves 15' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Center,15.42,Missed,,,,,,,,,,,,,,,,,,
50,PT06M32.00S,2024-01-10T03:50:33.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,14,13,2024-01-10T03:50:36Z,500000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,
51,PT06M24.00S,2024-01-10T03:50:41.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,86.72798948751642,39.68290441176471,1610612761,14,13,2024-01-10T03:51:10Z,510000,False,-52.0,72.0,1,right,MISS P. Siakam 8' turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,8.88,Missed,,,,,,,,,,,,,,,,,,
52,PT06M19.00S,2024-01-10T03:50:46.7Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,14,13,2024-01-10T03:50:50Z,520000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,51.0,2.0,1.0,1.0,,,,,
53,PT06M19.00S,2024-01-10T03:50:46.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630567,94.40999984741211,50.0,1610612761,14,15,2024-01-10T03:50:53Z,530000,False,0.0,0.0,1,right,S. Barnes tip DUNK (7 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,,,,,,,,,,,,,,,,,
54,PT06M06.00S,2024-01-10T03:51:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,9.641918528252305,52.94117647058824,1610612747,14,15,2024-01-10T03:51:06Z,540000,False,-15.0,38.0,1,left,MISS A. Davis driving Layup - blocked,"[203076, 1627783]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,Siakam,1627783.0,,
101,PT06M06.00S,2024-01-10T03:51:00.0Z,1,REGULAR,block,,[],1627783,,,1610612747,14,15,2024-01-10T03:59:10Z,545000,False,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT06M04.00S,2024-01-10T03:51:02.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,14,15,2024-01-10T03:51:06Z,550000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,
56,PT05M55.00S,2024-01-10T03:51:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,90.06241787122208,50.73529411764706,1610612761,14,15,2024-01-10T03:51:15Z,560000,False,4.0,41.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
57,PT05M53.00S,2024-01-10T03:51:12.4Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,14,15,2024-01-10T03:51:12Z,570000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,
58,PT05M44.00S,2024-01-10T03:51:22.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,9.116294349540084,52.94117647058824,1610612747,16,15,2024-01-10T03:51:27Z,580000,False,-15.0,33.0,1,left,A. Davis cutting DUNK (13 PTS) (L. James 5 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.63,Made,13.0,L. James,2544.0,5.0,,,,,,,,,,,,,,
60,PT05M20.00S,2024-01-10T03:51:45.4Z,1,REGULAR,2pt,Jump Shot,[],1627783,77.71024967148489,76.22549019607843,1610612761,16,15,2024-01-10T03:51:53Z,600000,False,131.0,157.0,1,right,MISS P. Siakam 20' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,20.45,Missed,,,,,,,,,,,,,,,,,,
61,PT05M15.00S,2024-01-10T03:51:50.4Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,16,15,2024-01-10T03:51:53Z,610000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,
62,PT05M06.00S,2024-01-10T03:52:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,16.557161629434958,61.0140931372549,1610612747,18,15,2024-01-10T03:52:27Z,620000,False,-55.0,103.0,1,left,A. Reaves 11' driving floating Jump Shot (2 PTS) (A. Davis 1 AST),"[1630559, 203076]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,11.69,Made,2.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
64,PT04M52.00S,2024-01-10T03:52:13.3Z,1,REGULAR,3pt,Jump Shot,[],201152,76.65900131406045,9.313725490196077,1610612761,18,15,2024-01-10T03:52:19Z,640000,False,-203.0,167.0,1,right,MISS T. Young 26' 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.31,Missed,,,,,,,,,,,,,,,,,,
65,PT04M49.00S,2024-01-10T03:52:16.3Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,18,15,2024-01-10T03:52:19Z,650000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,
66,PT04M40.00S,2024-01-10T03:52:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,10.430354796320628,50.73529411764706,1610612747,18,15,2024-01-10T03:52:30Z,660000,False,-4.0,46.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,,,,,,,,
67,PT04M40.00S,2024-01-10T03:52:26.0Z,1,REGULAR,rebound,defensive,[],201152,,,1610612761,18,15,2024-01-10T03:54:10Z,670000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,66.0,2.0,2.0,0.0,,,,,
68,PT04M36.00S,2024-01-10T03:52:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,92.29632063074901,51.96078431372549,1610612761,18,17,2024-01-10T03:52:45Z,680000,False,10.0,20.0,1,right,P. Siakam running Layup (6 PTS) (T. Young 1 AST),"[1627783, 201152]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.22,Made,6.0,T. Young,201152.0,1.0,,,,,,,,,,,,,,
70,PT04M36.00S,2024-01-10T03:52:37.6Z,1,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612761,18,17,2024-01-10T03:52:47Z,700000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Siakam 1 FT),"[1627752, 1627783]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,1627539.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,
73,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,out,[],2544,,,1610612761,18,17,2024-01-10T03:55:35Z,730000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,out,[],1630559,,,1610612761,18,17,2024-01-10T03:55:35Z,740000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,out,[],1629629,,,1610612761,18,17,2024-01-10T03:55:35Z,750000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,18,17,2024-01-10T03:55:35Z,760000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,out,[],201152,,,1610612761,18,17,2024-01-10T03:55:35Z,770000,False,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,in,[],1626156,,,1610612761,18,17,2024-01-10T03:55:35Z,780000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,in,[],1629020,,,1610612761,18,17,2024-01-10T03:55:35Z,790000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,in,[],1626174,,,1610612761,18,17,2024-01-10T03:55:35Z,800000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,in,[],1629007,,,1610612761,18,17,2024-01-10T03:55:35Z,810000,False,,,0,,SUB in: J. Porter,[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M36.00S,2024-01-10T03:55:17.1Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,18,17,2024-01-10T03:55:35Z,820000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M36.00S,2024-01-10T03:55:57.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627783,,,1610612761,18,17,2024-01-10T03:55:59Z,830000,False,,,0,,MISS P. Siakam Free Throw 1 of 1,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT04M34.00S,2024-01-10T03:55:59.4Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,18,17,2024-01-10T03:55:59Z,840000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,
85,PT04M20.00S,2024-01-10T03:56:12.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,28.777923784494092,25.222120098039213,1610612747,18,17,2024-01-10T04:02:56Z,850000,False,124.0,218.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
86,PT04M16.00S,2024-01-10T03:56:16.8Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,18,17,2024-01-10T03:56:21Z,860000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,85.0,2.0,2.0,0.0,,,,,
