actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
438,PT06M08.00S,2023-11-15T05:17:41.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1631223,,,1610612763,88,71,2023-11-15T05:17:41Z,4260000,False,,,0,,D. Roddy Free Throw 1 of 2 (12 PTS),[1631223],1610612763.0,MEM,,,,,,,,,,Made,12.0,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
439,PT06M08.00S,2023-11-15T05:17:55.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1631223,,,1610612763,88,72,2023-11-15T05:17:55Z,4270000,False,,,0,,D. Roddy Free Throw 2 of 2 (13 PTS),[1631223],1610612763.0,MEM,,,,,,,,,,Made,13.0,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
440,PT05M52.00S,2023-11-15T05:18:12.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.16491458607096,46.07843137254902,1610612747,90,72,2023-11-15T05:18:18Z,4280000,False,-20.0,21.0,1,right,L. James driving Layup (15 PTS) (A. Davis 4 AST),"[2544, 203076]",1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,2.88,Made,15.0,James,L. James,A. Davis,203076.0,4.0,,,,,,,,,,,,,,
442,PT05M38.00S,2023-11-15T05:18:26.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,18.05190538764782,58.57843137254902,1610612763,90,72,2023-11-15T05:18:30Z,4300000,False,-43.0,117.0,1,left,MISS Z. Williams 12' turnaround Shot,[1630533],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,12.48,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
443,PT05M35.00S,2023-11-15T05:18:29.1Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,90,72,2023-11-15T05:18:30Z,4310000,False,,,0,,A. Reaves REBOUND (Off:1 Def:5),[1630559],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Reaves,A. Reaves,,,,,,442.0,6.0,5.0,1.0,,,,,,,,
444,PT05M32.00S,2023-11-15T05:18:34.6Z,3,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612747,90,72,2023-11-15T05:18:44Z,4320000,False,,,0,,Z. Williams shooting personal FOUL (3 PF) (James 2 FT),"[1630533, 2544]",1610612763.0,MEM,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams,Z. Williams,,,,,,,,,,1629178.0,,3.0,0.0,James,2544.0,,
446,PT05M32.00S,2023-11-15T05:19:05.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],2544,,,1610612747,90,72,2023-11-15T05:19:26Z,4340000,False,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,,,,,,,Missed,,James,L. James,,,,,,,,,,,,,,,,,
447,PT05M32.00S,2023-11-15T05:19:05.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,90,72,2023-11-15T05:19:26Z,4350000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,446.0,,,,,,,,,,,
448,PT05M32.00S,2023-11-15T05:19:05.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],2544,,,1610612747,91,72,2023-11-15T05:19:26Z,4360000,False,,,0,,L. James Free Throw 2 of 2 (16 PTS),[2544],1610612747.0,LAL,,,,,,,,,,Made,16.0,James,L. James,,,,,,,,,,,,,,,,,
449,PT05M17.00S,2023-11-15T05:19:34.6Z,3,REGULAR,2pt,Jump Shot,[],1631223,9.855453350854134,66.35646446078431,1610612763,91,72,2023-11-15T05:19:40Z,4370000,False,-82.0,40.0,1,left,MISS D. Roddy 9' driving bank Shot,[1631223],1610612763.0,MEM,driving bank,,,,,,Mid-Range,8-16 Left,9.11,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
450,PT05M16.00S,2023-11-15T05:19:35.6Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612747,91,72,2023-11-15T05:19:40Z,4380000,False,,,0,,D. Russell REBOUND (Off:0 Def:3),[1626156],1610612747.0,LAL,,,,,,,Mid-Range,8-16 Left,,,,Russell,D. Russell,,,,,,449.0,3.0,3.0,0.0,,,,,,,,
451,PT05M13.00S,2023-11-15T05:19:39.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,70.22010512483574,22.303921568627445,1610612747,94,72,2023-11-15T05:19:47Z,4390000,False,-138.0,227.0,1,right,D. Russell 26' 3PT running pullup (15 PTS),[1626156],1610612747.0,LAL,running pullup,,,,,,Above the Break 3,24+ Left Center,26.63,Made,15.0,Russell,D. Russell,,,,,,,,,,,,,,,,,
452,PT04M56.00S,2023-11-15T05:19:55.5Z,3,REGULAR,3pt,Jump Shot,[],1628991,8.065045992115643,94.8529411764706,1610612763,94,72,2023-11-15T05:20:03Z,4400000,False,-224.0,23.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,22.55,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
453,PT04M54.00S,2023-11-15T05:19:57.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,94,72,2023-11-15T05:20:03Z,4410000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,452.0,,,,,,,,,,,
455,PT04M54.00S,2023-11-15T05:20:04.5Z,3,REGULAR,substitution,out,[],1631223,,,1610612763,94,72,2023-11-15T05:20:07Z,4430000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,,,,,,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
456,PT04M54.00S,2023-11-15T05:20:04.5Z,3,REGULAR,substitution,in,[],1631367,,,1610612763,94,72,2023-11-15T05:20:07Z,4440000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,,,,,,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
457,PT04M46.00S,2023-11-15T05:20:24.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202687,13.403416557161634,49.67064950980392,1610612763,94,72,2023-11-15T05:20:31Z,4450000,False,2.0,73.0,1,left,MISS B. Biyombo 7' Hook - blocked,"[202687, 203076]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,Biyombo,B. Biyombo,,,,Davis,203076.0,,,,,,,,,,,,
458,PT04M46.00S,2023-11-15T05:20:24.6Z,3,REGULAR,block,,[],203076,,,1610612763,94,72,2023-11-15T05:20:28Z,4460000,False,,,0,,A. Davis BLOCK (6 BLK),[203076],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,
459,PT04M46.00S,2023-11-15T05:20:24.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,94,72,2023-11-15T05:20:31Z,4470000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,457.0,,,,,,,,,,,
461,PT04M46.00S,2023-11-15T05:20:35.0Z,3,REGULAR,substitution,out,[],1629629,,,1610612763,94,72,2023-11-15T05:20:42Z,4490000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
462,PT04M46.00S,2023-11-15T05:20:35.0Z,3,REGULAR,substitution,out,[],2544,,,1610612763,94,72,2023-11-15T05:20:42Z,4500000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,,,,,,,,,James,L. James,,,,,,,,,,,,,,,,,
463,PT04M46.00S,2023-11-15T05:20:35.0Z,3,REGULAR,substitution,in,[],1626174,,,1610612763,94,72,2023-11-15T05:20:42Z,4510000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
464,PT04M46.00S,2023-11-15T05:20:35.0Z,3,REGULAR,substitution,in,[],1627752,,,1610612763,94,72,2023-11-15T05:20:42Z,4520000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
465,PT04M43.00S,2023-11-15T05:20:54.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,32.769382391590014,31.372549019607845,1610612763,94,72,2023-11-15T05:21:01Z,4530000,False,93.0,256.0,1,left,MISS J. Jackson Jr. 27' 3PT,[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,27.19,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
466,PT04M41.00S,2023-11-15T05:20:56.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,94,72,2023-11-15T05:21:01Z,4540000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,465.0,,,,,,,,,,,
468,PT04M29.00S,2023-11-15T05:21:20.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,92.69053876478318,49.754901960784316,1610612747,96,72,2023-11-15T05:21:25Z,4560000,False,-1.0,16.0,1,right,D. Russell driving Layup (17 PTS),[1626156],1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,1.62,Made,17.0,Russell,D. Russell,,,,,,,,,,,,,,,,,
469,PT04M29.00S,2023-11-15T05:21:27.8Z,3,REGULAR,foul,personal,['1freethrow'],202687,,,1610612747,96,72,2023-11-15T05:21:44Z,4570000,False,,,0,,B. Biyombo shooting personal FOUL (3 PF) (Russell 1 FT),"[202687, 1626156]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,1626300.0,,3.0,0.0,Russell,1626156.0,,
471,PT04M29.00S,2023-11-15T05:21:36.9Z,3,REGULAR,substitution,out,[],1628991,,,1610612747,96,72,2023-11-15T05:21:42Z,4590000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
472,PT04M29.00S,2023-11-15T05:21:36.9Z,3,REGULAR,substitution,out,[],202687,,,1610612747,96,72,2023-11-15T05:21:42Z,4600000,False,,,0,,SUB out: B. Biyombo,[202687],1610612763.0,MEM,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,
473,PT04M29.00S,2023-11-15T05:21:36.9Z,3,REGULAR,substitution,in,[],1630583,,,1610612747,96,72,2023-11-15T05:21:42Z,4610000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,,,,,,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
474,PT04M29.00S,2023-11-15T05:21:36.9Z,3,REGULAR,substitution,in,[],1630214,,,1610612747,96,72,2023-11-15T05:21:42Z,4620000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,,,,,,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,
475,PT04M29.00S,2023-11-15T05:22:10.5Z,3,REGULAR,freethrow,1 of 1,[],1626156,,,1610612747,97,72,2023-11-15T05:22:10Z,4630000,False,,,0,,D. Russell Free Throw 1 of 1 (18 PTS),[1626156],1610612747.0,LAL,,,,,,,,,,Made,18.0,Russell,D. Russell,,,,,,,,,,,,,,,,,
477,PT04M10.00S,2023-11-15T05:22:52.6Z,3,REGULAR,3pt,Jump Shot,[],1631367,6.619579500657039,97.30392156862744,1610612763,97,72,2023-11-15T05:22:56Z,4650000,False,-237.0,10.0,1,left,MISS J. Gilyard 3PT,[1631367],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,23.67,Missed,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
478,PT04M08.00S,2023-11-15T05:22:54.6Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,97,72,2023-11-15T05:22:56Z,4660000,False,,,0,,A. Reaves REBOUND (Off:1 Def:6),[1630559],1610612747.0,LAL,,,,,,,Left Corner 3,24+ Left,,,,Reaves,A. Reaves,,,,,,477.0,7.0,6.0,1.0,,,,,,,,
479,PT03M54.00S,2023-11-15T05:23:08.8Z,3,REGULAR,3pt,Jump Shot,[],1626156,67.64331471747701,43.604473039215684,1610612747,100,72,2023-11-15T05:23:14Z,4670000,False,-32.0,252.0,1,right,D. Russell 25' 3PT  (21 PTS) (A. Davis 5 AST),"[1626156, 203076]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Center,25.37,Made,21.0,Russell,D. Russell,A. Davis,203076.0,5.0,,,,,,,,,,,,,,
481,PT03M53.00S,2023-11-15T05:23:17.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612763,100,72,2023-11-15T05:23:17Z,4690000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M34.00S,2023-11-15T05:25:17.5Z,3,REGULAR,3pt,Jump Shot,[],1630583,10.430354796320628,96.56862745098039,1610612763,100,72,2023-11-15T05:25:22Z,4700000,False,-233.0,46.0,1,left,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,23.72,Missed,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
483,PT03M31.00S,2023-11-15T05:25:20.5Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,100,72,2023-11-15T05:25:22Z,4710000,False,,,0,,A. Reaves REBOUND (Off:1 Def:7),[1630559],1610612747.0,LAL,,,,,,,Left Corner 3,24+ Left,,,,Reaves,A. Reaves,,,,,,482.0,8.0,7.0,1.0,,,,,,,,
484,PT03M27.00S,2023-11-15T05:25:24.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,69.1688567674113,23.774509803921575,1610612747,103,72,2023-11-15T05:25:42Z,4720000,False,-131.0,237.0,1,right,D. Russell 27' 3PT running pullup (24 PTS) (A. Reaves 3 AST),"[1626156, 1630559]",1610612747.0,LAL,running pullup,,,,,,Above the Break 3,24+ Left Center,27.11,Made,24.0,Russell,D. Russell,A. Reaves,1630559.0,3.0,,,,,,,,,,,,,,
487,PT03M08.00S,2023-11-15T05:25:44.0Z,3,REGULAR,3pt,Jump Shot,[],1630533,21.20565045992116,5.637254901960787,1610612763,103,72,2023-11-15T05:25:50Z,4750000,False,222.0,147.0,1,left,MISS Z. Williams 26' 3PT,[1630533],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
488,PT03M05.00S,2023-11-15T05:25:47.0Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,103,72,2023-11-15T05:25:50Z,4760000,False,,,0,,A. Davis REBOUND (Off:4 Def:7),[203076],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,,,,Davis,A. Davis,,,,,,487.0,11.0,7.0,4.0,,,,,,,,
489,PT03M01.00S,2023-11-15T05:25:50.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,78.36727989487517,90.93137254901961,1610612747,103,72,2023-11-15T05:26:01Z,4770000,False,205.0,151.0,1,right,MISS D. Russell 25' step back 3PT,[1626156],1610612747.0,LAL,step back,,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,Russell,D. Russell,,,,,,,,,,,,,,,,,
490,PT02M58.00S,2023-11-15T05:25:53.7Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,103,72,2023-11-15T05:26:01Z,4780000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Aldama,S. Aldama,,,,,,489.0,2.0,2.0,0.0,,,,,,,,
491,PT02M46.00S,2023-11-15T05:26:05.1Z,3,REGULAR,3pt,Jump Shot,[],1630214,6.225361366622863,95.83333333333333,1610612763,103,75,2023-11-15T05:26:09Z,4790000,False,-229.0,6.0,1,left,X. Tillman 3PT  (3 PTS) (D. Bane 5 AST),"[1630214, 1630217]",1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,22.93,Made,3.0,Tillman,X. Tillman,D. Bane,1630217.0,5.0,,,,,,,,,,,,,,
493,PT02M31.00S,2023-11-15T05:26:19.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.2161629434954,45.09803921568627,1610612747,103,75,2023-11-15T05:26:24Z,4810000,False,-25.0,11.0,1,right,MISS A. Davis Layup - blocked,"[203076, 1630583]",1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,2.7,Missed,,Davis,A. Davis,,,,Aldama,1630583.0,,,,,,,,,,,,
494,PT02M31.00S,2023-11-15T05:26:19.7Z,3,REGULAR,block,,[],1630583,,,1610612747,103,75,2023-11-15T05:26:22Z,4820000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
495,PT02M30.00S,2023-11-15T05:26:20.7Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612747,103,75,2023-11-15T05:26:24Z,4830000,False,,,0,,C. Wood REBOUND (Off:2 Def:3),[1626174],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,,,,493.0,5.0,3.0,2.0,,,,,,,,
497,PT02M30.00S,2023-11-15T05:26:24.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,90.32522996057818,48.774509803921575,1610612747,103,75,2023-11-15T05:26:33Z,4850000,False,-6.0,38.0,1,right,MISS C. Wood driving Layup - blocked,"[1626174, 1630583]",1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,3.89,Missed,,Wood,C. Wood,,,,Aldama,1630583.0,,,,,,,,,,,,
498,PT02M30.00S,2023-11-15T05:26:24.4Z,3,REGULAR,block,,[],1630583,,,1610612747,103,75,2023-11-15T05:27:57Z,4860000,False,,,0,,S. Aldama BLOCK (2 BLK),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
499,PT02M30.00S,2023-11-15T05:26:24.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,103,75,2023-11-15T05:26:33Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,497.0,,,,,,,,,,,
501,PT02M30.00S,2023-11-15T05:26:30.6Z,3,REGULAR,substitution,out,[],1626156,,,1610612747,103,75,2023-11-15T05:26:50Z,4890000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,
502,PT02M30.00S,2023-11-15T05:26:30.6Z,3,REGULAR,substitution,out,[],203076,,,1610612747,103,75,2023-11-15T05:26:50Z,4900000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,,,,,,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,
503,PT02M30.00S,2023-11-15T05:26:30.6Z,3,REGULAR,substitution,out,[],1631367,,,1610612747,103,75,2023-11-15T05:26:50Z,4910000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,,,,,,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
504,PT02M30.00S,2023-11-15T05:26:30.6Z,3,REGULAR,substitution,out,[],1630217,,,1610612747,103,75,2023-11-15T05:26:50Z,4920000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,
505,PT02M30.00S,2023-11-15T05:26:30.6Z,3,REGULAR,substitution,in,[],1629637,,,1610612747,103,75,2023-11-15T05:26:50Z,4930000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
506,PT02M30.00S,2023-11-15T05:26:30.6Z,3,REGULAR,substitution,in,[],1629060,,,1610612747,103,75,2023-11-15T05:26:50Z,4940000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,,,,,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,
507,PT02M30.00S,2023-11-15T05:26:30.6Z,3,REGULAR,substitution,in,[],1631223,,,1610612747,103,75,2023-11-15T05:26:50Z,4950000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,,,,,,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
508,PT02M30.00S,2023-11-15T05:26:30.6Z,3,REGULAR,substitution,in,[],1629723,,,1610612747,103,75,2023-11-15T05:26:50Z,4960000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
509,PT02M23.00S,2023-11-15T05:26:58.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629637,91.50788436268068,51.71568627450981,1610612747,105,75,2023-11-15T05:27:20Z,4970000,False,9.0,27.0,1,right,J. Hayes cutting DUNK (7 PTS) (A. Reaves 4 AST),"[1629637, 1630559]",1610612747.0,LAL,cutting,,,,,,Restricted Area,0-8 Center,2.86,Made,7.0,Hayes,J. Hayes,A. Reaves,1630559.0,4.0,,,,,,,,,,,,,,
511,PT02M15.00S,2023-11-15T05:27:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630533,7.013797634691201,52.450980392156865,1610612763,105,75,2023-11-15T05:27:27Z,4990000,False,-12.0,13.0,1,left,MISS Z. Williams Layup - blocked,"[1630533, 1629637]",1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,1.82,Missed,,Williams,Z. Williams,,,,Hayes,1629637.0,,,,,,,,,,,,
512,PT02M15.00S,2023-11-15T05:27:19.0Z,3,REGULAR,block,,[],1629637,,,1610612763,105,75,2023-11-15T05:27:22Z,5000000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
513,PT02M15.00S,2023-11-15T05:27:19.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,105,75,2023-11-15T05:28:26Z,5010000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,511.0,,,,,,,,,,,
515,PT02M00.00S,2023-11-15T05:27:38.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629723,29.352825229960573,24.264705882352942,1610612763,105,78,2023-11-15T05:27:44Z,5030000,False,129.0,223.0,1,left,J. Konchar 25' 3PT  (3 PTS) (S. Aldama 3 AST),"[1629723, 1630583]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,25.78,Made,3.0,Konchar,J. Konchar,S. Aldama,1630583.0,3.0,,,,,,,,,,,,,,
517,PT01M41.00S,2023-11-15T05:27:57.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,90.98226018396846,50.245098039215684,1610612747,107,78,2023-11-15T05:29:31Z,5050000,False,1.0,32.0,1,right,J. Hayes driving DUNK (9 PTS) (C. Wood 2 AST),"[1629637, 1626174]",1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,3.23,Made,9.0,Hayes,J. Hayes,C. Wood,1626174.0,2.0,,,,,,,,,,,,,,
520,PT01M18.00S,2023-11-15T05:28:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,8.459264126149804,51.22549019607843,1610612763,107,80,2023-11-15T05:29:52Z,5070000,False,-6.0,27.0,1,left,X. Tillman driving Layup (5 PTS),[1630214],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,2.77,Made,5.0,Tillman,X. Tillman,,,,,,,,,,,,,,,,,
521,PT01M07.00S,2023-11-15T05:28:33.8Z,3,REGULAR,turnover,traveling,[],1626174,,,1610612747,107,80,2023-11-15T05:28:39Z,5080000,False,,,0,,C. Wood traveling TURNOVER (1 TO),[1626174],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wood,C. Wood,,,,,,,,,,1626300.0,1.0,,,,,,
522,PT00M49.90S,2023-11-15T05:28:58.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631223,12.463042049934288,96.54564950980392,1610612763,107,80,2023-11-15T05:29:07Z,5090000,False,-233.0,65.0,1,left,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,24.15,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
523,PT00M48.00S,2023-11-15T05:29:00.2Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,107,80,2023-11-15T05:29:07Z,5100000,False,,,0,,A. Reaves REBOUND (Off:1 Def:8),[1630559],1610612747.0,LAL,,,,,,,Left Corner 3,24+ Left,,,,Reaves,A. Reaves,,,,,,522.0,9.0,8.0,1.0,,,,,,,,
524,PT00M36.70S,2023-11-15T05:29:12.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,88.35413929040736,56.372549019607845,1610612747,107,80,2023-11-15T05:29:22Z,5110000,False,32.0,57.0,1,right,MISS C. Wood 6' turnaround Shot,[1626174],1610612747.0,LAL,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,Wood,C. Wood,,,,,,,,,,,,,,,,,
525,PT00M33.90S,2023-11-15T05:29:15.1Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,107,80,2023-11-15T05:29:15Z,5120000,False,,,0,,S. Aldama REBOUND (Off:0 Def:3),[1630583],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Aldama,S. Aldama,,,,,,524.0,3.0,3.0,0.0,,,,,,,,
526,PT00M28.50S,2023-11-15T05:29:24.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,7.145203679369246,52.69607843137255,1610612763,107,82,2023-11-15T05:29:39Z,5130000,False,-13.0,15.0,1,left,S. Aldama driving Layup (18 PTS),[1630583],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,2.0,Made,18.0,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
527,PT00M28.50S,2023-11-15T05:29:28.7Z,3,REGULAR,foul,personal,['1freethrow'],1626174,,,1610612763,107,82,2023-11-15T05:29:40Z,5140000,False,,,0,,C. Wood shooting personal FOUL (1 PF) (Aldama 1 FT),"[1626174, 1630583]",1610612747.0,LAL,shooting,,,,,,Restricted Area,0-8 Center,,,,Wood,C. Wood,,,,,,,,,,202049.0,,1.0,0.0,Aldama,1630583.0,,
