actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
255,PT05M59.00S,2024-02-14T04:20:32.9Z,2,REGULAR,substitution,out,[],1630164,,,1610612747,51,38,2024-02-14T04:20:50Z,2530000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M59.00S,2024-02-14T04:20:32.9Z,2,REGULAR,substitution,out,[],203095,,,1610612747,51,38,2024-02-14T04:20:50Z,2540000,False,,,0,,SUB out: E. Fournier,[203095],1610612765.0,DET,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M59.00S,2024-02-14T04:20:32.9Z,2,REGULAR,substitution,in,[],1630595,,,1610612747,51,38,2024-02-14T04:20:50Z,2550000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M59.00S,2024-02-14T04:20:32.9Z,2,REGULAR,substitution,in,[],1641709,,,1610612747,51,38,2024-02-14T04:20:50Z,2560000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M59.00S,2024-02-14T04:20:32.9Z,2,REGULAR,substitution,in,[],1631105,,,1610612747,51,38,2024-02-14T04:20:50Z,2570000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M59.00S,2024-02-14T04:20:52.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203076,,,1610612747,52,38,2024-02-14T04:20:52Z,2580000,False,,,0,,A. Davis Free Throw 1 of 1 (11 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
261,PT05M45.00S,2024-02-14T04:21:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,80.99540078843627,62.00980392156863,1610612765,52,40,2024-02-14T04:21:12Z,2590000,False,60.0,126.0,1,right,J. Ivey 13' pullup Jump Shot (6 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,6.0,13.96,,,,,,,,,,,
262,PT05M31.00S,2024-02-14T04:21:21.0Z,2,REGULAR,3pt,Jump Shot,[],203076,31.84954007884363,38.23529411764706,1610612747,55,40,2024-02-14T04:21:26Z,2600000,False,59.0,247.0,1,left,A. Davis 25' 3PT  (14 PTS) (L. James 6 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,Made,,14.0,25.38,L. James,2544.0,6.0,,,,,,,,
264,PT05M11.00S,2024-02-14T04:21:41.1Z,2,REGULAR,3pt,Jump Shot,[],1630595,73.89947437582128,10.784313725490193,1610612765,55,40,2024-02-14T04:21:44Z,2620000,False,-196.0,193.0,1,right,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.5,,,,,,,,,,,
265,PT05M09.00S,2024-02-14T04:21:43.1Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612747,55,40,2024-02-14T04:21:44Z,2630000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,264.0,,,,,,2.0,2.0,0.0,,,,,
266,PT05M05.00S,2024-02-14T04:21:46.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,7.802233902759525,45.58823529411765,1610612747,57,40,2024-02-14T04:21:54Z,2640000,False,22.0,21.0,1,left,L. James running Layup (12 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Made,,12.0,3.03,,,,,,,,,,,
268,PT04M56.00S,2024-02-14T04:21:56.2Z,2,REGULAR,3pt,Jump Shot,[],1631323,79.94415243101183,92.8921568627451,1610612765,57,40,2024-02-14T04:22:01Z,2660000,False,214.0,136.0,1,right,MISS S. Fontecchio 25' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.4,,,,,,,,,,,
269,PT04M51.00S,2024-02-14T04:22:01.2Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612747,57,40,2024-02-14T04:22:01Z,2670000,False,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,268.0,,,,,,3.0,3.0,0.0,,,,,
270,PT04M47.00S,2024-02-14T04:22:05.4Z,2,REGULAR,3pt,Jump Shot,[],203076,30.27266754270697,76.22549019607843,1610612747,57,40,2024-02-14T04:22:13Z,2680000,False,-131.0,232.0,1,left,MISS A. Davis 26' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,26.66,,,,,,,,,,,
271,PT04M41.00S,2024-02-14T04:22:11.4Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612765,57,40,2024-02-14T04:22:13Z,2690000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,270.0,,,,,,1.0,1.0,0.0,,,,,
272,PT04M29.00S,2024-02-14T04:22:23.1Z,2,REGULAR,3pt,Jump Shot,[],1631323,76.00197109067017,91.66666666666667,1610612765,57,40,2024-02-14T04:22:28Z,2700000,False,208.0,173.0,1,right,MISS S. Fontecchio 27' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,27.08,,,,,,,,,,,
273,PT04M26.00S,2024-02-14T04:22:26.1Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612747,57,40,2024-02-14T04:22:28Z,2710000,False,,,0,,T. Prince REBOUND (Off:0 Def:4),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,272.0,,,,,,4.0,4.0,0.0,,,,,
274,PT04M23.00S,2024-02-14T04:22:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612747,57,40,2024-02-14T04:22:37Z,2720000,False,,,0,,J. Duren shooting personal FOUL (2 PF) (Davis 2 FT),"[1631105, 203076]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,202041.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
276,PT04M23.00S,2024-02-14T04:23:10.5Z,2,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,58,40,2024-02-14T04:23:10Z,2740000,False,,,0,,A. Davis Free Throw 1 of 2 (15 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
277,PT04M23.00S,2024-02-14T04:23:11.3Z,2,REGULAR,substitution,out,[],1627752,,,1610612747,58,40,2024-02-14T04:23:22Z,2750000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M23.00S,2024-02-14T04:23:11.3Z,2,REGULAR,substitution,out,[],2544,,,1610612747,58,40,2024-02-14T04:23:22Z,2760000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M23.00S,2024-02-14T04:23:11.3Z,2,REGULAR,substitution,in,[],203915,,,1610612747,58,40,2024-02-14T04:23:22Z,2770000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M23.00S,2024-02-14T04:23:11.3Z,2,REGULAR,substitution,in,[],1626156,,,1610612747,58,40,2024-02-14T04:23:22Z,2780000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M23.00S,2024-02-14T04:23:35.2Z,2,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,59,40,2024-02-14T04:23:35Z,2790000,False,,,0,,A. Davis Free Throw 2 of 2 (16 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,Made,,16.0,,,,,,,,,,,,
282,PT04M01.00S,2024-02-14T04:23:55.7Z,2,REGULAR,3pt,Jump Shot,[],1631093,95.45006570302233,2.941176470588232,1610612765,59,40,2024-02-14T04:24:01Z,2800000,False,-235.0,-10.0,1,right,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.55,,,,,,,,,,,
283,PT04M01.00S,2024-02-14T04:23:58.6Z,2,REGULAR,rebound,offensive,[],1631323,,,1610612765,59,40,2024-02-14T04:23:58Z,2810000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,,,,,282.0,,,,,,2.0,1.0,1.0,,,,,
284,PT04M01.00S,2024-02-14T04:24:00.3Z,2,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612765,59,40,2024-02-14T04:24:08Z,2820000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Fontecchio 2 FT),"[1629060, 1631323]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,202041.0,1.0,0.0,Fontecchio,1631323.0,,,,,,,,,,,,,,,
286,PT04M01.00S,2024-02-14T04:24:30.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631323,,,1610612765,59,40,2024-02-14T04:24:50Z,2840000,False,,,0,,MISS S. Fontecchio Free Throw 1 of 2,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
287,PT04M01.00S,2024-02-14T04:24:30.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,59,40,2024-02-14T04:24:50Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,286.0,,,,,,,,,,,,,
288,PT04M01.00S,2024-02-14T04:24:30.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631323,,,1610612765,59,40,2024-02-14T04:24:50Z,2860000,False,,,0,,MISS S. Fontecchio Free Throw 2 of 2,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
289,PT03M58.00S,2024-02-14T04:24:33.4Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,59,40,2024-02-14T04:24:50Z,2870000,False,,,0,,A. Davis REBOUND (Off:2 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,288.0,,,,,,10.0,8.0,2.0,,,,,
290,PT03M48.00S,2024-02-14T04:24:59.0Z,2,REGULAR,3pt,Jump Shot,[],1630559,35.535068988173464,67.32536764705883,1610612747,62,40,2024-02-14T04:25:58Z,2880000,False,-87.0,282.0,1,left,A. Reaves 29' 3PT pullup (8 PTS) (S. Dinwiddie 2 AST),"[1630559, 203915]",1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,Made,,8.0,29.45,S. Dinwiddie,203915.0,2.0,,,,,,,,
292,PT03M31.00S,2024-02-14T04:25:15.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,88.61695137976346,53.92156862745098,1610612765,62,42,2024-02-14T04:25:21Z,2900000,False,20.0,55.0,1,right,J. Duren driving finger roll Layup (6 PTS) (J. Ivey 2 AST),"[1631105, 1631093]",1610612765.0,DET,driving finger roll,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,6.0,5.79,J. Ivey,1631093.0,2.0,,,,,,,,
294,PT03M21.00S,2024-02-14T04:25:26.6Z,2,REGULAR,turnover,lost ball,[],203076,,,1610612747,62,42,2024-02-14T04:25:30Z,2920000,False,,,0,,A. Davis lost ball TURNOVER (1 TO),"[203076, 1631093]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,,,Ivey,1631093.0
295,PT03M21.00S,2024-02-14T04:25:26.6Z,2,REGULAR,steal,,[],1631093,,,1610612765,62,42,2024-02-14T04:25:29Z,2930000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
296,PT03M16.00S,2024-02-14T04:25:32.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631093,74.81931668856767,84.31372549019608,1610612765,62,42,2024-02-14T04:25:53Z,2940000,False,172.0,184.0,1,right,MISS J. Ivey 25' running pullup 3PT,[1631093],1610612765.0,DET,running pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.17,,,,,,,,,,,
297,PT03M16.00S,2024-02-14T04:25:32.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,62,42,2024-02-14T04:25:38Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,296.0,,,,,,,,,,,,,
298,PT03M16.00S,2024-02-14T04:25:38.3Z,2,REGULAR,foul,personal,[],203915,,,1610612765,62,42,2024-02-14T04:25:46Z,2960000,False,,,0,,S. Dinwiddie loose ball personal FOUL (1 PF),"[203915, 1631105]",1610612747.0,LAL,loose ball,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,203054.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
300,PT03M08.00S,2024-02-14T04:26:04.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631105,93.34756898817345,60.049019607843135,1610612765,62,42,2024-02-14T04:27:51Z,2980000,False,50.0,10.0,1,right,MISS J. Duren floating Shot,[1631105],1610612765.0,DET,floating,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.12,,,,,,,,,,,
301,PT03M04.00S,2024-02-14T04:26:08.1Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,62,42,2024-02-14T04:26:16Z,2990000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,300.0,,,,,,2.0,2.0,0.0,,,,,
302,PT02M51.00S,2024-02-14T04:26:21.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,7.013797634691201,50.245098039215684,1610612747,62,42,2024-02-14T04:26:24Z,3000000,False,-1.0,13.0,1,left,MISS R. Hachimura driving Layup,[1629060],1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,1.35,,,,,,,,,,,
303,PT02M48.00S,2024-02-14T04:26:24.2Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,62,42,2024-02-14T04:26:24Z,3010000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,302.0,,,,,,4.0,3.0,1.0,,,,,
304,PT02M41.00S,2024-02-14T04:26:31.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,88.2227332457293,50.98039215686275,1610612765,62,42,2024-02-14T04:26:36Z,3020000,False,5.0,58.0,1,right,MISS J. Duren Hook,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.84,,,,,,,,,,,
305,PT02M37.00S,2024-02-14T04:26:35.1Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,62,42,2024-02-14T04:26:36Z,3030000,False,,,0,,A. Davis REBOUND (Off:2 Def:9),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,304.0,,,,,,11.0,9.0,2.0,,,,,
306,PT02M24.00S,2024-02-14T04:26:47.8Z,2,REGULAR,3pt,Jump Shot,[],1629060,27.11892247043363,22.549019607843135,1610612747,62,42,2024-02-14T04:26:53Z,3040000,False,137.0,202.0,1,left,MISS R. Hachimura 24' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.46,,,,,,,,,,,
307,PT02M21.00S,2024-02-14T04:26:50.7Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,62,42,2024-02-14T04:26:50Z,3050000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,306.0,,,,,,3.0,2.0,1.0,,,,,
308,PT02M17.00S,2024-02-14T04:26:54.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630595,90.19382391590013,47.549019607843135,1610612765,62,44,2024-02-14T04:27:02Z,3060000,False,-12.0,40.0,1,right,C. Cunningham running DUNK (4 PTS),[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,4.16,,,,,,,,,,,
309,PT01M58.00S,2024-02-14T04:27:13.5Z,2,REGULAR,3pt,Jump Shot,[],1626156,30.404073587385014,22.794117647058826,1610612747,65,44,2024-02-14T04:27:18Z,3070000,False,136.0,233.0,1,left,D. Russell 27' 3PT  (13 PTS) (S. Dinwiddie 3 AST),"[1626156, 203915]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,13.0,27.0,S. Dinwiddie,203915.0,3.0,,,,,,,,
311,PT01M58.00S,2024-02-14T04:27:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,65,44,2024-02-14T04:27:19Z,3090000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M39.00S,2024-02-14T04:30:25.9Z,2,REGULAR,2pt,Jump Shot,[],1630595,78.23587385019711,43.872549019607845,1610612765,65,44,2024-02-14T04:30:31Z,3100000,False,-31.0,152.0,1,right,MISS C. Cunningham 15' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,15.51,,,,,,,,,,,
313,PT01M39.00S,2024-02-14T04:30:25.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,65,44,2024-02-14T04:30:31Z,3110000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,312.0,,,,,,,,,,,,,
314,PT01M39.00S,2024-02-14T04:30:31.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612747,65,44,2024-02-14T04:30:39Z,3120000,False,,,0,,J. Duren loose ball personal FOUL (3 PF) (Reaves 2 FT),"[1631105, 1630559]",1610612765.0,DET,loose ball,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,202035.0,3.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
316,PT01M39.00S,2024-02-14T04:31:05.8Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,66,44,2024-02-14T04:31:05Z,3140000,False,,,0,,A. Reaves Free Throw 1 of 2 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
317,PT01M39.00S,2024-02-14T04:31:09.4Z,2,REGULAR,substitution,out,[],1631105,,,1610612747,66,44,2024-02-14T04:31:14Z,3150000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M39.00S,2024-02-14T04:31:09.4Z,2,REGULAR,substitution,in,[],203488,,,1610612747,66,44,2024-02-14T04:31:14Z,3160000,False,,,0,,SUB in: M. Muscala,[203488],1610612765.0,DET,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M39.00S,2024-02-14T04:31:25.6Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,67,44,2024-02-14T04:31:25Z,3170000,False,,,0,,A. Reaves Free Throw 2 of 2 (10 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,
320,PT01M25.00S,2024-02-14T04:31:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,91.77069645203679,49.50980392156863,1610612765,67,44,2024-02-14T04:31:46Z,3180000,False,-2.0,25.0,1,right,MISS C. Cunningham driving Layup - blocked,"[1630595, 203076]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.5,,,,,,,,Davis,203076.0,,
321,PT01M25.00S,2024-02-14T04:31:40.9Z,2,REGULAR,block,,[],203076,,,1610612765,67,44,2024-02-14T04:31:43Z,3190000,False,,,0,,A. Davis BLOCK (4 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
322,PT01M21.00S,2024-02-14T04:31:44.9Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,67,44,2024-02-14T04:31:46Z,3200000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,320.0,,,,,,3.0,3.0,0.0,,,,,
323,PT01M19.00S,2024-02-14T04:31:46.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,28.95860709592641,23.039215686274503,1610612747,67,44,2024-02-14T04:32:05Z,3210000,False,135.0,220.0,1,left,MISS D. Russell 25' running pullup 3PT,[1626156],1610612747.0,LAL,running pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.78,,,,,,,,,,,
324,PT01M15.00S,2024-02-14T04:31:50.4Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,67,44,2024-02-14T04:31:57Z,3220000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,323.0,,,,,,4.0,3.0,1.0,,,,,
325,PT01M14.00S,2024-02-14T04:31:51.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631323,93.47897503285151,50.73529411764706,1610612765,67,46,2024-02-14T04:32:02Z,3230000,False,4.0,9.0,1,right,S. Fontecchio running DUNK (2 PTS) (C. Cunningham 3 AST),"[1631323, 1630595]",1610612765.0,DET,running,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.95,C. Cunningham,1630595.0,3.0,,,,,,,,
327,PT01M00.00S,2024-02-14T04:32:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.145203679369246,48.529411764705884,1610612747,69,46,2024-02-14T04:32:10Z,3250000,False,7.0,15.0,1,left,A. Davis driving Layup (18 PTS) (A. Reaves 5 AST),"[203076, 1630559]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,Made,,18.0,1.65,A. Reaves,1630559.0,5.0,,,,,,,,
330,PT00M52.40S,2024-02-14T04:32:18.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630559,,,1610612765,69,46,2024-02-14T04:32:24Z,3280000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Ivey 2 FT),"[1630559, 1631093]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,202041.0,1.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
332,PT00M52.40S,2024-02-14T04:32:44.2Z,2,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,69,47,2024-02-14T04:32:44Z,3300000,False,,,0,,J. Ivey Free Throw 1 of 2 (7 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
333,PT00M52.40S,2024-02-14T04:33:02.0Z,2,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,69,48,2024-02-14T04:33:02Z,3310000,False,,,0,,J. Ivey Free Throw 2 of 2 (8 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
334,PT00M43.10S,2024-02-14T04:33:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,9.641918528252305,52.450980392156865,1610612747,71,48,2024-02-14T04:33:19Z,3320000,False,-12.0,38.0,1,left,D. Russell driving Layup (15 PTS) (S. Dinwiddie 4 AST),"[1626156, 203915]",1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,Made,,15.0,4.0,S. Dinwiddie,203915.0,4.0,,,,,,,,
336,PT00M35.60S,2024-02-14T04:33:23.3Z,2,REGULAR,3pt,Jump Shot,[],1641709,95.05584756898817,4.166666666666657,1610612765,71,48,2024-02-14T04:33:28Z,3340000,False,-229.0,-6.0,1,right,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,22.93,,,,,,,,,,,
337,PT00M33.20S,2024-02-14T04:33:25.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,71,48,2024-02-14T04:33:25Z,3350000,False,,,0,,A. Davis REBOUND (Off:2 Def:10),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,,336.0,,,,,,12.0,10.0,2.0,,,,,
338,PT00M26.70S,2024-02-14T04:33:32.4Z,2,REGULAR,3pt,Jump Shot,[],1626156,27.38173455978975,78.43137254901961,1610612747,71,48,2024-02-14T04:33:37Z,3360000,False,-142.0,205.0,1,left,MISS D. Russell 24' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.94,,,,,,,,,,,
