actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT04M58.00S,2023-10-31T02:54:50.3Z,1,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612753,12,14,2023-10-31T02:55:00Z,920000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629216, 1630532]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Left,,,,1628951.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,,
94,PT04M58.00S,2023-10-31T02:55:14.1Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,12,15,2023-10-31T02:55:14Z,940000,False,,,0,,F. Wagner Free Throw 1 of 2 (3 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
95,PT04M58.00S,2023-10-31T02:55:15.1Z,1,REGULAR,substitution,out,[],1627752,,,1610612753,12,15,2023-10-31T02:55:25Z,950000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M58.00S,2023-10-31T02:55:15.1Z,1,REGULAR,substitution,out,[],2544,,,1610612753,12,15,2023-10-31T02:55:25Z,960000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M58.00S,2023-10-31T02:55:15.1Z,1,REGULAR,substitution,in,[],1629629,,,1610612753,12,15,2023-10-31T02:55:25Z,970000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M58.00S,2023-10-31T02:55:15.1Z,1,REGULAR,substitution,in,[],1626174,,,1610612753,12,15,2023-10-31T02:55:25Z,980000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M58.00S,2023-10-31T02:55:44.2Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,12,16,2023-10-31T02:55:44Z,990000,False,,,0,,F. Wagner Free Throw 2 of 2 (4 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
101,PT04M38.00S,2023-10-31T02:56:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,90.45663600525624,45.09803921568627,1610612747,14,16,2023-10-31T02:56:31Z,1010000,False,-25.0,37.0,1,right,A. Davis driving floating Jump Shot (6 PTS) (A. Reaves 1 AST),"[203076, 1630559]",1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,,,6.0,A. Reaves,1630559.0,1.0,,,,,,,,
102,PT04M26.00S,2023-10-31T02:56:32.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,32.11235216819975,34.06862745098039,1610612753,14,16,2023-10-31T02:56:37Z,1020000,False,80.0,249.0,1,left,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
103,PT04M23.00S,2023-10-31T02:56:35.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,14,16,2023-10-31T02:56:35Z,1030000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,102.0,,,,,,,,,,4.0,4.0,0.0,,,,,
105,PT04M20.00S,2023-10-31T02:56:45.0Z,1,REGULAR,foul,personal,[],1628976,,,1610612747,14,16,2023-10-31T02:56:58Z,1040000,False,,,0,,W. Carter Jr. personal FOUL (1 PF),"[1628976, 1630559]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,1148.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,
107,PT04M20.00S,2023-10-31T02:56:52.9Z,1,REGULAR,substitution,out,[],1630591,,,1610612747,14,16,2023-10-31T02:57:02Z,1060000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M20.00S,2023-10-31T02:56:52.9Z,1,REGULAR,substitution,in,[],1630175,,,1610612747,14,16,2023-10-31T02:57:02Z,1070000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M16.00S,2023-10-31T02:57:09.2Z,1,REGULAR,foul,personal,[],1631094,,,1610612747,14,16,2023-10-31T02:57:29Z,1080000,False,,,0,,P. Banchero personal FOUL (2 PF),"[1631094, 203076]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,1628951.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,
111,PT04M04.00S,2023-10-31T02:57:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,81.7838370565046,60.049019607843135,1610612747,16,16,2023-10-31T02:57:48Z,1100000,False,50.0,119.0,1,right,A. Davis 12' turnaround fadeaway Jump Shot (8 PTS),[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,12.89,Made,,,,,,,8.0,,,,,,,,,,,
112,PT03M46.00S,2023-10-31T02:57:58.8Z,1,REGULAR,2pt,Jump Shot,[],1628365,9.855453350854134,83.31035539215686,1610612753,16,16,2023-10-31T02:58:04Z,1110000,False,-167.0,40.0,1,left,MISS M. Fultz 17' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left,17.14,Missed,,,,,,,,,,,,,,,,,,
113,PT03M43.00S,2023-10-31T02:58:01.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,16,16,2023-10-31T02:58:04Z,1120000,False,,,0,,A. Davis REBOUND (Off:0 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left,,,112.0,,,,,,,,,,5.0,5.0,0.0,,,,,
114,PT03M38.00S,2023-10-31T02:58:09.1Z,1,REGULAR,foul,personal,[],1628976,,,1610612747,16,16,2023-10-31T02:58:21Z,1130000,False,,,0,,W. Carter Jr. personal FOUL (2 PF),"[1628976, 203076]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1148.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,
116,PT03M38.00S,2023-10-31T02:58:19.6Z,1,REGULAR,substitution,out,[],203076,,,1610612747,16,16,2023-10-31T02:58:31Z,1150000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M38.00S,2023-10-31T02:58:19.6Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,16,16,2023-10-31T02:58:31Z,1160000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M38.00S,2023-10-31T02:58:19.6Z,1,REGULAR,substitution,in,[],1626156,,,1610612747,16,16,2023-10-31T02:58:31Z,1170000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M38.00S,2023-10-31T02:58:19.6Z,1,REGULAR,substitution,in,[],1629637,,,1610612747,16,16,2023-10-31T02:58:31Z,1180000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M38.00S,2023-10-31T02:58:19.6Z,1,REGULAR,substitution,out,[],1628976,,,1610612747,16,16,2023-10-31T02:58:41Z,1190000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M38.00S,2023-10-31T02:58:19.6Z,1,REGULAR,substitution,in,[],1629021,,,1610612747,16,16,2023-10-31T02:58:41Z,1200000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M26.00S,2023-10-31T02:59:01.6Z,1,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612747,16,16,2023-10-31T02:59:08Z,1210000,False,,,0,,C. Wood bad pass out-of-bounds TURNOVER (1 TO),[1626174],1610612747.0,LAL,bad pass,,,Wood,C. Wood,,,,,Mid-Range,8-16 Right,,,,202901.0,,,,,,,,,,,,1.0,,,,
123,PT03M13.00S,2023-10-31T02:59:26.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,12.927069645203687,5.392156862745097,1610612753,16,16,2023-10-31T02:59:30Z,1220000,False,223.0,69.0,1,left,MISS M. Wagner 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
124,PT03M10.00S,2023-10-31T02:59:29.7Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,16,16,2023-10-31T02:59:30Z,1230000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,123.0,,,,,,,,,,1.0,1.0,0.0,,,,,
125,PT03M02.00S,2023-10-31T02:59:38.5Z,1,REGULAR,3pt,Jump Shot,[],1626156,71.92838370565046,80.88235294117646,1610612747,16,16,2023-10-31T03:02:11Z,1240000,False,154.0,211.0,1,right,MISS D. Russell 26' pullup 3PT,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
126,PT02M58.00S,2023-10-31T02:59:41.5Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,16,16,2023-10-31T02:59:41Z,1250000,False,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Right Center,,,125.0,,,,,,,,,,2.0,2.0,0.0,,,,,
127,PT02M57.00S,2023-10-31T02:59:42.3Z,1,REGULAR,turnover,lost ball,[],1628365,,,1610612753,16,16,2023-10-31T02:59:48Z,1260000,False,,,0,,M. Fultz lost ball TURNOVER (1 TO),"[1628365, 1626156]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Russell,1626156.0,,
128,PT02M57.00S,2023-10-31T02:59:42.3Z,1,REGULAR,steal,,[],1626156,,,1610612747,16,16,2023-10-31T02:59:45Z,1270000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
129,PT02M53.00S,2023-10-31T02:59:46.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,67.59198423127464,74.50980392156863,1610612747,19,16,2023-10-31T02:59:51Z,1280000,False,123.0,252.0,1,right,C. Wood 28' 3PT  (3 PTS) (D. Russell 2 AST),"[1626174, 1626156]",1610612747.0,LAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,28.03,Made,,,,,,,3.0,D. Russell,1626156.0,2.0,,,,,,,,
131,PT02M38.00S,2023-10-31T03:00:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,8.327858081471746,50.49019607843137,1610612753,19,18,2023-10-31T03:00:09Z,1300000,False,-2.0,26.0,1,left,M. Wagner cutting Layup (2 PTS) (P. Banchero 2 AST),"[1629021, 1631094]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.59,Made,,,,,,,2.0,P. Banchero,1631094.0,2.0,,,,,,,,
133,PT02M21.00S,2023-10-31T03:00:18.4Z,1,REGULAR,2pt,Jump Shot,[],1629216,94.53022339027595,24.75490196078431,1610612747,21,18,2023-10-31T03:00:24Z,1320000,False,-126.0,-1.0,1,right,G. Vincent 12' step back Jump Shot (2 PTS) (D. Russell 3 AST),"[1629216, 1626156]",1610612747.0,LAL,step back,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,12.62,Made,,,,,,,2.0,D. Russell,1626156.0,3.0,,,,,,,,
135,PT02M09.00S,2023-10-31T03:00:29.9Z,1,REGULAR,3pt,Jump Shot,[],1631094,32.855617608409986,62.44638480392157,1610612753,21,18,2023-10-31T03:04:41Z,1340000,False,-62.0,256.0,1,left,MISS P. Banchero 26' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,26.37,Missed,,,,,,,,,,,,,,,,,,
136,PT02M05.00S,2023-10-31T03:00:33.9Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612747,21,18,2023-10-31T03:00:36Z,1350000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,135.0,,,,,,,,,,1.0,1.0,0.0,,,,,
137,PT02M00.00S,2023-10-31T03:00:40.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,89.14257555847568,41.666666666666664,1610612747,23,18,2023-10-31T03:01:11Z,1360000,False,-42.0,50.0,1,right,D. Russell 6' driving floating Jump Shot (6 PTS) (G. Vincent 2 AST),"[1626156, 1629216]",1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,6.48,Made,,,,,,,6.0,G. Vincent,1629216.0,2.0,,,,,,,,
139,PT02M00.00S,2023-10-31T03:00:46.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,23,18,2023-10-31T03:00:46Z,1380000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M00.00S,2023-10-31T03:03:11.2Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,23,18,2023-10-31T03:03:35Z,1390000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M00.00S,2023-10-31T03:03:11.2Z,1,REGULAR,substitution,out,[],1628365,,,1610612753,23,18,2023-10-31T03:03:35Z,1400000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M00.00S,2023-10-31T03:03:11.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,23,18,2023-10-31T03:03:35Z,1410000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M00.00S,2023-10-31T03:03:11.2Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,23,18,2023-10-31T03:03:35Z,1420000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M00.00S,2023-10-31T03:03:11.2Z,1,REGULAR,substitution,in,[],204060,,,1610612753,23,18,2023-10-31T03:03:35Z,1430000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M00.00S,2023-10-31T03:03:11.2Z,1,REGULAR,substitution,in,[],203914,,,1610612753,23,18,2023-10-31T03:03:35Z,1440000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M45.00S,2023-10-31T03:03:53.8Z,1,REGULAR,2pt,Jump Shot,[],1630175,12.483574244415237,32.329963235294116,1610612753,23,20,2023-10-31T03:04:27Z,1450000,False,88.0,65.0,1,left,C. Anthony 10' pullup bank Jump Shot (2 PTS),[1630175],1610612753.0,ORL,pullup bank,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,10.96,Made,,,,,,,2.0,,,,,,,,,,,
147,PT01M25.00S,2023-10-31T03:04:17.5Z,1,REGULAR,foul,personal,[],1630175,,,1610612747,23,20,2023-10-31T03:04:29Z,1460000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1629637]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,,,,1148.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,
149,PT01M19.00S,2023-10-31T03:04:39.9Z,1,REGULAR,3pt,Jump Shot,[],1629216,67.9862023653088,24.019607843137265,1610612747,26,20,2023-10-31T03:04:45Z,1480000,False,-130.0,248.0,1,right,G. Vincent 28' 3PT  (5 PTS) (D. Russell 4 AST),"[1629216, 1626156]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,28.03,Made,,,,,,,5.0,D. Russell,1626156.0,4.0,,,,,,,,
151,PT01M05.00S,2023-10-31T03:04:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.408015768725363,47.30392156862745,1610612753,26,22,2023-10-31T03:04:58Z,1500000,False,13.0,17.0,1,left,M. Wagner cutting Layup (4 PTS) (J. Ingles 1 AST),"[1629021, 204060]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,,,4.0,J. Ingles,204060.0,1.0,,,,,,,,
153,PT00M53.30S,2023-10-31T03:05:09.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612747,26,22,2023-10-31T03:05:15Z,1520000,False,,,0,,C. Anthony personal FOUL (2 PF) (Wood 2 FT),"[1630175, 1626174]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,,,,1148.0,2.0,0.0,Wood,1626174.0,,,,,,,,,,,,
155,PT00M53.30S,2023-10-31T03:05:34.4Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612747,27,22,2023-10-31T03:05:53Z,1540000,False,,,0,,C. Wood Free Throw 1 of 2 (4 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
156,PT00M53.30S,2023-10-31T03:05:34.4Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612747,27,22,2023-10-31T03:05:53Z,1550000,False,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT00M50.30S,2023-10-31T03:05:37.4Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,27,22,2023-10-31T03:05:53Z,1560000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,156.0,,,,,,,,,,1.0,1.0,0.0,,,,,
158,PT00M33.70S,2023-10-31T03:06:09.3Z,1,REGULAR,2pt,Jump Shot,[],1630175,19.82178055190539,31.349571078431367,1610612753,27,22,2023-10-31T03:08:19Z,1570000,False,93.0,134.0,1,left,MISS C. Anthony 16' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,16.31,Missed,,,,,,,,,,,,,,,,,,
159,PT00M31.80S,2023-10-31T03:06:11.2Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,27,22,2023-10-31T03:06:11Z,1580000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,158.0,,,,,,,,,,1.0,1.0,0.0,,,,,
160,PT00M16.30S,2023-10-31T03:06:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,91.63929040735874,42.40196078431373,1610612747,29,22,2023-10-31T03:06:33Z,1590000,False,-38.0,26.0,1,right,D. Russell driving Layup (8 PTS),[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,4.61,Made,,,,,,,8.0,,,,,,,,,,,
161,PT00M00.40S,2023-10-31T03:06:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,12.66425755584757,44.11764705882353,1610612753,29,24,2023-10-31T03:06:49Z,1600000,False,29.0,67.0,1,left,C. Anthony 7' pullup Jump Shot (4 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,,,,,,,4.0,,,,,,,,,,,
162,PT00M00.00S,2023-10-31T03:06:51.4Z,1,REGULAR,period,end,[],0,,,1610612747,29,24,2023-10-31T03:06:51Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-10-31T03:09:05.4Z,2,REGULAR,substitution,out,['startperiod'],1629629,,,1610612747,29,24,2023-10-31T03:09:26Z,1620000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-10-31T03:09:05.4Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,29,24,2023-10-31T03:09:26Z,1630000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-10-31T03:09:29.2Z,2,REGULAR,period,start,[],0,,,1610612747,29,24,2023-10-31T03:09:29Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M45.00S,2023-10-31T03:09:47.0Z,2,REGULAR,foul,technical,['1freethrow'],1629021,,,1610612747,29,24,2023-10-31T03:10:18Z,1650000,False,,,0,,M. Wagner defensive-3-second technical FOUL (1 Tech),[1629021],1610612753.0,ORL,defensive-3-second,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,1628951.0,0.0,1.0,,,,,,,,,,,,,,
167,PT11M45.00S,2023-10-31T03:10:03.5Z,2,REGULAR,freethrow,1 of 1,[],1626156,,,1610612747,30,24,2023-10-31T03:10:03Z,1660000,False,,,0,,D. Russell technical Free Throw 1 of 1 (9 PTS),[1626156],1610612747.0,LAL,technical,,,Russell,D. Russell,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
168,PT11M32.00S,2023-10-31T03:10:22.2Z,2,REGULAR,2pt,Jump Shot,[],2544,88.69908015768725,33.555453431372555,1610612747,30,24,2023-10-31T03:10:46Z,1670000,False,-82.0,54.0,1,right,MISS L. James 9' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,9.82,Missed,,,,,,,,,,,,,,,,,,
169,PT11M28.00S,2023-10-31T03:10:26.2Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,30,24,2023-10-31T03:10:46Z,1680000,False,,,0,,J. Isaac REBOUND (Off:0 Def:2),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,,,168.0,,,,,,,,,,2.0,2.0,0.0,,,,,
178,PT11M22.00S,2023-10-31T03:10:45.5Z,2,REGULAR,turnover,lost ball,[],204060,,,1610612753,30,24,2023-10-31T03:12:26Z,1715000,False,,,0,,J. Ingles lost ball TURNOVER (1 TO),"[204060, 2544]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,James,2544.0,,
179,PT11M22.00S,2023-10-31T03:10:45.5Z,2,REGULAR,steal,,[],2544,,,1610612747,30,24,2023-10-31T03:11:28Z,1727500,False,,,0,,L. James STEAL (2 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
175,PT11M17.00S,2023-10-31T03:10:55.5Z,2,REGULAR,foul,personal,['2freethrow'],1628371,,,1610612747,30,24,2023-10-31T03:11:06Z,1740000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Wood 2 FT),"[1628371, 1626174]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,1628951.0,1.0,0.0,Wood,1626174.0,,,,,,,,,,,,
177,PT11M17.00S,2023-10-31T03:11:14.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626174,,,1610612747,31,24,2023-10-31T03:11:36Z,1760000,False,,,0,,C. Wood Free Throw 1 of 2 (5 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
180,PT11M17.00S,2023-10-31T03:11:14.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1626174,,,1610612747,31,24,2023-10-31T03:11:36Z,1770000,False,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT11M15.00S,2023-10-31T03:11:16.8Z,2,REGULAR,rebound,defensive,[],203914,,,1610612753,31,24,2023-10-31T03:11:36Z,1780000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,180.0,,,,,,,,,,1.0,1.0,0.0,,,,,
182,PT11M02.00S,2023-10-31T03:11:43.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.145203679369246,47.79411764705882,1610612753,31,24,2023-10-31T03:11:48Z,1790000,False,11.0,15.0,1,left,MISS M. Wagner driving Layup,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
183,PT11M00.00S,2023-10-31T03:11:45.2Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,31,24,2023-10-31T03:11:48Z,1800000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,182.0,,,,,,,,,,2.0,2.0,0.0,,,,,
