actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
421,PT01M27.00S,2024-03-09T04:49:26.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,90.5880420499343,39.70588235294118,1610612749,91,88,2024-03-09T04:49:33Z,4170000,False,-51.0,36.0,1,right,MISS P. Beverley 6' driving floating bank Shot,[201976],1610612749.0,MIL,driving floating bank,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
422,PT01M22.00S,2024-03-09T04:49:31.4Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612747,91,88,2024-03-09T04:49:33Z,4180000,False,,,0,,T. Prince REBOUND (Off:0 Def:5),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,421.0,5.0,5.0,0.0,,,,,,,,,,,,,
423,PT01M00.00S,2024-03-09T04:49:52.7Z,3,REGULAR,3pt,Jump Shot,[],1630559,28.170170827858072,75.98039215686275,1610612747,91,88,2024-03-09T04:50:14Z,4190000,False,-130.0,212.0,1,left,MISS A. Reaves 24' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
424,PT00M58.80S,2024-03-09T04:49:53.9Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,91,88,2024-03-09T04:49:56Z,4200000,False,,,0,,B. Portis REBOUND (Off:1 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,423.0,6.0,5.0,1.0,,,,,,,,,,,,,
425,PT00M53.60S,2024-03-09T04:50:00.0Z,3,REGULAR,3pt,Jump Shot,[],1627736,64.83245729303547,61.76470588235294,1610612749,91,88,2024-03-09T04:50:11Z,4210000,False,59.0,278.0,1,right,MISS M. Beasley 28' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,28.42,Missed,,,,,,,,,,,,,,,,,,
426,PT00M48.70S,2024-03-09T04:50:04.9Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,91,88,2024-03-09T04:50:11Z,4220000,False,,,0,,A. Davis REBOUND (Off:1 Def:10),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,425.0,11.0,10.0,1.0,,,,,,,,,,,,,
427,PT00M28.10S,2024-03-09T04:50:25.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,16.212220762155056,45.833333333333336,1610612747,91,88,2024-03-09T04:50:29Z,4230000,False,21.0,100.0,1,left,MISS D. Russell 10' turnaround Shot,[1626156],1610612747.0,LAL,turnaround,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,,
428,PT00M26.30S,2024-03-09T04:50:27.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,91,88,2024-03-09T04:50:29Z,4240000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,427.0,10.0,9.0,1.0,,,,,,,,,,,,,
429,PT00M23.50S,2024-03-09T04:50:35.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",203507,92.0335085413929,54.90196078431372,1610612749,91,90,2024-03-09T04:50:46Z,4250000,False,25.0,22.0,1,right,G. Antetokounmpo running Layup (28 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.32,Made,28.0,,,,,,,,,,,,,,,,,
430,PT00M23.50S,2024-03-09T04:50:39.2Z,3,REGULAR,violation,defensive goaltending,[],1629637,,,1610612749,91,90,2024-03-09T04:50:46Z,4260000,False,,,0,,J. Hayes defensive goaltending VIOLATION,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,1628953.0,,,,,,,,,,,,
432,PT00M23.50S,2024-03-09T04:50:54.7Z,3,REGULAR,foul,personal,['1freethrow'],203076,,,1610612749,91,90,2024-03-09T04:51:04Z,4280000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[203076, 203507]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,,,,,1.0,0.0,Antetokounmpo,203507.0,,,,
434,PT00M23.50S,2024-03-09T04:51:22.7Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,91,90,2024-03-09T04:51:22Z,4300000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
435,PT00M22.20S,2024-03-09T04:51:24.0Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612747,91,90,2024-03-09T04:51:24Z,4310000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,434.0,1.0,1.0,0.0,,,,,,,,,,,,,
436,PT00M04.00S,2024-03-09T04:51:41.8Z,3,REGULAR,3pt,Jump Shot,[],1626156,33.6892247043364,50.0,1610612747,94,90,2024-03-09T04:52:24Z,4320000,False,0.0,264.0,1,left,D. Russell 26' 3PT  (23 PTS) (A. Davis 2 AST),"[1626156, 203076]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,26.42,Made,23.0,,,,,,,A. Davis,203076.0,2.0,,,,,,,,
438,PT00M02.50S,2024-03-09T04:51:52.6Z,3,REGULAR,turnover,lost ball,[],203507,,,1610612749,94,90,2024-03-09T04:53:40Z,4340000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (3 TO),"[203507, 1630559]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,3.0,,,,,,,,,,Reaves,1630559.0
439,PT00M02.50S,2024-03-09T04:51:52.6Z,3,REGULAR,steal,,[],1630559,,,1610612747,94,90,2024-03-09T04:51:55Z,4350000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
440,PT00M00.10S,2024-03-09T04:51:56.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630559,7.013797634691201,52.450980392156865,1610612747,96,90,2024-03-09T04:52:55Z,4360000,False,-12.0,13.0,1,left,A. Reaves driving Layup (18 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.82,Made,18.0,,,,,,,,,,,,,,,,,
441,PT00M00.00S,2024-03-09T04:52:00.2Z,3,REGULAR,period,end,[],0,,,1610612749,96,90,2024-03-09T04:52:00Z,4370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT12M00.00S,2024-03-09T04:55:03.3Z,4,REGULAR,substitution,out,['startperiod'],203076,,,1610612749,96,90,2024-03-09T04:55:44Z,4380000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2024-03-09T04:55:03.3Z,4,REGULAR,substitution,out,['startperiod'],1630559,,,1610612749,96,90,2024-03-09T04:55:44Z,4390000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2024-03-09T04:55:03.3Z,4,REGULAR,substitution,out,['startperiod'],1627736,,,1610612749,96,90,2024-03-09T04:55:44Z,4400000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2024-03-09T04:55:03.3Z,4,REGULAR,substitution,in,['startperiod'],1629060,,,1610612749,96,90,2024-03-09T04:55:44Z,4410000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2024-03-09T04:55:03.3Z,4,REGULAR,substitution,in,['startperiod'],1629629,,,1610612749,96,90,2024-03-09T04:55:44Z,4420000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2024-03-09T04:55:03.3Z,4,REGULAR,substitution,in,['startperiod'],203081,,,1610612749,96,90,2024-03-09T04:55:44Z,4430000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2024-03-09T04:55:44.5Z,4,REGULAR,period,start,[],0,,,1610612749,96,90,2024-03-09T04:55:44Z,4440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT11M38.00S,2024-03-09T04:56:06.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,90.45663600525624,49.01960784313726,1610612749,96,90,2024-03-09T04:56:10Z,4450000,False,-5.0,37.0,1,right,MISS B. Portis Layup - blocked,"[1626171, 1629629]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,,,,,Reddish,1629629.0,,
450,PT11M38.00S,2024-03-09T04:56:06.1Z,4,REGULAR,block,,[],1629629,,,1610612749,96,90,2024-03-09T05:09:32Z,4460000,False,,,0,,C. Reddish BLOCK (1 BLK),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
451,PT11M34.00S,2024-03-09T04:56:10.1Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612747,96,90,2024-03-09T04:56:10Z,4470000,False,,,0,,D. Russell REBOUND (Off:2 Def:2),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,449.0,4.0,2.0,2.0,,,,,,,,,,,,,
453,PT11M29.00S,2024-03-09T04:56:28.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.276609724047319,56.372549019607845,1610612747,96,90,2024-03-09T04:57:10Z,4490000,False,-32.0,16.0,1,left,MISS D. Russell driving Layup,[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,,
454,PT11M29.00S,2024-03-09T04:56:28.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,96,90,2024-03-09T04:57:10Z,4500000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,453.0,,,,,,,,,,,,,,,,
455,PT11M29.00S,2024-03-09T04:56:32.5Z,4,REGULAR,foul,personal,[],201976,,,1610612747,96,90,2024-03-09T04:56:41Z,4510000,False,,,0,,P. Beverley loose ball personal FOUL (2 PF),"[201976, 1629637]",1610612749.0,MIL,loose ball,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628953.0,,,,,2.0,0.0,Hayes,1629637.0,,,,
457,PT11M18.00S,2024-03-09T04:56:57.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,9.904730617608408,55.63725490196079,1610612747,96,90,2024-03-09T04:57:00Z,4530000,False,-28.0,41.0,1,left,MISS R. Hachimura driving Layup,[1629060],1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,,,,,,,,,,,,,,,,,,
458,PT11M15.00S,2024-03-09T04:57:00.1Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,96,90,2024-03-09T04:57:00Z,4540000,False,,,0,,B. Portis REBOUND (Off:1 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,457.0,7.0,6.0,1.0,,,,,,,,,,,,,
459,PT11M06.00S,2024-03-09T04:57:09.4Z,4,REGULAR,2pt,Jump Shot,[],203081,81.38961892247043,25.735294117647058,1610612749,96,92,2024-03-09T04:57:14Z,4550000,False,-121.0,122.0,1,right,D. Lillard 17' step back Jump Shot (22 PTS),[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,17.23,Made,22.0,,,,,,,,,,,,,,,,,
460,PT10M44.00S,2024-03-09T04:57:30.3Z,4,REGULAR,3pt,Jump Shot,[],1629629,5.699737187910642,4.656862745098039,1610612747,96,92,2024-03-09T04:57:36Z,4560000,False,227.0,1.0,1,left,MISS C. Reddish 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
461,PT10M41.00S,2024-03-09T04:57:33.3Z,4,REGULAR,rebound,offensive,[],1627752,,,1610612747,96,92,2024-03-09T04:58:48Z,4570000,False,,,0,,T. Prince REBOUND (Off:1 Def:5),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,460.0,6.0,5.0,1.0,,,,,,,,,,,,,
462,PT10M41.00S,2024-03-09T04:57:35.7Z,4,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612747,96,92,2024-03-09T04:57:42Z,4580000,False,,,0,,B. Portis shooting personal FOUL (2 PF) (Reddish 2 FT),"[1626171, 1629629]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,1629178.0,,,,,2.0,0.0,Reddish,1629629.0,,,,
464,PT10M41.00S,2024-03-09T04:58:03.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629629,,,1610612747,96,92,2024-03-09T04:58:03Z,4600000,False,,,0,,MISS C. Reddish Free Throw 1 of 2,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
465,PT10M41.00S,2024-03-09T04:58:03.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,96,92,2024-03-09T04:58:03Z,4610000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,
466,PT10M41.00S,2024-03-09T04:58:17.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629629,,,1610612747,97,92,2024-03-09T04:58:17Z,4620000,False,,,0,,C. Reddish Free Throw 2 of 2 (6 PTS),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
467,PT10M26.00S,2024-03-09T04:58:33.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626171,92.82194480946123,50.49019607843137,1610612749,97,94,2024-03-09T04:58:36Z,4630000,False,2.0,15.0,1,right,B. Portis DUNK (10 PTS) (G. Antetokounmpo 9 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.52,Made,10.0,,,,,,,G. Antetokounmpo,203507.0,9.0,,,,,,,,
469,PT10M09.00S,2024-03-09T04:58:50.9Z,4,REGULAR,3pt,Jump Shot,[],1627752,29.09001314060447,84.06862745098039,1610612747,97,94,2024-03-09T04:58:54Z,4650000,False,-170.0,221.0,1,left,MISS T. Prince 27' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,27.89,Missed,,,,,,,,,,,,,,,,,,
470,PT10M07.00S,2024-03-09T04:58:52.9Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,97,94,2024-03-09T04:58:54Z,4660000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,469.0,11.0,10.0,1.0,,,,,,,,,,,,,
471,PT09M53.00S,2024-03-09T04:59:11.5Z,4,REGULAR,foul,personal,[],1626156,,,1610612749,97,94,2024-03-09T04:59:17Z,4670000,False,,,0,,D. Russell personal FOUL (3 PF),"[1626156, 203081]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,202041.0,,,,,3.0,0.0,Lillard,203081.0,,,,
473,PT09M53.00S,2024-03-09T04:59:18.2Z,4,REGULAR,substitution,out,[],1627752,,,1610612749,97,94,2024-03-09T04:59:23Z,4690000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT09M53.00S,2024-03-09T04:59:18.2Z,4,REGULAR,substitution,in,[],203915,,,1610612749,97,94,2024-03-09T04:59:23Z,4700000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT09M53.00S,2024-03-09T04:59:37.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,97,94,2024-03-09T04:59:37Z,4710000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT09M53.00S,2024-03-09T05:02:28.2Z,4,REGULAR,substitution,out,[],1629637,,,1610612749,97,94,2024-03-09T05:02:59Z,4720000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT09M53.00S,2024-03-09T05:02:28.2Z,4,REGULAR,substitution,out,[],203507,,,1610612749,97,94,2024-03-09T05:02:59Z,4730000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT09M53.00S,2024-03-09T05:02:28.2Z,4,REGULAR,substitution,in,[],203076,,,1610612749,97,94,2024-03-09T05:02:59Z,4740000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT09M53.00S,2024-03-09T05:02:28.2Z,4,REGULAR,substitution,in,[],201572,,,1610612749,97,94,2024-03-09T05:02:59Z,4750000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT09M48.00S,2024-03-09T05:03:06.7Z,4,REGULAR,3pt,Jump Shot,[],203081,69.56307490144546,19.117647058823522,1610612749,97,94,2024-03-09T05:03:32Z,4760000,False,-154.0,234.0,1,right,MISS D. Lillard 28' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.0,Missed,,,,,,,,,,,,,,,,,,
481,PT09M44.00S,2024-03-09T05:03:10.7Z,4,REGULAR,rebound,defensive,[],203915,,,1610612747,97,94,2024-03-09T05:03:11Z,4770000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,480.0,2.0,2.0,0.0,,,,,,,,,,,,,
482,PT09M38.00S,2024-03-09T05:03:16.6Z,4,REGULAR,3pt,Jump Shot,[],1626156,27.38173455978975,83.08823529411765,1610612747,100,94,2024-03-09T05:03:20Z,4780000,False,-165.0,205.0,1,left,D. Russell 26' 3PT  (26 PTS) (A. Davis 3 AST),"[1626156, 203076]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.33,Made,26.0,,,,,,,A. Davis,203076.0,3.0,,,,,,,,
484,PT09M18.00S,2024-03-09T05:03:36.1Z,4,REGULAR,3pt,Jump Shot,[],1626171,77.44743758212877,9.313725490196077,1610612749,100,94,2024-03-09T05:03:45Z,4800000,False,-203.0,159.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
485,PT09M15.00S,2024-03-09T05:03:39.1Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,100,94,2024-03-09T05:03:45Z,4810000,False,,,0,,A. Davis REBOUND (Off:1 Def:11),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,484.0,12.0,11.0,1.0,,,,,,,,,,,,,
486,PT09M06.00S,2024-03-09T05:03:48.8Z,4,REGULAR,3pt,Jump Shot,[],1629629,6.619579500657039,4.411764705882348,1610612747,100,94,2024-03-09T05:03:53Z,4820000,False,228.0,10.0,1,left,MISS C. Reddish 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
487,PT09M03.00S,2024-03-09T05:03:51.8Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,100,94,2024-03-09T05:03:53Z,4830000,False,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Right Corner 3,24+ Right,,,,486.0,3.0,3.0,0.0,,,,,,,,,,,,,
488,PT08M51.00S,2024-03-09T05:04:03.6Z,4,REGULAR,3pt,Jump Shot,[],1626192,66.40932982917215,77.20588235294117,1610612749,100,97,2024-03-09T05:04:07Z,4840000,False,136.0,263.0,1,right,P. Connaughton 29' 3PT  (11 PTS) (D. Lillard 9 AST),"[1626192, 203081]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,29.63,Made,11.0,,,,,,,D. Lillard,203081.0,9.0,,,,,,,,
490,PT08M31.00S,2024-03-09T05:04:23.3Z,4,REGULAR,3pt,Jump Shot,[],1629060,32.50657030223391,56.86274509803921,1610612747,100,97,2024-03-09T05:04:27Z,4860000,False,-34.0,253.0,1,left,MISS R. Hachimura 25' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,25.54,Missed,,,,,,,,,,,,,,,,,,
491,PT08M28.00S,2024-03-09T05:04:26.3Z,4,REGULAR,rebound,defensive,[],203081,,,1610612749,100,97,2024-03-09T05:04:27Z,4870000,False,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,490.0,4.0,4.0,0.0,,,,,,,,,,,,,
492,PT08M15.00S,2024-03-09T05:04:39.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,80.73258869908015,61.27450980392157,1610612749,100,99,2024-03-09T05:04:43Z,4880000,False,56.0,129.0,1,right,B. Portis 14' floating Jump Shot (12 PTS) (D. Lillard 10 AST),"[1626171, 203081]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,14.04,Made,12.0,,,,,,,D. Lillard,203081.0,10.0,,,,,,,,
494,PT07M57.00S,2024-03-09T05:04:57.0Z,4,REGULAR,3pt,Jump Shot,[],1626156,27.77595269382391,23.284313725490193,1610612747,103,99,2024-03-09T05:05:24Z,4900000,False,134.0,209.0,1,left,D. Russell 24' 3PT step back (29 PTS),[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,24.77,Made,29.0,,,,,,,,,,,,,,,,,
495,PT07M41.00S,2024-03-09T05:05:14.4Z,4,REGULAR,foul,personal,['2freethrow'],203076,,,1610612749,103,99,2024-03-09T05:05:20Z,4910000,False,,,0,,A. Davis shooting personal FOUL (2 PF) (Portis 2 FT),"[203076, 1626171]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628953.0,,,,,2.0,0.0,Portis,1626171.0,,,,
497,PT07M41.00S,2024-03-09T05:05:49.9Z,4,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,103,100,2024-03-09T05:05:49Z,4930000,False,,,0,,B. Portis Free Throw 1 of 2 (13 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
498,PT07M41.00S,2024-03-09T05:05:51.1Z,4,REGULAR,substitution,out,[],1629629,,,1610612749,103,100,2024-03-09T05:05:55Z,4940000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT07M41.00S,2024-03-09T05:05:51.1Z,4,REGULAR,substitution,in,[],1630559,,,1610612749,103,100,2024-03-09T05:05:55Z,4950000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT07M41.00S,2024-03-09T05:06:12.8Z,4,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,103,101,2024-03-09T05:06:12Z,4960000,False,,,0,,B. Portis Free Throw 2 of 2 (14 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
501,PT07M27.00S,2024-03-09T05:06:28.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,11.744415243101187,40.44117647058824,1610612747,103,101,2024-03-09T05:06:32Z,4970000,False,48.0,58.0,1,left,MISS R. Hachimura 7' pullup Shot,[1629060],1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
502,PT07M24.00S,2024-03-09T05:06:31.2Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,103,101,2024-03-09T05:06:32Z,4980000,False,,,0,,B. Portis REBOUND (Off:1 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,501.0,8.0,7.0,1.0,,,,,,,,,,,,,
503,PT07M16.00S,2024-03-09T05:06:38.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,91.24507227332458,44.607843137254896,1610612749,103,103,2024-03-09T05:06:42Z,4990000,False,-27.0,30.0,1,right,D. Lillard driving reverse Layup (24 PTS),[203081],1610612749.0,MIL,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,4.02,Made,24.0,,,,,,,,,,,,,,,,,
