actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-29T03:41:15.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-29T03:41:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-29T03:41:17.7Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2023-12-29T03:41:17Z,40000,False,,,0,,Jump Ball A. Davis vs. N. Richards: Tip to L. James,"[2544, 203076, 1630208]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-12-29T03:41:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,10.95597897503285,52.205882352941174,1610612747,0,0,2023-12-29T03:41:42Z,70000,False,-11.0,50.0,1,left,MISS T. Prince driving Layup - blocked,"[1627752, 1641706]",1610612747.0,LAL,driving,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,Miller,1641706.0,,,,,,,,,,,,,,,,
8,PT11M44.00S,2023-12-29T03:41:31.4Z,1,REGULAR,block,,[],1641706,,,1610612747,0,0,2023-12-29T03:42:17Z,80000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M44.00S,2023-12-29T03:41:31.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,0,0,2023-12-29T03:41:42Z,90000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,,,,,,,,,,,,,,,
11,PT11M37.00S,2023-12-29T03:41:47.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203076,12.795663600525614,73.2843137254902,1610612747,0,0,2023-12-29T03:41:52Z,110000,False,-116.0,68.0,1,left,MISS A. Davis 13' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,13.47,Missed,,,,,,,,,,,,,,,,,,
12,PT11M35.00S,2023-12-29T03:41:49.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,0,2023-12-29T03:41:52Z,120000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M24.00S,2023-12-29T03:42:01.4Z,1,REGULAR,turnover,lost ball,[],1641706,,,1610612766,0,0,2023-12-29T03:42:05Z,130000,False,,,0,,B. Miller lost ball TURNOVER (1 TO),"[1641706, 1629060]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,Hachimura,1629060.0,,,,,,,,,
14,PT11M24.00S,2023-12-29T03:42:01.4Z,1,REGULAR,steal,,[],1629060,,,1610612747,0,0,2023-12-29T03:42:03Z,140000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
15,PT11M20.00S,2023-12-29T03:42:04.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629060,6.4881734559789805,51.470588235294116,1610612747,2,0,2023-12-29T03:43:44Z,150000,False,-7.0,8.0,1,left,R. Hachimura running DUNK (2 PTS) (T. Prince 1 AST),"[1629060, 1627752]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,2.0,T. Prince,1627752.0,1.0,,,,,
17,PT10M56.00S,2023-12-29T03:42:28.7Z,1,REGULAR,3pt,Jump Shot,[],1631121,73.37385019710908,90.44117647058823,1610612766,2,3,2023-12-29T03:42:32Z,170000,False,202.0,198.0,1,right,B. McGowens 28' 3PT  (3 PTS) (T. Rozier 1 AST),"[1631121, 1626179]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,28.29,Made,,,,,,,,,,3.0,T. Rozier,1626179.0,1.0,,,,,
19,PT10M38.00S,2023-12-29T03:42:47.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,10.036136662286467,55.3921568627451,1610612747,4,3,2023-12-29T03:42:51Z,190000,False,-27.0,42.0,1,left,A. Davis Hook (2 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,,,,,,2.0,L. James,2544.0,1.0,,,,,
21,PT10M27.00S,2023-12-29T03:42:58.3Z,1,REGULAR,turnover,bad pass,[],1626179,,,1610612766,4,3,2023-12-29T03:43:01Z,210000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1627752]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Prince,1627752.0,,,,,,,,,
22,PT10M27.00S,2023-12-29T03:42:58.3Z,1,REGULAR,steal,,[],1627752,,,1610612747,4,3,2023-12-29T03:43:00Z,220000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
