actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-25T22:08:19.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-25T22:08:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-25T22:08:22.7Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2023-12-25T22:08:22Z,40000,False,,,0,,Jump Ball K. Porzingis vs. A. Davis: Tip to J. Brown,"[1627759, 204001, 203076]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Porzingis,204001.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M50.00S,2023-12-25T22:08:28.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,80.20696452036793,29.411764705882348,1610612738,0,2,2023-12-25T22:08:51Z,70000,False,-103.0,134.0,1,right,J. Brown 16' step back Jump Shot (2 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,16.86,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2023-12-25T22:08:45.6Z,1,REGULAR,3pt,Jump Shot,[],1627752,29.09001314060447,21.32352941176471,1610612747,0,2,2023-12-25T22:08:48Z,80000,False,143.0,221.0,1,left,MISS T. Prince 26' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,26.34,Missed,,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2023-12-25T22:08:47.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,0,2,2023-12-25T22:08:47Z,90000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M25.00S,2023-12-25T22:08:53.1Z,1,REGULAR,3pt,Jump Shot,[],204001,70.74572930354796,79.16666666666666,1610612738,0,2,2023-12-25T22:08:58Z,100000,False,146.0,222.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
11,PT11M21.00S,2023-12-25T22:08:57.1Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,0,2,2023-12-25T22:08:58Z,110000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT11M13.00S,2023-12-25T22:09:05.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,16.737844940867276,53.18627450980392,1610612747,0,2,2023-12-25T22:09:16Z,120000,False,-16.0,105.0,1,left,MISS A. Davis 10' turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,10.6,Missed,,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2023-12-25T22:09:08.5Z,1,REGULAR,rebound,offensive,[],1629020,,,1610612747,0,2,2023-12-25T22:09:08Z,130000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,
14,PT11M09.00S,2023-12-25T22:09:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,5.590000152587891,50.0,1610612747,0,2,2023-12-25T22:09:08Z,140000,False,0.0,0.0,1,left,MISS J. Vanderbilt tip Layup,[1629020],1610612747.0,LAL,tip,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
15,PT11M09.00S,2023-12-25T22:09:09.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,0,2,2023-12-25T22:09:09Z,150000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,
16,PT11M06.00S,2023-12-25T22:09:11.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627759,80.99540078843627,76.47058823529412,1610612738,0,4,2023-12-25T22:09:35Z,160000,False,132.0,126.0,1,right,J. Brown 18' running pullup Jump Shot (4 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,18.28,Made,4.0,,,,,J. Tatum,1628369.0,1.0,,,,,,,,,,
18,PT10M44.00S,2023-12-25T22:09:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,11.613009198423129,46.32352941176471,1610612747,0,4,2023-12-25T22:09:38Z,180000,False,18.0,57.0,1,left,MISS A. Davis turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.96,Missed,,,,,,,,,,,,,,,,,,
19,PT10M42.00S,2023-12-25T22:09:36.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,0,4,2023-12-25T22:09:38Z,190000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,18.0,3.0,3.0,0.0,,,,,,,,,,,,,
20,PT10M37.00S,2023-12-25T22:09:44.2Z,1,REGULAR,foul,offensive,[],1627759,,,1610612738,0,4,2023-12-25T22:09:58Z,200000,False,,,0,,J. Brown offensive FOUL (1 PF),"[1627759, 1629020]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1162.0,1.0,0.0,Vanderbilt,1629020.0,,,,,
22,PT10M37.00S,2023-12-25T22:09:44.2Z,1,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,0,4,2023-12-25T22:09:44Z,220000,False,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1162.0,,,,,1.0,,,,
23,PT10M28.00S,2023-12-25T22:10:12.2Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,0,4,2023-12-25T22:10:15Z,230000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1628401]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,White,1628401.0,,
24,PT10M28.00S,2023-12-25T22:10:12.2Z,1,REGULAR,steal,,[],1628401,,,1610612738,0,4,2023-12-25T22:10:13Z,240000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
25,PT10M16.00S,2023-12-25T22:10:24.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,76.92181340341656,88.23529411764706,1610612738,0,7,2023-12-25T22:10:29Z,250000,False,191.0,164.0,1,right,J. Holiday 25' 3PT  (3 PTS) (D. White 1 AST),"[201950, 1628401]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.22,Made,3.0,,,,,D. White,1628401.0,1.0,,,,,,,,,,
